Complexity metrics,Qui, 26 out 2017 16:49:18 BRST
Method,ev(G),iv(G),v(G)
"org.apache.james.mime4j.field.contentdisposition.parser.ParseException.ParseException(Token,int[][],String[])",1,1,1
"org.apache.james.mime4j.field.contentdisposition.parser.ParseException.add_escapes(String)",4,5,14
"org.apache.james.mime4j.field.contentdisposition.parser.ParseException.getMessage()",4,6,10
"org.apache.james.mime4j.field.contenttype.parser.ParseException.ParseException()",1,1,1
"org.apache.james.mime4j.field.contenttype.parser.ParseException.ParseException(String)",1,1,1
"org.apache.james.mime4j.field.contenttype.parser.ParseException.ParseException(Throwable)",1,1,1
"org.apache.james.mime4j.field.contenttype.parser.ParseException.ParseException(Token,int[][],String[])",1,1,1
"org.apache.james.mime4j.field.contenttype.parser.ParseException.add_escapes(String)",4,5,14
"org.apache.james.mime4j.field.contenttype.parser.ParseException.getMessage()",4,6,10
"org.apache.james.mime4j.field.datetime.DateTime.DateTime(String,int,int,int,int,int,int)",1,1,1
"org.apache.james.mime4j.field.datetime.DateTime.convertToDate(int,int,int,int,int,int,int)",1,2,2
"org.apache.james.mime4j.field.datetime.DateTime.convertToYear(String)",5,2,6
"org.apache.james.mime4j.field.datetime.DateTime.equals(Object)",14,2,14
"org.apache.james.mime4j.field.datetime.DateTime.getDate()",1,1,1
"org.apache.james.mime4j.field.datetime.DateTime.getDay()",1,1,1
"org.apache.james.mime4j.field.datetime.DateTime.getHour()",1,1,1
"org.apache.james.mime4j.field.datetime.DateTime.getMinute()",1,1,1
"org.apache.james.mime4j.field.datetime.DateTime.getMonth()",1,1,1
"org.apache.james.mime4j.field.datetime.DateTime.getSecond()",1,1,1
"org.apache.james.mime4j.field.datetime.DateTime.getTimeZone()",1,1,1
"org.apache.james.mime4j.field.datetime.DateTime.getYear()",1,1,1
"org.apache.james.mime4j.field.datetime.DateTime.hashCode()",1,2,2
"org.apache.james.mime4j.field.datetime.DateTime.print()",1,1,1
"org.apache.james.mime4j.field.datetime.DateTime.toString()",1,1,1
"org.apache.james.mime4j.field.datetime.parser.ParseException.ParseException()",1,1,1
"org.apache.james.mime4j.field.datetime.parser.ParseException.ParseException(String)",1,1,1
"org.apache.james.mime4j.field.datetime.parser.ParseException.ParseException(Throwable)",1,1,1
"org.apache.james.mime4j.field.datetime.parser.ParseException.ParseException(Token,int[][],String[])",1,1,1
"org.apache.james.mime4j.field.datetime.parser.ParseException.add_escapes(String)",4,5,14
"org.apache.james.mime4j.field.datetime.parser.ParseException.getMessage()",4,6,10
"org.apache.james.mime4j.field.language.parser.ParseException.ParseException()",1,1,1
"org.apache.james.mime4j.field.language.parser.ParseException.ParseException(String)",1,1,1
"org.apache.james.mime4j.field.language.parser.ParseException.ParseException(Throwable)",1,1,1
"org.apache.james.mime4j.field.language.parser.ParseException.ParseException(Token,int[][],String[])",1,1,1
"org.apache.james.mime4j.field.language.parser.ParseException.add_escapes(String)",4,5,14
"org.apache.james.mime4j.field.language.parser.ParseException.getMessage()",4,6,10
"org.apache.james.mime4j.field.mimeversion.parser.ParseException.ParseException()",1,1,1
"org.apache.james.mime4j.field.mimeversion.parser.ParseException.ParseException(String)",1,1,1
"org.apache.james.mime4j.field.mimeversion.parser.ParseException.ParseException(Throwable)",1,1,1
"org.apache.james.mime4j.field.mimeversion.parser.ParseException.ParseException(Token,int[][],String[])",1,1,1
"org.apache.james.mime4j.field.mimeversion.parser.ParseException.add_escapes(String)",4,5,14
"org.apache.james.mime4j.field.mimeversion.parser.ParseException.getMessage()",4,6,10
"org.apache.james.mime4j.field.structured.parser.ParseException.ParseException()",1,1,1
"org.apache.james.mime4j.field.structured.parser.ParseException.ParseException(String)",1,1,1
"org.apache.james.mime4j.field.structured.parser.ParseException.ParseException(Throwable)",1,1,1
"org.apache.james.mime4j.field.structured.parser.ParseException.ParseException(Token,int[][],String[])",1,1,1
"org.apache.james.mime4j.field.structured.parser.ParseException.add_escapes(String)",4,5,14
"org.apache.james.mime4j.field.structured.parser.ParseException.getMessage()",4,6,10
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.BufferedLineReaderInputStream(InputStream,int)",1,1,1
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.BufferedLineReaderInputStream(InputStream,int,int)",3,1,3
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.buf()",1,1,1
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.capacity()",1,1,1
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.charAt(int)",2,1,3
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.clear()",1,1,1
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.ensureCapacity(int)",1,2,2
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.expand(int)",1,2,2
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.fillBuffer()",2,3,4
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.hasBufferedData()",1,1,1
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.indexOf(byte)",1,1,1
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.indexOf(byte,int,int)",4,1,6
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.indexOf(byte[])",1,1,1
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.indexOf(byte[],int,int)",9,1,13
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.length()",1,1,1
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.limit()",1,1,1
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.markSupported()",1,1,1
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.pos()",1,1,1
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.read()",4,2,4
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.read(byte[])",3,1,3
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.read(byte[],int,int)",5,2,6
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.readLine(ByteArrayBuffer)",8,6,12
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.skip(int)",1,1,1
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.toString()",1,2,2
"org.apache.james.mime4j.io.BufferedLineReaderInputStream.truncate()",1,1,1
"org.apache.james.mime4j.io.EOLConvertingInputStream.EOLConvertingInputStream(InputStream)",1,1,1
"org.apache.james.mime4j.io.EOLConvertingInputStream.EOLConvertingInputStream(InputStream,int)",1,1,1
"org.apache.james.mime4j.io.EOLConvertingInputStream.close()",1,1,1
"org.apache.james.mime4j.io.EOLConvertingInputStream.read()",2,5,9
"org.apache.james.mime4j.io.LimitedInputStream.LimitedInputStream(InputStream,long)",2,1,2
"org.apache.james.mime4j.io.LimitedInputStream.enforceLimit()",2,1,2
"org.apache.james.mime4j.io.LimitedInputStream.getBytesLeft()",1,1,1
"org.apache.james.mime4j.io.LimitedInputStream.read()",1,1,1
"org.apache.james.mime4j.io.LimitedInputStream.read(byte[],int,int)",1,1,1
"org.apache.james.mime4j.io.LimitedInputStream.skip(long)",1,1,1
"org.apache.james.mime4j.io.LineNumberInputStream.LineNumberInputStream(InputStream)",1,1,1
"org.apache.james.mime4j.io.LineNumberInputStream.getLineNumber()",1,1,1
"org.apache.james.mime4j.io.LineNumberInputStream.read()",1,1,2
"org.apache.james.mime4j.io.LineNumberInputStream.read(byte[],int,int)",1,1,3
"org.apache.james.mime4j.io.LineReaderInputStream.LineReaderInputStream(InputStream)",1,1,1
"org.apache.james.mime4j.io.LineReaderInputStreamAdaptor.LineReaderInputStreamAdaptor(InputStream)",1,1,1
"org.apache.james.mime4j.io.LineReaderInputStreamAdaptor.LineReaderInputStreamAdaptor(InputStream,int)",1,1,2
"org.apache.james.mime4j.io.LineReaderInputStreamAdaptor.doReadLine(ByteArrayBuffer)",5,3,7
"org.apache.james.mime4j.io.LineReaderInputStreamAdaptor.eof()",1,1,1
"org.apache.james.mime4j.io.LineReaderInputStreamAdaptor.isUsed()",1,1,1
"org.apache.james.mime4j.io.LineReaderInputStreamAdaptor.read()",1,1,1
"org.apache.james.mime4j.io.LineReaderInputStreamAdaptor.read(byte[],int,int)",1,1,1
"org.apache.james.mime4j.io.LineReaderInputStreamAdaptor.readLine(ByteArrayBuffer)",1,2,2
"org.apache.james.mime4j.io.LineReaderInputStreamAdaptor.toString()",1,1,1
"org.apache.james.mime4j.io.MaxHeaderLimitException.MaxHeaderLimitException(String)",1,1,1
"org.apache.james.mime4j.io.MaxLineLimitException.MaxLineLimitException(String)",1,1,1
"org.apache.james.mime4j.io.MimeBoundaryInputStream.MimeBoundaryInputStream(BufferedLineReaderInputStream,String)",4,2,5
"org.apache.james.mime4j.io.MimeBoundaryInputStream.calculateBoundaryLen()",1,3,5
"org.apache.james.mime4j.io.MimeBoundaryInputStream.close()",1,1,1
"org.apache.james.mime4j.io.MimeBoundaryInputStream.endOfStream()",1,1,2
"org.apache.james.mime4j.io.MimeBoundaryInputStream.eof()",1,2,2
"org.apache.james.mime4j.io.MimeBoundaryInputStream.fillBuffer()",2,6,7
"org.apache.james.mime4j.io.MimeBoundaryInputStream.hasData()",1,2,2
"org.apache.james.mime4j.io.MimeBoundaryInputStream.isLastPart()",1,1,1
"org.apache.james.mime4j.io.MimeBoundaryInputStream.markSupported()",1,1,1
"org.apache.james.mime4j.io.MimeBoundaryInputStream.read()",6,6,7
"org.apache.james.mime4j.io.MimeBoundaryInputStream.read(byte[],int,int)",4,4,5
"org.apache.james.mime4j.io.MimeBoundaryInputStream.readLine(ByteArrayBuffer)",8,9,13
"org.apache.james.mime4j.io.MimeBoundaryInputStream.skipBoundary()",9,8,11
"org.apache.james.mime4j.io.MimeBoundaryInputStream.toString()",1,2,2
"org.apache.james.mime4j.io.PositionInputStream.PositionInputStream(InputStream)",1,1,1
"org.apache.james.mime4j.io.PositionInputStream.available()",1,1,1
"org.apache.james.mime4j.io.PositionInputStream.close()",1,1,1
"org.apache.james.mime4j.io.PositionInputStream.getPosition()",1,1,1
"org.apache.james.mime4j.io.PositionInputStream.mark(int)",1,1,1
"org.apache.james.mime4j.io.PositionInputStream.markSupported()",1,1,1
"org.apache.james.mime4j.io.PositionInputStream.read()",1,1,2
"org.apache.james.mime4j.io.PositionInputStream.read(byte[],int,int)",1,1,2
"org.apache.james.mime4j.io.PositionInputStream.reset()",1,1,1
"org.apache.james.mime4j.io.PositionInputStream.skip(long)",1,1,2
"org.apache.james.mime4j.message.BinaryBody.BinaryBody()",1,1,1
"org.apache.james.mime4j.message.BodyCopier.BodyCopier()",1,1,1
"org.apache.james.mime4j.message.BodyCopier.copy(Body)",5,2,5
"org.apache.james.mime4j.message.BodyFactory.BodyFactory()",1,1,1
"org.apache.james.mime4j.message.BodyFactory.BodyFactory(StorageProvider)",1,2,2
"org.apache.james.mime4j.message.BodyFactory.binaryBody(InputStream)",2,1,2
"org.apache.james.mime4j.message.BodyFactory.binaryBody(Storage)",2,1,2
"org.apache.james.mime4j.message.BodyFactory.getStorageProvider()",1,1,1
"org.apache.james.mime4j.message.BodyFactory.textBody(InputStream)",2,1,2
"org.apache.james.mime4j.message.BodyFactory.textBody(InputStream,String)",3,1,3
"org.apache.james.mime4j.message.BodyFactory.textBody(Storage)",2,1,2
"org.apache.james.mime4j.message.BodyFactory.textBody(Storage,String)",3,1,3
"org.apache.james.mime4j.message.BodyFactory.textBody(String)",2,1,2
"org.apache.james.mime4j.message.BodyFactory.textBody(String,String)",3,1,3
"org.apache.james.mime4j.message.BodyFactory.toJavaCharset(String,boolean)",4,9,9
"org.apache.james.mime4j.message.BodyPart.BodyPart()",1,1,1
"org.apache.james.mime4j.message.BodyPart.BodyPart(BodyPart)",1,1,1
"org.apache.james.mime4j.message.Entity.Entity()",1,1,1
"org.apache.james.mime4j.message.Entity.Entity(Entity)",1,2,3
"org.apache.james.mime4j.message.Entity.dispose()",1,2,2
"org.apache.james.mime4j.message.Entity.getBody()",1,1,1
"org.apache.james.mime4j.message.Entity.getCharset()",1,1,1
"org.apache.james.mime4j.message.Entity.getContentTransferEncoding()",1,1,1
"org.apache.james.mime4j.message.Entity.getDispositionType()",2,1,2
"org.apache.james.mime4j.message.Entity.getFilename()",2,1,2
"org.apache.james.mime4j.message.Entity.getHeader()",1,1,1
"org.apache.james.mime4j.message.Entity.getMimeType()",1,2,2
"org.apache.james.mime4j.message.Entity.getParent()",1,1,1
"org.apache.james.mime4j.message.Entity.isMimeType(String)",1,1,1
"org.apache.james.mime4j.message.Entity.isMultipart()",1,3,3
"org.apache.james.mime4j.message.Entity.obtainField(String)",2,1,2
"org.apache.james.mime4j.message.Entity.obtainHeader()",1,1,2
"org.apache.james.mime4j.message.Entity.removeBody()",2,1,2
"org.apache.james.mime4j.message.Entity.setBody(Body)",2,1,2
"org.apache.james.mime4j.message.Entity.setBody(Body,String)",1,1,1
"org.apache.james.mime4j.message.Entity.setBody(Body,String,Map<String, String>)",1,1,1
"org.apache.james.mime4j.message.Entity.setContentDisposition(String)",1,1,1
"org.apache.james.mime4j.message.Entity.setContentDisposition(String,String)",1,1,1
"org.apache.james.mime4j.message.Entity.setContentDisposition(String,String,long)",1,1,1
"org.apache.james.mime4j.message.Entity.setContentDisposition(String,String,long,Date,Date,Date)",1,1,1
"org.apache.james.mime4j.message.Entity.setContentTransferEncoding(String)",1,1,1
"org.apache.james.mime4j.message.Entity.setFilename(String)",1,4,4
"org.apache.james.mime4j.message.Entity.setHeader(Header)",1,1,1
"org.apache.james.mime4j.message.Entity.setMessage(Message)",1,1,1
"org.apache.james.mime4j.message.Entity.setMultipart(Multipart)",1,1,1
"org.apache.james.mime4j.message.Entity.setMultipart(Multipart,Map<String, String>)",1,2,2
"org.apache.james.mime4j.message.Entity.setParent(Entity)",1,1,1
"org.apache.james.mime4j.message.Entity.setText(TextBody)",1,1,1
"org.apache.james.mime4j.message.Entity.setText(TextBody,String)",1,3,3
"org.apache.james.mime4j.message.Header.Header()",1,1,1
"org.apache.james.mime4j.message.Header.Header(Header)",1,2,2
"org.apache.james.mime4j.message.Header.Header(InputStream)",1,1,2
"org.apache.james.mime4j.message.Header.addField(Field)",1,2,2
"org.apache.james.mime4j.message.Header.getField(String)",2,3,3
"org.apache.james.mime4j.message.Header.getFields()",1,1,1
"org.apache.james.mime4j.message.Header.getFields(String)",1,3,3
"org.apache.james.mime4j.message.Header.iterator()",1,1,1
"org.apache.james.mime4j.message.Header.removeFields(String)",2,4,5
"org.apache.james.mime4j.message.Header.setField(Field)",2,5,6
"org.apache.james.mime4j.message.Header.toString()",1,2,2
"org.apache.james.mime4j.message.Message.Message()",1,1,1
"org.apache.james.mime4j.message.Message.Message(InputStream)",1,1,1
"org.apache.james.mime4j.message.Message.Message(InputStream,MimeEntityConfig)",1,1,1
"org.apache.james.mime4j.message.Message.Message(InputStream,MimeEntityConfig,StorageProvider)",1,1,2
"org.apache.james.mime4j.message.Message.Message(Message)",1,1,1
"org.apache.james.mime4j.message.Message.createMessageId(String)",1,1,1
"org.apache.james.mime4j.message.Message.getAddressList(String)",2,1,2
"org.apache.james.mime4j.message.Message.getBcc()",1,1,1
"org.apache.james.mime4j.message.Message.getCc()",1,1,1
"org.apache.james.mime4j.message.Message.getDate()",2,1,2
"org.apache.james.mime4j.message.Message.getFrom()",1,1,1
"org.apache.james.mime4j.message.Message.getMailbox(String)",2,1,2
"org.apache.james.mime4j.message.Message.getMailboxList(String)",2,1,2
"org.apache.james.mime4j.message.Message.getMessageId()",2,1,2
"org.apache.james.mime4j.message.Message.getReplyTo()",1,1,1
"org.apache.james.mime4j.message.Message.getSender()",1,1,1
"org.apache.james.mime4j.message.Message.getSubject()",2,1,2
"org.apache.james.mime4j.message.Message.getTo()",1,1,1
"org.apache.james.mime4j.message.Message.setAddressList(String,Address)",1,2,2
"org.apache.james.mime4j.message.Message.setAddressList(String,Address...)",1,2,2
"org.apache.james.mime4j.message.Message.setAddressList(String,Collection<Address>)",1,3,3
"org.apache.james.mime4j.message.Message.setBcc(Address)",1,1,1
"org.apache.james.mime4j.message.Message.setBcc(Address...)",1,1,1
"org.apache.james.mime4j.message.Message.setBcc(Collection<Address>)",1,1,1
"org.apache.james.mime4j.message.Message.setCc(Address)",1,1,1
"org.apache.james.mime4j.message.Message.setCc(Address...)",1,1,1
"org.apache.james.mime4j.message.Message.setCc(Collection<Address>)",1,1,1
"org.apache.james.mime4j.message.Message.setDate(Date)",1,1,1
"org.apache.james.mime4j.message.Message.setDate(Date,TimeZone)",1,2,2
"org.apache.james.mime4j.message.Message.setFrom(Collection<Mailbox>)",1,1,1
"org.apache.james.mime4j.message.Message.setFrom(Mailbox)",1,1,1
"org.apache.james.mime4j.message.Message.setFrom(Mailbox...)",1,1,1
"org.apache.james.mime4j.message.Message.setMailbox(String,Mailbox)",1,2,2
"org.apache.james.mime4j.message.Message.setMailboxList(String,Collection<Mailbox>)",1,3,3
"org.apache.james.mime4j.message.Message.setMailboxList(String,Mailbox)",1,2,2
"org.apache.james.mime4j.message.Message.setMailboxList(String,Mailbox...)",1,2,2
"org.apache.james.mime4j.message.Message.setReplyTo(Address)",1,1,1
"org.apache.james.mime4j.message.Message.setReplyTo(Address...)",1,1,1
"org.apache.james.mime4j.message.Message.setReplyTo(Collection<Address>)",1,1,1
"org.apache.james.mime4j.message.Message.setSender(Mailbox)",1,1,1
"org.apache.james.mime4j.message.Message.setSubject(String)",1,2,2
"org.apache.james.mime4j.message.Message.setTo(Address)",1,1,1
"org.apache.james.mime4j.message.Message.setTo(Address...)",1,1,1
"org.apache.james.mime4j.message.Message.setTo(Collection<Address>)",1,1,1
"org.apache.james.mime4j.message.Message.writeTo(OutputStream)",1,1,1
"org.apache.james.mime4j.message.MessageBuilder.MessageBuilder(Entity)",1,1,1
"org.apache.james.mime4j.message.MessageBuilder.MessageBuilder(Entity,StorageProvider)",1,1,1
"org.apache.james.mime4j.message.MessageBuilder.body(BodyDescriptor,InputStream)",1,3,4
"org.apache.james.mime4j.message.MessageBuilder.endBodyPart()",1,1,1
"org.apache.james.mime4j.message.MessageBuilder.endHeader()",1,1,1
"org.apache.james.mime4j.message.MessageBuilder.endMessage()",1,1,1
"org.apache.james.mime4j.message.MessageBuilder.endMultipart()",1,1,1
"org.apache.james.mime4j.message.MessageBuilder.epilogue(InputStream)",1,1,1
"org.apache.james.mime4j.message.MessageBuilder.expect(Class<?>)",2,2,2
"org.apache.james.mime4j.message.MessageBuilder.field(Field)",1,1,1
"org.apache.james.mime4j.message.MessageBuilder.loadStream(InputStream)",1,2,2
"org.apache.james.mime4j.message.MessageBuilder.preamble(InputStream)",1,1,1
"org.apache.james.mime4j.message.MessageBuilder.raw(InputStream)",1,1,1
"org.apache.james.mime4j.message.MessageBuilder.startBodyPart()",1,1,1
"org.apache.james.mime4j.message.MessageBuilder.startHeader()",1,1,1
"org.apache.james.mime4j.message.MessageBuilder.startMessage()",1,2,2
"org.apache.james.mime4j.message.MessageBuilder.startMultipart(BodyDescriptor)",1,1,1
"org.apache.james.mime4j.message.MessageWriter.MessageWriter()",1,1,1
"org.apache.james.mime4j.message.MessageWriter.encodeStream(OutputStream,String,boolean)",3,3,3
"org.apache.james.mime4j.message.MessageWriter.getBoundary(ContentTypeField)",2,1,2
"org.apache.james.mime4j.message.MessageWriter.getContentType(Multipart)",4,1,4
"org.apache.james.mime4j.message.MessageWriter.writeBody(Body,OutputStream)",4,4,4
"org.apache.james.mime4j.message.MessageWriter.writeBytes(ByteSequence,OutputStream)",1,2,2
"org.apache.james.mime4j.message.MessageWriter.writeEntity(Entity,OutputStream)",3,2,4
"org.apache.james.mime4j.message.MessageWriter.writeHeader(Header,OutputStream)",1,2,2
"org.apache.james.mime4j.message.MessageWriter.writeMultipart(Multipart,OutputStream)",1,2,2
"org.apache.james.mime4j.message.Multipart.Multipart(Multipart)",1,2,2
"org.apache.james.mime4j.message.Multipart.Multipart(String)",1,1,1
"org.apache.james.mime4j.message.Multipart.addBodyPart(BodyPart)",2,1,2
"org.apache.james.mime4j.message.Multipart.addBodyPart(BodyPart,int)",2,1,2
"org.apache.james.mime4j.message.Multipart.dispose()",1,2,2
"org.apache.james.mime4j.message.Multipart.getBodyParts()",1,1,1
"org.apache.james.mime4j.message.Multipart.getCount()",1,1,1
"org.apache.james.mime4j.message.Multipart.getEpilogue()",1,2,2
"org.apache.james.mime4j.message.Multipart.getEpilogueRaw()",1,1,1
"org.apache.james.mime4j.message.Multipart.getParent()",1,1,1
"org.apache.james.mime4j.message.Multipart.getPreamble()",1,2,2
"org.apache.james.mime4j.message.Multipart.getPreambleRaw()",1,1,1
"org.apache.james.mime4j.message.Multipart.getSubType()",1,1,1
"org.apache.james.mime4j.message.Multipart.removeBodyPart(int)",1,1,1
"org.apache.james.mime4j.message.Multipart.replaceBodyPart(BodyPart,int)",3,1,3
"org.apache.james.mime4j.message.Multipart.setBodyParts(List<BodyPart>)",1,2,2
"org.apache.james.mime4j.message.Multipart.setEpilogue(String)",1,1,1
"org.apache.james.mime4j.message.Multipart.setEpilogueRaw(ByteSequence)",1,1,1
"org.apache.james.mime4j.message.Multipart.setParent(Entity)",1,2,2
"org.apache.james.mime4j.message.Multipart.setPreamble(String)",1,1,1
"org.apache.james.mime4j.message.Multipart.setPreambleRaw(ByteSequence)",1,1,1
"org.apache.james.mime4j.message.Multipart.setSubType(String)",1,1,1
"org.apache.james.mime4j.message.SimpleContentHandler.body(BodyDescriptor,InputStream)",1,3,3
"org.apache.james.mime4j.message.SimpleContentHandler.endHeader()",1,1,1
"org.apache.james.mime4j.message.SimpleContentHandler.field(Field)",1,1,1
"org.apache.james.mime4j.message.SimpleContentHandler.startHeader()",1,1,1
"org.apache.james.mime4j.message.SingleBody.SingleBody()",1,1,1
"org.apache.james.mime4j.message.SingleBody.copy()",1,1,1
"org.apache.james.mime4j.message.SingleBody.dispose()",1,1,1
"org.apache.james.mime4j.message.SingleBody.getParent()",1,1,1
"org.apache.james.mime4j.message.SingleBody.setParent(Entity)",1,1,1
"org.apache.james.mime4j.message.StorageBinaryBody.StorageBinaryBody(MultiReferenceStorage)",1,1,1
"org.apache.james.mime4j.message.StorageBinaryBody.copy()",1,1,1
"org.apache.james.mime4j.message.StorageBinaryBody.dispose()",1,2,2
"org.apache.james.mime4j.message.StorageBinaryBody.getInputStream()",1,1,1
"org.apache.james.mime4j.message.StorageBinaryBody.writeTo(OutputStream)",2,1,2
"org.apache.james.mime4j.message.StorageTextBody.StorageTextBody(MultiReferenceStorage,Charset)",1,1,1
"org.apache.james.mime4j.message.StorageTextBody.copy()",1,1,1
"org.apache.james.mime4j.message.StorageTextBody.dispose()",1,2,2
"org.apache.james.mime4j.message.StorageTextBody.getMimeCharset()",1,1,1
"org.apache.james.mime4j.message.StorageTextBody.getReader()",1,1,1
"org.apache.james.mime4j.message.StorageTextBody.writeTo(OutputStream)",2,1,2
"org.apache.james.mime4j.message.StringTextBody.StringTextBody(String,Charset)",1,1,1
"org.apache.james.mime4j.message.StringTextBody.copy()",1,1,1
"org.apache.james.mime4j.message.StringTextBody.getMimeCharset()",1,1,1
"org.apache.james.mime4j.message.StringTextBody.getReader()",1,1,1
"org.apache.james.mime4j.message.StringTextBody.writeTo(OutputStream)",4,2,4
"org.apache.james.mime4j.message.TextBody.TextBody()",1,1,1
"org.apache.james.mime4j.parser.AbstractContentHandler.body(BodyDescriptor,InputStream)",1,1,1
"org.apache.james.mime4j.parser.AbstractContentHandler.endBodyPart()",1,1,1
"org.apache.james.mime4j.parser.AbstractContentHandler.endHeader()",1,1,1
"org.apache.james.mime4j.parser.AbstractContentHandler.endMessage()",1,1,1
"org.apache.james.mime4j.parser.AbstractContentHandler.endMultipart()",1,1,1
"org.apache.james.mime4j.parser.AbstractContentHandler.epilogue(InputStream)",1,1,1
"org.apache.james.mime4j.parser.AbstractContentHandler.field(Field)",1,1,1
"org.apache.james.mime4j.parser.AbstractContentHandler.preamble(InputStream)",1,1,1
"org.apache.james.mime4j.parser.AbstractContentHandler.raw(InputStream)",1,1,1
"org.apache.james.mime4j.parser.AbstractContentHandler.startBodyPart()",1,1,1
"org.apache.james.mime4j.parser.AbstractContentHandler.startHeader()",1,1,1
"org.apache.james.mime4j.parser.AbstractContentHandler.startMessage()",1,1,1
"org.apache.james.mime4j.parser.AbstractContentHandler.startMultipart(BodyDescriptor)",1,1,1
"org.apache.james.mime4j.parser.AbstractEntity.AbstractEntity(BodyDescriptor,int,int,MimeEntityConfig)",1,1,1
"org.apache.james.mime4j.parser.AbstractEntity.debug(Event)",1,2,2
"org.apache.james.mime4j.parser.AbstractEntity.fillFieldBuffer()",8,8,15
"org.apache.james.mime4j.parser.AbstractEntity.getBodyDescriptor()",3,2,3
"org.apache.james.mime4j.parser.AbstractEntity.getField()",3,2,3
"org.apache.james.mime4j.parser.AbstractEntity.getState()",1,1,1
"org.apache.james.mime4j.parser.AbstractEntity.message(Event)",2,2,3
"org.apache.james.mime4j.parser.AbstractEntity.monitor(Event)",2,2,2
"org.apache.james.mime4j.parser.AbstractEntity.newBodyDescriptor(BodyDescriptor)",1,1,2
"org.apache.james.mime4j.parser.AbstractEntity.parseField()",8,8,12
"org.apache.james.mime4j.parser.AbstractEntity.stateToString(int)",2,2,18
"org.apache.james.mime4j.parser.AbstractEntity.toString()",1,1,1
"org.apache.james.mime4j.parser.AbstractEntity.warn(Event)",1,2,2
"org.apache.james.mime4j.parser.Event.Event(String)",2,1,2
"org.apache.james.mime4j.parser.Event.equals(Object)",4,2,4
"org.apache.james.mime4j.parser.Event.hashCode()",1,1,1
"org.apache.james.mime4j.parser.Event.toString()",1,1,1
"org.apache.james.mime4j.parser.MimeEntity.MimeEntity(LineNumberSource,BufferedLineReaderInputStream,BodyDescriptor,int,int)",1,1,1
"org.apache.james.mime4j.parser.MimeEntity.MimeEntity(LineNumberSource,BufferedLineReaderInputStream,BodyDescriptor,int,int,MimeEntityConfig)",1,1,1
"org.apache.james.mime4j.parser.MimeEntity.advance()",8,11,23
"org.apache.james.mime4j.parser.MimeEntity.advanceToBoundary()",1,2,4
"org.apache.james.mime4j.parser.MimeEntity.clearMimeStream()",1,1,1
"org.apache.james.mime4j.parser.MimeEntity.createMimeStream()",1,3,4
"org.apache.james.mime4j.parser.MimeEntity.getContentStream()",3,3,3
"org.apache.james.mime4j.parser.MimeEntity.getDataStream()",1,1,1
"org.apache.james.mime4j.parser.MimeEntity.getLimitedContentStream()",2,1,2
"org.apache.james.mime4j.parser.MimeEntity.getLineNumber()",2,2,2
"org.apache.james.mime4j.parser.MimeEntity.getRecursionMode()",1,1,1
"org.apache.james.mime4j.parser.MimeEntity.nextMessage()",2,4,4
"org.apache.james.mime4j.parser.MimeEntity.nextMimeEntity()",2,2,2
"org.apache.james.mime4j.parser.MimeEntity.setRecursionMode(int)",1,1,1
"org.apache.james.mime4j.parser.MimeEntity.skipHeader(String)",2,2,2
"org.apache.james.mime4j.parser.MimeEntityConfig.MimeEntityConfig()",1,1,1
"org.apache.james.mime4j.parser.MimeEntityConfig.clone()",1,1,2
"org.apache.james.mime4j.parser.MimeEntityConfig.getMaxContentLen()",1,1,1
"org.apache.james.mime4j.parser.MimeEntityConfig.getMaxHeaderCount()",1,1,1
"org.apache.james.mime4j.parser.MimeEntityConfig.getMaxLineLen()",1,1,1
"org.apache.james.mime4j.parser.MimeEntityConfig.isCountLineNumbers()",1,1,1
"org.apache.james.mime4j.parser.MimeEntityConfig.isMaximalBodyDescriptor()",1,1,1
"org.apache.james.mime4j.parser.MimeEntityConfig.isStrictParsing()",1,1,1
"org.apache.james.mime4j.parser.MimeEntityConfig.setCountLineNumbers(boolean)",1,1,1
"org.apache.james.mime4j.parser.MimeEntityConfig.setMaxContentLen(long)",1,1,1
