METHOD;org.eclipse.jdt.internal.core.search.SourceMapper;54.08336639404297%;60138;100.0;
METHOD;org.eclipse.jdt.core.tests.model.ProgressCounter;10.224380493164062%;11369;100.0;
METHOD;org.eclipse.jdt.core.tests.model.Container;17.922569274902344%;19929;100.0;
