METHOD;com.mongodb.MongoResultSet;36.87150955200195%;264;100.0;
METHOD;com.mongodb.DBTCPConnector;10.335195541381836%;74;100.0;
METHOD;com.mongodb.gridfs.GridFS;8.938547134399414%;64;100.0;
METHOD;com.mongodb.QueryBuilder;8.24022388458252%;59;100.0;
METHOD;com.mongodb.DBTCP;11.592178344726562%;83;100.0;
