METHOD;org.apache.james.mime4j.field.Field;9.829351425170898%;144;100.0;
METHOD;org.apache.james.mime4j.field.Fields;9.419795036315918%;138;100.0;
METHOD;org.apache.james.mime4j.message.Message;13.037543296813965%;191;100.0;
