METHOD;org.apache.commons.logging.impl.Jdk14Logger;8.9316987991333%;51;100.0;
METHOD;org.apache.commons.logging.impl.LogFactoryImpl;19.439579010009766%;111;100.0;
METHOD;org.apache.commons.logging.LogFactory;19.089317321777344%;109;100.0;
