CommitNumber;Entity;Class;Change;Superclass
b141388c8a83e8c5aede21ff89c91daf05703bed;CLASS;org.gjt.sp.jedit.gui.MemoryStatus;ADDED;null.JComponent
b141388c8a83e8c5aede21ff89c91daf05703bed;CLASS;org.gjt.sp.jedit.gui.JEditMetalTheme;ADDED*;DefaultMetalTheme
b141388c8a83e8c5aede21ff89c91daf05703bed;CLASS;org.gjt.sp.jedit.options.AppearanceOptionPane;ADDED*;AbstractOptionPane
acc6dde74b7bf30f84e61eb71d25e0caf9932f39;CLASS;org.gjt.sp.jedit.gui.MiniIOProgress;ADDED;null.JComponent
d967dd538705e6de5b4d58ef8fac754d9223ee11;CLASS;org.gjt.sp.jedit.gui.MemoryStatus;ADDED;null.JComponent
ee7ec337a2207071c320cc04d8f5148c41fb1435;CLASS;org.gjt.sp.jedit.gui.TOCHandler;ADDED;null.HandlerBase
ee7ec337a2207071c320cc04d8f5148c41fb1435;CLASS;org.gjt.sp.jedit.gui.TOCTree;ADDED;null.JTree
ee7ec337a2207071c320cc04d8f5148c41fb1435;CLASS;org.gjt.sp.jedit.gui.TOCCellRenderer;ADDED;null.DefaultTreeCellRenderer
ee7ec337a2207071c320cc04d8f5148c41fb1435;CLASS;org.gjt.sp.jedit.gui.KeyHandler;ADDED;null.KeyAdapter
13ee39db684c73158c9cd53def82ede112656c1e;CLASS;org.gjt.sp.jedit.gui.FloatingWindowContainer;ADDED*;JFrame
13ee39db684c73158c9cd53def82ede112656c1e;CLASS;org.gjt.sp.jedit.gui.PanelWindowContainer;ADDED*;JPanel
13ee39db684c73158c9cd53def82ede112656c1e;CLASS;org.gjt.sp.jedit.gui.CustomButton;ADDED*;JToggleButton
13ee39db684c73158c9cd53def82ede112656c1e;CLASS;org.gjt.sp.jedit.gui.RotationFilter;ADDED*;ImageFilter
13ee39db684c73158c9cd53def82ede112656c1e;CLASS;org.gjt.sp.jedit.gui.ButtonMouseHandler;ADDED*;MouseAdapter
13ee39db684c73158c9cd53def82ede112656c1e;CLASS;org.gjt.sp.jedit.gui.ResizeMouseHandler;ADDED*;MouseAdapter
f12acda5a9e7761d6f8e9e41695f19c706c3c0c4;CLASS;org.gjt.sp.jedit.gui.AboutPanel;ADDED;null.JComponent
8a608bbff6d3406a286515a065b3559c7bcda119;CLASS;installer.TextPanel;ADDED;null.JPanel
8a608bbff6d3406a286515a065b3559c7bcda119;CLASS;org.gjt.sp.jedit.gui.ButtonBox;ADDED;null.Box
8a608bbff6d3406a286515a065b3559c7bcda119;CLASS;org.gjt.sp.jedit.gui.DockablePanel;ADDED;null.JPanel
b5f85abc6e1016e4a442144617c38211358ec3a8;CLASS;org.gjt.sp.jedit.gui.ToggleAction;ADDED;org.gjt.sp.jedit.EditAction
b5f85abc6e1016e4a442144617c38211358ec3a8;CLASS;org.gjt.sp.jedit.options.ToolBarEditDialog;ADDED;null.EnhancedDialog
f540270ba064a4f3641b1868d9c13fb69b665e9e;CLASS;org.gjt.sp.jedit.options.BrowserColorsOptionPane;ADDED*;AbstractOptionPane
f540270ba064a4f3641b1868d9c13fb69b665e9e;CLASS;org.gjt.sp.jedit.options.MouseHandler;ADDED*;MouseAdapter
f540270ba064a4f3641b1868d9c13fb69b665e9e;CLASS;org.gjt.sp.jedit.options.BrowserColorsModel;ADDED*;AbstractTableModel
f540270ba064a4f3641b1868d9c13fb69b665e9e;CLASS;org.gjt.sp.jedit.options.ColorRenderer;ADDED*;JLabel
97e5a2752d36dd1ab46f369c47266186016959ac;CLASS;org.gjt.sp.util.SegmentBuffer;ADDED*;javax.swing.text.Segment
6df5abc0d360a8a8483401d55d2cfb43a5e78274;CLASS;gnu.regexp.UncheckedRE;ADDED*;RE
2ba6e92ec4f188b924784aeeb8681d286839c213;CLASS;installer.JEditMetalTheme;ADDED*;DefaultMetalTheme
fb9b790fd21b1fe298b4099a784855c2b058fa8e;CLASS;MacOSPlugin;ADDED*;EBPlugin
8948edd4ad6fb8af23efcce2cce7df63776229c6;CLASS;org.gjt.sp.jedit.gui.RecentDirectoriesMenu;ADDED*;EnhancedMenu
082a4ff24d1ee0863144de65f6e9ae9b93b9baca;CLASS;org.gjt.sp.jedit.browser.FocusHandler;ADDED;null.FocusAdapter
082a4ff24d1ee0863144de65f6e9ae9b93b9baca;CLASS;org.gjt.sp.jedit.browser.CommandsMenuButton;ADDED;null.JButton
082a4ff24d1ee0863144de65f6e9ae9b93b9baca;CLASS;org.gjt.sp.jedit.browser.PluginsMenuButton;ADDED;null.JButton
082a4ff24d1ee0863144de65f6e9ae9b93b9baca;CLASS;org.gjt.sp.jedit.browser.FavoritesMenuButton;ADDED;null.JButton
082a4ff24d1ee0863144de65f6e9ae9b93b9baca;CLASS;org.gjt.sp.jedit.browser.BrowserCommandsMenu;ADDED*;JPopupMenu
6d45d685690ea36e26f2aa1e41bf310ebe37a4c1;CLASS;org.gjt.sp.jedit.browser.ParentDirectoryRenderer;ADDED;null.DefaultListCellRenderer
6d45d685690ea36e26f2aa1e41bf310ebe37a4c1;CLASS;org.gjt.sp.jedit.browser.MouseHandler;ADDED;null.MouseAdapter
c26a138e9a0ce6cb9077c375f373caccca50d030;CLASS;org.gjt.sp.jedit.gui.MouseHandler;ADDED;null.MouseAdapter
