CommitNumber;Entity;Method;Change
7748f47dcab2b77d0aeceef6af87b13851c3e7f3;METHOD;org.apache.commons.codec.language.RefinedSoundex.soundex(String);BODY_MODIFIED
7748f47dcab2b77d0aeceef6af87b13851c3e7f3;METHOD;org.apache.commons.codec.language.RefinedSoundex.encode(Object);BODY_MODIFIED
7748f47dcab2b77d0aeceef6af87b13851c3e7f3;METHOD;org.apache.commons.codec.language.RefinedSoundex.getMappingCode(char);BODY_MODIFIED
7748f47dcab2b77d0aeceef6af87b13851c3e7f3;METHOD;org.apache.commons.codec.language.Soundex.encode(Object);BODY_MODIFIED
7748f47dcab2b77d0aeceef6af87b13851c3e7f3;METHOD;org.apache.commons.codec.language.Soundex.getMappingCode(char);BODY_MODIFIED
f0ff6ed771ce1a795ec84897254ceb008f0e98a1;METHOD;org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone(String,boolean);BODY_MODIFIED
e5afc85e67e21f11f7c5240f3b762ed661910b3d;METHOD;org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone(String,boolean);BODY_MODIFIED
e5afc85e67e21f11f7c5240f3b762ed661910b3d;METHOD;org.apache.commons.codec.language.DoubleMetaphone.handleC(String,DoubleMetaphoneResult,int);BODY_MODIFIED
e5afc85e67e21f11f7c5240f3b762ed661910b3d;METHOD;org.apache.commons.codec.language.DoubleMetaphone.handleCC(String,DoubleMetaphoneResult,int);BODY_MODIFIED
e5afc85e67e21f11f7c5240f3b762ed661910b3d;METHOD;org.apache.commons.codec.language.DoubleMetaphone.handleCH(String,DoubleMetaphoneResult,int);BODY_MODIFIED
e5afc85e67e21f11f7c5240f3b762ed661910b3d;METHOD;org.apache.commons.codec.language.DoubleMetaphone.handleD(String,DoubleMetaphoneResult,int);BODY_MODIFIED
e5afc85e67e21f11f7c5240f3b762ed661910b3d;METHOD;org.apache.commons.codec.language.DoubleMetaphone.handleG(String,DoubleMetaphoneResult,int,boolean);BODY_MODIFIED
e5afc85e67e21f11f7c5240f3b762ed661910b3d;METHOD;org.apache.commons.codec.language.DoubleMetaphone.handleGH(String,DoubleMetaphoneResult,int);BODY_MODIFIED
e5afc85e67e21f11f7c5240f3b762ed661910b3d;METHOD;org.apache.commons.codec.language.DoubleMetaphone.handleH(String,DoubleMetaphoneResult,int);BODY_MODIFIED
e5afc85e67e21f11f7c5240f3b762ed661910b3d;METHOD;org.apache.commons.codec.language.DoubleMetaphone.handleJ(String,DoubleMetaphoneResult,int,boolean);BODY_MODIFIED
e5afc85e67e21f11f7c5240f3b762ed661910b3d;METHOD;org.apache.commons.codec.language.DoubleMetaphone.handleL(String,DoubleMetaphoneResult,int);BODY_MODIFIED
e5afc85e67e21f11f7c5240f3b762ed661910b3d;METHOD;org.apache.commons.codec.language.DoubleMetaphone.handleP(String,DoubleMetaphoneResult,int);BODY_MODIFIED
e5afc85e67e21f11f7c5240f3b762ed661910b3d;METHOD;org.apache.commons.codec.language.DoubleMetaphone.handleR(String,DoubleMetaphoneResult,int,boolean);BODY_MODIFIED
e5afc85e67e21f11f7c5240f3b762ed661910b3d;METHOD;org.apache.commons.codec.language.DoubleMetaphone.handleS(String,DoubleMetaphoneResult,int,boolean);BODY_MODIFIED
e5afc85e67e21f11f7c5240f3b762ed661910b3d;METHOD;org.apache.commons.codec.language.DoubleMetaphone.handleSC(String,DoubleMetaphoneResult,int);BODY_MODIFIED
e5afc85e67e21f11f7c5240f3b762ed661910b3d;METHOD;org.apache.commons.codec.language.DoubleMetaphone.handleT(String,DoubleMetaphoneResult,int);BODY_MODIFIED
e5afc85e67e21f11f7c5240f3b762ed661910b3d;METHOD;org.apache.commons.codec.language.DoubleMetaphone.handleW(String,DoubleMetaphoneResult,int);BODY_MODIFIED
e5afc85e67e21f11f7c5240f3b762ed661910b3d;METHOD;org.apache.commons.codec.language.DoubleMetaphone.handleX(String,DoubleMetaphoneResult,int);BODY_MODIFIED
e5afc85e67e21f11f7c5240f3b762ed661910b3d;METHOD;org.apache.commons.codec.language.DoubleMetaphone.handleZ(String,DoubleMetaphoneResult,int,boolean);BODY_MODIFIED
a0c7d99835895fa1836aefcf947228551842167d;METHOD;org.apache.commons.codec.binary.Hex.decodeHex(char);BODY_MODIFIED
9121badb679c4678bc0b83dec478b5ce5478abeb;METHOD;org.apache.commons.codec.language.DoubleMetaphone.encode(Object);BODY_MODIFIED
ab75c6affbd6074d64c5205d14d350f18a816318;METHOD;org.apache.commons.codec.binary.Base64Test.testObjectDecodeWithValidParameter();BODY_MODIFIED
ab75c6affbd6074d64c5205d14d350f18a816318;METHOD;org.apache.commons.codec.binary.Base64Test.testObjectEncodeWithValidParameter();BODY_MODIFIED
83a5ba3fcdcd8b3e39c2414b794fa10cc612f965;METHOD;org.apache.commons.codec.language.Metaphone.metaphone(String);BODY_MODIFIED
ec225adf2f6ce3ad2681d06ab0aeb83ec1a00f9b;METHOD;org.apache.commons.codec.StringEncoderComparator.compare(Object,Object);BODY_MODIFIED
83b6dedef42ab67db1faef06f8595c651f03160d;METHOD;org.apache.commons.codec.StringEncoderComparatorTest.testComparatorWithSoundex();BODY_MODIFIED
d718e52b671b8395084905f8063a09be17caf2b3;METHOD;org.apache.commons.codec.digest.DigestUtils.getMd5Digest();BODY_MODIFIED
d718e52b671b8395084905f8063a09be17caf2b3;METHOD;org.apache.commons.codec.digest.DigestUtils.getShaDigest();BODY_MODIFIED
d718e52b671b8395084905f8063a09be17caf2b3;METHOD;org.apache.commons.codec.digest.DigestUtilsTest.testShaHex();BODY_MODIFIED
1078329ade725b36e3617dd7c6dd7a714810795c;METHOD;org.apache.commons.codec.language.RefinedSoundex.encode(Object);BODY_MODIFIED
1078329ade725b36e3617dd7c6dd7a714810795c;METHOD;org.apache.commons.codec.language.Soundex.soundex(String);BODY_MODIFIED
1078329ade725b36e3617dd7c6dd7a714810795c;METHOD;org.apache.commons.codec.language.Soundex.encode(Object);BODY_MODIFIED
1078329ade725b36e3617dd7c6dd7a714810795c;METHOD;org.apache.commons.codec.language.Metaphone.metaphone(String);BODY_MODIFIED
1078329ade725b36e3617dd7c6dd7a714810795c;METHOD;org.apache.commons.codec.language.Metaphone.encode(Object);BODY_MODIFIED
