Package,PDcy,PDpt
"org.eclipse.jdt.core",18,27
"org.eclipse.jdt.core.compiler",6,36
"org.eclipse.jdt.core.compiler.batch",2,0
"org.eclipse.jdt.core.dom",18,11
"org.eclipse.jdt.core.dom.rewrite",7,3
"org.eclipse.jdt.core.eval",2,3
"org.eclipse.jdt.core.formatter",5,7
"org.eclipse.jdt.core.index",1,0
"org.eclipse.jdt.core.jdom",3,1
"org.eclipse.jdt.core.search",12,10
"org.eclipse.jdt.core.util",8,4
"org.eclipse.jdt.internal.codeassist",19,6
"org.eclipse.jdt.internal.codeassist.complete",13,1
"org.eclipse.jdt.internal.codeassist.impl",11,5
"org.eclipse.jdt.internal.codeassist.select",12,1
"org.eclipse.jdt.internal.compiler",12,25
"org.eclipse.jdt.internal.compiler.ast",11,24
"org.eclipse.jdt.internal.compiler.batch",11,4
"org.eclipse.jdt.internal.compiler.classfmt",7,27
"org.eclipse.jdt.internal.compiler.codegen",9,10
"org.eclipse.jdt.internal.compiler.env",3,24
"org.eclipse.jdt.internal.compiler.flow",7,6
"org.eclipse.jdt.internal.compiler.impl",8,29
"org.eclipse.jdt.internal.compiler.lookup",10,28
"org.eclipse.jdt.internal.compiler.parser",14,28
"org.eclipse.jdt.internal.compiler.parser.diagnose",8,1
"org.eclipse.jdt.internal.compiler.problem",10,25
"org.eclipse.jdt.internal.compiler.util",6,28
"org.eclipse.jdt.internal.core",30,17
"org.eclipse.jdt.internal.core.builder",11,5
"org.eclipse.jdt.internal.core.dom",2,2
"org.eclipse.jdt.internal.core.dom.rewrite",8,3
"org.eclipse.jdt.internal.core.dom.rewrite.imports",6,1
"org.eclipse.jdt.internal.core.eval",10,1
"org.eclipse.jdt.internal.core.hierarchy",18,3
"org.eclipse.jdt.internal.core.index",5,4
"org.eclipse.jdt.internal.core.jdom",12,2
"org.eclipse.jdt.internal.core.search",20,7
"org.eclipse.jdt.internal.core.search.indexing",19,7
"org.eclipse.jdt.internal.core.search.matching",21,5
"org.eclipse.jdt.internal.core.search.processing",1,6
"org.eclipse.jdt.internal.core.util",18,21
"org.eclipse.jdt.internal.eval",17,3
"org.eclipse.jdt.internal.formatter",8,5
"org.eclipse.jdt.internal.formatter.linewrap",4,1
"org.eclipse.jdt.internal.formatter.old",5,1

