Class,OCavg,WMC
"org.apache.xerces.dom.AttrImpl","1,94",35
"org.apache.xerces.dom.CDATASectionImpl","1,00",4
"org.apache.xerces.dom.CharacterDataImpl","2,08",25
"org.apache.xerces.dom.CommentImpl","1,00",4
"org.apache.xerces.dom.DOMExceptionImpl","1,00",1
"org.apache.xerces.dom.DOMImplementationImpl","1,50",6
"org.apache.xerces.dom.DeepNodeListImpl","3,40",17
"org.apache.xerces.dom.DeferredAttrImpl","2,00",8
"org.apache.xerces.dom.DeferredCDATASectionImpl","1,00",3
"org.apache.xerces.dom.DeferredCommentImpl","1,00",3
"org.apache.xerces.dom.DeferredDocumentImpl","3,27",144
"org.apache.xerces.dom.DeferredDocumentImpl.IntVector","1,40",7
"org.apache.xerces.dom.DeferredDocumentTypeImpl","3,00",12
"org.apache.xerces.dom.DeferredElementDefinitionImpl","1,25",5
"org.apache.xerces.dom.DeferredElementImpl","2,50",10
"org.apache.xerces.dom.DeferredEntityImpl","1,25",5
"org.apache.xerces.dom.DeferredEntityReferenceImpl","2,50",10
"org.apache.xerces.dom.DeferredNotationImpl","1,00",3
"org.apache.xerces.dom.DeferredProcessingInstructionImpl","1,00",3
"org.apache.xerces.dom.DeferredTextImpl","2,00",6
"org.apache.xerces.dom.DocumentFragmentImpl","1,00",5
"org.apache.xerces.dom.DocumentImpl","2,29",110
"org.apache.xerces.dom.DocumentTypeImpl","1,58",19
"org.apache.xerces.dom.ElementDefinitionImpl","1,25",5
"org.apache.xerces.dom.ElementImpl","2,33",70
"org.apache.xerces.dom.EntityImpl","1,60",16
"org.apache.xerces.dom.EntityReferenceImpl","1,00",4
"org.apache.xerces.dom.LCount","2,00",2
"org.apache.xerces.dom.NamedNodeMapImpl","4,29",60
"org.apache.xerces.dom.NodeImpl","3,78",170
"org.apache.xerces.dom.NodeImpl.EnclosingAttr",n/a,0
"org.apache.xerces.dom.NodeImpl.LEntry","1,00",1
"org.apache.xerces.dom.NotationImpl","1,86",13
"org.apache.xerces.dom.ProcessingInstructionImpl","1,50",9
"org.apache.xerces.dom.TextImpl","1,86",13
"org.apache.xerces.dom.events.EventImpl","1,00",9
"org.apache.xerces.dom.events.MutationEventImpl","1,00",5
"org.apache.xerces.dom.traversal.NodeIteratorImpl","3,50",42
"org.apache.xerces.dom.traversal.TreeWalkerImpl","3,63",69
"org.apache.xerces.domx.DOMException","1,00",1
"org.apache.xerces.domx.XGrammarWriter","3,38",152
"org.apache.xerces.domx.XGrammarWriter.OutputFormat","1,60",8
"org.apache.xerces.framework.Version","1,00",1
"org.apache.xerces.framework.XMLAttrList","2,62",55
"org.apache.xerces.framework.XMLContentSpecNode",n/a,0
"org.apache.xerces.framework.XMLDTDScanner","7,94",397
"org.apache.xerces.framework.XMLDocumentScanner","6,00",156
"org.apache.xerces.framework.XMLDocumentScanner.ContentDispatcher","33,00",99
"org.apache.xerces.framework.XMLDocumentScanner.EndOfInputDispatcher","1,50",3
"org.apache.xerces.framework.XMLDocumentScanner.PrologDispatcher","11,50",23
"org.apache.xerces.framework.XMLDocumentScanner.TrailingMiscDispatcher","9,50",19
"org.apache.xerces.framework.XMLDocumentScanner.XMLDeclDispatcher","11,00",22
"org.apache.xerces.framework.XMLParser","2,53",263
"org.apache.xerces.framework.XMLParser.NullReader","1,00",26
"org.apache.xerces.framework.XMLParser.ReaderState",n/a,0
"org.apache.xerces.msg.DatatypeMessages","1,00",1
"org.apache.xerces.msg.ImplementationMessages","1,00",1
"org.apache.xerces.msg.SchemaMessages","1,00",1
"org.apache.xerces.msg.XMLMessages","1,00",1
"org.apache.xerces.parsers.DOMParser","5,02",276
"org.apache.xerces.parsers.RevalidatingDOMParser","5,86",41
"org.apache.xerces.parsers.SAXParser","3,47",163
"org.apache.xerces.readers.AbstractCharReader","8,35",259
"org.apache.xerces.readers.AbstractCharReader.DeferredError","1,00",1
"org.apache.xerces.readers.CharReader","11,00",44
"org.apache.xerces.readers.EBCDICRecognizer","8,00",8
"org.apache.xerces.readers.MIME2Java","1,00",3
"org.apache.xerces.readers.StringReader","7,50",210
"org.apache.xerces.readers.UCSReader","6,60",198
"org.apache.xerces.readers.UCSRecognizer","15,00",15
"org.apache.xerces.readers.UTF8CharReader","10,67",96
"org.apache.xerces.readers.UTF8Reader","12,38",495
"org.apache.xerces.readers.UTF8Recognizer","12,00",12
"org.apache.xerces.readers.UTF8Recognizer.XMLDeclReader","1,67",35
"org.apache.xerces.readers.XCatalog","3,00",24
"org.apache.xerces.readers.XCatalog.Parser","2,70",27
"org.apache.xerces.readers.XCatalog.Parser.Resolver","2,00",2
"org.apache.xerces.readers.XMLCatalogHandler","1,44",13
"org.apache.xerces.readers.XMLDeclRecognizer","6,00",12
"org.apache.xerces.readers.XMLEntityReader","1,22",11
"org.apache.xerces.readers.XMLEntityReaderFactory","1,50",6
"org.apache.xerces.utils.CharDataChunk","2,89",52
"org.apache.xerces.utils.ChunkyByteArray","3,14",22
"org.apache.xerces.utils.ChunkyCharArray","1,62",13
"org.apache.xerces.utils.ImplementationMessages","3,00",9
"org.apache.xerces.utils.NamespacesScope","2,80",14
"org.apache.xerces.utils.StringHasher","2,25",9
"org.apache.xerces.utils.StringPool","3,35",134
"org.apache.xerces.utils.StringPool.CharArrayRange",n/a,0
"org.apache.xerces.utils.SymbolCache","3,17",19
"org.apache.xerces.utils.UTF8DataChunk","4,45",89
"org.apache.xerces.utils.XMLCharacterProperties","5,38",43
"org.apache.xerces.utils.XMLMessages","3,00",9
"org.apache.xerces.validators.datatype.BooleanValidator","1,14",8
"org.apache.xerces.validators.datatype.DatatypeMessageProvider","3,00",9
"org.apache.xerces.validators.datatype.DecimalValidator","3,80",38
"org.apache.xerces.validators.datatype.IllegalFacetException","1,00",2
"org.apache.xerces.validators.datatype.IllegalFacetValueException","1,00",2
"org.apache.xerces.validators.datatype.IntegerValidator","3,60",36
"org.apache.xerces.validators.datatype.InvalidDatatypeValueException","1,00",2
"org.apache.xerces.validators.datatype.RealValidator","4,00",40
"org.apache.xerces.validators.datatype.StringValidator","1,00",6
"org.apache.xerces.validators.datatype.UnknownFacetException","1,00",2
"org.apache.xerces.validators.dtd.CMBinOp","2,50",15
"org.apache.xerces.validators.dtd.CMException","1,00",2
"org.apache.xerces.validators.dtd.CMLeaf","1,56",14
"org.apache.xerces.validators.dtd.CMNode","1,33",8
"org.apache.xerces.validators.dtd.CMStateSet","3,70",37
"org.apache.xerces.validators.dtd.CMUniOp","1,40",7
"org.apache.xerces.validators.dtd.DFAContentModel","9,12",73
"org.apache.xerces.validators.dtd.DTDValidator","3,02",374
"org.apache.xerces.validators.dtd.DTDValidator.AttValidatorCDATA","1,00",1
"org.apache.xerces.validators.dtd.DTDValidator.AttValidatorENTITIES","9,00",9
"org.apache.xerces.validators.dtd.DTDValidator.AttValidatorENTITY","6,00",6
"org.apache.xerces.validators.dtd.DTDValidator.AttValidatorENUMERATION","6,00",6
"org.apache.xerces.validators.dtd.DTDValidator.AttValidatorID","7,00",7
"org.apache.xerces.validators.dtd.DTDValidator.AttValidatorIDREF","7,00",7
"org.apache.xerces.validators.dtd.DTDValidator.AttValidatorIDREFS","10,00",10
"org.apache.xerces.validators.dtd.DTDValidator.AttValidatorNMTOKEN","6,00",6
"org.apache.xerces.validators.dtd.DTDValidator.AttValidatorNMTOKENS","8,00",8
"org.apache.xerces.validators.dtd.DTDValidator.AttValidatorNOTATION","6,00",6
"org.apache.xerces.validators.dtd.DTDValidator.ContentSpecImpl","1,25",5
"org.apache.xerces.validators.dtd.ElementDeclPool","4,50",162
"org.apache.xerces.validators.dtd.EntityPool","1,95",39
"org.apache.xerces.validators.dtd.EntityPool.RequiredNotation","1,00",1
"org.apache.xerces.validators.dtd.InsertableElementsInfo",n/a,0
"org.apache.xerces.validators.dtd.MixedContentModel","4,67",14
"org.apache.xerces.validators.dtd.SimpleContentModel","18,33",55
"org.apache.xerces.validators.schema.DatatypeContentModel","1,33",4
"org.apache.xerces.validators.schema.SchemaMessageProvider","3,00",9
"org.apache.xerces.validators.schema.XSchemaValidator","4,12",420
"org.apache.xerces.validators.schema.XSchemaValidator.DatatypeValidatorRegistry","1,33",4
"org.apache.xerces.validators.schema.XSchemaValidator.ErrorHandler","1,50",6
"org.apache.xerces.validators.schema.XSchemaValidator.Resolver","3,00",3
"org.apache.xerces.validators.schema.XUtil","4,60",46
"org.w3c.dom.DOMException","1,00",1
"org.xml.sax.HandlerBase","1,00",14
"org.xml.sax.InputSource","1,00",14
"org.xml.sax.SAXException","1,17",7
"org.xml.sax.SAXNotRecognizedException","1,00",1
"org.xml.sax.SAXNotSupportedException","1,00",1
"org.xml.sax.SAXParseException","1,00",8
"org.xml.sax.helpers.AttributeListImpl","1,17",14
"org.xml.sax.helpers.ConfigurableParserAdapter","1,42",17
"org.xml.sax.helpers.LocatorImpl","1,00",10
"org.xml.sax.helpers.ParserFactory","1,50",3

