Class,OCavg,WMC
"org.apache.hadoop.fs.DefaultFileAccess","2,75",11
"org.apache.hadoop.fs.ProxyFileSystem","1,05",39
"org.apache.hadoop.fs.ProxyLocalFileSystem","1,67",5
"org.apache.hadoop.hive.accumulo.AccumuloConnectionParameters","1,45",16
"org.apache.hadoop.hive.accumulo.AccumuloHiveConstants",n/a,0
"org.apache.hadoop.hive.accumulo.AccumuloHiveRow","2,00",28
"org.apache.hadoop.hive.accumulo.AccumuloHiveRow.ColumnTuple","2,29",16
"org.apache.hadoop.hive.accumulo.AccumuloQTestUtil","1,00",2
"org.apache.hadoop.hive.accumulo.AccumuloStorageHandler","2,10",44
"org.apache.hadoop.hive.accumulo.AccumuloTestSetup","2,00",8
"org.apache.hadoop.hive.accumulo.LazyAccumuloMap","2,67",16
"org.apache.hadoop.hive.accumulo.LazyAccumuloRow","2,71",19
"org.apache.hadoop.hive.accumulo.TestAccumuloConnectionParameters","1,00",5
"org.apache.hadoop.hive.accumulo.TestAccumuloHiveRow","2,00",8
"org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler","1,00",15
"org.apache.hadoop.hive.accumulo.TestLazyAccumuloMap","1,00",5
"org.apache.hadoop.hive.accumulo.TestLazyAccumuloRow","1,00",3
"org.apache.hadoop.hive.accumulo.Utils","3,90",39
"org.apache.hadoop.hive.accumulo.columns.ColumnEncoding","1,62",21
"org.apache.hadoop.hive.accumulo.columns.ColumnMapper","2,30",23
"org.apache.hadoop.hive.accumulo.columns.ColumnMapping","1,00",6
"org.apache.hadoop.hive.accumulo.columns.ColumnMappingFactory","5,00",20
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloColumnMapping","1,43",10
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloMapColumnMapping","1,38",11
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloRowIdColumnMapping","1,00",2
"org.apache.hadoop.hive.accumulo.columns.HiveColumn","1,00",3
"org.apache.hadoop.hive.accumulo.columns.InvalidColumnMappingException","1,00",4
"org.apache.hadoop.hive.accumulo.columns.TestColumnEncoding","1,00",15
"org.apache.hadoop.hive.accumulo.columns.TestColumnMapper","1,67",10
"org.apache.hadoop.hive.accumulo.columns.TestColumnMappingFactory","1,00",13
"org.apache.hadoop.hive.accumulo.columns.TestHiveAccumuloColumnMapping","1,00",1
"org.apache.hadoop.hive.accumulo.columns.TestHiveRowIdColumnMapping","1,00",1
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloRecordReader","1,62",13
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloSplit","1,00",8
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloTableInputFormat","2,20",33
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloTableOutputFormat","1,17",7
"org.apache.hadoop.hive.accumulo.mr.TestHiveAccumuloTableInputFormat","2,16",41
"org.apache.hadoop.hive.accumulo.mr.TestHiveAccumuloTableOutputFormat","1,00",7
"org.apache.hadoop.hive.accumulo.mr.TestHiveAccumuloTypes","2,00",4
"org.apache.hadoop.hive.accumulo.predicate.AccumuloPredicateHandler","2,31",37
"org.apache.hadoop.hive.accumulo.predicate.AccumuloRangeGenerator","5,89",53
"org.apache.hadoop.hive.accumulo.predicate.NoSuchCompareOpException","1,00",3
"org.apache.hadoop.hive.accumulo.predicate.NoSuchPrimitiveComparisonException","1,00",3
"org.apache.hadoop.hive.accumulo.predicate.PrimitiveComparisonFilter","1,60",8
"org.apache.hadoop.hive.accumulo.predicate.PushdownTuple","1,80",9
"org.apache.hadoop.hive.accumulo.predicate.TestAccumuloPredicateHandler","1,88",47
"org.apache.hadoop.hive.accumulo.predicate.TestAccumuloRangeGenerator","1,00",8
"org.apache.hadoop.hive.accumulo.predicate.TestPrimitiveComparisonFilter","2,00",4
"org.apache.hadoop.hive.accumulo.predicate.compare.DoubleCompare","1,00",9
"org.apache.hadoop.hive.accumulo.predicate.compare.Equal","1,00",5
"org.apache.hadoop.hive.accumulo.predicate.compare.GreaterThan","1,00",5
