Chidamber-Kemerer metrics,Sex, 17 nov 2017 11:05:24 BRST
Class,CBO,DIT,LCOM,NOC,RFC,WMC
"A",2,0,0,0,0,0
"A.Inner",0,0,0,0,0,0
"A.Inner.Inner2",1,1,0,0,0,0
"APrivate",2,1,0,0,0,0
"Alpha",1,0,0,1,1,1
"AntTimestamp",2,0,1,0,2,1
"AssertionMain",0,0,1,0,1,1
"AssertionTest",0,0,2,0,3,3
"B",4,0,0,4,0,0
"Beta",1,1,1,0,3,2
"C",1,0,0,1,0,0
"D",1,0,0,0,0,0
"E",1,0,0,0,1,1
"RemoteTimestamp",n/a,n/a,n/a,n/a,1,n/a
"RemoteTimestampImpl",1,0,1,0,1,1
"Task1",1,2,0,0,0,0
"etc.testcases.taskdefs.javadoc.java.ClassToJavadoc",0,0,2,0,3,3
"org.apache.tools.ant.AntClassLoader",56,0,9,3,89,168
"org.apache.tools.ant.AntClassLoader.ResourceEnumeration",2,0,1,0,5,6
"org.apache.tools.ant.AntTypeDefinition",16,0,1,2,29,42
"org.apache.tools.ant.ArgumentProcessor",n/a,n/a,n/a,n/a,5,n/a
"org.apache.tools.ant.ArgumentProcessorRegistry",4,0,2,0,11,17
"org.apache.tools.ant.BuildEvent",38,0,5,0,14,11
"org.apache.tools.ant.BuildException",664,0,2,4,12,11
"org.apache.tools.ant.BuildListener",n/a,n/a,n/a,n/a,7,n/a
"org.apache.tools.ant.BuildLogger",n/a,n/a,n/a,n/a,4,n/a
"org.apache.tools.ant.ComponentHelper",29,0,3,0,91,112
"org.apache.tools.ant.DefaultDefinitions",3,0,1,0,12,5
"org.apache.tools.ant.DefaultLogger",25,0,6,9,31,37
"org.apache.tools.ant.DemuxInputStream",2,0,1,0,4,4
"org.apache.tools.ant.DemuxOutputStream",4,0,1,0,12,19
"org.apache.tools.ant.DemuxOutputStream.BufferInfo",1,0,0,0,0,0
"org.apache.tools.ant.Diagnostics",11,0,3,0,44,69
"org.apache.tools.ant.DirectoryScanner",75,0,7,4,106,193
"org.apache.tools.ant.DynamicAttribute",n/a,n/a,n/a,n/a,1,n/a
"org.apache.tools.ant.DynamicAttributeNS",n/a,n/a,n/a,n/a,1,n/a
"org.apache.tools.ant.DynamicConfigurator",n/a,n/a,n/a,n/a,0,n/a
"org.apache.tools.ant.DynamicConfiguratorNS",n/a,n/a,n/a,n/a,0,n/a
"org.apache.tools.ant.DynamicElement",n/a,n/a,n/a,n/a,1,n/a
"org.apache.tools.ant.DynamicElementNS",n/a,n/a,n/a,n/a,1,n/a
"org.apache.tools.ant.DynamicObjectAttribute",n/a,n/a,n/a,n/a,1,n/a
"org.apache.tools.ant.Evaluable",n/a,n/a,n/a,n/a,1,n/a
"org.apache.tools.ant.Executor",n/a,n/a,n/a,n/a,2,n/a
"org.apache.tools.ant.ExitException",4,0,1,0,3,3
"org.apache.tools.ant.ExitStatusException",7,1,1,0,7,4
"org.apache.tools.ant.ExtensionPoint",6,1,1,0,6,4
"org.apache.tools.ant.FileScanner",n/a,n/a,n/a,n/a,14,n/a
"org.apache.tools.ant.IntrospectionHelper",35,0,4,0,76,160
"org.apache.tools.ant.IntrospectionHelper.AddNestedCreator",4,1,2,0,8,10
"org.apache.tools.ant.IntrospectionHelper.AttributeSetter",3,0,1,11,5,6
"org.apache.tools.ant.IntrospectionHelper.CreateNestedCreator",3,1,1,0,4,2
"org.apache.tools.ant.IntrospectionHelper.Creator",7,0,1,0,14,11
"org.apache.tools.ant.IntrospectionHelper.MethodAndObject",1,0,0,0,1,1
"org.apache.tools.ant.IntrospectionHelper.NestedCreator",5,0,5,4,6,5
"org.apache.tools.ant.Location",36,0,3,0,12,16
"org.apache.tools.ant.MagicNames",30,0,0,0,1,1
"org.apache.tools.ant.Main",32,0,1,1,86,150
"org.apache.tools.ant.NoBannerLogger",5,1,1,1,10,7
