Method,CALL,CALLED,IMP,LOC,NBD,NP,STAT,v(G)
"org.apache.qpid.qmf2.agent.Agent.Agent(QmfCallback)",1,2,n/a,14,0,1,1,1
"org.apache.qpid.qmf2.agent.Agent.Agent(QmfCallback,int)",1,1,n/a,15,0,2,1,1
"org.apache.qpid.qmf2.agent.Agent.Agent(String,String,QmfCallback,int)",5,2,n/a,67,2,4,19,10
"org.apache.qpid.qmf2.agent.Agent.Heartbeat.run()",23,0,n/a,38,2,0,21,4
"org.apache.qpid.qmf2.agent.Agent.addObject(QmfAgentData)",31,4,n/a,75,3,1,30,13
"org.apache.qpid.qmf2.agent.Agent.destroy()",1,2,n/a,17,2,0,3,3
"org.apache.qpid.qmf2.agent.Agent.evaluateQuery(QmfQuery)",12,0,n/a,36,4,1,11,8
"org.apache.qpid.qmf2.agent.Agent.getEpoch()",0,0,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.Agent.getName()",0,2,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.Agent.getNextWorkitem()",1,0,n/a,17,0,0,1,1
"org.apache.qpid.qmf2.agent.Agent.getNextWorkitem(long)",1,0,n/a,35,0,1,1,1
"org.apache.qpid.qmf2.agent.Agent.getObject(ObjectId)",1,2,n/a,17,0,1,1,1
"org.apache.qpid.qmf2.agent.Agent.getWorkitemCount()",1,0,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.Agent.handleLocateRequest(Handle)",14,1,n/a,23,1,1,11,2
"org.apache.qpid.qmf2.agent.Agent.handleQueryRequest(Handle,QmfQuery)",47,1,n/a,127,6,2,53,20
"org.apache.qpid.qmf2.agent.Agent.methodResponse(String,Handle,QmfData,QmfData)",22,10,n/a,47,4,4,18,6
"org.apache.qpid.qmf2.agent.Agent.onMessage(Message)",71,0,n/a,147,5,1,53,20
"org.apache.qpid.qmf2.agent.Agent.queryResponse(Handle,List<Map>,String)",14,5,n/a,26,1,3,12,2
"org.apache.qpid.qmf2.agent.Agent.raiseEvent(QmfEvent)",24,11,n/a,34,1,1,20,2
"org.apache.qpid.qmf2.agent.Agent.raiseException(Handle,String)",16,14,n/a,26,1,2,13,2
"org.apache.qpid.qmf2.agent.Agent.registerEventClass(SchemaEventClass)",2,11,n/a,12,0,1,2,1
"org.apache.qpid.qmf2.agent.Agent.registerObjectClass(SchemaObjectClass)",2,11,n/a,12,0,1,2,1
"org.apache.qpid.qmf2.agent.Agent.releaseWorkitem()",0,0,n/a,17,0,0,0,1
"org.apache.qpid.qmf2.agent.Agent.removeConnection(Connection)",5,1,n/a,22,1,1,7,3
"org.apache.qpid.qmf2.agent.Agent.removeSubscription(Subscription)",2,0,n/a,9,0,1,1,1
"org.apache.qpid.qmf2.agent.Agent.sendResponse(Handle,Message)",8,6,n/a,31,1,2,6,3
"org.apache.qpid.qmf2.agent.Agent.sendSubscriptionIndicate(Handle,List<Map>)",14,0,n/a,26,1,2,12,2
"org.apache.qpid.qmf2.agent.Agent.setConnection(Connection)",1,2,n/a,9,0,1,1,1
"org.apache.qpid.qmf2.agent.Agent.setConnection(Connection,String)",32,2,n/a,87,2,2,40,7
"org.apache.qpid.qmf2.agent.Agent.setEpoch(int)",0,0,n/a,8,0,1,1,1
"org.apache.qpid.qmf2.agent.Agent.setInstance(String)",0,0,n/a,9,0,1,2,1
"org.apache.qpid.qmf2.agent.Agent.setProduct(String)",0,3,n/a,9,0,1,2,1
"org.apache.qpid.qmf2.agent.Agent.setVendor(String)",0,3,n/a,9,0,1,2,1
"org.apache.qpid.qmf2.agent.Agent.subscriptionResponse(Handle,Handle,String,long,long,QmfData)",20,2,n/a,51,3,6,17,4
"org.apache.qpid.qmf2.agent.AgentExternal.AgentExternal(QmfCallback)",1,1,n/a,14,0,1,1,1
"org.apache.qpid.qmf2.agent.AgentExternal.AgentExternal(QmfCallback,int)",1,0,n/a,15,0,2,1,1
"org.apache.qpid.qmf2.agent.AgentExternal.AgentExternal(String,String,QmfCallback,int)",1,0,n/a,31,0,4,1,1
"org.apache.qpid.qmf2.agent.AgentExternal.addObject(QmfAgentData)",1,0,n/a,9,0,1,1,1
"org.apache.qpid.qmf2.agent.AgentExternal.allocObjectId(String)",3,1,n/a,11,0,1,1,1
"org.apache.qpid.qmf2.agent.AgentExternal.freeObjectId(String)",0,0,n/a,9,0,1,0,1
"org.apache.qpid.qmf2.agent.AgentExternal.queryComplete(Handle,int)",8,2,n/a,25,2,2,8,3
"org.apache.qpid.qmf2.agent.AgentExternal.queryResponse(Handle,QmfAgentData)",5,3,n/a,18,1,2,6,2
"org.apache.qpid.qmf2.agent.AgentExternal.subscriptionCancel(Handle,String)",0,0,n/a,10,0,2,0,1
"org.apache.qpid.qmf2.agent.AgentExternal.subscriptionIndicate(Handle,List<QmfAgentData>)",5,0,n/a,20,1,2,4,2
"org.apache.qpid.qmf2.agent.MethodCallParams.MethodCallParams(Map)",10,0,n/a,22,1,1,9,3
"org.apache.qpid.qmf2.agent.MethodCallParams.getArgs()",0,5,n/a,10,0,0,1,1
"org.apache.qpid.qmf2.agent.MethodCallParams.getName()",0,4,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.MethodCallParams.getObjectId()",0,4,n/a,10,0,0,1,1
"org.apache.qpid.qmf2.agent.MethodCallParams.getUserId()",0,2,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.MethodCallParams.listValues()",5,0,n/a,11,0,0,5,1
"org.apache.qpid.qmf2.agent.MethodCallWorkItem.MethodCallWorkItem(Handle,MethodCallParams)",1,0,n/a,10,0,2,1,1
"org.apache.qpid.qmf2.agent.MethodCallWorkItem.getMethodCallParams()",1,4,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.QmfAgentData.QmfAgentData(SchemaObjectClass)",3,24,n/a,13,0,1,5,1
"org.apache.qpid.qmf2.agent.QmfAgentData.addSubscription(String,Subscription)",1,2,n/a,9,0,2,1,1
"org.apache.qpid.qmf2.agent.QmfAgentData.compareTo(QmfAgentData)",1,0,n/a,20,1,1,3,2
"org.apache.qpid.qmf2.agent.QmfAgentData.decValue(String,double)",2,0,n/a,12,0,2,3,1
"org.apache.qpid.qmf2.agent.QmfAgentData.decValue(String,long)",2,0,n/a,12,0,2,3,1
"org.apache.qpid.qmf2.agent.QmfAgentData.destroy()",4,3,n/a,15,0,0,4,1
"org.apache.qpid.qmf2.agent.QmfAgentData.getCreateTime()",0,2,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.QmfAgentData.getDeleteTime()",0,2,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.QmfAgentData.getSubscription(String)",1,0,n/a,8,0,1,1,1
"org.apache.qpid.qmf2.agent.QmfAgentData.getUpdateTime()",0,2,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.QmfAgentData.incValue(String,double)",2,0,n/a,12,0,2,3,1
"org.apache.qpid.qmf2.agent.QmfAgentData.incValue(String,long)",2,2,n/a,12,0,2,3,1
"org.apache.qpid.qmf2.agent.QmfAgentData.isDeleted()",1,7,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.QmfAgentData.isSortable()",0,0,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.QmfAgentData.listValues()",11,2,n/a,12,0,0,5,1
"org.apache.qpid.qmf2.agent.QmfAgentData.mapEncode()",13,10,n/a,27,1,0,10,2
"org.apache.qpid.qmf2.agent.QmfAgentData.publish()",8,5,n/a,28,1,0,8,3
"org.apache.qpid.qmf2.agent.QmfAgentData.removeSubscription(String)",1,0,n/a,8,0,1,1,1
"org.apache.qpid.qmf2.agent.QmfAgentData.setCompareKey(String)",0,4,n/a,9,0,1,1,1
"org.apache.qpid.qmf2.agent.QmfAgentData.update()",1,8,n/a,17,0,0,1,1
"org.apache.qpid.qmf2.agent.QueryWorkItem.QueryWorkItem(Handle,QmfQuery)",1,0,n/a,10,0,2,1,1
"org.apache.qpid.qmf2.agent.QueryWorkItem.getQmfQuery()",1,2,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.QueryWorkItem.getUserId()",3,1,n/a,9,0,0,2,1
"org.apache.qpid.qmf2.agent.ResubscribeParams.ResubscribeParams(Map)",1,0,n/a,9,0,1,1,1
"org.apache.qpid.qmf2.agent.ResubscribeParams.getLifetime()",1,0,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.ResubscribeParams.getSubscriptionId()",2,1,n/a,12,1,0,3,2
"org.apache.qpid.qmf2.agent.ResubscribeParams.getUserId()",1,1,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.ResubscribeRequestWorkItem.ResubscribeRequestWorkItem(Handle,ResubscribeParams)",1,0,n/a,10,0,2,1,1
"org.apache.qpid.qmf2.agent.ResubscribeRequestWorkItem.getResubscribeParams()",1,1,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.SubscribableAgent.evaluateQuery(QmfQuery)",n/a,0,1,n/a,n/a,1,n/a,n/a
"org.apache.qpid.qmf2.agent.SubscribableAgent.removeSubscription(Subscription)",n/a,0,0,n/a,n/a,1,n/a,n/a
"org.apache.qpid.qmf2.agent.SubscribableAgent.sendSubscriptionIndicate(Handle,List<Map>)",n/a,0,1,n/a,n/a,2,n/a,n/a
"org.apache.qpid.qmf2.agent.SubscribeRequestWorkItem.SubscribeRequestWorkItem(Handle,SubscriptionParams)",1,0,n/a,10,0,2,1,1
"org.apache.qpid.qmf2.agent.SubscribeRequestWorkItem.getSubscriptionParams()",1,1,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.Subscription.Subscription(SubscribableAgent,SubscriptionParams)",9,1,n/a,15,0,2,7,1
"org.apache.qpid.qmf2.agent.Subscription.cancel()",5,2,n/a,16,1,0,6,2
"org.apache.qpid.qmf2.agent.Subscription.getConsoleHandle()",0,4,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.Subscription.getDuration()",0,2,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.Subscription.getInterval()",0,2,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.Subscription.getQuery()",0,1,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.Subscription.getSubscriptionId()",0,6,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.Subscription.publish(List<Map>)",2,1,n/a,11,0,1,2,1
"org.apache.qpid.qmf2.agent.Subscription.refresh(ResubscribeParams)",4,1,n/a,12,0,1,3,1
"org.apache.qpid.qmf2.agent.Subscription.run()",16,0,n/a,47,4,0,14,6
"org.apache.qpid.qmf2.agent.Subscription.setDuration(long)",0,2,n/a,32,2,1,9,5
"org.apache.qpid.qmf2.agent.Subscription.setInterval(long)",0,1,n/a,19,1,1,5,3
"org.apache.qpid.qmf2.agent.SubscriptionParams.SubscriptionParams(Handle,Map)",1,0,n/a,11,0,2,2,1
"org.apache.qpid.qmf2.agent.SubscriptionParams.getConsoleHandle()",0,0,n/a,10,0,0,1,1
"org.apache.qpid.qmf2.agent.SubscriptionParams.getLifetime()",1,0,n/a,9,0,0,1,1
"org.apache.qpid.qmf2.agent.SubscriptionParams.getPublishInterval()",1,1,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.SubscriptionParams.getQuery()",2,0,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.SubscriptionParams.getUserId()",1,1,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.agent.UnsubscribeRequestWorkItem.UnsubscribeRequestWorkItem(String)",1,0,n/a,9,0,1,1,1
"org.apache.qpid.qmf2.agent.UnsubscribeRequestWorkItem.getSubscriptionId()",1,1,n/a,8,0,0,1,1
"org.apache.qpid.qmf2.common.AMQPMessage.AMQPMessage()",0,0,n/a,6,0,0,0,1
"org.apache.qpid.qmf2.common.AMQPMessage.createListMessage(Session)",2,4,n/a,16,0,1,3,1
"org.apache.qpid.qmf2.common.AMQPMessage.getContentType(Message)",1,3,n/a,12,0,1,1,1
