Package,PDcy,PDpt
"org.apache.log4j",14,36
"org.apache.log4j.concurrent",7,0
"org.apache.log4j.config",4,9
"org.apache.log4j.db",10,1
"org.apache.log4j.db.dialect",3,1
"org.apache.log4j.filter",7,3
"org.apache.log4j.helpers",5,19
"org.apache.log4j.jdbc",2,0
"org.apache.log4j.jmx",4,0
"org.apache.log4j.joran",7,12
"org.apache.log4j.joran.action",6,3
"org.apache.log4j.joran.spi",4,3
"org.apache.log4j.lbel",3,1
"org.apache.log4j.lbel.comparator",3,1
"org.apache.log4j.multiplex",4,0
"org.apache.log4j.net",8,2
"org.apache.log4j.net.test",2,0
"org.apache.log4j.nt",2,0
"org.apache.log4j.or",3,4
"org.apache.log4j.or.jms",1,0
"org.apache.log4j.or.sax",1,0
"org.apache.log4j.pattern",3,2
"org.apache.log4j.plugins",3,8
"org.apache.log4j.rolling",8,4
"org.apache.log4j.rolling.helper",3,3
"org.apache.log4j.rule",3,4
"org.apache.log4j.scheduler",0,4
"org.apache.log4j.selector",3,1
"org.apache.log4j.selector.servlet",3,0
"org.apache.log4j.spi",7,30
"org.apache.log4j.spi.location",3,1
"org.apache.log4j.test.witness",0,0
"org.apache.log4j.test.xml",0,0
"org.apache.log4j.varia",7,2
"org.apache.log4j.watchdog",9,2
"org.apache.log4j.xml",9,5
"org.apache.log4j.xml.examples",2,0
"org.apache.log4j.xml.test",2,0

