Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"org.apache.hadoop.fs.DefaultFileAccess",0,1,5,4,14
"org.apache.hadoop.fs.ProxyFileSystem",0,1,1,3,7
"org.apache.hadoop.fs.ProxyLocalFileSystem",0,1,5,0,0
"org.apache.hadoop.hive.accumulo.AccumuloConnectionParameters",0,0,0,8,11
"org.apache.hadoop.hive.accumulo.AccumuloHiveConstants",0,0,0,12,34
"org.apache.hadoop.hive.accumulo.AccumuloHiveRow",0,2,2,6,9
"org.apache.hadoop.hive.accumulo.AccumuloHiveRow.ColumnTuple",0,0,0,2,11
"org.apache.hadoop.hive.accumulo.AccumuloQTestUtil",0,2,1.757,0,0
"org.apache.hadoop.hive.accumulo.AccumuloStorageHandler",0,21,1.772,0,0
"org.apache.hadoop.hive.accumulo.AccumuloTestSetup",0,2,16,0,0
"org.apache.hadoop.hive.accumulo.LazyAccumuloMap",0,12,172,0,0
"org.apache.hadoop.hive.accumulo.LazyAccumuloRow",0,15,176,2,5
"org.apache.hadoop.hive.accumulo.TestAccumuloConnectionParameters",0,0,0,0,0
"org.apache.hadoop.hive.accumulo.TestAccumuloHiveRow",0,0,0,0,0
"org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler",0,8,1.743,0,0
"org.apache.hadoop.hive.accumulo.TestLazyAccumuloMap",0,10,169,0,0
"org.apache.hadoop.hive.accumulo.TestLazyAccumuloRow",0,16,187,0,0
"org.apache.hadoop.hive.accumulo.Utils",0,0,0,2,3
"org.apache.hadoop.hive.accumulo.columns.ColumnEncoding",0,1,1,15,19
"org.apache.hadoop.hive.accumulo.columns.ColumnMapper",0,5,7,7,12
"org.apache.hadoop.hive.accumulo.columns.ColumnMapping",0,1,2,7,16
"org.apache.hadoop.hive.accumulo.columns.ColumnMappingFactory",0,2,3,1,3
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloColumnMapping",0,1,1,6,12
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloMapColumnMapping",0,1,1,5,10
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloRowIdColumnMapping",0,1,1,7,17
"org.apache.hadoop.hive.accumulo.columns.HiveColumn",0,1,2,0,0
"org.apache.hadoop.hive.accumulo.columns.InvalidColumnMappingException",0,0,0,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnEncoding",0,1,1,0,0
"org.apache.hadoop.hive.accumulo.columns.TestColumnMapper",0,6,54,0,0
"org.apache.hadoop.hive.accumulo.columns.TestColumnMappingFactory",0,2,52,0,0
"org.apache.hadoop.hive.accumulo.columns.TestHiveAccumuloColumnMapping",0,1,51,0,0
"org.apache.hadoop.hive.accumulo.columns.TestHiveRowIdColumnMapping",0,1,51,0,0
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloRecordReader",0,2,12,0,0
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloSplit",0,0,0,0,0
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloTableInputFormat",0,16,1.761,1,1
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloTableOutputFormat",0,2,120,1,1
"org.apache.hadoop.hive.accumulo.mr.TestHiveAccumuloTableInputFormat",0,24,1.763,0,0
"org.apache.hadoop.hive.accumulo.mr.TestHiveAccumuloTableOutputFormat",0,17,186,0,0
"org.apache.hadoop.hive.accumulo.mr.TestHiveAccumuloTypes",0,61,187,0,0
"org.apache.hadoop.hive.accumulo.predicate.AccumuloPredicateHandler",0,40,1.757,3,3
"org.apache.hadoop.hive.accumulo.predicate.AccumuloRangeGenerator",0,21,1.743,0,0
"org.apache.hadoop.hive.accumulo.predicate.NoSuchCompareOpException",0,0,0,0,0
"org.apache.hadoop.hive.accumulo.predicate.NoSuchPrimitiveComparisonException",0,0,0,0,0
"org.apache.hadoop.hive.accumulo.predicate.PrimitiveComparisonFilter",0,5,8,2,2
"org.apache.hadoop.hive.accumulo.predicate.PushdownTuple",0,12,1.742,0,0
"org.apache.hadoop.hive.accumulo.predicate.TestAccumuloPredicateHandler",0,38,1.759,0,0
"org.apache.hadoop.hive.accumulo.predicate.TestAccumuloRangeGenerator",0,22,1.739,0,0
"org.apache.hadoop.hive.accumulo.predicate.TestPrimitiveComparisonFilter",0,0,0,0,0
"org.apache.hadoop.hive.accumulo.predicate.compare.DoubleCompare",0,0,0,4,6
"org.apache.hadoop.hive.accumulo.predicate.compare.Equal",0,0,0,4,6
"org.apache.hadoop.hive.accumulo.predicate.compare.GreaterThan",0,0,0,4,6
"org.apache.hadoop.hive.accumulo.predicate.compare.GreaterThanOrEqual",0,0,0,4,6
"org.apache.hadoop.hive.accumulo.predicate.compare.IntCompare",0,0,0,4,6
"org.apache.hadoop.hive.accumulo.predicate.compare.LessThan",0,0,0,4,6
"org.apache.hadoop.hive.accumulo.predicate.compare.LessThanOrEqual",0,0,0,3,6
"org.apache.hadoop.hive.accumulo.predicate.compare.Like",0,0,0,1,4
"org.apache.hadoop.hive.accumulo.predicate.compare.LongCompare",0,0,0,4,6
"org.apache.hadoop.hive.accumulo.predicate.compare.NotEqual",0,0,0,2,5
"org.apache.hadoop.hive.accumulo.predicate.compare.StringCompare",0,0,0,4,6
"org.apache.hadoop.hive.accumulo.predicate.compare.TestDoubleCompare",0,0,0,0,0
"org.apache.hadoop.hive.accumulo.predicate.compare.TestIntCompare",0,0,0,0,0
"org.apache.hadoop.hive.accumulo.predicate.compare.TestLongComparison",0,0,0,0,0
"org.apache.hadoop.hive.accumulo.predicate.compare.TestStringCompare",0,0,0,0,0
