Class,OCavg,WMC
"A",n/a,0
"A.Inner",n/a,0
"A.Inner.Inner2",n/a,0
"APrivate",n/a,0
"Alpha","1,00",1
"AntTimestamp","1,00",1
"AssertionMain","1,00",1
"AssertionTest","1,00",3
"B",n/a,0
"Beta","1,00",2
"C",n/a,0
"D",n/a,0
"E","1,00",1
"RemoteTimestampImpl","1,00",1
"Task1",n/a,0
"etc.testcases.taskdefs.javadoc.java.ClassToJavadoc","1,00",3
"org.apache.tools.ant.AntClassLoader","2,71",168
"org.apache.tools.ant.AntClassLoader.ResourceEnumeration","1,50",6
"org.apache.tools.ant.AntTypeDefinition","1,91",42
"org.apache.tools.ant.ArgumentProcessorRegistry","1,70",17
"org.apache.tools.ant.BuildEvent","1,00",11
"org.apache.tools.ant.BuildException","1,00",11
"org.apache.tools.ant.ComponentHelper","2,43",112
"org.apache.tools.ant.DefaultDefinitions","1,00",5
"org.apache.tools.ant.DefaultLogger","1,85",37
"org.apache.tools.ant.DemuxInputStream","1,33",4
"org.apache.tools.ant.DemuxOutputStream","1,90",19
"org.apache.tools.ant.DemuxOutputStream.BufferInfo",n/a,0
"org.apache.tools.ant.Diagnostics","1,92",69
"org.apache.tools.ant.DirectoryScanner","2,72",193
"org.apache.tools.ant.ExitException","1,00",3
"org.apache.tools.ant.ExitStatusException","1,00",4
"org.apache.tools.ant.ExtensionPoint","1,00",4
"org.apache.tools.ant.IntrospectionHelper","2,76",160
"org.apache.tools.ant.IntrospectionHelper.AddNestedCreator","2,00",10
"org.apache.tools.ant.IntrospectionHelper.AttributeSetter","3,00",6
"org.apache.tools.ant.IntrospectionHelper.CreateNestedCreator","1,00",2
"org.apache.tools.ant.IntrospectionHelper.Creator","2,20",11
"org.apache.tools.ant.IntrospectionHelper.MethodAndObject","1,00",1
"org.apache.tools.ant.IntrospectionHelper.NestedCreator","1,00",5
"org.apache.tools.ant.Location","1,60",16
"org.apache.tools.ant.MagicNames","1,00",1
"org.apache.tools.ant.Main","4,41",150
"org.apache.tools.ant.NoBannerLogger","1,40",7
"org.apache.tools.ant.PathTokenizer","5,00",15
"org.apache.tools.ant.Project","1,72",217
"org.apache.tools.ant.Project.AntRefTable","1,33",4
"org.apache.tools.ant.ProjectComponent","1,20",12
"org.apache.tools.ant.ProjectHelper","1,62",52
"org.apache.tools.ant.ProjectHelper.OnMissingExtensionPoint","1,75",7
"org.apache.tools.ant.ProjectHelperRepository","2,50",30
"org.apache.tools.ant.ProjectHelperRepository.ConstructingIterator","1,25",5
"org.apache.tools.ant.PropertyHelper","2,18",109
"org.apache.tools.ant.RuntimeConfigurable","2,68",75
"org.apache.tools.ant.RuntimeConfigurable.AttributeComponentInformation","1,00",3
"org.apache.tools.ant.RuntimeConfigurable.EnableAttributeConsumer","1,00",1
"org.apache.tools.ant.Target","1,79",52
