Class,CBO,CSA,CSO,CSOA,Dcy*,DIT,Inner,LCOM,LOC,NCLOC,NOC,NOIC,NOOC,OCavg,Query,RFC,WMC
"org.apache.log4j.Appender",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,n/a
"org.apache.log4j.AppenderSkeleton",64,12,53,65,171,2,3,4,282,119,21,15,1,"1,48",10,32,31
"org.apache.log4j.AsyncAppender",14,21,77,98,174,3,4,2,339,158,0,35,0,"1,76",7,56,30
"org.apache.log4j.AsyncAppender.DiscardSummary",4,2,15,17,172,1,0,1,50,26,0,11,0,"1,33",1,10,4
"org.apache.log4j.AsyncAppender.Dispatcher",6,4,15,19,174,1,1,1,100,53,0,11,0,"4,00",0,18,8
"org.apache.log4j.BasicConfigurator",14,0,16,16,172,1,0,3,37,17,0,11,0,"1,00",0,9,4
"org.apache.log4j.Category",119,9,111,120,171,1,2,9,1.317,527,1,11,0,"2,12",27,106,153
"org.apache.log4j.CategoryKey",1,2,15,17,0,1,0,0,25,21,0,9,2,"1,67",2,6,5
"org.apache.log4j.ConsoleAppender",20,19,83,102,171,4,3,1,116,60,0,50,2,"1,67",2,22,15
"org.apache.log4j.ConsoleAppender.SystemErrStream",1,0,27,27,0,2,3,2,24,19,0,11,4,"1,00",0,10,6
"org.apache.log4j.ConsoleAppender.SystemOutStream",1,0,27,27,0,2,3,2,24,19,0,11,4,"1,00",0,10,6
"org.apache.log4j.DailyRollingFileAppender",9,33,100,133,174,5,3,1,271,135,0,62,2,"2,78",2,37,25
"org.apache.log4j.DefaultLoggerFactory",5,0,15,15,171,1,1,1,12,6,0,11,0,"1,00",1,3,2
"org.apache.log4j.Dispatcher",4,28,69,97,176,2,1,1,89,49,0,42,1,"3,00",0,14,9
"org.apache.log4j.FileAppender",28,20,91,111,172,4,3,1,248,112,3,50,2,"1,35",4,38,23
"org.apache.log4j.HTMLLayout",14,22,47,69,173,3,2,4,366,238,0,19,4,"1,65",10,46,33
"org.apache.log4j.Hierarchy",33,17,101,118,171,1,3,7,669,386,0,11,0,"1,80",20,115,90
