Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"conf.ConfLoader",0,0,0,1,1
"org.apache.lucene.LucenePackage",0,0,0,2,3.759
"org.apache.lucene.TestAssertions",0,8,478,0,0
"org.apache.lucene.TestAssertions.TestAnalyzer1",0,2,30,1,1
"org.apache.lucene.TestAssertions.TestAnalyzer2",0,2,30,1,1
"org.apache.lucene.TestAssertions.TestAnalyzer3",0,2,30,1,1
"org.apache.lucene.TestAssertions.TestAnalyzer4",0,2,30,1,1
"org.apache.lucene.TestAssertions.TestTokenStream1",0,1,25,1,1
"org.apache.lucene.TestAssertions.TestTokenStream2",0,1,25,1,1
"org.apache.lucene.TestAssertions.TestTokenStream3",0,1,25,1,1
"org.apache.lucene.TestDemo",0,18,556,0,0
"org.apache.lucene.TestMergeSchedulerExternal",2,16,498,2,2
"org.apache.lucene.TestMergeSchedulerExternal.FailOnlyOnMerge",0,3,471,1,3
"org.apache.lucene.TestMergeSchedulerExternal.MyMergeScheduler",2,6,498,1,2
"org.apache.lucene.TestMergeSchedulerExternal.MyMergeScheduler.MyMergeThread",2,4,498,1,2
"org.apache.lucene.TestMergeSchedulerExternal.ReportingMergeScheduler",0,5,471,1,3
"org.apache.lucene.TestSearch",0,21,554,0,0
"org.apache.lucene.TestSearchForDuplicates",0,22,554,0,0
"org.apache.lucene.analysis.ASCIIFoldingFilter",0,7,26,7,8
"org.apache.lucene.analysis.Analyzer",0,4,29,413,3.020
"org.apache.lucene.analysis.BaseCharFilter",0,4,13,4,14
"org.apache.lucene.analysis.BaseTokenStreamTestCase",0,11,472,0,0
"org.apache.lucene.analysis.BaseTokenStreamTestCase.AnalysisThread",1,3,483,1,183
"org.apache.lucene.analysis.BaseTokenStreamTestCase.CheckClearAttributesAttributeImpl",0,2,25,0,0
"org.apache.lucene.analysis.CachingTokenFilter",0,4,26,12,678
"org.apache.lucene.analysis.CannedTokenStream",0,9,34,2,5
"org.apache.lucene.analysis.CharArrayMap",7,7,13,19,1.370
"org.apache.lucene.analysis.CharArrayMap.EmptyCharArrayMap",7,3,13,1,1.370
"org.apache.lucene.analysis.CharArrayMap.EntryIterator",7,3,13,3,1.370
"org.apache.lucene.analysis.CharArrayMap.EntrySet",7,2,13,4,1.370
"org.apache.lucene.analysis.CharArrayMap.MapEntry",7,2,13,1,1.370
"org.apache.lucene.analysis.CharArrayMap.UnmodifiableCharArrayMap",7,2,13,3,1.370
"org.apache.lucene.analysis.CharArraySet",7,4,13,129,1.370
"org.apache.lucene.analysis.CharArraySet.CharArraySetIterator",7,3,13,3,1.370
"org.apache.lucene.analysis.CharFilter",0,1,1,9,23
"org.apache.lucene.analysis.CharReader",0,1,1,20,579
"org.apache.lucene.analysis.CharStream",0,0,0,30,1.711
"org.apache.lucene.analysis.CharTokenizer",0,10,33,15,1.033
"org.apache.lucene.analysis.CollationTestBase",0,29,498,6,6
"org.apache.lucene.analysis.EmptyTokenizer",0,1,27,0,0
"org.apache.lucene.analysis.FilteringTokenFilter",0,4,27,13,1.286
"org.apache.lucene.analysis.ISOLatin1AccentFilter",0,5,26,3,3
"org.apache.lucene.analysis.KeywordAnalyzer",0,3,36,11,616
"org.apache.lucene.analysis.KeywordMarkerFilter",0,7,40,41,69
"org.apache.lucene.analysis.KeywordTokenizer",0,6,28,78,700
"org.apache.lucene.analysis.LengthFilter",0,4,28,3,3
"org.apache.lucene.analysis.LetterTokenizer",0,4,34,4,908
"org.apache.lucene.analysis.LimitTokenCountAnalyzer",0,4,32,2,2
"org.apache.lucene.analysis.LimitTokenCountFilter",0,2,26,2,4
"org.apache.lucene.analysis.LowerCaseFilter",0,6,31,61,218
"org.apache.lucene.analysis.LowerCaseTokenizer",0,4,35,29,902
"org.apache.lucene.analysis.MappingCharFilter",0,5,16,7,7
"org.apache.lucene.analysis.MockAnalyzer",0,11,493,344,1.097
"org.apache.lucene.analysis.MockAnalyzer.SavedStreams",0,2,31,2,1.099
"org.apache.lucene.analysis.MockCharFilter",0,1,1,3,184
"org.apache.lucene.analysis.MockFixedLengthPayloadFilter",0,5,28,4,1.099
"org.apache.lucene.analysis.MockReaderWrapper",0,1,471,2,185
"org.apache.lucene.analysis.MockTokenizer",0,8,29,0,0
"org.apache.lucene.analysis.MockTokenizer.State",0,0,0,1,1
"org.apache.lucene.analysis.MockVariableLengthPayloadFilter",0,5,28,2,1.099
"org.apache.lucene.analysis.NormalizeCharMap",0,0,0,8,8
"org.apache.lucene.analysis.NumericTokenStream",0,7,30,5,2.872
"org.apache.lucene.analysis.PayloadSetter",0,5,28,1,1
"org.apache.lucene.analysis.PerFieldAnalyzerWrapper",0,3,30,6,12
"org.apache.lucene.analysis.PorterStemFilter",0,6,28,8,10
"org.apache.lucene.analysis.PorterStemmer",0,3,11,1,11
"org.apache.lucene.analysis.ReusableAnalyzerBase",0,3,33,17,977
"org.apache.lucene.analysis.ReusableAnalyzerBase.TokenStreamComponents",0,2,27,140,1.059
"org.apache.lucene.analysis.SimpleAnalyzer",0,4,43,15,677
"org.apache.lucene.analysis.StopAnalyzer",0,9,58,28,224
"org.apache.lucene.analysis.StopFilter",0,7,41,55,1.276
"org.apache.lucene.analysis.StopwordAnalyzerBase",0,5,49,49,227
"org.apache.lucene.analysis.TeeSinkTokenFilter",0,7,28,7,7
"org.apache.lucene.analysis.TeeSinkTokenFilter.SinkFilter",0,1,24,9,14
"org.apache.lucene.analysis.TeeSinkTokenFilter.SinkTokenStream",0,4,26,6,8
"org.apache.lucene.analysis.TestASCIIFoldingFilter",0,13,491,0,0
"org.apache.lucene.analysis.TestAnalyzers",0,21,525,0,0
"org.apache.lucene.analysis.TestAnalyzers.LowerCaseWhitespaceAnalyzer",0,5,481,1,1
"org.apache.lucene.analysis.TestAnalyzers.LowerCaseWhitespaceAnalyzerBWComp",0,4,42,1,1
"org.apache.lucene.analysis.TestCachingTokenFilter",0,17,509,0,0
"org.apache.lucene.analysis.TestCharArrayMap",0,6,483,0,0
"org.apache.lucene.analysis.TestCharArraySet",0,5,483,0,0
"org.apache.lucene.analysis.TestCharFilter",0,5,476,0,0
"org.apache.lucene.analysis.TestCharFilter.CharFilter1",0,2,2,1,1
"org.apache.lucene.analysis.TestCharFilter.CharFilter2",0,2,2,1,1
"org.apache.lucene.analysis.TestCharTokenizers",0,15,497,0,0
"org.apache.lucene.analysis.TestCharTokenizers.TestingCharTokenizer",0,2,34,1,1
"org.apache.lucene.analysis.TestCharTokenizers.TestingCharTokenizerNormalize",0,2,34,1,1
"org.apache.lucene.analysis.TestCharTokenizers.TestingCharTokenizerNormalizeIsTokenChar",0,2,34,1,1
"org.apache.lucene.analysis.TestClassicAnalyzer",0,16,519,0,0
"org.apache.lucene.analysis.TestDuelingAnalyzers",0,14,498,0,0
"org.apache.lucene.analysis.TestISOLatin1AccentFilter",0,7,493,0,0
"org.apache.lucene.analysis.TestKeywordAnalyzer",0,25,553,0,0
"org.apache.lucene.analysis.TestKeywordMarkerFilter",0,7,503,0,0
"org.apache.lucene.analysis.TestKeywordMarkerFilter.LowerCaseFilterMock",0,5,27,1,1
"org.apache.lucene.analysis.TestLengthFilter",0,8,492,0,0
"org.apache.lucene.analysis.TestMappingCharFilter",0,11,493,0,0
"org.apache.lucene.analysis.TestMockAnalyzer",0,11,515,0,0
"org.apache.lucene.analysis.TestMockCharFilter",0,7,489,0,0
"org.apache.lucene.analysis.TestNumericTokenStream",0,6,484,0,0
"org.apache.lucene.analysis.TestPerFieldAnalzyerWrapper",0,9,498,0,0
"org.apache.lucene.analysis.TestPorterStemFilter",0,12,507,0,0
"org.apache.lucene.analysis.TestStandardAnalyzer",0,9,518,0,0
"org.apache.lucene.analysis.TestStopAnalyzer",0,9,508,0,0
"org.apache.lucene.analysis.TestStopFilter",0,17,512,0,0
"org.apache.lucene.analysis.TestStopFilter.MockSynonymFilter",0,6,27,1,1
"org.apache.lucene.analysis.TestTeeSinkTokenFilter",0,20,526,0,0
"org.apache.lucene.analysis.TestTeeSinkTokenFilter.ModuloSinkFilter",0,2,25,1,1
"org.apache.lucene.analysis.TestTeeSinkTokenFilter.ModuloTokenFilter",0,2,26,1,1
"org.apache.lucene.analysis.TestToken",0,18,493,0,0
"org.apache.lucene.analysis.TestToken.SenselessAttributeImpl",0,2,25,1,1
"org.apache.lucene.analysis.TestTypeTokenFilter",0,12,519,0,0
"org.apache.lucene.analysis.TestUAX29URLEmailAnalyzer",0,5,522,0,0
"org.apache.lucene.analysis.TestUAX29URLEmailTokenizer",0,11,524,0,0
"org.apache.lucene.analysis.TestUAX29URLEmailTokenizer.EmailFilter",0,5,73,1,1
"org.apache.lucene.analysis.TestUAX29URLEmailTokenizer.URLFilter",0,5,73,1,1
"org.apache.lucene.analysis.TestWordlistLoader",0,3,484,0,0
"org.apache.lucene.analysis.Token",1,14,32,68,627
"org.apache.lucene.analysis.Token.TokenAttributeFactory",1,4,32,1,627
"org.apache.lucene.analysis.TokenFilter",0,1,25,195,1.610
"org.apache.lucene.analysis.TokenStream",0,2,24,707,3.486
"org.apache.lucene.analysis.TokenStreamToDot",0,6,28,1,184
"org.apache.lucene.analysis.Tokenizer",0,4,26,233,1.645
"org.apache.lucene.analysis.TypeTokenFilter",0,4,29,2,2
"org.apache.lucene.analysis.VocabularyAssert",0,2,484,22,22
"org.apache.lucene.analysis.WhitespaceAnalyzer",0,4,42,51,123
"org.apache.lucene.analysis.WhitespaceTokenizer",0,4,34,45,169
"org.apache.lucene.analysis.WordBreakTestUnicode_6_0_0",0,2,484,4,4
"org.apache.lucene.analysis.WordlistLoader",0,5,15,33,233
"org.apache.lucene.analysis.ar.ArabicAnalyzer",1,13,72,1,1
"org.apache.lucene.analysis.ar.ArabicAnalyzer.DefaultSetHolder",1,2,72,1,1
"org.apache.lucene.analysis.ar.ArabicLetterTokenizer",0,4,35,3,4
"org.apache.lucene.analysis.ar.ArabicNormalizationFilter",0,4,26,2,3
"org.apache.lucene.analysis.ar.ArabicNormalizer",0,1,2,1,3
"org.apache.lucene.analysis.ar.ArabicStemFilter",0,5,27,1,1
"org.apache.lucene.analysis.ar.ArabicStemmer",0,2,2,1,3
"org.apache.lucene.analysis.ar.TestArabicAnalyzer",0,3,496,0,0
"org.apache.lucene.analysis.ar.TestArabicLetterTokenizer",0,2,484,0,0
"org.apache.lucene.analysis.ar.TestArabicNormalizationFilter",0,6,487,0,0
"org.apache.lucene.analysis.ar.TestArabicStemFilter",0,8,502,0,0
"org.apache.lucene.analysis.bg.BulgarianAnalyzer",1,12,72,1,1
"org.apache.lucene.analysis.bg.BulgarianAnalyzer.DefaultSetHolder",1,2,72,1,1
"org.apache.lucene.analysis.bg.BulgarianStemFilter",0,5,27,1,1
"org.apache.lucene.analysis.bg.BulgarianStemmer",0,1,2,0,0
"org.apache.lucene.analysis.bg.TestBulgarianAnalyzer",0,5,496,0,0
"org.apache.lucene.analysis.bg.TestBulgarianStemmer",0,10,504,0,0
"org.apache.lucene.analysis.br.BrazilianAnalyzer",1,15,72,1,1
"org.apache.lucene.analysis.br.BrazilianAnalyzer.DefaultSetHolder",1,4,72,1,1
"org.apache.lucene.analysis.br.BrazilianStemFilter",0,5,27,1,1
"org.apache.lucene.analysis.br.BrazilianStemmer",0,0,0,0,0
"org.apache.lucene.analysis.br.TestBrazilianStemmer",0,9,505,0,0
"org.apache.lucene.analysis.ca.CatalanAnalyzer",1,15,77,1,1
"org.apache.lucene.analysis.ca.CatalanAnalyzer.DefaultSetHolder",1,2,77,1,1
"org.apache.lucene.analysis.ca.TestCatalanAnalyzer",0,4,496,0,0
"org.apache.lucene.analysis.charfilter.HTMLStripCharFilter",0,8,29,2,3
"org.apache.lucene.analysis.charfilter.HTMLStripCharFilter.TextSegment",0,1,2,1,4
"org.apache.lucene.analysis.charfilter.HTMLStripCharFilterTest",0,9,489,0,0
"org.apache.lucene.analysis.cjk.CJKAnalyzer",1,9,70,1,1
"org.apache.lucene.analysis.cjk.CJKAnalyzer.DefaultSetHolder",1,3,70,1,1
"org.apache.lucene.analysis.cjk.CJKBigramFilter",0,9,69,1,1
"org.apache.lucene.analysis.cjk.CJKTokenizer",0,7,29,1,1
"org.apache.lucene.analysis.cjk.CJKWidthFilter",0,5,27,2,3
"org.apache.lucene.analysis.cjk.TestCJKAnalyzer",0,15,526,0,0
"org.apache.lucene.analysis.cjk.TestCJKAnalyzer.FakeStandardTokenizer",0,5,69,1,1
"org.apache.lucene.analysis.cjk.TestCJKTokenizer",0,6,485,0,0
"org.apache.lucene.analysis.cjk.TestCJKTokenizer.TestToken",0,0,0,1,1
"org.apache.lucene.analysis.cjk.TestCJKWidthFilter",0,7,489,0,0
"org.apache.lucene.analysis.cn.ChineseAnalyzer",0,3,34,0,0
"org.apache.lucene.analysis.cn.ChineseFilter",0,6,39,1,1
"org.apache.lucene.analysis.cn.ChineseTokenizer",0,6,28,1,1
"org.apache.lucene.analysis.cn.TestChineseTokenizer",0,6,493,0,0
"org.apache.lucene.analysis.cn.TestChineseTokenizer.JustChineseFilterAnalyzer",0,4,40,1,1
