Class,OCavg,WMC
"org.apache.cassandra.auth.AllowAllAuthenticator","1,00",6
"org.apache.cassandra.auth.AllowAllAuthenticator.Negotiator","1,00",3
"org.apache.cassandra.auth.AllowAllAuthorizer","1,00",9
"org.apache.cassandra.auth.AllowAllInternodeAuthenticator","1,00",2
"org.apache.cassandra.auth.AuthKeyspace","1,00",3
"org.apache.cassandra.auth.AuthMigrationListener","1,00",3
"org.apache.cassandra.auth.AuthenticatedUser","1,18",13
"org.apache.cassandra.auth.CassandraAuthorizer","2,09",48
"org.apache.cassandra.auth.CassandraRoleManager","1,79",68
"org.apache.cassandra.auth.CassandraRoleManager.Role","1,67",5
"org.apache.cassandra.auth.DataResource","2,00",40
"org.apache.cassandra.auth.DataResource.Level",n/a,0
"org.apache.cassandra.auth.FunctionResource","2,05",43
"org.apache.cassandra.auth.FunctionResource.Level",n/a,0
"org.apache.cassandra.auth.IRoleManager.Option",n/a,0
"org.apache.cassandra.auth.PasswordAuthenticator","1,56",14
"org.apache.cassandra.auth.PasswordAuthenticator.PlainTextSaslAuthenticator","2,75",11
"org.apache.cassandra.auth.Permission",n/a,0
"org.apache.cassandra.auth.PermissionDetails","1,40",7
"org.apache.cassandra.auth.PermissionsCache","1,36",15
"org.apache.cassandra.auth.Resources","3,33",10
"org.apache.cassandra.auth.RoleOptions","2,00",18
"org.apache.cassandra.auth.RoleResource","1,60",24
"org.apache.cassandra.auth.RoleResource.Level",n/a,0
"org.apache.cassandra.auth.Roles","2,00",4
"org.apache.cassandra.auth.RolesCache","1,36",15
"org.apache.cassandra.batchlog.Batch","1,00",4
"org.apache.cassandra.batchlog.Batch.Serializer","2,00",10
"org.apache.cassandra.batchlog.BatchRemoveVerbHandler","1,00",1
"org.apache.cassandra.batchlog.BatchStoreVerbHandler","1,00",1
"org.apache.cassandra.batchlog.BatchlogManager","1,67",25
"org.apache.cassandra.batchlog.BatchlogManager.EndpointFilter","3,00",12
