Class,OCavg,WMC
"net.sourceforge.jvlt.JVLT","1,00",8
"net.sourceforge.jvlt.actions.AddDictObjectAction","1,00",1
"net.sourceforge.jvlt.actions.DictAction",n/a,0
"net.sourceforge.jvlt.actions.DictObjectAction","1,00",2
"net.sourceforge.jvlt.actions.EditDictObjectAction","1,00",7
"net.sourceforge.jvlt.actions.EditEntriesAction","1,75",7
"net.sourceforge.jvlt.actions.EditEntryAction","3,50",14
"net.sourceforge.jvlt.actions.ImportAction","1,00",5
"net.sourceforge.jvlt.actions.LanguageChangeAction","1,00",3
"net.sourceforge.jvlt.actions.MoveSenseAction","1,00",3
"net.sourceforge.jvlt.actions.QueryAction",n/a,0
"net.sourceforge.jvlt.actions.RemoveEntriesAction","3,50",21
"net.sourceforge.jvlt.actions.RemoveExamplesAction","1,00",2
"net.sourceforge.jvlt.actions.RemoveSenseAction","1,00",2
"net.sourceforge.jvlt.actions.StatsUpdateAction","1,80",18
"net.sourceforge.jvlt.actions.UndoableAction","1,00",4
"net.sourceforge.jvlt.core.ArraySchemaAttribute","1,00",2
"net.sourceforge.jvlt.core.AttributeChoice","1,38",11
"net.sourceforge.jvlt.core.ChoiceSchemaAttribute","1,29",9
"net.sourceforge.jvlt.core.Dict","2,05",41
"net.sourceforge.jvlt.core.DictException","1,00",1
"net.sourceforge.jvlt.core.Entry","1,23",64
"net.sourceforge.jvlt.core.Entry.Comparator","5,00",10
"net.sourceforge.jvlt.core.Entry.Stats","2,50",5
"net.sourceforge.jvlt.core.Entry.Stats.UserFlag","3,00",15
"net.sourceforge.jvlt.core.EntryAttributeSchema","1,29",9
"net.sourceforge.jvlt.core.EntryClass","1,44",23
"net.sourceforge.jvlt.core.Example","1,47",28
"net.sourceforge.jvlt.core.Example.Comparator","1,00",2
"net.sourceforge.jvlt.core.Example.TextFragment","1,00",9
"net.sourceforge.jvlt.core.SchemaAttribute","1,50",15
"net.sourceforge.jvlt.core.Sense","1,67",30
"net.sourceforge.jvlt.core.Sense.Comparator","1,50",3
"net.sourceforge.jvlt.core.StringPair","1,00",3
"net.sourceforge.jvlt.event.ComponentReplacementListener.ComponentReplacementEvent","1,00",3
"net.sourceforge.jvlt.event.CopyPastePopupListener","3,00",6
"net.sourceforge.jvlt.event.DialogListener.DialogEvent","1,00",2
"net.sourceforge.jvlt.event.DictUpdateListener.DictUpdateEvent","1,00",2
"net.sourceforge.jvlt.event.DictUpdateListener.EntryDictUpdateEvent","1,00",2
"net.sourceforge.jvlt.event.DictUpdateListener.ExampleDictUpdateEvent","1,00",2
"net.sourceforge.jvlt.event.DictUpdateListener.LanguageDictUpdateEvent","1,00",2
"net.sourceforge.jvlt.event.DictUpdateListener.NewDictDictUpdateEvent","1,00",2
"net.sourceforge.jvlt.event.FilterListener.FilterEvent","1,00",3
"net.sourceforge.jvlt.event.ModelResetEventListener.ModelResetEvent","1,00",4
"net.sourceforge.jvlt.event.PopupListener","1,20",6
"net.sourceforge.jvlt.event.SelectionListener.SelectionEvent","1,00",4
"net.sourceforge.jvlt.event.SelectionNotifier","1,25",5
"net.sourceforge.jvlt.event.StateListener.StateEvent","1,00",2
"net.sourceforge.jvlt.event.UndoableActionListener.UndoableActionEvent","1,00",3
"net.sourceforge.jvlt.io.AbstractHandler","1,33",8
"net.sourceforge.jvlt.io.CSVDictReader","5,20",78
"net.sourceforge.jvlt.io.DictCSVWriter","5,29",37
"net.sourceforge.jvlt.io.DictCSVWriter.DictInfo",n/a,0
"net.sourceforge.jvlt.io.DictHandler","11,33",68
"net.sourceforge.jvlt.io.DictHtmlWriter","1,00",5
"net.sourceforge.jvlt.io.DictImporter","4,20",21
"net.sourceforge.jvlt.io.DictImporter.ImportInfo",n/a,0
"net.sourceforge.jvlt.io.DictReader","1,00",3
"net.sourceforge.jvlt.io.DictReaderException","1,00",5
"net.sourceforge.jvlt.io.DictWriter","1,00",1
"net.sourceforge.jvlt.io.DictXMLWriter","2,38",19
"net.sourceforge.jvlt.io.EntryAttributeSchemaReader","6,33",19
"net.sourceforge.jvlt.io.SAXDictReader","2,50",15
"net.sourceforge.jvlt.io.SAXDictReader.NonCloseableZipInputStream","1,00",3
"net.sourceforge.jvlt.io.StatsHandler","4,00",16
"net.sourceforge.jvlt.io.VersionException","1,00",2
"net.sourceforge.jvlt.io.XMLFormatter","3,86",27
"net.sourceforge.jvlt.io.XMLWriter","4,00",16
"net.sourceforge.jvlt.metadata.ArrayAttribute","1,80",9
"net.sourceforge.jvlt.metadata.ArrayChoiceAttribute","1,00",4
"net.sourceforge.jvlt.metadata.AttributeComparator","2,00",4
"net.sourceforge.jvlt.metadata.BooleanAttribute","1,50",3
"net.sourceforge.jvlt.metadata.CalendarAttribute","1,50",3
"net.sourceforge.jvlt.metadata.CustomArrayAttribute","2,50",5
"net.sourceforge.jvlt.metadata.CustomAttribute","1,67",5
"net.sourceforge.jvlt.metadata.CustomChoiceAttribute","1,00",5
"net.sourceforge.jvlt.metadata.CustomFieldsAttribute","2,00",6
"net.sourceforge.jvlt.metadata.DefaultAttribute","1,27",14
"net.sourceforge.jvlt.metadata.DefaultChoiceAttribute","1,00",4
"net.sourceforge.jvlt.metadata.DefaultQuizzableAttribute","1,29",9
"net.sourceforge.jvlt.metadata.EntryMetaData","3,00",9
"net.sourceforge.jvlt.metadata.EntryMetaData.EntryClassAttribute","1,50",3
"net.sourceforge.jvlt.metadata.EntryMetaData.SensesAttribute","1,50",3
"net.sourceforge.jvlt.metadata.EntryMetaData.UserFlagsAttribute","2,50",5
"net.sourceforge.jvlt.metadata.ExampleMetaData","1,00",1
"net.sourceforge.jvlt.metadata.ExampleMetaData.TextAttribute","1,50",3
"net.sourceforge.jvlt.metadata.ExampleMetaData.TranslationAttribute","1,50",3
"net.sourceforge.jvlt.metadata.MetaData","2,88",23
"net.sourceforge.jvlt.metadata.NumberAttribute","1,50",3
"net.sourceforge.jvlt.metadata.QuizEntryMetaData","2,00",6
"net.sourceforge.jvlt.metadata.QuizzableSensesAttribute","5,00",5
"net.sourceforge.jvlt.metadata.SenseMetaData","1,00",1
"net.sourceforge.jvlt.model.AbstractModel","1,35",23
"net.sourceforge.jvlt.model.DictModel","4,07",57
"net.sourceforge.jvlt.model.JVLTModel","2,00",40
"net.sourceforge.jvlt.model.ModelException","1,00",1
"net.sourceforge.jvlt.model.QueryModel","1,75",14
"net.sourceforge.jvlt.multimedia.AudioFile","1,33",4
"net.sourceforge.jvlt.multimedia.CustomMultimediaFile","1,50",12
"net.sourceforge.jvlt.multimedia.ImageFile","1,50",6
"net.sourceforge.jvlt.multimedia.MultimediaFile","1,50",12
"net.sourceforge.jvlt.multimedia.MultimediaUtils","4,33",13
