Method,ev(G),iv(G),v(G)
"null.accept(File,String)",2,2,3
"null.actionPerformed(ActionEvent)",1,1,2
"null.compare(Object,Object)",1,1,1
"null.run()",1,2,2
"org.hsqldb.CachedDataRow.CachedDataRow(TableBase,Object[])",1,1,1
"org.hsqldb.CachedDataRow.CachedDataRow(TableBase,RowInputInterface)",1,1,1
"org.hsqldb.CachedDataRow.equals(Object)",3,1,4
"org.hsqldb.CachedDataRow.hasChanged()",1,1,1
"org.hsqldb.CachedDataRow.insertNode(int)",1,1,1
"org.hsqldb.CachedDataRow.setNewNodes()",1,1,2
"org.hsqldb.CachedDataRow.setPos(int)",1,1,2
"org.hsqldb.CachedDataRow.setPrimaryNode(Node)",1,1,1
"org.hsqldb.CachedDataRow.write(RowOutputInterface)",1,1,1
"org.hsqldb.CachedRow.CachedRow()",1,1,1
"org.hsqldb.CachedRow.CachedRow(TableBase,Object[])",1,1,1
"org.hsqldb.CachedRow.CachedRow(TableBase,RowInputInterface)",1,1,2
"org.hsqldb.CachedRow.delete()",1,1,1
"org.hsqldb.CachedRow.destroy()",1,1,1
"org.hsqldb.CachedRow.equals(Object)",3,1,3
"org.hsqldb.CachedRow.getStorageSize()",1,1,1
"org.hsqldb.CachedRow.getTable()",1,1,1
"org.hsqldb.CachedRow.hasChanged()",1,1,1
"org.hsqldb.CachedRow.hashCode()",1,1,1
"org.hsqldb.CachedRow.insertNode(int)",1,1,1
"org.hsqldb.CachedRow.isKeepInMemory()",1,1,1
"org.hsqldb.CachedRow.readRowInfo(RowInputInterface)",1,1,1
"org.hsqldb.CachedRow.setChanged()",1,1,1
"org.hsqldb.CachedRow.setNewNodes()",1,1,2
"org.hsqldb.CachedRow.setPos(int)",1,1,2
"org.hsqldb.CachedRow.setStorageSize(int)",1,1,1
"org.hsqldb.CachedRow.write(RowOutputInterface)",1,2,3
"org.hsqldb.CachedRow.write(RowOutputInterface,IntLookup)",1,2,2
"org.hsqldb.CachedRow.writeNodes(RowOutputInterface)",1,2,2
"org.hsqldb.CachedRow.writeRowInfo(RowOutputInterface)",1,1,1
"org.hsqldb.ClientConnection.ClientConnection(String,int,String,String,boolean,String,String,int)",2,2,2
"org.hsqldb.ClientConnection.addWarning(HsqlException)",1,1,1
"org.hsqldb.ClientConnection.allocateResultLob(ResultLob,DataInput)",1,1,1
"org.hsqldb.ClientConnection.close()",2,1,4
"org.hsqldb.ClientConnection.closeConnection()",1,2,3
"org.hsqldb.ClientConnection.closeNavigator(long)",1,1,2
"org.hsqldb.ClientConnection.commit(boolean)",2,2,2
"org.hsqldb.ClientConnection.execute(Result)",1,2,2
"org.hsqldb.ClientConnection.getAttribute(int)",6,3,6
"org.hsqldb.ClientConnection.getCurrentDate()",1,1,1
"org.hsqldb.ClientConnection.getId()",1,1,1
"org.hsqldb.ClientConnection.getInternalConnectionURL()",1,1,1
"org.hsqldb.ClientConnection.getIsolation()",1,1,1
"org.hsqldb.ClientConnection.getLobId()",1,1,1
"org.hsqldb.ClientConnection.getRows(long,int,int)",1,2,2
"org.hsqldb.ClientConnection.getScanner()",1,1,2
"org.hsqldb.ClientConnection.getSession()",1,1,1
"org.hsqldb.ClientConnection.getZoneSeconds()",1,1,1
"org.hsqldb.ClientConnection.handshake()",1,1,1
"org.hsqldb.ClientConnection.initConnection(String,int,boolean)",1,1,1
"org.hsqldb.ClientConnection.initStructures()",1,1,1
"org.hsqldb.ClientConnection.isAutoCommit()",1,1,1
"org.hsqldb.ClientConnection.isClosed()",1,1,1
"org.hsqldb.ClientConnection.isReadOnlyDefault()",1,1,1
"org.hsqldb.ClientConnection.openConnection(String,int,boolean)",1,2,2
"org.hsqldb.ClientConnection.prepareCommit()",2,2,2
"org.hsqldb.ClientConnection.read()",1,1,1
"org.hsqldb.ClientConnection.releaseSavepoint(String)",2,2,2
"org.hsqldb.ClientConnection.resetSession()",2,2,2
"org.hsqldb.ClientConnection.rollback(boolean)",2,2,2
"org.hsqldb.ClientConnection.rollbackToSavepoint(String)",2,2,2
"org.hsqldb.ClientConnection.savepoint(String)",2,2,2
"org.hsqldb.ClientConnection.setAttribute(int,Object)",3,3,5
"org.hsqldb.ClientConnection.setAutoCommit(boolean)",1,2,3
"org.hsqldb.ClientConnection.setIsolationDefault(int)",1,1,1
"org.hsqldb.ClientConnection.setReadOnlyDefault(boolean)",1,2,3
"org.hsqldb.ClientConnection.startPhasedTransaction()",1,1,1
"org.hsqldb.ClientConnection.toNcvInt(String)",8,1,8
"org.hsqldb.ClientConnection.toNcvString(int)",1,1,1
"org.hsqldb.ClientConnection.write(Result)",1,1,1
"org.hsqldb.ClientConnectionHTTP.ClientConnectionHTTP(String,int,String,String,boolean,String,String,int)",1,1,1
"org.hsqldb.ClientConnectionHTTP.execute(Result)",1,1,1
"org.hsqldb.ClientConnectionHTTP.handshake()",1,1,1
"org.hsqldb.ClientConnectionHTTP.initConnection(String,int,boolean)",1,1,1
"org.hsqldb.ClientConnectionHTTP.read()",3,2,3
"org.hsqldb.ClientConnectionHTTP.write(Result)",1,1,1
"org.hsqldb.Collation.Collation()",1,1,1
"org.hsqldb.Collation.compare(String,String)",1,2,4
"org.hsqldb.Collation.compareIgnoreCase(String,String)",1,2,4
"org.hsqldb.Collation.getCollationsIterator()",1,1,1
"org.hsqldb.Collation.getDefaultInstance()",1,1,1
"org.hsqldb.Collation.getLocalesIterator()",1,1,1
"org.hsqldb.Collation.getName()",1,1,1
"org.hsqldb.Collation.isEqualAlwaysIdentical()",1,1,1
"org.hsqldb.Collation.setCollation(String)",2,2,3
"org.hsqldb.Collation.setCollationAsLocale()",1,1,2
"org.hsqldb.Collation.toLowerCase(String)",1,1,1
"org.hsqldb.Collation.toUpperCase(String)",1,1,1
"org.hsqldb.ColumnBase.ColumnBase()",1,1,1
"org.hsqldb.ColumnBase.ColumnBase(String,String,String,String)",1,1,1
"org.hsqldb.ColumnBase.getCatalogNameString()",1,1,1
"org.hsqldb.ColumnBase.getDataType()",1,1,1
"org.hsqldb.ColumnBase.getNameString()",1,1,1
"org.hsqldb.ColumnBase.getNullability()",1,1,2
"org.hsqldb.ColumnBase.getParameterMode()",1,1,1
"org.hsqldb.ColumnBase.getSchemaNameString()",1,1,1
"org.hsqldb.ColumnBase.getTableNameString()",1,1,1
"org.hsqldb.ColumnBase.isIdentity()",1,1,1
"org.hsqldb.ColumnBase.isNullable()",1,1,2
"org.hsqldb.ColumnBase.isSearchable()",1,1,1
"org.hsqldb.ColumnBase.isWriteable()",1,1,1
"org.hsqldb.ColumnBase.setIdentity(boolean)",1,1,1
"org.hsqldb.ColumnBase.setNullability(int)",1,1,1
"org.hsqldb.ColumnBase.setNullable(boolean)",1,1,2
"org.hsqldb.ColumnBase.setParameterMode(int)",1,1,1
"org.hsqldb.ColumnBase.setType(ColumnBase)",1,1,1
"org.hsqldb.ColumnBase.setType(Type)",1,1,1
"org.hsqldb.ColumnBase.setWriteable(boolean)",1,1,1
"org.hsqldb.ColumnSchema.ColumnSchema(HsqlName,Type,boolean,boolean,Expression)",1,1,2
"org.hsqldb.ColumnSchema.compile(Session)",1,1,1
"org.hsqldb.ColumnSchema.duplicate()",1,1,1
"org.hsqldb.ColumnSchema.getCatalogName()",1,1,2
"org.hsqldb.ColumnSchema.getCatalogNameString()",1,1,3
"org.hsqldb.ColumnSchema.getComponents()",1,1,1
"org.hsqldb.ColumnSchema.getDefaultExpression()",3,3,3
"org.hsqldb.ColumnSchema.getDefaultSQL()",1,2,2
"org.hsqldb.ColumnSchema.getDefaultValue(Session)",1,2,2
"org.hsqldb.ColumnSchema.getGeneratedValue(Session)",1,2,2
"org.hsqldb.ColumnSchema.getGeneratingExpression()",1,1,1
"org.hsqldb.ColumnSchema.getIdentitySequence()",1,1,1
"org.hsqldb.ColumnSchema.getName()",1,1,1
"org.hsqldb.ColumnSchema.getNameString()",1,1,1
"org.hsqldb.ColumnSchema.getNullability()",1,1,1
"org.hsqldb.ColumnSchema.getOwner()",1,1,2
"org.hsqldb.ColumnSchema.getReferences()",1,1,1
"org.hsqldb.ColumnSchema.getSQL()",1,2,2
"org.hsqldb.ColumnSchema.getSchemaName()",1,1,1
"org.hsqldb.ColumnSchema.getSchemaNameString()",1,1,2
"org.hsqldb.ColumnSchema.getTableNameString()",1,1,2
"org.hsqldb.ColumnSchema.getType()",1,1,1
"org.hsqldb.ColumnSchema.hasDefault()",1,1,1
"org.hsqldb.ColumnSchema.isGenerated()",1,1,1
"org.hsqldb.ColumnSchema.isNullable()",3,3,3
"org.hsqldb.ColumnSchema.isPrimaryKey()",1,1,1
"org.hsqldb.ColumnSchema.isSearchable()",1,1,1
"org.hsqldb.ColumnSchema.isWriteable()",1,1,1
"org.hsqldb.ColumnSchema.setDefaultExpression(Expression)",1,1,1
"org.hsqldb.ColumnSchema.setGeneratingExpression(Expression)",1,1,1
"org.hsqldb.ColumnSchema.setIdentity(NumberSequence)",1,1,1
"org.hsqldb.ColumnSchema.setName(HsqlName)",1,1,1
"org.hsqldb.ColumnSchema.setPrimaryKey(boolean)",1,1,1
"org.hsqldb.ColumnSchema.setType(ColumnSchema)",1,1,1
"org.hsqldb.ColumnSchema.setType(Type)",1,1,1
"org.hsqldb.ColumnSchema.setWriteable(boolean)",1,1,1
"org.hsqldb.Constraint.Constraint()",1,1,1
"org.hsqldb.Constraint.Constraint(HsqlName,Constraint)",1,1,1
"org.hsqldb.Constraint.Constraint(HsqlName,HsqlName,OrderedHashSet,HsqlName,OrderedHashSet,int,int,int,int)",1,1,1
"org.hsqldb.Constraint.Constraint(HsqlName,OrderedHashSet,int)",1,1,1
"org.hsqldb.Constraint.Constraint(HsqlName,Table,Index,int)",1,1,1
"org.hsqldb.Constraint.checkCheckConstraint(Session,Table,Object)",3,3,3
"org.hsqldb.Constraint.checkCheckConstraint(Session,Table,Object[])",2,3,3
"org.hsqldb.Constraint.checkHasMainRef(Session,Object[])",3,2,3
"org.hsqldb.Constraint.checkInsert(Session,Table,Object[])",9,6,11
"org.hsqldb.Constraint.checkReferencedRows(Session,Table,int[])",7,4,8
"org.hsqldb.Constraint.compile(Session)",1,1,1
"org.hsqldb.Constraint.duplicate()",1,1,1
"org.hsqldb.Constraint.findFkRef(Session,Object[],boolean)",2,4,4
"org.hsqldb.Constraint.getActionString(int)",6,2,6
"org.hsqldb.Constraint.getCatalogName()",1,1,1
"org.hsqldb.Constraint.getCheckColumnExpressions()",1,1,1
"org.hsqldb.Constraint.getCheckExpression()",1,1,1
"org.hsqldb.Constraint.getCheckSQL()",1,1,1
"org.hsqldb.Constraint.getColumnList(Table,int[],int,StringBuffer)",1,3,3
"org.hsqldb.Constraint.getComponents()",1,1,1
"org.hsqldb.Constraint.getConstraintType()",1,1,1
"org.hsqldb.Constraint.getDeferability()",1,1,1
"org.hsqldb.Constraint.getDeleteAction()",1,1,1
"org.hsqldb.Constraint.getDeleteActionString()",1,1,1
"org.hsqldb.Constraint.getFKStatement(StringBuffer)",1,4,4
"org.hsqldb.Constraint.getMain()",1,1,1
"org.hsqldb.Constraint.getMainColumns()",1,1,1
"org.hsqldb.Constraint.getMainIndex()",1,1,1
"org.hsqldb.Constraint.getMainName()",1,1,1
"org.hsqldb.Constraint.getMainTableName()",1,1,1
"org.hsqldb.Constraint.getName()",1,1,1
"org.hsqldb.Constraint.getOwner()",1,1,1
"org.hsqldb.Constraint.getRef()",1,1,1
"org.hsqldb.Constraint.getRefColumns()",1,1,1
"org.hsqldb.Constraint.getRefIndex()",1,1,1
"org.hsqldb.Constraint.getRefName()",1,1,1
"org.hsqldb.Constraint.getReferences()",3,2,3
"org.hsqldb.Constraint.getSQL()",2,9,13
"org.hsqldb.Constraint.getSchemaName()",1,1,1
"org.hsqldb.Constraint.getType()",1,1,1
"org.hsqldb.Constraint.getUniqueName()",1,1,1
"org.hsqldb.Constraint.getUpdateAction()",1,1,1
"org.hsqldb.Constraint.getUpdateActionString()",1,1,1
"org.hsqldb.Constraint.hasColumn(int)",5,4,5
"org.hsqldb.Constraint.hasColumnOnly(int)",6,4,12
"org.hsqldb.Constraint.hasColumnPlus(int)",6,10,12
"org.hsqldb.Constraint.hasTriggeredAction()",4,3,4
"org.hsqldb.Constraint.isEquivalent(Table,int[],Table,int[])",3,2,6
"org.hsqldb.Constraint.isNotNull()",1,1,1
"org.hsqldb.Constraint.isUniqueWithColumns(int[])",2,1,3
"org.hsqldb.Constraint.prepareCheckConstraint(Session,Table,boolean)",3,6,6
"org.hsqldb.Constraint.recompile(Session,Table)",1,1,1
"org.hsqldb.Constraint.setColumnsIndexes(Table)",4,7,7
"org.hsqldb.Constraint.updateTable(Session,Table,Table,int,int)",1,6,6
"org.hsqldb.ConstraintCore.duplicate()",1,1,1
"org.hsqldb.Database.Database(String,String,String,HsqlProperties)",1,6,7
"org.hsqldb.Database.addRows(Result,String[])",2,2,3
"org.hsqldb.Database.clearStructures()",1,2,2
"org.hsqldb.Database.close(int)",2,4,6
"org.hsqldb.Database.closeIfLast()",1,4,5
"org.hsqldb.Database.connect(String,String,int)",1,1,2
"org.hsqldb.Database.finalize()",2,1,3
"org.hsqldb.Database.getCatalogName()",1,1,1
"org.hsqldb.Database.getDatabaseID()",1,1,1
"org.hsqldb.Database.getDefaultTableType()",1,1,2
"org.hsqldb.Database.getFileAccess()",1,1,1
"org.hsqldb.Database.getGranteeManager()",1,1,1
"org.hsqldb.Database.getPath()",1,1,1
"org.hsqldb.Database.getProperties()",1,1,1
"org.hsqldb.Database.getPropertiesSQL()",2,2,6
"org.hsqldb.Database.getResultMaxMemoryRows()",2,1,2
"org.hsqldb.Database.getScript(boolean)",1,2,2
"org.hsqldb.Database.getSessionManager()",1,1,1
"org.hsqldb.Database.getSettingsSQL()",1,3,3
"org.hsqldb.Database.getState()",1,1,1
"org.hsqldb.Database.getStateString()",6,2,6
"org.hsqldb.Database.getTempDirectoryPath()",1,3,3
"org.hsqldb.Database.getType()",1,1,1
"org.hsqldb.Database.getURI()",1,1,1
"org.hsqldb.Database.getURLProperties()",1,1,1
"org.hsqldb.Database.getUserManager()",1,1,1
"org.hsqldb.Database.isFilesInJar()",1,1,1
"org.hsqldb.Database.isFilesReadOnly()",1,1,1
"org.hsqldb.Database.isIgnoreCase()",1,1,1
"org.hsqldb.Database.isReadOnly()",1,1,1
"org.hsqldb.Database.isReferentialIntegrity()",1,1,1
"org.hsqldb.Database.isShutdown()",1,1,1
"org.hsqldb.Database.isStoredFileAccess()",1,1,1
"org.hsqldb.Database.open()",2,1,2
"org.hsqldb.Database.reopen()",2,12,12
"org.hsqldb.Database.setFilesReadOnly()",1,1,1
"org.hsqldb.Database.setIgnoreCase(boolean)",1,1,1
"org.hsqldb.Database.setMetaDirty(boolean)",1,3,3
"org.hsqldb.Database.setReadOnly()",1,1,1
"org.hsqldb.Database.setReferentialIntegrity(boolean)",1,1,1
"org.hsqldb.Database.setState(int)",1,1,1
"org.hsqldb.DatabaseManager.addDatabaseObject(String,String,Database)",4,4,4
"org.hsqldb.DatabaseManager.closeDatabases(int)",1,2,3
"org.hsqldb.DatabaseManager.deRegisterServer(Server)",1,1,1
"org.hsqldb.DatabaseManager.deRegisterServer(Server,Database)",1,3,3
"org.hsqldb.DatabaseManager.filePathToKey(String)",1,1,2
"org.hsqldb.DatabaseManager.getDatabase(String,String,HsqlProperties)",2,3,5
"org.hsqldb.DatabaseManager.getDatabase(String,String,Server,HsqlProperties)",1,1,1
"org.hsqldb.DatabaseManager.getDatabaseObject(String,String,HsqlProperties)",4,5,5
"org.hsqldb.DatabaseManager.getDatabaseURIs()",1,2,2
"org.hsqldb.DatabaseManager.getSession(int,long)",1,2,2
"org.hsqldb.DatabaseManager.getTimer()",1,1,1
"org.hsqldb.DatabaseManager.isServerDB(Database)",3,2,3
"org.hsqldb.DatabaseManager.lookupDatabaseObject(String,String)",4,4,4
"org.hsqldb.DatabaseManager.newSession(String,String,String,String,HsqlProperties,int)",2,1,2
"org.hsqldb.DatabaseManager.newSession(int,String,String,int)",2,1,2
"org.hsqldb.DatabaseManager.notifyServers(Database)",1,3,3
"org.hsqldb.DatabaseManager.registerServer(Server,Database)",1,2,2
"org.hsqldb.DatabaseManager.removeDatabase(Database)",4,5,5
"org.hsqldb.DatabaseURL.isFileBasedDatabaseType(String)",2,1,3
"org.hsqldb.DatabaseURL.isInProcessDatabaseType(String)",2,1,4
"org.hsqldb.DatabaseURL.parseURL(String,boolean,boolean)",10,29,43
"org.hsqldb.Error.error(Result)",1,1,1
"org.hsqldb.Error.error(int)",1,1,1
"org.hsqldb.Error.error(int,String)",1,2,2
"org.hsqldb.Error.error(int,int)",1,1,1
"org.hsqldb.Error.error(int,int,Object[])",1,1,2
"org.hsqldb.Error.getMessage(int)",1,1,1
"org.hsqldb.Error.getMessage(int,int,Object[])",1,3,3
"org.hsqldb.Error.getResourceString(int)",1,1,1
"org.hsqldb.Error.insertStrings(String,Object[])",3,3,4
"org.hsqldb.Error.printSystemOut(String)",1,2,2
"org.hsqldb.Error.printSystemOut(String,long)",1,2,2
"org.hsqldb.Error.runtimeError(int,String)",1,1,1
"org.hsqldb.Expression.Expression(int)",1,1,1
"org.hsqldb.Expression.Expression(int,Expression[])",1,1,1
"org.hsqldb.Expression.Expression(int,SubQuery)",1,1,1
"org.hsqldb.Expression.checkValidCheckConstraint()",2,2,2
"org.hsqldb.Expression.collectAllExpressions(HsqlList,Expression,OrderedIntHashSet,OrderedIntHashSet)",3,4,7
"org.hsqldb.Expression.collectAllFunctionExpressions(HsqlList)",1,1,1
"org.hsqldb.Expression.collectObjectNames(Set)",1,5,5
"org.hsqldb.Expression.collectRangeVariables(RangeVariable[],Set)",1,6,7
"org.hsqldb.Expression.convertToSimpleColumn(OrderedHashSet,OrderedHashSet)",5,3,5
"org.hsqldb.Expression.convertToType(Session,Object[],Type[],Type[])",1,2,2
"org.hsqldb.Expression.countNulls(Object[])",1,1,3
"org.hsqldb.Expression.describe(Session)",1,1,1
"org.hsqldb.Expression.describe(Session,int)",2,9,10
"org.hsqldb.Expression.equals(Expression)",7,6,10
"org.hsqldb.Expression.equals(Expression[],Expression[])",5,3,6
"org.hsqldb.Expression.equals(Object)",3,2,3
"org.hsqldb.Expression.equals(Object,Object)",2,2,3
"org.hsqldb.Expression.findMatchingRangeVariableIndex(RangeVariable[])",1,1,1
"org.hsqldb.Expression.getAlias()",2,1,2
"org.hsqldb.Expression.getCheckSelect(Session,Table,Expression)",2,2,2
"org.hsqldb.Expression.getColumn()",1,1,1
"org.hsqldb.Expression.getColumnIndex()",1,1,1
"org.hsqldb.Expression.getColumnName()",1,1,1
"org.hsqldb.Expression.getConstantValue(Session)",1,1,1
"org.hsqldb.Expression.getConstantValueNoCheck(Session)",1,1,2
"org.hsqldb.Expression.getContextSQL(Expression)",3,2,3
"org.hsqldb.Expression.getDataType()",1,1,1
"org.hsqldb.Expression.getDegree()",1,1,2
"org.hsqldb.Expression.getIndexableExpression(RangeVariable)",1,1,1
"org.hsqldb.Expression.getLeftNode()",1,1,2
"org.hsqldb.Expression.getRangeVariable()",1,1,1
"org.hsqldb.Expression.getRightNode()",1,1,2
"org.hsqldb.Expression.getRowValue(Session)",4,5,5
"org.hsqldb.Expression.getSQL()",5,8,11
"org.hsqldb.Expression.getSimpleName()",2,1,2
"org.hsqldb.Expression.getType()",1,1,1
"org.hsqldb.Expression.getUnkeyedColumns(OrderedHashSet)",5,4,7
"org.hsqldb.Expression.getValue(Session)",7,7,8
"org.hsqldb.Expression.getValue(Session,Type)",2,1,3
"org.hsqldb.Expression.getValueClassName()",1,2,2
"org.hsqldb.Expression.hasReference(RangeVariable)",6,4,7
"org.hsqldb.Expression.hashCode()",1,3,3
"org.hsqldb.Expression.insertValuesIntoSubqueryTable(Session,PersistentStore)",1,3,4
"org.hsqldb.Expression.isComposedOf(Expression[],int,int,OrderedIntHashSet)",7,5,9
"org.hsqldb.Expression.isComposedOf(OrderedHashSet,OrderedIntHashSet)",7,5,9
"org.hsqldb.Expression.isCorrelated()",2,3,4
"org.hsqldb.Expression.isParam()",1,1,1
"org.hsqldb.Expression.isSelfAggregate()",1,1,1
"org.hsqldb.Expression.prepareTable(Session,Expression,int)",10,9,18
"org.hsqldb.Expression.replace(OrderedHashSet,OrderedHashSet)",5,3,5
"org.hsqldb.Expression.replaceAliasInOrderBy(Expression[],int)",3,2,3
"org.hsqldb.Expression.replaceColumnReferences(RangeVariable,Expression[])",3,2,3
"org.hsqldb.Expression.resolveColumnReferences(RangeVariable[],HsqlList)",1,1,1
"org.hsqldb.Expression.resolveColumnReferences(RangeVariable[],int,HsqlList,boolean)",8,10,15
"org.hsqldb.Expression.resolveColumnSet(RangeVariable[],HsqlList,HsqlList)",2,2,3
"org.hsqldb.Expression.resolveTypes(Session,Expression)",2,5,10
"org.hsqldb.Expression.setAlias(SimpleName)",1,1,1
"org.hsqldb.Expression.setAsConstantValue(Object)",1,1,1
"org.hsqldb.Expression.setAsConstantValue(Session)",1,1,1
"org.hsqldb.Expression.setAttributesAsColumn(ColumnSchema,boolean)",1,1,1
"org.hsqldb.Expression.setDataType(Session,Type)",1,2,2
"org.hsqldb.Expression.setLeftNode(Expression)",1,1,1
"org.hsqldb.Expression.setRightNode(Expression)",1,1,1
"org.hsqldb.Expression.testCondition(Session)",1,1,1
"org.hsqldb.ExpressionAggregate.ExpressionAggregate(ExpressionAggregate)",1,1,1
"org.hsqldb.ExpressionAggregate.ExpressionAggregate(int,boolean,Expression)",1,1,1
"org.hsqldb.ExpressionAggregate.describe(Session,int)",2,5,15
"org.hsqldb.ExpressionAggregate.equals(Expression)",3,4,6
"org.hsqldb.ExpressionAggregate.getAggregatedValue(Session,Object)",2,1,3
"org.hsqldb.ExpressionAggregate.getSQL()",2,2,14
"org.hsqldb.ExpressionAggregate.isSelfAggregate()",1,1,1
"org.hsqldb.ExpressionAggregate.resolveColumnReferences(RangeVariable[],int,HsqlList,boolean)",1,1,2
"org.hsqldb.ExpressionAggregate.resolveTypes(Session,Expression)",2,4,4
"org.hsqldb.ExpressionAggregate.updateAggregatingValue(Session,Object)",1,2,3
"org.hsqldb.ExpressionArithmetic.ExpressionArithmetic(int,Expression)",3,2,3
"org.hsqldb.ExpressionArithmetic.ExpressionArithmetic(int,Expression,Expression)",3,2,3
"org.hsqldb.ExpressionArithmetic.describe(Session,int)",2,7,14
"org.hsqldb.ExpressionArithmetic.getSQL()",5,4,14
"org.hsqldb.ExpressionArithmetic.getValue(Session)",10,9,10
"org.hsqldb.ExpressionArithmetic.resolveColumnReferences(RangeVariable[],int,HsqlList,boolean)",4,2,4
"org.hsqldb.ExpressionArithmetic.resolveTypes(Session,Expression)",4,12,17
"org.hsqldb.ExpressionArithmetic.resolveTypesForArithmetic(Session)",9,12,17
"org.hsqldb.ExpressionArithmetic.resolveTypesForConcat(Session)",4,6,11
"org.hsqldb.ExpressionColumn.ExpressionColumn()",1,1,1
"org.hsqldb.ExpressionColumn.ExpressionColumn(ColumnSchema)",1,1,1
"org.hsqldb.ExpressionColumn.ExpressionColumn(Expression,int,int)",1,1,1
"org.hsqldb.ExpressionColumn.ExpressionColumn(Expression[],String)",1,1,1
"org.hsqldb.ExpressionColumn.ExpressionColumn(NumberSequence)",1,1,1
"org.hsqldb.ExpressionColumn.ExpressionColumn(RangeVariable,ColumnSchema)",1,1,1
"org.hsqldb.ExpressionColumn.ExpressionColumn(RangeVariable,ColumnSchema,int)",1,1,1
"org.hsqldb.ExpressionColumn.ExpressionColumn(String,String)",1,1,1
"org.hsqldb.ExpressionColumn.ExpressionColumn(String,String,String)",1,1,1
"org.hsqldb.ExpressionColumn.ExpressionColumn(int)",1,1,2
"org.hsqldb.ExpressionColumn.checkColumnsResolved(HsqlList)",2,5,5
"org.hsqldb.ExpressionColumn.collectObjectNames(Set)",2,3,3
"org.hsqldb.ExpressionColumn.collectRangeVariables(RangeVariable[],Set)",1,6,6
"org.hsqldb.ExpressionColumn.describe(Session,int)",2,5,13
"org.hsqldb.ExpressionColumn.equals(Expression)",8,3,8
"org.hsqldb.ExpressionColumn.findMatchingRangeVariableIndex(RangeVariable[])",3,2,3
"org.hsqldb.ExpressionColumn.getAlias()",4,1,4
"org.hsqldb.ExpressionColumn.getBaseColumnHsqlName()",1,1,1
"org.hsqldb.ExpressionColumn.getBaseColumnName()",2,2,3
"org.hsqldb.ExpressionColumn.getColumn()",1,1,1
"org.hsqldb.ExpressionColumn.getColumnName()",2,2,3
"org.hsqldb.ExpressionColumn.getRangeVariable()",1,1,1
"org.hsqldb.ExpressionColumn.getSQL()",12,10,14
"org.hsqldb.ExpressionColumn.getSchemaName()",1,1,1
"org.hsqldb.ExpressionColumn.getSimpleName()",4,3,4
"org.hsqldb.ExpressionColumn.getTableName()",4,3,4
"org.hsqldb.ExpressionColumn.getUnkeyedColumns(OrderedHashSet)",3,3,6
"org.hsqldb.ExpressionColumn.getValue(Session)",12,8,13
"org.hsqldb.ExpressionColumn.hasReference(RangeVariable)",5,3,5
"org.hsqldb.ExpressionColumn.replaceAliasInOrderBy(Expression[],int)",11,11,16
"org.hsqldb.ExpressionColumn.replaceColumnReferences(RangeVariable,Expression[])",4,2,5
"org.hsqldb.ExpressionColumn.resolveColumnReference(RangeVariable)",8,5,9
"org.hsqldb.ExpressionColumn.resolveColumnReferences(RangeVariable[],int,HsqlList,boolean)",7,4,10
"org.hsqldb.ExpressionColumn.resolveTypes(Session,Expression)",3,4,6
"org.hsqldb.ExpressionColumn.setAttributesAsColumn(ColumnSchema,boolean)",1,2,3
"org.hsqldb.ExpressionColumn.setAttributesAsColumn(RangeVariable,int)",1,4,4
"org.hsqldb.ExpressionLike.ExpressionLike(Expression,Expression,Expression,boolean)",1,1,1
"org.hsqldb.ExpressionLike.ExpressionLike(ExpressionLike)",1,1,1
"org.hsqldb.ExpressionLike.collectObjectNames(Set)",1,1,1
"org.hsqldb.ExpressionLike.describe(Session,int)",1,2,2
"org.hsqldb.ExpressionLike.getSQL()",1,2,2
"org.hsqldb.ExpressionLike.getValue(Session)",3,4,4
"org.hsqldb.ExpressionLike.resolveColumnReferences(RangeVariable[],int,HsqlList,boolean)",1,3,3
"org.hsqldb.ExpressionLike.resolveTypes(Session,Expression)",20,26,48
"org.hsqldb.ExpressionLogical.ExpressionLogical(ColumnSchema)",1,1,1
"org.hsqldb.ExpressionLogical.ExpressionLogical(Expression,Expression)",1,1,3
"org.hsqldb.ExpressionLogical.ExpressionLogical(RangeVariable,ColumnSchema,RangeVariable,ColumnSchema)",1,1,1
"org.hsqldb.ExpressionLogical.ExpressionLogical(boolean)",1,1,2
"org.hsqldb.ExpressionLogical.ExpressionLogical(int)",1,1,1
"org.hsqldb.ExpressionLogical.ExpressionLogical(int,Expression)",2,2,3
"org.hsqldb.ExpressionLogical.ExpressionLogical(int,Expression,Expression)",2,2,6
"org.hsqldb.ExpressionLogical.andExpressions(Expression,Expression)",3,1,3
"org.hsqldb.ExpressionLogical.compareValues(Session,Object,Object)",9,2,16
"org.hsqldb.ExpressionLogical.compareValues(Session,Object[],Object[])",20,3,30
"org.hsqldb.ExpressionLogical.convertDateTimeLiteral(Session,Expression,Expression)",5,4,6
"org.hsqldb.ExpressionLogical.describe(Session,int)",3,7,21
"org.hsqldb.ExpressionLogical.distributeOr()",4,3,4
"org.hsqldb.ExpressionLogical.getAllAnyValue(Session,Object[],SubQuery)",22,11,27
"org.hsqldb.ExpressionLogical.getIndexableExpression(RangeVariable)",13,14,22
"org.hsqldb.ExpressionLogical.getSQL()",5,24,27
"org.hsqldb.ExpressionLogical.getValue(Session)",23,17,30
"org.hsqldb.ExpressionLogical.isSimpleBound()",6,3,6
"org.hsqldb.ExpressionLogical.reorderComparison(Session)",3,5,17
