Class,CBO,CSA,CSO,CSOA,Dcy*,DIT,Inner,LCOM,LOC,NCLOC,NOC,NOIC,NOOC,OCavg,Query,RFC,WMC
"freemind.common.BooleanProperty",3,7,7,14,0,0,0,1,48,46,0,0,0,"1,25",3,7,10
"freemind.common.ColorProperty",4,7,10,17,335,0,0,1,93,80,0,0,0,"1,31",4,13,17
"freemind.common.ComboProperty",3,4,13,17,0,0,0,2,101,87,1,0,0,"1,29",3,13,18
"freemind.common.DontShowNotificationProperty",1,0,1,1,0,0,0,0,7,7,0,0,0,"1,00",0,1,1
"freemind.common.FontProperty",2,5,7,12,1,0,0,1,55,52,0,0,0,"1,38",3,7,11
"freemind.common.FreeMindProgressMonitor",2,5,7,12,336,0,0,2,120,96,0,0,0,"1,27",4,13,14
"freemind.common.FreeMindTask",1,10,10,20,1,0,0,1,131,107,0,0,0,"1,73",5,11,19
"freemind.common.FreeMindTask.ProgressDescription",1,2,1,3,0,0,0,0,17,10,0,0,0,"1,00",0,1,1
"freemind.common.IconProperty",5,6,9,15,338,0,0,1,69,66,0,0,0,"1,44",3,15,13
"freemind.common.JOptionalSplitPane",2,3,10,13,335,0,0,1,183,145,0,0,0,"2,21",3,11,31
"freemind.common.NamedObject",4,2,7,9,0,0,0,1,37,32,0,0,0,"1,14",5,7,8
"freemind.common.NextLineProperty",2,0,5,5,0,0,0,4,16,16,0,0,0,"1,00",2,5,5
"freemind.common.NumberProperty",1,6,8,14,0,0,0,1,63,57,0,0,0,"1,11",4,8,10
"freemind.common.OptionalDontShowMeAgainDialog",8,13,4,17,335,0,0,1,144,134,0,0,0,"2,29",2,11,16
"freemind.common.OptionalDontShowMeAgainDialog.DontShowPropertyHandler",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"freemind.common.OptionalDontShowMeAgainDialog.StandardPropertyHandler",7,2,5,7,335,0,1,1,20,16,0,0,0,"1,00",1,5,3
"freemind.common.PasswordProperty",2,0,4,4,335,0,0,3,23,15,0,0,0,"1,00",1,6,4
"freemind.common.PropertyBean",3,1,6,7,0,0,0,2,20,19,1,0,0,"1,33",2,6,4
"freemind.common.PropertyControl",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"freemind.common.RemindValueProperty",1,1,2,3,0,0,0,1,28,21,0,0,0,"1,00",0,2,2
"freemind.common.ScalableJButton",0,2,7,9,0,0,0,5,48,29,0,0,0,"1,14",0,7,8
"freemind.common.ScalableJTable",2,0,1,1,336,0,0,0,11,7,0,0,0,"1,00",0,3,1
"freemind.common.ScriptEditorProperty",7,7,9,16,337,0,0,1,75,65,0,0,0,"1,56",3,17,14
"freemind.common.ScriptEditorProperty.ScriptEditorStarter",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"freemind.common.SeparatorProperty",2,1,5,6,0,0,0,3,18,18,0,0,0,"1,00",2,5,5
"freemind.common.StringProperty",2,3,8,11,0,0,0,1,51,40,0,0,0,"1,00",3,8,9
"freemind.common.TextTranslator",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"freemind.common.ThreeCheckBoxProperty",3,16,10,26,337,0,0,1,99,92,0,0,0,"1,64",5,13,18
"freemind.common.UnicodeReader",2,4,6,10,1,0,0,1,86,63,0,0,0,"2,50",3,6,15
"freemind.common.XmlBindingTools",7,2,11,13,335,0,0,2,126,114,0,0,0,"1,36",9,15,15
"freemind.controller.BlindIcon",1,1,4,5,0,0,0,2,34,14,0,0,0,"1,00",2,4,4
"freemind.controller.ColorSwatch",0,1,6,7,0,0,0,1,23,23,0,0,0,"1,00",3,6,6
"freemind.controller.Controller",114,66,87,153,335,0,1,7,1.031,829,0,0,0,"1,89",40,177,170
"freemind.controller.Controller.AboutAction",2,1,2,3,335,0,0,1,14,14,0,0,0,"1,00",0,6,2
"freemind.controller.Controller.CloseAction",2,1,2,3,335,0,0,1,12,11,0,0,0,"1,00",0,4,2
"freemind.controller.Controller.Closer",1,0,1,1,0,0,0,1,6,6,0,0,0,"1,00",0,1,1
"freemind.controller.Controller.ColorTracker",1,2,3,5,0,0,0,1,13,13,0,0,0,"1,00",1,3,3
"freemind.controller.Controller.DefaultLocalLinkConverter",4,0,2,2,335,0,1,1,10,7,0,0,0,"1,00",1,3,1
"freemind.controller.Controller.DisposeOnClose",1,0,1,1,0,0,0,1,7,7,0,0,0,"1,00",0,1,1
"freemind.controller.Controller.DocumentationAction",6,1,2,3,335,0,0,1,40,34,0,0,0,"1,33",0,8,4
"freemind.controller.Controller.KeyDocumentationAction",4,1,2,3,335,0,0,1,28,26,0,0,0,"1,50",0,9,3
