Interface,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"org.argouml.application.api.ArgoEventListener",0,0,0,0,0
"org.argouml.application.api.ArgoModule",0,0,0,0,0
"org.argouml.application.api.ArgoSingletonModule",0,0,0,0,0
"org.argouml.application.api.ConfigurationKey",0,0,0,0,0
"org.argouml.application.api.NotationContext",0,0,0,0,0
"org.argouml.application.api.NotationName",0,0,0,0,0
"org.argouml.application.api.NotationProvider",0,0,0,0,0
"org.argouml.application.api.Pluggable",0,0,0,0,0
"org.argouml.application.api.PluggableCritic",0,0,0,0,0
"org.argouml.application.api.PluggableDiagram",0,0,0,0,0
"org.argouml.application.api.PluggableMenu",0,0,0,0,0
"org.argouml.application.api.PluggableModule",0,0,0,0,0
"org.argouml.application.api.PluggableNotation",0,0,0,0,0
"org.argouml.application.api.PluggablePropertyPanel",0,0,0,0,0
"org.argouml.application.api.PluggableResourceBundle",0,0,0,0,0
"org.argouml.application.api.PluggableSettingsTab",0,0,0,0,0
"org.argouml.application.api.QuadrantPanel",0,0,0,0,0
"org.argouml.application.api.SettingsTabPanel",0,0,0,0,0
"org.argouml.application.events.ArgoEventTypes",0,0,0,0,0
"org.argouml.application.events.ArgoModuleEventListener",0,0,0,0,0
"org.argouml.application.events.ArgoNotationEventListener",0,0,0,0,0
"org.argouml.cognitive.Poster",0,0,0,0,0
"org.argouml.cognitive.ToDoListListener",0,0,0,0,0
"org.argouml.cognitive.ui.TabToDoTarget",0,0,0,0,0
"org.argouml.kernel.ArgoConstants",0,0,0,0,0
"org.argouml.kernel.DelayedVChangeListener",0,0,0,0,0
"org.argouml.kernel.HistoryListener",0,0,0,0,0
"org.argouml.language.java.generator.JavaTokenTypes",0,0,0,0,0
"org.argouml.ui.Clarifier",0,0,0,0,0
"org.argouml.ui.NavigationListener",0,0,0,0,0
"org.argouml.ui.TabFigTarget",0,0,0,0,0
"org.argouml.ui.TreeModelPrereqs",0,0,0,0,0
"org.argouml.uml.TableModelTarget",0,0,0,0,0
"org.argouml.uml.diagram.layout.LayoutedContainer",0,0,0,0,0
"org.argouml.uml.diagram.layout.LayoutedEdge",0,0,0,0,0
"org.argouml.uml.diagram.layout.LayoutedNode",0,0,0,0,0
"org.argouml.uml.diagram.layout.LayoutedObject",0,0,0,0,0
"org.argouml.uml.diagram.layout.Layouter",0,0,0,0,0
"org.argouml.uml.reveng.java.JavaTokenTypes",0,0,0,0,0
"org.argouml.uml.ui.TabModelTarget",0,0,0,0,0
"org.argouml.uml.ui.UMLUserInterfaceComponent",0,0,0,0,0
"org.argouml.uml.ui.UMLUserInterfaceContainer",0,0,0,0,0
"org.argouml.xml.NodeRealizer",0,0,0,0,0
"org.argouml.xml.RealizerFactory",0,0,0,0,0

