Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaConstantBooleanObjectInspector",0,0,0,1,17
"org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaConstantDoubleObjectInspector",0,0,0,1,17
"org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaConstantFloatObjectInspector",0,0,0,1,17
"org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaConstantIntObjectInspector",0,0,0,1,17
"org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaConstantLongObjectInspector",0,0,0,1,17
"org.apache.hadoop.hive.serde2.objectinspector.primitive.JavaConstantStringObjectInspector",0,0,0,1,17
"org.apache.pig.AccumulatorEvalFunc",0,3,849,5,69
"org.apache.pig.AlgebraicEvalFunc",0,10,851,2,62
"org.apache.pig.ComparisonFunc",605,3,848,5,1.155
"org.apache.pig.EvalFunc",605,14,848,197,1.155
"org.apache.pig.EvalFunc.SchemaType",0,0,0,5,1.156
"org.apache.pig.ExecTypeProvider",605,5,848,2,1.155
"org.apache.pig.Expression",0,1,1,23,1.163
"org.apache.pig.Expression.BetweenExpression",0,2,2,1,1
"org.apache.pig.Expression.BinaryExpression",0,2,2,4,1.156
"org.apache.pig.Expression.Column",0,2,2,4,1.156
"org.apache.pig.Expression.Const",0,2,2,2,1.156
"org.apache.pig.Expression.InExpression",0,2,2,1,1
"org.apache.pig.Expression.OpType",0,0,0,11,1.164
"org.apache.pig.Expression.UnaryExpression",0,2,2,2,1.156
"org.apache.pig.FileInputLoadFunc",605,3,848,7,1.155
"org.apache.pig.FileSplitComparable",605,1,848,1,1.155
"org.apache.pig.FilterFunc",605,1,848,3,1.155
"org.apache.pig.FuncSpec",605,2,848,102,1.155
"org.apache.pig.IteratingAccumulatorEvalFunc",1,6,851,1,1
"org.apache.pig.IteratingAccumulatorEvalFunc.DelayedQueueIterator",1,2,851,1,1
"org.apache.pig.JVMReuseImpl",1,1,2,2,1.163
"org.apache.pig.JVMReuseManager",1,2,2,9,1.163
"org.apache.pig.LoadFunc",605,6,848,54,1.155
"org.apache.pig.LoadFuncMetadataWrapper",0,6,850,1,1
"org.apache.pig.LoadFuncWrapper",0,5,849,2,2
"org.apache.pig.LoadPushDown.OperatorSet",0,0,0,6,1.157
"org.apache.pig.LoadPushDown.RequiredField",0,0,0,6,1.158
"org.apache.pig.LoadPushDown.RequiredFieldList",0,1,1,8,1.157
"org.apache.pig.LoadPushDown.RequiredFieldResponse",0,0,0,7,1.157
"org.apache.pig.Main",0,30,859,1,1
"org.apache.pig.Main.ExecMode",0,0,0,1,2
"org.apache.pig.PigConfiguration",0,0,0,44,1.161
"org.apache.pig.PigConstants",0,0,0,12,1.156
"org.apache.pig.PigCounters",0,0,0,8,1.156
"org.apache.pig.PigException",0,1,3,205,1.259
"org.apache.pig.PigRunner",0,4,860,0,0
"org.apache.pig.PigRunner.ReturnCode",0,0,0,6,1.156
"org.apache.pig.PigServer",605,44,848,13,1.155
"org.apache.pig.PigServer.Graph",605,21,848,2,1.155
"org.apache.pig.PigStreamingBase",605,6,848,5,1.155
"org.apache.pig.PigWarning",0,0,0,44,1.157
"org.apache.pig.PrimitiveEvalFunc",0,2,850,1,1
"org.apache.pig.ResourceSchema",605,11,848,41,1.155
"org.apache.pig.ResourceSchema.Order",0,0,0,1,1.156
"org.apache.pig.ResourceSchema.ResourceFieldSchema",605,9,848,29,1.155
"org.apache.pig.ResourceStatistics",0,2,2,17,1.156
"org.apache.pig.ResourceStatistics.ResourceFieldStatistics",0,1,1,1,1.157
"org.apache.pig.SortColInfo",605,2,848,4,1.155
"org.apache.pig.SortColInfo.Order",0,0,0,4,1.156
"org.apache.pig.SortInfo",605,2,848,6,1.155
"org.apache.pig.StoreFunc",605,5,848,9,1.155
"org.apache.pig.StoreFuncMetadataWrapper",0,5,850,1,1
"org.apache.pig.StoreFuncWrapper",0,4,849,2,2
"org.apache.pig.TypedOutputEvalFunc",0,4,849,2,2
"org.apache.pig.backend.BackendException",0,1,4,7,1.227
"org.apache.pig.backend.datastorage.DataStorageException",0,1,5,7,1.160
"org.apache.pig.backend.datastorage.ImmutableOutputStream",0,0,0,1,1.156
"org.apache.pig.backend.datastorage.SeekableInputStream",0,1,1,6,1.161
"org.apache.pig.backend.datastorage.SeekableInputStream.FLAGS",0,0,0,3,1.162
"org.apache.pig.backend.executionengine.ExecException",0,1,5,317,1.221
"org.apache.pig.backend.executionengine.ExecJob.JOB_STATUS",0,0,0,3,1.156
"org.apache.pig.backend.hadoop.BigDecimalWritable",605,3,848,2,1.155
"org.apache.pig.backend.hadoop.BigDecimalWritable.Comparator",605,1,848,2,1.155
"org.apache.pig.backend.hadoop.BigIntegerWritable",605,3,848,2,1.155
"org.apache.pig.backend.hadoop.BigIntegerWritable.Comparator",605,1,848,2,1.155
"org.apache.pig.backend.hadoop.DateTimeWritable",1,1,1,2,1.162
"org.apache.pig.backend.hadoop.DateTimeWritable.Comparator",1,1,1,2,1.162
"org.apache.pig.backend.hadoop.DoubleWritable",1,1,1,2,1.162
"org.apache.pig.backend.hadoop.DoubleWritable.Comparator",1,1,1,2,1.162
"org.apache.pig.backend.hadoop.HDataType",605,18,848,13,1.155
"org.apache.pig.backend.hadoop.accumulo.AbstractAccumuloStorage",1,23,854,2,2
"org.apache.pig.backend.hadoop.accumulo.AccumuloBinaryConverter",0,8,850,0,0
"org.apache.pig.backend.hadoop.accumulo.AccumuloStorage",0,10,855,0,0
"org.apache.pig.backend.hadoop.accumulo.AccumuloStorageOptions",0,0,0,1,3
"org.apache.pig.backend.hadoop.accumulo.Column",1,2,854,2,2
"org.apache.pig.backend.hadoop.accumulo.Column.Type",0,0,0,3,3
"org.apache.pig.backend.hadoop.accumulo.FixedByteArrayOutputStream",0,0,0,1,1
"org.apache.pig.backend.hadoop.accumulo.Utils",0,0,0,1,3
"org.apache.pig.backend.hadoop.datastorage.ConfigurationUtil",605,4,848,39,1.155
"org.apache.pig.backend.hadoop.datastorage.HConfiguration",0,0,0,1,1.156
"org.apache.pig.backend.hadoop.datastorage.HDataStorage",605,10,848,9,1.155
"org.apache.pig.backend.hadoop.datastorage.HDirectory",605,8,848,3,1.155
"org.apache.pig.backend.hadoop.datastorage.HFile",605,4,848,2,1.155
"org.apache.pig.backend.hadoop.datastorage.HPath",605,7,848,5,1.155
"org.apache.pig.backend.hadoop.datastorage.HSeekableInputStream",0,4,8,1,1.156
"org.apache.pig.backend.hadoop.executionengine.HExecutionEngine",605,34,848,4,1.155
"org.apache.pig.backend.hadoop.executionengine.HJob",605,12,848,1,1.155
"org.apache.pig.backend.hadoop.executionengine.JobCreationException",0,1,10,6,1.156
"org.apache.pig.backend.hadoop.executionengine.Launcher",605,14,848,5,1.155
"org.apache.pig.backend.hadoop.executionengine.Launcher.HangingJobKiller",605,1,848,1,1.155
"org.apache.pig.backend.hadoop.executionengine.Launcher.JobControlThreadExceptionHandler",605,1,848,2,1.155
"org.apache.pig.backend.hadoop.executionengine.MapRedResult",0,1,849,0,0
