Interface,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"org.apache.log4j.Appender",120,5,171,54,421
"org.apache.log4j.ULogger",0,0,0,106,429
"org.apache.log4j.concurrent.ReadWriteLock",0,1,1,4,16
"org.apache.log4j.concurrent.Sync",0,0,0,7,17
"org.apache.log4j.config.ConfigWatchdog",0,1,172,0,0
"org.apache.log4j.config.PropertyGetter.PropertyCallback",0,0,0,2,2
"org.apache.log4j.db.ConnectionSource",0,2,172,8,10
"org.apache.log4j.db.dialect.SQLDialect",0,0,0,7,11
"org.apache.log4j.helpers.Constants",0,0,0,20,422
"org.apache.log4j.joran.JoranConfigurator.ParseAction",0,0,0,3,423
"org.apache.log4j.joran.spi.RuleStore",120,2,171,6,421
"org.apache.log4j.lbel.EventEvaluator",0,1,172,2,3
"org.apache.log4j.lbel.comparator.Comparator",0,1,172,4,13
"org.apache.log4j.multiplex.AppenderFactory",0,3,172,4,6
"org.apache.log4j.multiplex.MultiplexSelector",0,4,173,2,4
"org.apache.log4j.net.AddressBased",0,1,1,2,6
"org.apache.log4j.net.NetworkBased",0,0,0,2,17
"org.apache.log4j.net.PortBased",0,1,1,8,15
"org.apache.log4j.net.SocketNodeEventListener",0,0,0,4,11
"org.apache.log4j.or.ObjectRenderer",0,0,0,9,426
"org.apache.log4j.plugins.Pauseable",0,0,0,8,21
"org.apache.log4j.plugins.Plugin",120,2,171,11,421
"org.apache.log4j.plugins.PluginListener",120,1,171,2,421
"org.apache.log4j.rolling.RollingPolicy",0,2,3,3,18
"org.apache.log4j.rolling.RolloverDescription",0,1,1,7,20
"org.apache.log4j.rolling.TriggeringPolicy",0,3,172,5,15
"org.apache.log4j.rolling.helper.Action",0,0,0,8,27
"org.apache.log4j.rule.Rule",0,1,172,23,35
"org.apache.log4j.scheduler.Job",0,0,0,7,427
"org.apache.log4j.spi.AppenderAttachable",120,1,171,4,421
"org.apache.log4j.spi.Component",120,1,171,7,421
"org.apache.log4j.spi.Configurator",120,1,171,4,421
"org.apache.log4j.spi.ConfiguratorEx",120,1,171,3,421
"org.apache.log4j.spi.Decoder",0,1,172,8,15
"org.apache.log4j.spi.ErrorCode",0,0,0,3,422
"org.apache.log4j.spi.ErrorHandler",120,4,171,13,421
"org.apache.log4j.spi.HierarchyEventListener",120,2,171,3,421
"org.apache.log4j.spi.LoggerEventListener",120,2,171,4,421
"org.apache.log4j.spi.LoggerFactory",120,1,171,10,421
"org.apache.log4j.spi.LoggerRepository",120,6,171,72,421
"org.apache.log4j.spi.LoggerRepositoryEventListener",120,1,171,3,421
"org.apache.log4j.spi.LoggerRepositoryEx",120,10,171,22,421
"org.apache.log4j.spi.OptionHandler",0,0,0,24,423
"org.apache.log4j.spi.RendererSupport",120,2,171,4,421
"org.apache.log4j.spi.RepositorySelector",120,1,171,5,421
"org.apache.log4j.spi.RepositorySelectorEx",120,2,171,2,421
"org.apache.log4j.spi.Thresholdable",0,1,2,1,29
"org.apache.log4j.spi.TriggeringEventEvaluator",0,1,172,2,7
"org.apache.log4j.watchdog.Watchdog",120,1,171,1,421

