Method,CALL,CALLED,IMP,LOC,NBD,NP,STAT,v(G)
"net.n3.nanoxml.CDATAReader.CDATAReader(IXMLReader)",0,3,n/a,11,0,1,3,1
"net.n3.nanoxml.CDATAReader.close()",5,0,n/a,32,4,0,15,6
"net.n3.nanoxml.CDATAReader.finalize()",1,0,n/a,9,0,0,2,1
"net.n3.nanoxml.CDATAReader.read(char[],int,int)",5,0,n/a,53,4,3,25,9
"net.n3.nanoxml.ContentReader.ContentReader(IXMLReader,IXMLEntityResolver,String)",0,1,n/a,16,0,3,4,1
"net.n3.nanoxml.ContentReader.close()",10,0,n/a,36,4,0,18,8
"net.n3.nanoxml.ContentReader.finalize()",1,0,n/a,11,0,0,4,1
"net.n3.nanoxml.ContentReader.read(char[],int,int)",11,0,n/a,59,4,3,30,10
"net.n3.nanoxml.IXMLBuilder.addAttribute(String,String,String,String,String)",n/a,3,1,n/a,n/a,5,n/a,n/a
"net.n3.nanoxml.IXMLBuilder.addPCData(Reader,String,int)",n/a,2,1,n/a,n/a,3,n/a,n/a
"net.n3.nanoxml.IXMLBuilder.elementAttributesProcessed(String,String,String)",n/a,2,1,n/a,n/a,3,n/a,n/a
"net.n3.nanoxml.IXMLBuilder.endElement(String,String,String)",n/a,5,1,n/a,n/a,3,n/a,n/a
"net.n3.nanoxml.IXMLBuilder.getResult()",n/a,3,1,n/a,n/a,0,n/a,n/a
"net.n3.nanoxml.IXMLBuilder.newProcessingInstruction(String,Reader)",n/a,1,1,n/a,n/a,2,n/a,n/a
"net.n3.nanoxml.IXMLBuilder.startBuilding(String,int)",n/a,1,1,n/a,n/a,2,n/a,n/a
"net.n3.nanoxml.IXMLBuilder.startElement(String,String,String,String,int)",n/a,4,1,n/a,n/a,5,n/a,n/a
"net.n3.nanoxml.IXMLElement.addChild(IXMLElement)",n/a,30,1,n/a,n/a,1,n/a,n/a
"net.n3.nanoxml.IXMLElement.createElement(String)",n/a,25,1,n/a,n/a,1,n/a,n/a
"net.n3.nanoxml.IXMLElement.createElement(String,String)",n/a,0,1,n/a,n/a,2,n/a,n/a
"net.n3.nanoxml.IXMLElement.createElement(String,String,String,int)",n/a,1,1,n/a,n/a,4,n/a,n/a
"net.n3.nanoxml.IXMLElement.createElement(String,String,int)",n/a,1,1,n/a,n/a,3,n/a,n/a
"net.n3.nanoxml.IXMLElement.createPCDataElement()",n/a,0,1,n/a,n/a,0,n/a,n/a
"net.n3.nanoxml.IXMLElement.dispose()",n/a,3,1,n/a,n/a,0,n/a,n/a
"net.n3.nanoxml.IXMLElement.equals(Object)",n/a,0,1,n/a,n/a,1,n/a,n/a
"net.n3.nanoxml.IXMLElement.equalsXMLElement(IXMLElement)",n/a,1,1,n/a,n/a,1,n/a,n/a
"net.n3.nanoxml.IXMLElement.getAttribute(String)",n/a,0,1,n/a,n/a,1,n/a,n/a
"net.n3.nanoxml.IXMLElement.getAttribute(String,String)",n/a,16,1,n/a,n/a,2,n/a,n/a
"net.n3.nanoxml.IXMLElement.getAttribute(String,String,Map<String, T>,String)",n/a,2,1,n/a,n/a,4,n/a,n/a
"net.n3.nanoxml.IXMLElement.getAttribute(String,String,String)",n/a,42,1,n/a,n/a,3,n/a,n/a
"net.n3.nanoxml.IXMLElement.getAttribute(String,String,int)",n/a,0,1,n/a,n/a,3,n/a,n/a
"net.n3.nanoxml.IXMLElement.getAttribute(String,int)",n/a,0,1,n/a,n/a,2,n/a,n/a
"net.n3.nanoxml.IXMLElement.getAttributeCount()",n/a,1,1,n/a,n/a,0,n/a,n/a
"net.n3.nanoxml.IXMLElement.getAttributeNamespace(String)",n/a,1,1,n/a,n/a,1,n/a,n/a
"net.n3.nanoxml.IXMLElement.getAttributeType(String)",n/a,0,1,n/a,n/a,1,n/a,n/a
"net.n3.nanoxml.IXMLElement.getAttributeType(String,String)",n/a,1,1,n/a,n/a,2,n/a,n/a
"net.n3.nanoxml.IXMLElement.getAttributes()",n/a,0,1,n/a,n/a,0,n/a,n/a
"net.n3.nanoxml.IXMLElement.getAttributesInNamespace(String)",n/a,0,1,n/a,n/a,1,n/a,n/a
"net.n3.nanoxml.IXMLElement.getChildAtIndex(int)",n/a,2,1,n/a,n/a,1,n/a,n/a
"net.n3.nanoxml.IXMLElement.getChildren()",n/a,26,1,n/a,n/a,0,n/a,n/a
"net.n3.nanoxml.IXMLElement.getChildrenCount()",n/a,3,1,n/a,n/a,0,n/a,n/a
"net.n3.nanoxml.IXMLElement.getChildrenNamed(String)",n/a,2,1,n/a,n/a,1,n/a,n/a
"net.n3.nanoxml.IXMLElement.getChildrenNamed(String,String)",n/a,3,1,n/a,n/a,2,n/a,n/a
"net.n3.nanoxml.IXMLElement.getContent()",n/a,22,1,n/a,n/a,0,n/a,n/a
"net.n3.nanoxml.IXMLElement.getDoubleAttribute(String,String,double)",n/a,0,1,n/a,n/a,3,n/a,n/a
"net.n3.nanoxml.IXMLElement.getFirstChildNamed(String)",n/a,0,1,n/a,n/a,1,n/a,n/a
"net.n3.nanoxml.IXMLElement.getFirstChildNamed(String,String)",n/a,0,1,n/a,n/a,2,n/a,n/a
"net.n3.nanoxml.IXMLElement.getFullName()",n/a,7,1,n/a,n/a,0,n/a,n/a
"net.n3.nanoxml.IXMLElement.getLineNr()",n/a,7,1,n/a,n/a,0,n/a,n/a
"net.n3.nanoxml.IXMLElement.getName()",n/a,60,1,n/a,n/a,0,n/a,n/a
"net.n3.nanoxml.IXMLElement.getNamespace()",n/a,34,1,n/a,n/a,0,n/a,n/a
"net.n3.nanoxml.IXMLElement.getParent()",n/a,21,1,n/a,n/a,0,n/a,n/a
"net.n3.nanoxml.IXMLElement.getSystemID()",n/a,2,1,n/a,n/a,0,n/a,n/a
"net.n3.nanoxml.IXMLElement.hasAttribute(String)",n/a,6,1,n/a,n/a,1,n/a,n/a
"net.n3.nanoxml.IXMLElement.hasAttribute(String,String)",n/a,12,1,n/a,n/a,2,n/a,n/a
