Chidamber-Kemerer metrics,Seg, 11 dez 2017 18:54:56 BRST
Class,CBO,DIT,LCOM,NOC,RFC,WMC
"org.apache.nutch.crawl.AbstractFetchSchedule",4,0,4,2,20,17
"org.apache.nutch.crawl.AdaptiveFetchSchedule",6,1,1,1,16,21
"org.apache.nutch.crawl.CrawlDatum",70,0,3,0,40,84
"org.apache.nutch.crawl.CrawlDatum.Comparator",2,0,1,0,3,12
"org.apache.nutch.crawl.CrawlDb",21,1,2,0,16,38
"org.apache.nutch.crawl.CrawlDbFilter",5,0,2,0,8,9
"org.apache.nutch.crawl.CrawlDbMerger",8,0,2,0,9,14
"org.apache.nutch.crawl.CrawlDbMerger.Merger",4,0,2,0,9,9
"org.apache.nutch.crawl.CrawlDbReader",15,0,2,0,25,80
"org.apache.nutch.crawl.CrawlDbReader.CrawlDatumCsvOutputFormat",3,0,1,0,2,1
"org.apache.nutch.crawl.CrawlDbReader.CrawlDatumCsvOutputFormat.LineRecordWriter",4,0,1,0,13,6
"org.apache.nutch.crawl.CrawlDbReader.CrawlDbDumpMapper",2,0,2,0,7,12
"org.apache.nutch.crawl.CrawlDbReader.CrawlDbStatCombiner",1,0,3,0,4,9
"org.apache.nutch.crawl.CrawlDbReader.CrawlDbStatMapper",2,0,2,0,6,4
"org.apache.nutch.crawl.CrawlDbReader.CrawlDbStatReducer",1,0,3,0,3,15
"org.apache.nutch.crawl.CrawlDbReader.CrawlDbTopNMapper",2,0,2,0,4,4
"org.apache.nutch.crawl.CrawlDbReader.CrawlDbTopNReducer",1,0,2,0,3,4
"org.apache.nutch.crawl.CrawlDbReducer",9,0,2,0,31,58
"org.apache.nutch.crawl.DeduplicationJob",12,1,2,0,8,7
"org.apache.nutch.crawl.DeduplicationJob.DBFilter",2,0,3,0,6,5
"org.apache.nutch.crawl.DeduplicationJob.DedupReducer",2,0,3,0,10,12
"org.apache.nutch.crawl.DeduplicationJob.StatusUpdateReducer",2,0,3,0,6,6
"org.apache.nutch.crawl.DefaultFetchSchedule",3,1,1,0,6,2
"org.apache.nutch.crawl.FetchSchedule",n/a,n/a,n/a,n/a,7,n/a
"org.apache.nutch.crawl.FetchScheduleFactory",6,0,1,0,5,3
"org.apache.nutch.crawl.Generator",22,1,2,0,16,41
"org.apache.nutch.crawl.Generator.CrawlDbUpdater",3,0,2,0,6,7
"org.apache.nutch.crawl.Generator.DecreasingFloatComparator",1,0,1,0,1,1
"org.apache.nutch.crawl.Generator.GeneratorOutputFormat",2,0,1,0,1,1
"org.apache.nutch.crawl.Generator.HashComparator",2,0,1,0,4,9
"org.apache.nutch.crawl.Generator.PartitionReducer",3,0,1,0,1,2
"org.apache.nutch.crawl.Generator.Selector",13,0,2,0,20,30
"org.apache.nutch.crawl.Generator.SelectorEntry",8,0,1,0,8,4
"org.apache.nutch.crawl.Generator.SelectorInverseMapper",2,0,1,0,1,1
"org.apache.nutch.crawl.Injector",12,1,2,0,11,16
"org.apache.nutch.crawl.Injector.InjectMapper",8,0,2,0,15,16
