Package,v(G)avg,v(G)tot
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.en","4,89",318
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.es","3,62",29
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.eu","1,20",6
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.fa","1,92",25
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.fi","6,29",88
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.fr","5,50",275
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.ga","2,25",18
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.gl","2,18",24
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.hi","11,55",127
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.hu","8,31",108
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.hunspell","2,23",127
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.hy","1,20",6
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.id","5,25",84
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.in","2,90",29
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.it","3,75",30
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.lv","3,36",37
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.miscellaneous","2,20",110
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.ngram","2,50",80
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.nl","3,62",141
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.no","4,91",54
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.path","2,00",40
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.payloads","1,48",31
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.position","1,50",6
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.pt","4,35",135
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.query","2,47",37
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.reverse","2,29",32
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.ro","1,20",6
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.ru","3,51",151
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.shingle","2,18",209
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.sinks","1,75",14
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.snowball","2,88",23
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.sv","4,75",38
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.synonym","4,31",138
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.th","2,75",22
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.tr","2,44",22
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.util","1,53",78
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.wikipedia","4,54",186
"contrib.analyzers.common.src.java.org.tartarus.snowball","3,25",130
"contrib.analyzers.common.src.java.org.tartarus.snowball.ext","11,00",3.508
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.ar","1,00",49
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.bg","1,00",14
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.br","1,00",12
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.ca","1,00",5
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.charfilter","2,20",77
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.cjk","1,07",43
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.cn","1,14",8
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.compound","1,11",20
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.cz","1,00",18
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.da","1,00",4
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.de","1,00",28
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.el","1,00",12
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.en","1,00",12
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.es","1,00",8
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.eu","1,00",4
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.fa","1,00",16
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.fi","1,00",8
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.fr","1,04",24
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.ga","1,00",8
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.gl","1,00",12
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.hi","1,00",14
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.hu","1,00",7
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.hunspell","1,00",13
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.hy","1,00",4
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.id","1,00",11
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.in","1,00",3
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.it","1,00",10
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.lv","1,00",15
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.miscellaneous","1,43",20
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.ngram","1,22",56
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.nl","1,00",13
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.no","1,00",12
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.path","1,00",31
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.payloads","1,85",24
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.position","1,14",8
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.pt","1,00",20
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.query","1,17",14
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.reverse","1,00",9
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.ro","1,00",4
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.ru","1,23",16
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.shingle","1,12",92
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.sinks","2,80",14
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.snowball","1,17",14
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.sv","1,00",8
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.synonym","2,81",90
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.th","1,00",14
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.tr","1,00",8
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.util","1,67",10
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.wikipedia","1,11",10
"contrib.analyzers.kuromoji.src.java.org.apache.lucene.analysis.ja","3,33",233
"contrib.analyzers.kuromoji.src.java.org.apache.lucene.analysis.ja.dict","1,94",120
"contrib.analyzers.kuromoji.src.java.org.apache.lucene.analysis.ja.tokenattributes","1,50",33
"contrib.analyzers.kuromoji.src.java.org.apache.lucene.analysis.ja.util","29,33",264
"contrib.analyzers.kuromoji.src.test.org.apache.lucene.analysis.ja","1,39",106
"contrib.analyzers.kuromoji.src.test.org.apache.lucene.analysis.ja.dict","2,80",14
"contrib.analyzers.kuromoji.src.test.org.apache.lucene.analysis.ja.util","1,00",2
"contrib.analyzers.kuromoji.src.tools.java.org.apache.lucene.analysis.ja.util","2,60",109
"contrib.analyzers.kuromoji.src.tools.test.org.apache.lucene.analysis.ja.dict","2,50",5
"contrib.analyzers.phonetic.src.java.org.apache.lucene.analysis.phonetic","3,80",38
"contrib.analyzers.phonetic.src.test.org.apache.lucene.analysis.phonetic","1,11",20
"contrib.analyzers.smartcn.src.java.org.apache.lucene.analysis.cn.smart","4,25",102
"contrib.analyzers.smartcn.src.java.org.apache.lucene.analysis.cn.smart.hhmm","4,03",258
"contrib.analyzers.smartcn.src.test.org.apache.lucene.analysis.cn.smart","1,25",25
"contrib.analyzers.stempel.src.java.org.apache.lucene.analysis.pl","1,20",6
"contrib.analyzers.stempel.src.java.org.apache.lucene.analysis.stempel","2,00",14
"contrib.analyzers.stempel.src.java.org.egothor.stemmer","3,90",308
"contrib.analyzers.stempel.src.test.org.apache.lucene.analysis.pl","1,00",4
"contrib.analyzers.stempel.src.test.org.egothor.stemmer","2,33",28
"contrib.benchmark.src.java.org.apache.lucene.benchmark.byTask","1,75",63
"contrib.benchmark.src.java.org.apache.lucene.benchmark.byTask.feeds","2,70",394
"contrib.benchmark.src.java.org.apache.lucene.benchmark.byTask.feeds.demohtml","5,48",828
"contrib.benchmark.src.java.org.apache.lucene.benchmark.byTask.programmatic","1,00",2
"contrib.benchmark.src.java.org.apache.lucene.benchmark.byTask.stats","1,31",38
"contrib.benchmark.src.java.org.apache.lucene.benchmark.byTask.tasks","2,11",663
"contrib.benchmark.src.java.org.apache.lucene.benchmark.byTask.utils","3,45",169
"contrib.benchmark.src.java.org.apache.lucene.benchmark.quality","2,00",62
"contrib.benchmark.src.java.org.apache.lucene.benchmark.quality.trec","3,71",52
"contrib.benchmark.src.java.org.apache.lucene.benchmark.quality.utils","2,00",34
"contrib.benchmark.src.java.org.apache.lucene.benchmark.utils","3,55",39
"contrib.benchmark.src.test.org.apache.lucene.benchmark","1,44",13
"contrib.benchmark.src.test.org.apache.lucene.benchmark.byTask","1,85",76
"contrib.benchmark.src.test.org.apache.lucene.benchmark.byTask.feeds","1,84",59
"contrib.benchmark.src.test.org.apache.lucene.benchmark.byTask.feeds.demohtml","1,08",13
"contrib.benchmark.src.test.org.apache.lucene.benchmark.byTask.tasks","1,49",61
"contrib.benchmark.src.test.org.apache.lucene.benchmark.byTask.tasks.alt","1,40",7
"contrib.benchmark.src.test.org.apache.lucene.benchmark.byTask.utils","1,00",15
"contrib.benchmark.src.test.org.apache.lucene.benchmark.quality","4,25",17
"contrib.clustering.src.java.org.apache.solr.handler.clustering","3,41",58
"contrib.clustering.src.java.org.apache.solr.handler.clustering.carrot2","3,45",114
"contrib.clustering.src.test.org.apache.solr.handler.clustering","1,33",8
"contrib.clustering.src.test.org.apache.solr.handler.clustering.carrot2","1,59",65
"contrib.dataimporthandler-extras.src.java.org.apache.solr.handler.dataimport","4,97",159
"contrib.dataimporthandler-extras.src.test.org.apache.solr.handler.dataimport","1,07",15
"contrib.dataimporthandler.src.java.org.apache.solr.handler.dataimport","3,97",1.547
"contrib.dataimporthandler.src.test.org.apache.solr.handler.dataimport","1,53",538
"contrib.demo.src.java.org.apache.lucene.demo","11,00",66
"contrib.demo.src.test.org.apache.lucene.demo","1,00",2
"contrib.extraction.src.java.org.apache.solr.handler.extraction","3,17",95
"contrib.extraction.src.test.org.apache.solr.handler.extraction","1,43",20
"contrib.facet.src.examples.org.apache.lucene.facet.example","1,33",4
"contrib.facet.src.examples.org.apache.lucene.facet.example.adaptive","1,33",4
"contrib.facet.src.examples.org.apache.lucene.facet.example.association","1,50",9
"contrib.facet.src.examples.org.apache.lucene.facet.example.merge","1,00",3
"contrib.facet.src.examples.org.apache.lucene.facet.example.multiCL","1,75",14
"contrib.facet.src.examples.org.apache.lucene.facet.example.simple","1,56",14
"contrib.facet.src.java.org.apache.lucene.facet","1,00",4
"contrib.facet.src.java.org.apache.lucene.facet.enhancements","2,89",26
"contrib.facet.src.java.org.apache.lucene.facet.enhancements.association","2,00",68
"contrib.facet.src.java.org.apache.lucene.facet.enhancements.params","2,67",16
"contrib.facet.src.java.org.apache.lucene.facet.index","1,62",63
"contrib.facet.src.java.org.apache.lucene.facet.index.attributes","1,83",53
"contrib.facet.src.java.org.apache.lucene.facet.index.categorypolicy","1,43",10
"contrib.facet.src.java.org.apache.lucene.facet.index.params","1,85",50
"contrib.facet.src.java.org.apache.lucene.facet.index.streaming","2,45",49
"contrib.facet.src.java.org.apache.lucene.facet.search","2,19",328
"contrib.facet.src.java.org.apache.lucene.facet.search.aggregator","1,50",18
"contrib.facet.src.java.org.apache.lucene.facet.search.aggregator.association","1,67",20
"contrib.facet.src.java.org.apache.lucene.facet.search.cache","2,20",22
"contrib.facet.src.java.org.apache.lucene.facet.search.params","1,39",53
"contrib.facet.src.java.org.apache.lucene.facet.search.params.association","1,00",10
"contrib.facet.src.java.org.apache.lucene.facet.search.results","1,65",51
"contrib.facet.src.java.org.apache.lucene.facet.search.sampling","2,22",113
"contrib.facet.src.java.org.apache.lucene.facet.taxonomy","4,20",185
"contrib.facet.src.java.org.apache.lucene.facet.taxonomy.directory","2,42",186
"contrib.facet.src.java.org.apache.lucene.facet.taxonomy.writercache.cl2o","2,32",165
"contrib.facet.src.java.org.apache.lucene.facet.taxonomy.writercache.lru","1,54",37
"contrib.facet.src.java.org.apache.lucene.facet.util","2,10",86
"contrib.facet.src.java.org.apache.lucene.util","1,76",51
"contrib.facet.src.java.org.apache.lucene.util.collections","1,90",550
"contrib.facet.src.java.org.apache.lucene.util.encoding","1,62",105
"contrib.facet.src.test.org.apache.lucene.facet","1,69",54
"contrib.facet.src.test.org.apache.lucene.facet.enhancements","1,19",37
"contrib.facet.src.test.org.apache.lucene.facet.enhancements.association","1,50",6
"contrib.facet.src.test.org.apache.lucene.facet.enhancements.params","1,00",1
"contrib.facet.src.test.org.apache.lucene.facet.example","1,14",8
"contrib.facet.src.test.org.apache.lucene.facet.index","2,05",39
"contrib.facet.src.test.org.apache.lucene.facet.index.attributes","2,00",8
"contrib.facet.src.test.org.apache.lucene.facet.index.categorypolicy","4,25",17
"contrib.facet.src.test.org.apache.lucene.facet.index.params","1,38",11
"contrib.facet.src.test.org.apache.lucene.facet.index.streaming","3,33",30
"contrib.facet.src.test.org.apache.lucene.facet.search","1,99",171
"contrib.facet.src.test.org.apache.lucene.facet.search.association","1,60",8
"contrib.facet.src.test.org.apache.lucene.facet.search.params","1,46",35
"contrib.facet.src.test.org.apache.lucene.facet.search.sampling","2,20",11
"contrib.facet.src.test.org.apache.lucene.facet.taxonomy","2,38",152
"contrib.facet.src.test.org.apache.lucene.facet.taxonomy.directory","1,88",79
"contrib.facet.src.test.org.apache.lucene.facet.taxonomy.writercache.cl2o","2,88",23
"contrib.facet.src.test.org.apache.lucene.facet.util","2,22",20
"contrib.facet.src.test.org.apache.lucene.util","2,22",91
"contrib.facet.src.test.org.apache.lucene.util.collections","5,51",347
"contrib.facet.src.test.org.apache.lucene.util.encoding","2,00",30
"contrib.grouping.src.java.org.apache.lucene.search.grouping","3,05",351
"contrib.grouping.src.test.org.apache.lucene.search.grouping","8,59",249
"contrib.highlighter.src.java.org.apache.lucene.search.highlight","2,45",382
"contrib.highlighter.src.java.org.apache.lucene.search.vectorhighlight","2,26",294
"contrib.highlighter.src.test.org.apache.lucene.search.highlight","2,02",182
"contrib.highlighter.src.test.org.apache.lucene.search.highlight.custom","2,00",24
"contrib.highlighter.src.test.org.apache.lucene.search.vectorhighlight","1,15",181
"contrib.icu.src.java.org.apache.lucene.analysis.icu","1,62",26
"contrib.icu.src.java.org.apache.lucene.analysis.icu.segmentation","2,13",145
"contrib.icu.src.java.org.apache.lucene.analysis.icu.tokenattributes","1,22",11
"contrib.icu.src.java.org.apache.lucene.collation","1,80",9
"contrib.icu.src.test.org.apache.lucene.analysis.icu","1,00",18
"contrib.icu.src.test.org.apache.lucene.analysis.icu.segmentation","1,16",50
"contrib.icu.src.test.org.apache.lucene.collation","1,09",12
"contrib.icu.src.tools.java.org.apache.lucene.analysis.icu","3,00",27
"contrib.instantiated.src.java.org.apache.lucene.store.instantiated","2,15",355
"contrib.instantiated.src.test.org.apache.lucene.store.instantiated","3,26",75
"contrib.join.src.java.org.apache.lucene.search.join","2,18",192
"contrib.join.src.test.org.apache.lucene.search","5,88",147
"contrib.langid.src.java.org.apache.solr.update.processor","3,76",94
"contrib.langid.src.test.org.apache.solr.update.processor","1,12",18
"contrib.memory.src.java.org.apache.lucene.index.memory","3,04",167
"contrib.memory.src.test.org.apache.lucene.index.memory","2,08",25
"contrib.misc.src.java.org.apache.lucene.index","2,51",274
"contrib.misc.src.java.org.apache.lucene.misc","2,33",56
"contrib.misc.src.java.org.apache.lucene.store","1,61",66
"contrib.misc.src.test.org.apache.lucene.index","2,65",53
"contrib.misc.src.test.org.apache.lucene.misc","2,62",68
"contrib.pruning.src.java.org.apache.lucene.index","3,53",60
"contrib.pruning.src.java.org.apache.lucene.index.pruning","2,95",130
"contrib.pruning.src.test.org.apache.lucene.index","1,54",20
"contrib.queries.src.java.org.apache.lucene.search","3,18",207
"contrib.queries.src.java.org.apache.lucene.search.regex","1,77",55
"contrib.queries.src.java.org.apache.lucene.search.similar","1,64",118
"contrib.queries.src.test.org.apache.lucene.search","1,31",68
"contrib.queries.src.test.org.apache.lucene.search.regex","1,04",26
"contrib.queries.src.test.org.apache.lucene.search.similar","1,29",9
"contrib.queryparser.src.java.org.apache.lucene.messages","2,17",39
"contrib.queryparser.src.java.org.apache.lucene.queryParser.analyzing","10,60",53
"contrib.queryparser.src.java.org.apache.lucene.queryParser.complexPhrase","3,38",54
"contrib.queryparser.src.java.org.apache.lucene.queryParser.core","1,15",39
"contrib.queryparser.src.java.org.apache.lucene.queryParser.core.builders","3,00",27
"contrib.queryparser.src.java.org.apache.lucene.queryParser.core.config","1,65",28
"contrib.queryparser.src.java.org.apache.lucene.queryParser.core.messages","1,00",1
"contrib.queryparser.src.java.org.apache.lucene.queryParser.core.nodes","1,73",340
"contrib.queryparser.src.java.org.apache.lucene.queryParser.core.processors","1,67",77
"contrib.queryparser.src.java.org.apache.lucene.queryParser.core.util","2,60",39
"contrib.queryparser.src.java.org.apache.lucene.queryParser.ext","1,17",21
"contrib.queryparser.src.java.org.apache.lucene.queryParser.precedence","1,00",2
"contrib.queryparser.src.java.org.apache.lucene.queryParser.precedence.processors","2,57",18
"contrib.queryparser.src.java.org.apache.lucene.queryParser.standard","2,02",188
"contrib.queryparser.src.java.org.apache.lucene.queryParser.standard.builders","2,00",84
"contrib.queryparser.src.java.org.apache.lucene.queryParser.standard.config","1,48",239
"contrib.queryparser.src.java.org.apache.lucene.queryParser.standard.nodes","1,92",94
"contrib.queryparser.src.java.org.apache.lucene.queryParser.standard.parser","5,75",765
"contrib.queryparser.src.java.org.apache.lucene.queryParser.standard.processors","3,19",249
"contrib.queryparser.src.java.org.apache.lucene.queryParser.surround.parser","5,03",498
"contrib.queryparser.src.java.org.apache.lucene.queryParser.surround.query","1,54",157
"contrib.queryparser.src.test.org.apache.lucene.messages","1,71",12
"contrib.queryparser.src.test.org.apache.lucene.queryParser","1,00",1
"contrib.queryparser.src.test.org.apache.lucene.queryParser.analyzing","1,50",12
"contrib.queryparser.src.test.org.apache.lucene.queryParser.complexPhrase","1,83",11
"contrib.queryparser.src.test.org.apache.lucene.queryParser.core.builders","1,00",2
"contrib.queryparser.src.test.org.apache.lucene.queryParser.core.nodes","1,00",2
"contrib.queryparser.src.test.org.apache.lucene.queryParser.ext","1,50",21
"contrib.queryparser.src.test.org.apache.lucene.queryParser.precedence","1,47",53
"contrib.queryparser.src.test.org.apache.lucene.queryParser.spans","1,62",47
"contrib.queryparser.src.test.org.apache.lucene.queryParser.standard","1,56",307
"contrib.queryparser.src.test.org.apache.lucene.queryParser.surround.query","1,16",104
"contrib.remote.src.java.org.apache.lucene.search","1,27",19
"contrib.remote.src.test.org.apache.lucene.search","1,69",66
"contrib.spatial.src.java.org.apache.lucene.spatial","4,28",77
"contrib.spatial.src.java.org.apache.lucene.spatial.geohash","3,71",26
"contrib.spatial.src.java.org.apache.lucene.spatial.geometry","1,85",98
"contrib.spatial.src.java.org.apache.lucene.spatial.geometry.shape","1,94",167
"contrib.spatial.src.java.org.apache.lucene.spatial.tier","1,91",90
"contrib.spatial.src.java.org.apache.lucene.spatial.tier.projections","1,07",15
"contrib.spatial.src.test.org.apache.lucene.spatial","1,86",13
"contrib.spatial.src.test.org.apache.lucene.spatial.geohash","1,00",4
"contrib.spatial.src.test.org.apache.lucene.spatial.geometry","1,33",4
"contrib.spatial.src.test.org.apache.lucene.spatial.tier","3,50",56
"contrib.spatial.src.test.org.apache.lucene.spatial.tier.projections","1,00",1
"contrib.spellchecker.src.java.org.apache.lucene.search.spell","2,56",179
"contrib.spellchecker.src.java.org.apache.lucene.search.suggest","1,71",72
"contrib.spellchecker.src.java.org.apache.lucene.search.suggest.fst","2,52",255
"contrib.spellchecker.src.java.org.apache.lucene.search.suggest.jaspell","3,69",144
"contrib.spellchecker.src.java.org.apache.lucene.search.suggest.tst","5,42",65
"contrib.spellchecker.src.test.org.apache.lucene.search.spell","1,87",71
"contrib.spellchecker.src.test.org.apache.lucene.search.suggest","2,03",69
"contrib.spellchecker.src.test.org.apache.lucene.search.suggest.fst","2,00",100
"contrib.uima.src.java.org.apache.solr.uima.processor","1,97",59
"contrib.uima.src.java.org.apache.solr.uima.processor.ae","3,17",19
"contrib.uima.src.java.org.apache.solr.uima.processor.exception","1,00",1
"contrib.uima.src.test.org.apache.solr.uima.processor","1,50",12
"contrib.uima.src.test.org.apache.solr.uima.processor.an","3,00",12
"contrib.uima.src.test.org.apache.solr.uima.ts","2,03",61
"contrib.velocity.src.java.org.apache.solr.response","2,04",47
"contrib.velocity.src.test.org.apache.solr.velocity","1,00",3
"contrib.xml-query-parser.src.demo.java.org.apache.lucene.xmlparser.webdemo","4,00",12
"contrib.xml-query-parser.src.java.org.apache.lucene.xmlparser","1,76",95
"contrib.xml-query-parser.src.java.org.apache.lucene.xmlparser.builders","2,04",104
"contrib.xml-query-parser.src.test.org.apache.lucene.xmlparser","1,48",43
"contrib.xml-query-parser.src.test.org.apache.lucene.xmlparser.builders","1,15",15
"core.src.java.org.apache.solr.analysis","2,65",1.140
"core.src.java.org.apache.solr.client.solrj.embedded","2,30",62
"core.src.java.org.apache.solr.core","2,58",927
"core.src.java.org.apache.solr.handler","3,66",1.048
"core.src.java.org.apache.solr.handler.admin","3,70",374
"core.src.java.org.apache.solr.handler.component","3,57",1.078
"core.src.java.org.apache.solr.highlight","2,05",226
"core.src.java.org.apache.solr.internal.csv","2,89",251
"core.src.java.org.apache.solr.internal.csv.writer","1,76",95
"core.src.java.org.apache.solr.request","3,65",478
"core.src.java.org.apache.solr.response","2,81",703
"core.src.java.org.apache.solr.schema","2,11",1.085
"core.src.java.org.apache.solr.search","2,77",2.056
"core.src.java.org.apache.solr.search.function","1,87",559
"core.src.java.org.apache.solr.search.function.distance","2,25",119
"core.src.java.org.apache.solr.search.grouping","1,38",55
"core.src.java.org.apache.solr.search.grouping.collector","1,14",8
"core.src.java.org.apache.solr.search.grouping.distributed.command","1,50",63
"core.src.java.org.apache.solr.search.grouping.distributed.requestfactory","5,29",37
"core.src.java.org.apache.solr.search.grouping.distributed.responseprocessor","12,00",36
"core.src.java.org.apache.solr.search.grouping.distributed.shardresultserializer","5,70",57
"core.src.java.org.apache.solr.search.grouping.endresulttransformer","6,50",26
"core.src.java.org.apache.solr.servlet","4,00",204
"core.src.java.org.apache.solr.servlet.cache","3,54",46
"core.src.java.org.apache.solr.spelling","2,15",183
"core.src.java.org.apache.solr.spelling.suggest","5,80",29
"core.src.java.org.apache.solr.spelling.suggest.fst","1,75",7
"core.src.java.org.apache.solr.spelling.suggest.jaspell","1,00",2
"core.src.java.org.apache.solr.spelling.suggest.tst","1,00",2
"core.src.java.org.apache.solr.tst","2,57",54
"core.src.java.org.apache.solr.update","2,97",368
"core.src.java.org.apache.solr.update.processor","2,25",162
"core.src.java.org.apache.solr.util","2,99",657
"core.src.java.org.apache.solr.util.plugin","2,85",37
"core.src.java.org.apache.solr.util.xslt","3,33",10
"core.src.test.org.apache.lucene","1,90",55
"core.src.test.org.apache.lucene.analysis","1,59",498
"core.src.test.org.apache.lucene.analysis.tokenattributes","1,63",44
"core.src.test.org.apache.lucene.collation","1,27",14
"core.src.test.org.apache.lucene.document","1,95",43
"core.src.test.org.apache.lucene.index","3,03",3.193
"core.src.test.org.apache.lucene.queryParser","1,44",46
"core.src.test.org.apache.lucene.search","1,79",1.669
"core.src.test.org.apache.lucene.search.function","1,69",120
"core.src.test.org.apache.lucene.search.payloads","1,59",89
"core.src.test.org.apache.lucene.search.spans","1,20",242
"core.src.test.org.apache.lucene.store","2,15",215
"core.src.test.org.apache.lucene.util","2,57",681
"core.src.test.org.apache.lucene.util.fst","7,40",370
"core.src.test.org.apache.lucene.util.junitcompat","1,25",105
"core.src.test.org.apache.lucene.util.packed","2,62",34
"core.src.test.org.apache.solr","1,96",216
"core.src.test.org.apache.solr.analysis","1,24",415
"core.src.test.org.apache.solr.core","1,34",186
"core.src.test.org.apache.solr.handler","1,52",163
"core.src.test.org.apache.solr.handler.admin","1,69",27
"core.src.test.org.apache.solr.handler.component","1,23",86
"core.src.test.org.apache.solr.highlight","1,05",41
"core.src.test.org.apache.solr.request","1,72",139
"core.src.test.org.apache.solr.response","1,43",10
"core.src.test.org.apache.solr.schema","1,83",159
"core.src.test.org.apache.solr.search","3,12",431
"core.src.test.org.apache.solr.search.function","1,87",43
"core.src.test.org.apache.solr.search.function.distance","1,25",5
"core.src.test.org.apache.solr.servlet","1,79",61
"core.src.test.org.apache.solr.spelling","1,58",49
"core.src.test.org.apache.solr.spelling.suggest","1,09",12
"core.src.test.org.apache.solr.update","1,60",83
"core.src.test.org.apache.solr.update.processor","1,48",40
"core.src.test.org.apache.solr.util","2,33",133
"org.apache.lucene","1,00",2
"org.apache.lucene.analysis","2,74",1.059
"org.apache.lucene.analysis.standard","2,42",322
