Chidamber-Kemerer metrics,Seg, 11 dez 2017 16:34:39 BRST
Class,CBO,DIT,LCOM,NOC,RFC,WMC
"java.lang.Exception",1,2,1,0,17,8
"java.lang.Exception.SecurityManagerEx",2,2,2,0,5,5
"org.apache.felix.eventadmin.impl.Configuration",2,1,1,0,52,48
"org.apache.felix.eventadmin.impl.handler.EventAdminImpl",2,1,2,0,34,22
"org.apache.felix.gogo.commands.Action",n/a,n/a,n/a,n/a,1,n/a
"org.apache.felix.gogo.commands.Argument",n/a,n/a,n/a,n/a,6,n/a
"org.apache.felix.gogo.commands.Command",n/a,n/a,n/a,n/a,4,n/a
"org.apache.felix.gogo.commands.CommandException",2,3,1,0,13,9
"org.apache.felix.gogo.commands.CommandWithAction",n/a,n/a,n/a,n/a,3,n/a
"org.apache.felix.gogo.commands.CompleterValues",n/a,n/a,n/a,n/a,1,n/a
"org.apache.felix.gogo.commands.Option",n/a,n/a,n/a,n/a,6,n/a
"org.apache.felix.gogo.commands.SubShell",n/a,n/a,n/a,n/a,3,n/a
"org.apache.felix.gogo.commands.basic.AbstractCommand",4,1,1,0,8,5
"org.apache.felix.gogo.commands.basic.ActionPreparator",n/a,n/a,n/a,n/a,1,n/a
"org.apache.felix.gogo.commands.basic.DefaultActionPreparator",11,1,1,0,102,98
"org.apache.felix.gogo.commands.converter.DefaultConverter",4,1,1,0,92,86
"org.apache.felix.gogo.commands.converter.GenericType",4,2,1,0,41,36
"org.apache.felix.gogo.commands.converter.ReifiedType",2,1,3,1,4,4
"org.apache.felix.webconsole.internal.servlet.JaasSecurityProvider",3,1,2,0,44,28
"org.apache.felix.webconsole.internal.servlet.KarafOsgiManager",5,3,1,0,10,7
"org.apache.felix.webconsole.internal.servlet.KarafOsgiManagerActivator",2,1,1,0,10,4
"org.apache.karaf.bundle.command.BundleCommand",7,1,1,5,4,2
"org.apache.karaf.bundle.command.BundlesCommand",18,1,2,14,14,6
"org.apache.karaf.bundle.command.Capabilities",3,2,2,0,35,29
"org.apache.karaf.bundle.command.Classes",1,2,1,0,10,6
"org.apache.karaf.bundle.command.Diag",5,2,1,0,9,2
"org.apache.karaf.bundle.command.DynamicImport",2,2,1,0,5,2
"org.apache.karaf.bundle.command.FindClass",2,1,1,0,9,6
"org.apache.karaf.bundle.command.Headers",5,2,1,0,64,60
"org.apache.karaf.bundle.command.Headers.ClauseFormatter",n/a,n/a,n/a,n/a,2,n/a
"org.apache.karaf.bundle.command.Id",1,2,1,0,2,1
"org.apache.karaf.bundle.command.Info",2,2,1,0,3,1
"org.apache.karaf.bundle.command.Install",5,1,1,0,23,12
"org.apache.karaf.bundle.command.List",9,2,2,0,40,36
"org.apache.karaf.bundle.command.LoadTest",3,1,1,0,20,23
"org.apache.karaf.bundle.command.Refresh",1,2,2,0,7,4
"org.apache.karaf.bundle.command.Requirements",3,2,2,0,36,24
"org.apache.karaf.bundle.command.Resolve",1,2,2,0,6,3
"org.apache.karaf.bundle.command.Restart",2,2,2,0,13,6
"org.apache.karaf.bundle.command.Services",3,2,1,0,15,15
"org.apache.karaf.bundle.command.ShowBundleTree",4,2,1,0,55,45
"org.apache.karaf.bundle.command.Start",1,2,1,0,3,3
"org.apache.karaf.bundle.command.StartLevel",4,2,1,0,8,4
"org.apache.karaf.bundle.command.Stop",1,2,1,0,3,3
"org.apache.karaf.bundle.command.Uninstall",1,2,1,0,3,2
"org.apache.karaf.bundle.command.Update",2,2,1,0,15,4
"org.apache.karaf.bundle.command.Watch",2,1,1,0,15,16
"org.apache.karaf.bundle.command.bundletree.Node",5,1,1,1,22,20
"org.apache.karaf.bundle.command.bundletree.Tree",4,2,1,0,12,7
"org.apache.karaf.bundle.command.bundletree.Tree.Converter",n/a,n/a,n/a,n/a,1,n/a
"org.apache.karaf.bundle.core.BundleInfo",n/a,n/a,n/a,n/a,11,n/a
"org.apache.karaf.bundle.core.BundleService",n/a,n/a,n/a,n/a,12,n/a
"org.apache.karaf.bundle.core.BundleState",8,n/a,0,n/a,0,0
"org.apache.karaf.bundle.core.BundleStateService",n/a,n/a,n/a,n/a,3,n/a
"org.apache.karaf.bundle.core.BundleWatcher",n/a,n/a,n/a,n/a,9,n/a
"org.apache.karaf.bundle.core.BundlesMBean",n/a,n/a,n/a,n/a,16,n/a
"org.apache.karaf.bundle.core.internal.BundleInfoImpl",3,1,11,0,37,30
