Method,CALL,CALLED,IMP,LOC,NBD,NP,STAT,v(G)
"null.accept(File,String)",8,0,n/a,12,1,2,4,3
"null.actionPerformed(ActionEvent)",3,0,n/a,7,1,1,4,2
"null.compare(Object,Object)",3,0,n/a,3,0,2,1,1
"null.run()",3,0,n/a,10,1,0,5,2
"org.hsqldb.CachedDataRow.CachedDataRow(TableBase,Object[])",1,1,n/a,7,0,2,2,1
"org.hsqldb.CachedDataRow.CachedDataRow(TableBase,RowInputInterface)",5,1,n/a,14,0,2,6,1
"org.hsqldb.CachedDataRow.equals(Object)",0,2,n/a,19,1,1,5,4
"org.hsqldb.CachedDataRow.hasChanged()",0,2,n/a,3,0,0,1,1
"org.hsqldb.CachedDataRow.insertNode(int)",2,1,n/a,7,0,1,5,1
"org.hsqldb.CachedDataRow.setNewNodes()",3,2,n/a,13,1,0,8,2
"org.hsqldb.CachedDataRow.setPos(int)",0,3,n/a,14,1,1,5,2
"org.hsqldb.CachedDataRow.setPrimaryNode(Node)",0,0,n/a,8,0,1,1,1
"org.hsqldb.CachedDataRow.write(RowOutputInterface)",3,1,n/a,11,0,1,4,1
"org.hsqldb.CachedRow.CachedRow()",0,1,n/a,4,0,0,0,1
"org.hsqldb.CachedRow.CachedRow(TableBase,Object[])",2,3,n/a,15,0,2,5,1
"org.hsqldb.CachedRow.CachedRow(TableBase,RowInputInterface)",7,2,n/a,22,1,2,12,2
"org.hsqldb.CachedRow.delete()",1,4,n/a,10,0,0,1,1
"org.hsqldb.CachedRow.destroy()",1,4,n/a,4,0,0,2,1
"org.hsqldb.CachedRow.equals(Object)",0,2,n/a,18,1,1,5,3
"org.hsqldb.CachedRow.getStorageSize()",0,14,n/a,3,0,0,1,1
"org.hsqldb.CachedRow.getTable()",0,5,n/a,8,0,0,1,1
"org.hsqldb.CachedRow.hasChanged()",0,2,n/a,8,0,0,1,1
"org.hsqldb.CachedRow.hashCode()",0,0,n/a,8,0,0,1,1
"org.hsqldb.CachedRow.insertNode(int)",0,1,n/a,3,0,1,1,1
"org.hsqldb.CachedRow.isKeepInMemory()",0,1,n/a,19,0,0,2,1
"org.hsqldb.CachedRow.readRowInfo(RowInputInterface)",0,0,n/a,4,0,1,0,1
"org.hsqldb.CachedRow.setChanged()",0,4,n/a,6,0,0,1,1
"org.hsqldb.CachedRow.setNewNodes()",3,2,n/a,12,1,0,8,2
"org.hsqldb.CachedRow.setPos(int)",0,3,n/a,13,1,1,5,2
