Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"freemind.common.BooleanProperty",0,0,0,3,412
"freemind.common.ColorProperty",228,2,335,2,411
"freemind.common.ComboProperty",0,0,0,3,413
"freemind.common.DontShowNotificationProperty",0,0,0,1,412
"freemind.common.FontProperty",0,1,1,1,3
"freemind.common.FreeMindProgressMonitor",0,2,336,0,0
"freemind.common.FreeMindTask",0,1,1,0,0
"freemind.common.FreeMindTask.ProgressDescription",0,0,0,1,1
"freemind.common.IconProperty",0,4,338,1,3
"freemind.common.JOptionalSplitPane",228,1,335,1,411
"freemind.common.NamedObject",0,0,0,4,412
"freemind.common.NextLineProperty",0,0,0,2,412
"freemind.common.NumberProperty",0,0,0,1,412
"freemind.common.OptionalDontShowMeAgainDialog",228,3,335,5,411
"freemind.common.OptionalDontShowMeAgainDialog.StandardPropertyHandler",228,2,335,5,411
"freemind.common.PasswordProperty",228,1,335,1,411
"freemind.common.PropertyBean",0,0,0,3,412
"freemind.common.RemindValueProperty",0,0,0,1,412
"freemind.common.ScalableJButton",0,0,0,0,0
"freemind.common.ScalableJTable",0,2,336,0,0
"freemind.common.ScriptEditorProperty",0,6,337,1,3
"freemind.common.SeparatorProperty",0,0,0,2,412
"freemind.common.StringProperty",0,0,0,2,412
"freemind.common.ThreeCheckBoxProperty",0,2,337,1,3
"freemind.common.UnicodeReader",0,1,1,1,413
"freemind.common.XmlBindingTools",228,2,335,5,411
"freemind.controller.BlindIcon",0,0,0,1,4
"freemind.controller.ColorSwatch",0,0,0,0,0
"freemind.controller.Controller",228,49,335,100,411
"freemind.controller.Controller.AboutAction",228,2,335,1,411
"freemind.controller.Controller.CloseAction",228,2,335,1,411
"freemind.controller.Controller.Closer",0,0,0,1,412
"freemind.controller.Controller.ColorTracker",0,0,0,1,412
"freemind.controller.Controller.DefaultLocalLinkConverter",228,4,335,1,411
"freemind.controller.Controller.DisposeOnClose",0,0,0,1,412
"freemind.controller.Controller.DocumentationAction",228,6,335,1,411
"freemind.controller.Controller.KeyDocumentationAction",228,4,335,1,411
"freemind.controller.Controller.LicenseAction",228,1,335,1,411
"freemind.controller.Controller.MoveToRootAction",228,1,335,1,411
"freemind.controller.Controller.NavigationMoveMapLeftAction",228,1,335,1,411
"freemind.controller.Controller.NavigationMoveMapRightAction",228,1,335,1,411
