Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"net.n3.nanoxml.CDATAReader",0,2,2,2,39
"net.n3.nanoxml.ContentReader",0,5,7,1,1
"net.n3.nanoxml.NonValidator",0,6,10,1,37
"net.n3.nanoxml.PIReader",0,2,2,1,1
"net.n3.nanoxml.StdXMLBuilder",0,4,7,1,37
"net.n3.nanoxml.StdXMLParser",0,11,14,0,0
"net.n3.nanoxml.StdXMLReader",0,2,2,4,36
"net.n3.nanoxml.StdXMLReader.StackedReader",0,0,0,1,37
"net.n3.nanoxml.ValidatorPlugin",0,5,7,0,0
"net.n3.nanoxml.XMLAttribute",0,0,0,1,43
"net.n3.nanoxml.XMLElement",0,3,3,5,42
"net.n3.nanoxml.XMLEntityResolver",0,3,4,2,39
"net.n3.nanoxml.XMLException",0,0,0,7,49
"net.n3.nanoxml.XMLParseException",0,1,1,5,47
"net.n3.nanoxml.XMLParserFactory",0,4,18,4,36
"net.n3.nanoxml.XMLUtil",0,4,5,4,41
"net.n3.nanoxml.XMLValidationException",0,1,1,2,42
"net.n3.nanoxml.XMLWriter",0,1,1,4,43
"org.jhotdraw.app.AbstractApplication",1,12,29,10,20
"org.jhotdraw.app.AbstractApplication.OpenRecentMenuHandler",1,8,29,1,20
"org.jhotdraw.app.AbstractApplicationModel",0,6,9,8,16
"org.jhotdraw.app.AbstractView",0,4,8,7,26
"org.jhotdraw.app.AppletApplication",0,3,30,0,0
"org.jhotdraw.app.CrossPlatformApplication",0,2,38,0,0
"org.jhotdraw.app.DefaultApplicationModel",0,19,60,8,14
"org.jhotdraw.app.DefaultMenuBuilder",0,28,57,2,15
"org.jhotdraw.app.EmptyApplicationModel",0,5,11,0,0
"org.jhotdraw.app.EmptyMenuBuilder",0,3,6,1,1
"org.jhotdraw.app.MDIApplication",2,27,49,2,2
"org.jhotdraw.app.MDIApplication.DropFileTransferHandler",2,3,49,1,2
"org.jhotdraw.app.MDIApplication.WindowMenuHandler",2,6,49,1,2
"org.jhotdraw.app.OSXApplication",4,29,52,10,12
"org.jhotdraw.app.OSXApplication.FrameHandler",4,5,52,1,12
"org.jhotdraw.app.OSXApplication.QuitHandler",0,0,0,0,0
"org.jhotdraw.app.OSXApplication.WindowMenuHandler",4,10,52,1,12
"org.jhotdraw.app.SDIApplication",0,17,37,5,5
"org.jhotdraw.app.action.AbstractApplicationAction",0,3,7,11,42
"org.jhotdraw.app.action.AbstractSaveUnsavedChangesAction",0,11,18,4,35
"org.jhotdraw.app.action.AbstractViewAction",0,3,7,21,59
"org.jhotdraw.app.action.ActionUtil",0,0,0,20,72
"org.jhotdraw.app.action.app.AboutAction",0,3,10,4,27
"org.jhotdraw.app.action.app.AbstractPreferencesAction",0,3,10,2,22
"org.jhotdraw.app.action.app.ExitAction",0,9,16,3,25
"org.jhotdraw.app.action.app.OpenApplicationAction",0,2,8,1,13
"org.jhotdraw.app.action.app.OpenApplicationFileAction",0,8,16,2,16
"org.jhotdraw.app.action.app.PrintApplicationFileAction",0,6,18,1,13
"org.jhotdraw.app.action.app.ReOpenApplicationAction",0,3,8,1,13
"org.jhotdraw.app.action.edit.AbstractFindAction",0,4,10,2,17
"org.jhotdraw.app.action.edit.AbstractSelectionAction",0,2,2,6,60
"org.jhotdraw.app.action.edit.ClearSelectionAction",0,3,5,4,22
"org.jhotdraw.app.action.edit.CopyAction",0,3,12,10,54
"org.jhotdraw.app.action.edit.CutAction",0,3,12,10,54
"org.jhotdraw.app.action.edit.DeleteAction",0,3,4,5,48
"org.jhotdraw.app.action.edit.DuplicateAction",0,3,5,10,46
"org.jhotdraw.app.action.edit.PasteAction",0,3,12,10,54
"org.jhotdraw.app.action.edit.RedoAction",0,4,10,9,28
