Package,PDcy,PDpt
"",0,0
"qpid-broker-plugins-management-qmf2",0,0
"qpid-broker-plugins-management-qmf2.src.main.assembly",0,0
"qpid-broker-plugins-management-qmf2.src.main.assembly.dependency-verification",0,0
"qpid-broker-plugins-management-qmf2.src.main.java.org.apache.qpid.server.qmf2",3,0
"qpid-broker-plugins-management-qmf2.src.main.java.org.apache.qpid.server.qmf2.agentdata",2,0
"qpid-qmf2",0,0
"qpid-qmf2-rest",0,0
"qpid-qmf2-rest.src.main.java.org.apache.qpid.restapi",4,1
"qpid-qmf2-rest.src.main.java.org.apache.qpid.restapi.httpserver",1,1
"qpid-qmf2-rest.src.main.java.org.apache.qpid.restapi.servlet",0,0
"qpid-qmf2-test",0,0
"qpid-qmf2-test.src.main.java.org.apache.qpid.qmf2.test",4,0
"qpid-qmf2-tools",0,0
"qpid-qmf2-tools.bin",0,0
"qpid-qmf2-tools.bin.qpid-web.authentication",0,0
"qpid-qmf2-tools.bin.qpid-web.web",0,0
"qpid-qmf2-tools.bin.qpid-web.web.itablet.css",0,0
"qpid-qmf2-tools.bin.qpid-web.web.itablet.scripts",0,0
"qpid-qmf2-tools.bin.qpid-web.web.qmf-ui.css",0,0
"qpid-qmf2-tools.bin.qpid-web.web.qmf-ui.scripts",0,0
"qpid-qmf2-tools.bin.qpid-web.web.qpid.scripts",0,0
"qpid-qmf2-tools.bin.qpid-web.web.ui",0,0
"qpid-qmf2-tools.src.main.assembly",0,0
"qpid-qmf2-tools.src.main.assembly.dependency-verification",0,0
"qpid-qmf2-tools.src.main.java.org.apache.qpid.qmf2.tools",3,0
"qpid-qmf2.src.main.java.org.apache.qpid.qmf2.agent",1,3
"qpid-qmf2.src.main.java.org.apache.qpid.qmf2.common",0,7
"qpid-qmf2.src.main.java.org.apache.qpid.qmf2.console",1,3
"qpid-qmf2.src.main.java.org.apache.qpid.qmf2.util",0,4

