Method,ev(G),iv(G),v(G)
"org.apache.karaf.features.internal.resolver.CapabilitySet.CapabilitySet(List<String>)",1,3,3
"org.apache.karaf.features.internal.resolver.CapabilitySet.addCapability(Capability)",1,6,6
"org.apache.karaf.features.internal.resolver.CapabilitySet.coerceType(Object,String)",2,5,7
"org.apache.karaf.features.internal.resolver.CapabilitySet.compare(Object,Object,int)",16,12,23
"org.apache.karaf.features.internal.resolver.CapabilitySet.compareApproximate(Object,Object)",3,3,3
"org.apache.karaf.features.internal.resolver.CapabilitySet.convertArrayToList(Object)",1,2,2
"org.apache.karaf.features.internal.resolver.CapabilitySet.deindexCapability(Map<Object, Set<Capability>>,Capability,Object)",1,3,3
"org.apache.karaf.features.internal.resolver.CapabilitySet.dump()",1,6,6
"org.apache.karaf.features.internal.resolver.CapabilitySet.indexCapability(Map<Object, Set<Capability>>,Capability,Object)",1,2,2
"org.apache.karaf.features.internal.resolver.CapabilitySet.match(Set<Capability>,SimpleFilter)",1,15,15
"org.apache.karaf.features.internal.resolver.CapabilitySet.match(SimpleFilter,boolean)",1,2,2
"org.apache.karaf.features.internal.resolver.CapabilitySet.matchMandatory(Capability,SimpleFilter)",7,7,9
"org.apache.karaf.features.internal.resolver.CapabilitySet.matchMandatory(Set<Capability>,SimpleFilter)",1,3,3
"org.apache.karaf.features.internal.resolver.CapabilitySet.matchMandatoryAttribute(String,SimpleFilter)",5,6,7
"org.apache.karaf.features.internal.resolver.CapabilitySet.matches(Capability,SimpleFilter)",1,2,2
"org.apache.karaf.features.internal.resolver.CapabilitySet.matchesInternal(Capability,SimpleFilter)",1,11,11
"org.apache.karaf.features.internal.resolver.CapabilitySet.removeCapability(Capability)",1,7,7
"org.apache.karaf.features.internal.resolver.CapabilitySet.removeWhitespace(String)",1,3,3
"org.apache.karaf.features.internal.resolver.FeatureResource.FeatureResource(Feature)",1,1,1
"org.apache.karaf.features.internal.resolver.FeatureResource.addDependency(FeatureResource,Dependency,String)",1,1,1
"org.apache.karaf.features.internal.resolver.FeatureResource.addDependency(FeatureResource,Dependency,String,boolean)",1,5,5
"org.apache.karaf.features.internal.resolver.FeatureResource.build(Feature,Conditional,String,Map<String, ? extends Resource>)",1,4,4
"org.apache.karaf.features.internal.resolver.FeatureResource.build(Feature,String,Map<String, ? extends Resource>)",4,8,8
"org.apache.karaf.features.internal.resolver.FeatureResource.getFeature()",1,1,1
"org.apache.karaf.features.internal.resolver.RequirementImpl.RequirementImpl(Resource,String,Map<String, String>,Map<String, Object>)",1,1,1
"org.apache.karaf.features.internal.resolver.RequirementImpl.RequirementImpl(Resource,String,Map<String, String>,Map<String, Object>,SimpleFilter)",1,1,1
"org.apache.karaf.features.internal.resolver.RequirementImpl.getAttributes()",1,1,1
"org.apache.karaf.features.internal.resolver.RequirementImpl.getDirectives()",1,1,1
"org.apache.karaf.features.internal.resolver.RequirementImpl.getFilter()",1,1,1
"org.apache.karaf.features.internal.resolver.RequirementImpl.getNamespace()",1,1,1
"org.apache.karaf.features.internal.resolver.RequirementImpl.getResource()",1,1,1
"org.apache.karaf.features.internal.resolver.RequirementImpl.isOptional()",1,1,1
"org.apache.karaf.features.internal.resolver.RequirementImpl.matches(Capability)",1,1,1
"org.apache.karaf.features.internal.resolver.ResolverUtil.getDynamicRequirements(List<Requirement>)",1,5,5
"org.apache.karaf.features.internal.resolver.ResolverUtil.getSymbolicName(Resource)",3,3,3
"org.apache.karaf.features.internal.resolver.ResolverUtil.getVersion(Resource)",3,3,3
"org.apache.karaf.features.internal.resolver.ResolverUtil.isDynamic(Requirement)",1,1,1
"org.apache.karaf.features.internal.resolver.ResolverUtil.isFragment(Resource)",3,4,4
"org.apache.karaf.features.internal.resolver.ResolverUtil.isMultiple(Requirement)",1,2,2
"org.apache.karaf.features.internal.resolver.ResolverUtil.isOptional(Requirement)",1,1,1
"org.apache.karaf.features.internal.resolver.ResourceBuilder.ResourceBuilder()",1,1,1
"org.apache.karaf.features.internal.resolver.ResourceBuilder.build(ResourceImpl,String,Map<String, String>)",1,1,1
"org.apache.karaf.features.internal.resolver.ResourceBuilder.build(ResourceImpl,String,Map<String, String>,boolean)",1,2,2
"org.apache.karaf.features.internal.resolver.ResourceBuilder.build(String,Map<String, String>)",1,1,1
"org.apache.karaf.features.internal.resolver.ResourceBuilder.build(String,Map<String, String>,boolean)",1,1,1
"org.apache.karaf.features.internal.resolver.ResourceBuilder.charAt(int,String,int)",2,1,2
"org.apache.karaf.features.internal.resolver.ResourceBuilder.convertExportService(List<ParsedHeaderClause>,Resource)",1,3,3
"org.apache.karaf.features.internal.resolver.ResourceBuilder.convertExports(List<ParsedHeaderClause>,Resource)",1,3,3
"org.apache.karaf.features.internal.resolver.ResourceBuilder.convertImportService(List<ParsedHeaderClause>,Resource)",1,7,9
"org.apache.karaf.features.internal.resolver.ResourceBuilder.convertImports(List<ParsedHeaderClause>,Resource)",1,3,3
"org.apache.karaf.features.internal.resolver.ResourceBuilder.convertProvideCapabilities(List<ParsedHeaderClause>,Resource)",1,3,4
"org.apache.karaf.features.internal.resolver.ResourceBuilder.convertRequireCapabilities(List<ParsedHeaderClause>,Resource)",2,4,5
"org.apache.karaf.features.internal.resolver.ResourceBuilder.convertRequires(List<ParsedHeaderClause>,Resource)",1,3,3
"org.apache.karaf.features.internal.resolver.ResourceBuilder.doBuild(ResourceImpl,String,Map<String, String>,boolean)",3,14,19
"org.apache.karaf.features.internal.resolver.ResourceBuilder.getBreeVersionClause(Version)",2,1,2
"org.apache.karaf.features.internal.resolver.ResourceBuilder.getManifestVersion(Map<String, String>)",1,2,2
"org.apache.karaf.features.internal.resolver.ResourceBuilder.normalizeDynamicImportClauses(List<ParsedHeaderClause>)",7,9,14
"org.apache.karaf.features.internal.resolver.ResourceBuilder.normalizeExportClauses(List<ParsedHeaderClause>,String,Version)",9,8,16
"org.apache.karaf.features.internal.resolver.ResourceBuilder.normalizeImportClauses(List<ParsedHeaderClause>)",9,9,14
"org.apache.karaf.features.internal.resolver.ResourceBuilder.normalizeProvideCapabilityClauses(List<ParsedHeaderClause>)",11,12,19
"org.apache.karaf.features.internal.resolver.ResourceBuilder.normalizeRequireCapabilityClauses(List<ParsedHeaderClause>)",11,14,21
"org.apache.karaf.features.internal.resolver.ResourceBuilder.normalizeRequireClauses(List<ParsedHeaderClause>)",1,3,3
"org.apache.karaf.features.internal.resolver.ResourceBuilder.parseBreeHeader(String,Resource)",2,11,14
"org.apache.karaf.features.internal.resolver.ResourceBuilder.parseBundleSymbolicName(Map<String, String>)",3,5,5
"org.apache.karaf.features.internal.resolver.ResourceBuilder.parseCapability(Resource,String)",1,1,1
"org.apache.karaf.features.internal.resolver.ResourceBuilder.parseDelimitedString(String,String)",1,1,1
"org.apache.karaf.features.internal.resolver.ResourceBuilder.parseDelimitedString(String,String,boolean)",8,10,16
"org.apache.karaf.features.internal.resolver.ResourceBuilder.parseFragmentHost(Resource,Map<String, String>)",3,4,5
"org.apache.karaf.features.internal.resolver.ResourceBuilder.parseRequirement(Resource,String)",1,1,1
"org.apache.karaf.features.internal.resolver.ResourceBuilder.parseStandardHeader(String)",13,13,32
"org.apache.karaf.features.internal.resolver.ResourceImpl.ResourceImpl()",1,1,1
"org.apache.karaf.features.internal.resolver.ResourceImpl.ResourceImpl(String,String,Version)",1,1,1
"org.apache.karaf.features.internal.resolver.ResourceImpl.addCapabilities(Iterable<? extends Capability>)",1,2,2
"org.apache.karaf.features.internal.resolver.ResourceImpl.addCapability(Capability)",1,1,1
"org.apache.karaf.features.internal.resolver.ResourceImpl.addRequirement(Requirement)",1,1,1
"org.apache.karaf.features.internal.resolver.ResourceImpl.addRequirements(Iterable<? extends Requirement>)",1,2,2
"org.apache.karaf.features.internal.resolver.ResourceImpl.getCapabilities(String)",1,4,4
"org.apache.karaf.features.internal.resolver.ResourceImpl.getRequirements(String)",1,4,4
"org.apache.karaf.features.internal.resolver.ResourceImpl.toString()",1,1,1
"org.apache.karaf.features.internal.resolver.ResourceUtils.ResourceUtils()",1,1,1
"org.apache.karaf.features.internal.resolver.ResourceUtils.addIdentityRequirement(ResourceImpl,Resource)",1,1,1
"org.apache.karaf.features.internal.resolver.ResourceUtils.addIdentityRequirement(ResourceImpl,Resource,boolean)",1,4,5
"org.apache.karaf.features.internal.resolver.ResourceUtils.addIdentityRequirement(ResourceImpl,String,String,String)",1,1,1
"org.apache.karaf.features.internal.resolver.ResourceUtils.addIdentityRequirement(ResourceImpl,String,String,String,boolean)",1,1,2
"org.apache.karaf.features.internal.resolver.ResourceUtils.addIdentityRequirement(ResourceImpl,String,String,VersionRange)",1,1,1
"org.apache.karaf.features.internal.resolver.ResourceUtils.addIdentityRequirement(ResourceImpl,String,String,VersionRange,boolean)",1,5,5
"org.apache.karaf.features.internal.resolver.ResourceUtils.getFeatureId(Resource)",4,4,5
"org.apache.karaf.features.internal.resolver.ResourceUtils.getType(Resource)",3,3,3
"org.apache.karaf.features.internal.resolver.ResourceUtils.getUri(Resource)",3,3,3
"org.apache.karaf.features.internal.resolver.ResourceUtils.toFeatureCapability(String)",1,2,2
"org.apache.karaf.features.internal.resolver.ResourceUtils.toFeatureRequirement(String)",1,2,2
"org.apache.karaf.features.internal.resolver.SimpleFilter.SimpleFilter(String,Object,int)",1,1,1
"org.apache.karaf.features.internal.resolver.SimpleFilter.compareSubstring(List<String>,String)",8,7,10
"org.apache.karaf.features.internal.resolver.SimpleFilter.convert(Map<String, Object>)",1,10,11
"org.apache.karaf.features.internal.resolver.SimpleFilter.getName()",1,1,1
"org.apache.karaf.features.internal.resolver.SimpleFilter.getOperation()",1,1,1
"org.apache.karaf.features.internal.resolver.SimpleFilter.getValue()",1,1,1
"org.apache.karaf.features.internal.resolver.SimpleFilter.parse(String)",6,19,22
"org.apache.karaf.features.internal.resolver.SimpleFilter.parseSubstring(String)",6,15,20
"org.apache.karaf.features.internal.resolver.SimpleFilter.skipWhitespace(String,int)",1,2,3
"org.apache.karaf.features.internal.resolver.SimpleFilter.subfilter(String,int,int)",8,12,18
"org.apache.karaf.features.internal.resolver.SimpleFilter.toDecodedString(String,int,int)",1,5,6
"org.apache.karaf.features.internal.resolver.SimpleFilter.toEncodedString(StringBuilder,Object)",1,4,7
"org.apache.karaf.features.internal.resolver.SimpleFilter.toString()",1,1,1
"org.apache.karaf.features.internal.resolver.SimpleFilter.toString(StringBuilder)",2,2,11
"org.apache.karaf.features.internal.resolver.SimpleFilter.toString(StringBuilder,List)",1,2,2
"org.apache.karaf.features.internal.resolver.SimpleFilter.unparseSubstring(StringBuilder,List<String>)",1,3,3
"org.apache.karaf.features.internal.service.Blacklist.Blacklist()",1,1,1
"org.apache.karaf.features.internal.service.Blacklist.blacklist(Feature,Clause[])",4,4,6
"org.apache.karaf.features.internal.service.Blacklist.blacklist(Features,Clause[])",1,3,3
"org.apache.karaf.features.internal.service.Blacklist.blacklist(Features,Collection<String>)",1,2,2
"org.apache.karaf.features.internal.service.Blacklist.blacklist(Features,String)",1,1,1
"org.apache.karaf.features.internal.service.Blacklist.blacklist(List<Bundle>,Clause[])",4,5,5
"org.apache.karaf.features.internal.service.Blacklist.isBundleBlacklisted(List<String>,String)",3,3,4
"org.apache.karaf.features.internal.service.Blacklist.isFeatureBlacklisted(List<String>,String,String)",4,3,5
"org.apache.karaf.features.internal.service.Blacklist.loadBlacklist(String)",1,6,6
"org.apache.karaf.features.internal.service.BlacklistTest.testBlacklistBundle()",1,3,3
"org.apache.karaf.features.internal.service.BlacklistTest.testBlacklistFeatureWithRange()",1,2,2
"org.apache.karaf.features.internal.service.BlacklistTest.testBlacklistFeatureWithVersion()",1,2,2
"org.apache.karaf.features.internal.service.BlacklistTest.testBlacklistFeatureWithoutVersion()",1,2,2
"org.apache.karaf.features.internal.service.BootFeaturesInstaller.BootFeaturesInstaller(BundleContext,FeaturesServiceImpl,String,String,boolean)",1,1,1
"org.apache.karaf.features.internal.service.BootFeaturesInstaller.installBootFeatures()",2,7,8
"org.apache.karaf.features.internal.service.BootFeaturesInstaller.parseBootFeatures(String)",1,3,3
"org.apache.karaf.features.internal.service.BootFeaturesInstaller.parseFeatureList(String)",1,3,3
"org.apache.karaf.features.internal.service.BootFeaturesInstaller.publishBootFinished()",1,2,2
"org.apache.karaf.features.internal.service.BootFeaturesInstaller.start()",2,3,3
"org.apache.karaf.features.internal.service.BootFeaturesInstallerTest.testDefaultBootFeatures()",1,1,1
"org.apache.karaf.features.internal.service.BootFeaturesInstallerTest.testParser()",1,1,1
"org.apache.karaf.features.internal.service.BootFeaturesInstallerTest.testStagedBoot()",1,1,1
"org.apache.karaf.features.internal.service.BootFeaturesInstallerTest.testStartDoesNotFailWithOneInvalidUri()",1,1,1
"org.apache.karaf.features.internal.service.BundleComparator.compare(Bundle,Bundle)",2,3,5
"org.apache.karaf.features.internal.service.Deployer.Deployer(DownloadManager,Resolver,DeployCallback)",1,1,1
"org.apache.karaf.features.internal.service.Deployer.PartialDeploymentException.PartialDeploymentException(Set<String>)",1,1,1
"org.apache.karaf.features.internal.service.Deployer.PartialDeploymentException.getMissing()",1,1,1
"org.apache.karaf.features.internal.service.Deployer.adapt(Class<T>)",1,1,1
"org.apache.karaf.features.internal.service.Deployer.bundleId()",1,1,1
"org.apache.karaf.features.internal.service.Deployer.computeBundlesToRefresh(Map<Bundle, String>,Collection<Bundle>,Map<Resource, Bundle>,Map<Resource, List<Wire>>)",12,24,31
"org.apache.karaf.features.internal.service.Deployer.computeDeployment(DeploymentState,DeploymentRequest,SubsystemResolver)",6,25,27
"org.apache.karaf.features.internal.service.Deployer.deploy(DeploymentState,DeploymentRequest)",23,124,138
"org.apache.karaf.features.internal.service.Deployer.ensureAllClassesLoaded(Bundle)",1,3,3
"org.apache.karaf.features.internal.service.Deployer.featureId()",1,1,1
"org.apache.karaf.features.internal.service.Deployer.getBundleInputStream(Resource,Map<String, StreamProvider>)",3,1,3
"org.apache.karaf.features.internal.service.Deployer.getBundlesToStart(Collection<Bundle>,Bundle)",1,8,8
"org.apache.karaf.features.internal.service.Deployer.getBundlesToStop(Collection<Bundle>)",5,12,13
"org.apache.karaf.features.internal.service.Deployer.getRange(String,String)",1,4,4
"org.apache.karaf.features.internal.service.Deployer.getServiceUsage(ServiceReference,Collection<Bundle>)",1,3,4
"org.apache.karaf.features.internal.service.Deployer.isBundle(Resource)",1,1,1
"org.apache.karaf.features.internal.service.Deployer.isSubsystem(Resource)",1,1,1
"org.apache.karaf.features.internal.service.Deployer.isUpdateable(Resource)",1,1,1
"org.apache.karaf.features.internal.service.Deployer.logDeployment(Deployment,boolean)",2,9,9
"org.apache.karaf.features.internal.service.Deployer.mergeStates(FeatureState,FeatureState)",3,1,5
"org.apache.karaf.features.internal.service.Deployer.print(String,boolean)",1,1,1
"org.apache.karaf.features.internal.service.Deployer.propagateState(Map<Resource, FeatureState>,Resource,FeatureState,SubsystemResolver)",1,5,5
"org.apache.karaf.features.internal.service.Deployer.removeBundlesInState(Collection<Bundle>,int)",1,3,3
"org.apache.karaf.features.internal.service.Deployer.removeFragmentsAndBundlesInState(Collection<Bundle>,int)",1,4,4
"org.apache.karaf.features.internal.service.DeployerTest.FeatureEventMatcher.FeatureEventMatcher(FeatureEvent)",1,1,1
"org.apache.karaf.features.internal.service.DeployerTest.FeatureEventMatcher.appendTo(StringBuffer)",1,1,1
"org.apache.karaf.features.internal.service.DeployerTest.FeatureEventMatcher.eq(FeatureEvent)",1,1,1
"org.apache.karaf.features.internal.service.DeployerTest.FeatureEventMatcher.matches(Object)",2,3,4
"org.apache.karaf.features.internal.service.DeployerTest.createTestBundle(long,int,String,String)",1,2,2
"org.apache.karaf.features.internal.service.DeployerTest.testInstallSimpleFeature()",1,1,1
"org.apache.karaf.features.internal.service.DeployerTest.testPrerequisite()",1,1,2
"org.apache.karaf.features.internal.service.DeployerTest.testUpdateServiceBundle()",1,1,1
"org.apache.karaf.features.internal.service.DeployerTest.testUpdateSimpleFeature()",1,2,2
"org.apache.karaf.features.internal.service.EventAdminListener.EventAdminListener(BundleContext)",1,1,1
"org.apache.karaf.features.internal.service.EventAdminListener.featureEvent(FeatureEvent)",3,3,6
"org.apache.karaf.features.internal.service.EventAdminListener.repositoryEvent(RepositoryEvent)",3,3,6
"org.apache.karaf.features.internal.service.FeatureConfigInstaller.FeatureConfigInstaller(ConfigurationAdmin)",1,1,1
"org.apache.karaf.features.internal.service.FeatureConfigInstaller.convertToDict(Properties)",1,2,2
"org.apache.karaf.features.internal.service.FeatureConfigInstaller.createConfiguration(ConfigurationAdmin,String,String)",2,2,2
"org.apache.karaf.features.internal.service.FeatureConfigInstaller.createConfigurationKey(String,String)",1,1,2
"org.apache.karaf.features.internal.service.FeatureConfigInstaller.findExistingConfiguration(ConfigurationAdmin,String,String)",2,2,4
"org.apache.karaf.features.internal.service.FeatureConfigInstaller.installConfigurationFile(String,String,boolean)",3,6,6
"org.apache.karaf.features.internal.service.FeatureConfigInstaller.installFeatureConfigs(Feature)",1,8,8
"org.apache.karaf.features.internal.service.FeatureConfigInstaller.parsePid(String)",2,2,2
"org.apache.karaf.features.internal.service.FeatureConfigInstaller.substFinalName(String)",1,7,7
"org.apache.karaf.features.internal.service.FeatureConfigInstallerTest.substEqual(String,String)",1,1,1
"org.apache.karaf.features.internal.service.FeatureConfigInstallerTest.testSubstFinalName()",1,1,1
"org.apache.karaf.features.internal.service.FeatureFinder.getNames()",1,1,1
"org.apache.karaf.features.internal.service.FeatureFinder.getUriFor(String,String)",2,2,3
"org.apache.karaf.features.internal.service.FeatureFinder.replaceVersion(String,String)",2,2,2
"org.apache.karaf.features.internal.service.FeatureFinder.updated(Dictionary)",1,5,5
"org.apache.karaf.features.internal.service.FeatureValidationUtil.FeatureValidationUtil()",1,1,1
"org.apache.karaf.features.internal.service.FeatureValidationUtil.validate(URI)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.FeaturesServiceImpl(Bundle,BundleContext,StateStorage,FeatureFinder,EventAdminListener,ConfigurationAdmin,Resolver,RegionDigraph,String,String,String,String,String,Repository,int,long,int,String)",1,1,3
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.addRepository(URI)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.addRepository(URI,boolean)",3,1,3
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.addRequirements(Map<String, Set<String>>,EnumSet<Option>)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.bootDone()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.callListeners(FeatureEvent)",1,3,3
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.callListeners(RepositoryEvent)",1,3,3
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.checkResolve()",3,4,6
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.copyState()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.doProvision(Map<String, Set<String>>,Map<String, Map<String, FeatureState>>,State,EnumSet<Option>,String)",3,4,4
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.doProvisionInThread(Map<String, Set<String>>,Map<String, Map<String, FeatureState>>,State,EnumSet<Option>)",4,2,5
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.getDeploymentRequest(Map<String, Set<String>>,Map<String, Map<String, FeatureState>>,EnumSet<Option>,String)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.getDeploymentState(State)",1,8,8
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.getFeature(String)",2,1,2
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.getFeature(String,String)",2,1,2
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.getFeatureMatching(Map<String, Feature>,String)",2,9,11
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.getFeaturePattern(String,String)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.getFeatures()",2,8,10
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.getFeatures(String)",1,1,3
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.getFeatures(String,String)",1,4,4
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.getMavenConfig()",1,6,6
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.getRepository(String)",3,2,3
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.getRepository(URI)",3,2,3
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.getRepositoryName(URI)",1,2,2
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.getRepositoryNames()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.getRepositoryUriFor(String,String)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.getState(String)",2,2,2
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.installBundle(String,String,InputStream)",2,2,2
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.installFeature(Feature)",1,2,2
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.installFeature(Feature,EnumSet<Option>)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.installFeature(String)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.installFeature(String,EnumSet<Option>)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.installFeature(String,String)",1,1,2
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.installFeature(String,String,EnumSet<Option>)",1,1,2
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.installFeatures(Set<String>,EnumSet<Option>)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.installFeatures(Set<String>,String,EnumSet<Option>)",3,9,11
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.isBootDone()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.isInstalled(Feature)",1,2,2
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.isRequired(Feature)",1,2,2
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.join(List<String>)",1,3,3
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.listFeatures()",1,3,3
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.listInstalledFeatures()",1,4,4
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.listRepositories()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.listRequiredFeatures()",1,4,4
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.listRequiredRepositories()",1,3,3
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.listRequirements()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.loadRepository(URI)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.loadState()",1,2,2
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.normalize(String)",1,1,2
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.persistResolveRequest(DeploymentRequest)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.print(String,boolean)",1,2,2
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.refreshPackages(Collection<Bundle>)",1,2,2
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.refreshRepository(URI)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.registerListener(FeaturesListener)",1,5,5
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.removeRepository(URI)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.removeRepository(URI,boolean)",2,4,6
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.removeRequirements(Map<String, Set<String>>,EnumSet<Option>)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.replaceDigraph(Map<String, Map<String, Map<String, Set<String>>>>,Map<String, Set<Long>>)",1,9,9
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.resolveBundles(Set<Bundle>,Map<Resource, List<Wire>>,Map<Resource, Bundle>)",3,10,11
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.restoreRepository(URI)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.saveState()",1,4,4
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.saveState(State)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.setBundleStartLevel(Bundle,int)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.setResolutionOutputFile(String)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.startBundle(Bundle)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.stopBundle(Bundle,int)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.uninstall(Bundle)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.uninstallFeature(String)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.uninstallFeature(String,EnumSet<Option>)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.uninstallFeature(String,String)",1,1,2
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.uninstallFeature(String,String,EnumSet<Option>)",1,1,2
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.uninstallFeatures(Set<String>,EnumSet<Option>)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.uninstallFeatures(Set<String>,String,EnumSet<Option>)",3,11,13
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.unregisterListener(FeaturesListener)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.updateBundle(Bundle,String,InputStream)",1,1,2
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.updateFeaturesState(Map<String, Map<String, FeatureState>>,EnumSet<Option>)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.validateRepository(URI)",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImpl.writeResolve(Map<String, Set<String>>,EnumSet<Option>)",1,2,2
"org.apache.karaf.features.internal.service.FeaturesServiceImplTest.Storage.getInputStream()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImplTest.Storage.getOutputStream()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImplTest.setUp()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImplTest.testGetFeature()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImplTest.testGetFeatureHighestAvailable()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImplTest.testGetFeatureNotAvailable()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesServiceImplTest.testGetFeatureStripVersion()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesValidationTest.testNs10()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesValidationTest.testNs10NoName()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesValidationTest.testNs10NoNameUnmarshall()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesValidationTest.testNs10Unmarshall()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesValidationTest.testNs11()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesValidationTest.testNs11NoName()",1,1,2
"org.apache.karaf.features.internal.service.FeaturesValidationTest.testNs11Unmarshall()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesValidationTest.testNs12()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesValidationTest.testNs12Unmarshall()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesValidationTest.testNs13()",1,1,1
"org.apache.karaf.features.internal.service.FeaturesValidationTest.testNs13Unmarshall()",1,1,1
"org.apache.karaf.features.internal.service.Overrides.Overrides()",1,1,1
"org.apache.karaf.features.internal.service.Overrides.extractUrl(String)",2,1,2
"org.apache.karaf.features.internal.service.Overrides.loadOverrides(String)",1,6,6
