Package,PDcy,PDpt
"",0,0
"accumulo-handler",0,0
"accumulo-handler.src.java.org.apache.hadoop.hive.accumulo",13,8
"accumulo-handler.src.java.org.apache.hadoop.hive.accumulo.columns",4,8
"accumulo-handler.src.java.org.apache.hadoop.hive.accumulo.mr",8,1
"accumulo-handler.src.java.org.apache.hadoop.hive.accumulo.predicate",16,3
"accumulo-handler.src.java.org.apache.hadoop.hive.accumulo.predicate.compare",0,3
"accumulo-handler.src.java.org.apache.hadoop.hive.accumulo.serde",10,8
"accumulo-handler.src.test.org.apache.hadoop.hive.accumulo",12,0
"accumulo-handler.src.test.org.apache.hadoop.hive.accumulo.columns",4,0
"accumulo-handler.src.test.org.apache.hadoop.hive.accumulo.mr",14,0
"accumulo-handler.src.test.org.apache.hadoop.hive.accumulo.predicate",16,0
"accumulo-handler.src.test.org.apache.hadoop.hive.accumulo.predicate.compare",0,0
"accumulo-handler.src.test.org.apache.hadoop.hive.accumulo.serde",11,0
"accumulo-handler.src.test.queries.positive",0,0
"accumulo-handler.src.test.results.positive",0,0
"accumulo-handler.src.test.templates",0,0
"ant",0,0
"ant.src.org.apache.hadoop.hive.ant",0,0
"beeline",0,0
"beeline.src.java.org.apache.hive.beeline",4,3
"beeline.src.java.org.apache.hive.beeline.util",2,0
"beeline.src.main.resources",0,0
"beeline.src.test",0,0
"beeline.src.test.org.apache.hive.beeline",4,0
"bin",0,0
"bin.ext",0,0
"bin.ext.util",0,0
"checkstyle",0,0
"cli",0,0
"cli.src.java.org.apache.hadoop.hive.cli",15,16
"cli.src.test.org.apache.hadoop.hive.cli",10,0
"common",0,0
"common.src.java.org.apache.hadoop.hive.ant",2,0
"common.src.java.org.apache.hadoop.hive.common",2,47
"common.src.java.org.apache.hadoop.hive.common.classification",0,0
"common.src.java.org.apache.hadoop.hive.common.cli",1,5
"common.src.java.org.apache.hadoop.hive.common.io",0,23
"common.src.java.org.apache.hadoop.hive.common.metrics",0,2
"common.src.java.org.apache.hadoop.hive.common.type",1,48
"common.src.java.org.apache.hadoop.hive.conf",2,146
"common.src.java.org.apache.hive.common",1,3
"common.src.java.org.apache.hive.common.util",1,19
"common.src.main.resources",0,0
"common.src.scripts",0,0
"common.src.test.org.apache.hadoop.hive.common.metrics",1,0
"common.src.test.org.apache.hadoop.hive.common.type",1,0
"common.src.test.org.apache.hadoop.hive.conf",3,0
"common.src.test.org.apache.hive.common.util",0,0
"common.src.test.resources",0,0
"conf",0,0
"contrib",0,0
"contrib.data.files",0,0
"contrib.src.java.org.apache.hadoop.hive.contrib.fileformat.base64",2,0
"contrib.src.java.org.apache.hadoop.hive.contrib.genericudf.example",6,0
"contrib.src.java.org.apache.hadoop.hive.contrib.metastore.hooks",2,0
"contrib.src.java.org.apache.hadoop.hive.contrib.mr",0,1
"contrib.src.java.org.apache.hadoop.hive.contrib.mr.example",1,0
"contrib.src.java.org.apache.hadoop.hive.contrib.serde2",8,0
"contrib.src.java.org.apache.hadoop.hive.contrib.serde2.s3",2,0
"contrib.src.java.org.apache.hadoop.hive.contrib.udaf.example",2,0
"contrib.src.java.org.apache.hadoop.hive.contrib.udf",1,0
"contrib.src.java.org.apache.hadoop.hive.contrib.udf.example",1,0
"contrib.src.java.org.apache.hadoop.hive.contrib.udtf.example",5,0
