Interface,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"org.hsqldb.ErrorCode",0,0,0,132,297
"org.hsqldb.OpTypes",0,0,0,39,297
"org.hsqldb.SchemaObject",224,5,355,37,296
"org.hsqldb.SchemaObject.ParameterModes",0,0,0,4,297
"org.hsqldb.SchemaObject.ViewCheckModes",0,0,0,4,297
"org.hsqldb.SessionInterface",224,6,355,33,296
"org.hsqldb.StatementTypes",0,0,0,21,297
"org.hsqldb.Trigger",0,0,0,7,300
"org.hsqldb.cmdline.sqltool.TokenSource",2,1,2,3,8
"org.hsqldb.jdbc.pool.WrapperInvocationHandler.ConnectionPool",0,1,3,1,1
"org.hsqldb.jdbc.pool.WrapperInvocationHandler.StatementPool",0,1,2,2,2
"org.hsqldb.lib.Collection",0,1,1,47,378
"org.hsqldb.lib.FileAccess",0,1,1,14,299
"org.hsqldb.lib.FileAccess.FileSync",0,0,0,5,301
"org.hsqldb.lib.HsqlHeap",0,0,0,1,302
"org.hsqldb.lib.HsqlList",0,2,2,19,320
"org.hsqldb.lib.IntLookup",0,0,0,5,301
"org.hsqldb.lib.Iterator",0,0,0,61,389
"org.hsqldb.lib.ObjectComparator",0,0,0,8,322
"org.hsqldb.lib.Set",0,2,2,45,362
"org.hsqldb.lib.Storage",0,0,0,7,297
"org.hsqldb.lib.ThreadFactory",0,0,0,2,302
"org.hsqldb.navigator.RangeIterator",224,2,355,10,296
"org.hsqldb.navigator.RowIterator",224,2,355,16,296
"org.hsqldb.persist.CachedObject",224,2,355,13,296
"org.hsqldb.persist.PersistentStore",224,5,355,36,296
"org.hsqldb.persist.PersistentStoreCollection",224,1,355,6,296
"org.hsqldb.persist.ScaledRAInterface",224,2,355,4,296
"org.hsqldb.result.ResultConstants",0,0,0,13,297
"org.hsqldb.result.ResultLob.LobResultTypes",0,0,0,3,297
"org.hsqldb.rights.GrantConstants",0,0,0,4,297
"org.hsqldb.rowio.RowInputInterface",224,2,355,21,296
"org.hsqldb.rowio.RowOutputInterface",224,4,355,27,296
"org.hsqldb.server.HsqlSocketRequestHandler",0,0,0,3,297
"org.hsqldb.server.ServerConstants",0,0,0,7,297
"org.hsqldb.types.BlobData",224,2,355,24,296
"org.hsqldb.types.ClobData",224,2,355,24,296
"org.hsqldb.util.Traceable",0,0,0,13,21
"org.hsqldb.util.ZaurusComponent",0,0,0,3,5
"org.hsqldb.util.preprocessor.IResolver",0,0,0,4,4

