Chidamber-Kemerer metrics,Ter, 5 dez 2017 18:15:22 BRST
Class,CBO,DIT,LCOM,NOC,RFC,WMC
"org.apache.hadoop.fs.DefaultFileAccess",5,0,1,0,5,11
"org.apache.hadoop.fs.ProxyFileSystem",4,0,2,1,37,39
"org.apache.hadoop.fs.ProxyLocalFileSystem",1,0,1,0,4,5
"org.apache.hadoop.hive.accumulo.AccumuloConnectionParameters",8,0,1,1,11,16
"org.apache.hadoop.hive.accumulo.AccumuloHiveConstants",12,0,0,0,0,0
"org.apache.hadoop.hive.accumulo.AccumuloHiveRow",8,0,1,0,19,28
"org.apache.hadoop.hive.accumulo.AccumuloHiveRow.ColumnTuple",2,0,3,0,7,16
"org.apache.hadoop.hive.accumulo.AccumuloQTestUtil",2,1,1,0,4,2
"org.apache.hadoop.hive.accumulo.AccumuloStorageHandler",21,1,9,0,33,44
"org.apache.hadoop.hive.accumulo.AccumuloTestSetup",2,0,1,0,6,8
"org.apache.hadoop.hive.accumulo.LazyAccumuloMap",12,1,1,0,23,16
"org.apache.hadoop.hive.accumulo.LazyAccumuloRow",17,1,1,0,22,19
"org.apache.hadoop.hive.accumulo.TestAccumuloConnectionParameters",0,0,5,0,5,5
"org.apache.hadoop.hive.accumulo.TestAccumuloHiveRow",0,0,4,0,4,8
"org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler",8,0,2,0,21,15
"org.apache.hadoop.hive.accumulo.TestLazyAccumuloMap",10,0,1,0,9,5
"org.apache.hadoop.hive.accumulo.TestLazyAccumuloRow",16,0,1,0,11,3
"org.apache.hadoop.hive.accumulo.Utils",2,0,1,0,10,39
"org.apache.hadoop.hive.accumulo.columns.ColumnEncoding",16,n/a,4,n/a,13,21
"org.apache.hadoop.hive.accumulo.columns.ColumnMapper",12,0,3,0,11,23
"org.apache.hadoop.hive.accumulo.columns.ColumnMapping",8,0,4,0,7,6
"org.apache.hadoop.hive.accumulo.columns.ColumnMappingFactory",3,0,1,0,6,20
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloColumnMapping",7,0,1,0,7,10
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloMapColumnMapping",6,0,4,0,8,11
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloRowIdColumnMapping",8,0,0,0,2,2
"org.apache.hadoop.hive.accumulo.columns.HiveColumn",1,0,2,0,3,3
"org.apache.hadoop.hive.accumulo.columns.InvalidColumnMappingException",1,0,0,0,4,4
"org.apache.hadoop.hive.accumulo.columns.TestColumnEncoding",1,0,14,0,15,15
"org.apache.hadoop.hive.accumulo.columns.TestColumnMapper",6,0,1,0,7,10
"org.apache.hadoop.hive.accumulo.columns.TestColumnMappingFactory",2,0,6,0,14,13
"org.apache.hadoop.hive.accumulo.columns.TestHiveAccumuloColumnMapping",1,0,1,0,1,1
"org.apache.hadoop.hive.accumulo.columns.TestHiveRowIdColumnMapping",1,0,1,0,1,1
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloRecordReader",2,0,4,0,11,13
