Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"A",0,1,2,1,1
"A.Inner",0,0,0,0,0
"A.Inner.Inner2",0,1,1,0,0
"APrivate",0,1,1,1,2
"Alpha",0,0,0,1,1
"AntTimestamp",0,2,2,0,0
"AssertionMain",0,0,0,0,0
"AssertionTest",0,0,0,0,0
"B",0,0,0,4,6
"Beta",0,1,1,0,0
"C",0,0,0,1,1
"D",0,0,0,1,1
"E",0,1,3,0,0
"RemoteTimestampImpl",0,1,1,0,0
"Task1",0,1,304,0,0
"etc.testcases.taskdefs.javadoc.java.ClassToJavadoc",0,0,0,0,0
"org.apache.tools.ant.AntClassLoader",227,16,303,42,1.167
"org.apache.tools.ant.AntClassLoader.ResourceEnumeration",227,2,303,1,1.167
"org.apache.tools.ant.AntTypeDefinition",227,4,303,12,1.167
"org.apache.tools.ant.ArgumentProcessorRegistry",227,3,303,1,1.167
"org.apache.tools.ant.BuildEvent",227,4,303,35,1.167
"org.apache.tools.ant.BuildException",227,1,303,663,1.167
"org.apache.tools.ant.ComponentHelper",227,18,303,15,1.167
"org.apache.tools.ant.DefaultDefinitions",227,3,303,1,1.167
"org.apache.tools.ant.DefaultLogger",227,9,303,16,1.167
"org.apache.tools.ant.DemuxInputStream",227,1,303,1,1.167
"org.apache.tools.ant.DemuxOutputStream",227,2,303,2,1.167
"org.apache.tools.ant.DemuxOutputStream.BufferInfo",0,0,0,1,1.168
"org.apache.tools.ant.Diagnostics",227,10,303,2,1.167
"org.apache.tools.ant.DirectoryScanner",227,16,303,59,1.167
"org.apache.tools.ant.ExitException",0,0,0,4,29
"org.apache.tools.ant.ExitStatusException",227,2,303,5,1.167
"org.apache.tools.ant.ExtensionPoint",227,4,303,2,1.167
"org.apache.tools.ant.IntrospectionHelper",227,30,303,10,1.167
"org.apache.tools.ant.IntrospectionHelper.AddNestedCreator",227,3,303,1,1.167
"org.apache.tools.ant.IntrospectionHelper.AttributeSetter",227,3,303,1,1.167
"org.apache.tools.ant.IntrospectionHelper.CreateNestedCreator",227,2,303,1,1.167
"org.apache.tools.ant.IntrospectionHelper.Creator",227,5,303,3,1.167
"org.apache.tools.ant.IntrospectionHelper.MethodAndObject",0,0,0,1,1.168
"org.apache.tools.ant.IntrospectionHelper.NestedCreator",227,1,303,4,1.167
"org.apache.tools.ant.Location",227,1,303,35,1.167
"org.apache.tools.ant.MagicNames",0,1,2,29,1.168
"org.apache.tools.ant.Main",227,27,303,8,1.167
"org.apache.tools.ant.NoBannerLogger",0,4,304,1,1
"org.apache.tools.ant.PathTokenizer",227,1,303,2,1.167
"org.apache.tools.ant.Project",227,34,303,569,1.167
"org.apache.tools.ant.Project.AntRefTable",227,1,303,1,1.167
"org.apache.tools.ant.ProjectComponent",227,2,303,322,1.167
"org.apache.tools.ant.ProjectHelper",227,17,303,35,1.167
"org.apache.tools.ant.ProjectHelper.OnMissingExtensionPoint",0,1,1,3,1.168
"org.apache.tools.ant.ProjectHelperRepository",227,6,303,7,1.167
"org.apache.tools.ant.ProjectHelperRepository.ConstructingIterator",227,3,303,1,1.167
"org.apache.tools.ant.PropertyHelper",227,12,303,23,1.167
"org.apache.tools.ant.RuntimeConfigurable",227,20,303,14,1.167
"org.apache.tools.ant.RuntimeConfigurable.AttributeComponentInformation",0,0,0,1,1.168
"org.apache.tools.ant.RuntimeConfigurable.EnableAttributeConsumer",227,1,303,1,1.167
"org.apache.tools.ant.Target",227,12,303,36,1.167
"org.apache.tools.ant.Target.IfStringCondition",227,4,303,1,1.167
"org.apache.tools.ant.Target.UnlessStringCondition",227,4,303,1,1.167
"org.apache.tools.ant.Task",227,8,303,260,1.167
