Class,CBO,Command,CSA,CSO,CSOA,Cyclic,DIT,Dpt,Inner,Inner,LCOM,LOC,MPC,NAAC,NAIC,NCLOC,NOAC,NOC,NOIC,NOOC,NTP,OCavg,OCmax,OPavg,OSavg,OSmax,Query,RFC,STAT,SUB,WMC
"org.apache.tools.ant.taskdefs.optional.clearcase.CCMkdir",7,7,20,72,92,0,4,0,0,1,1,195,43,7,13,74,9,0,56,1,0,"1,80",4,"0,60","3,40",14,3,28,34,0,18
"org.apache.tools.ant.taskdefs.optional.clearcase.CCMkelem",7,13,30,83,113,0,4,0,0,1,1,369,65,17,13,138,20,0,56,1,0,"1,71",10,"0,57","2,81",20,8,40,59,0,36
"org.apache.tools.ant.taskdefs.optional.clearcase.CCMklabel",7,13,26,82,108,0,4,0,0,1,1,339,63,13,13,132,19,0,56,1,0,"1,75",7,"0,60","2,95",16,7,39,59,0,35
"org.apache.tools.ant.taskdefs.optional.clearcase.CCMklbtype",7,13,30,85,115,0,4,0,0,1,1,374,54,17,13,140,22,0,56,1,0,"1,57",8,"0,52","2,52",16,10,37,58,0,36
"org.apache.tools.ant.taskdefs.optional.clearcase.CCRmtype",7,11,26,81,107,0,4,0,0,1,1,318,49,13,13,120,18,0,56,1,0,"1,58",5,"0,53","2,79",15,8,33,53,0,30
"org.apache.tools.ant.taskdefs.optional.clearcase.CCUnCheckout",7,3,16,66,82,0,4,0,0,1,1,102,27,3,13,39,3,0,56,1,0,"2,00",4,"0,50","5,00",14,1,22,20,0,8
"org.apache.tools.ant.taskdefs.optional.clearcase.CCUnlock",7,8,17,74,91,0,4,0,0,1,4,209,45,4,13,81,11,0,56,1,0,"1,67",4,"0,58","3,17",14,4,32,38,0,20
"org.apache.tools.ant.taskdefs.optional.clearcase.CCUpdate",7,9,26,77,103,0,4,0,0,1,1,279,49,13,13,104,14,0,56,1,0,"1,60",6,"0,53","2,93",15,6,33,44,0,24
"org.apache.tools.ant.taskdefs.optional.clearcase.ClearCase",23,4,29,62,91,0,3,13,0,1,6,193,n/a,20,9,77,11,13,46,0,0,"1,09",2,"0,55","2,64",8,7,37,29,13,12
"org.apache.tools.ant.taskdefs.optional.depend.AntAnalyzer",4,1,7,41,48,0,2,1,0,1,2,101,35,0,7,75,2,0,23,0,0,"5,33",14,"0,67","16,67",49,1,30,50,0,16
"org.apache.tools.ant.taskdefs.optional.depend.ClassFile",8,1,3,15,18,0,1,4,0,0,1,75,19,3,0,42,3,0,11,0,0,"2,33",4,"0,33","8,33",13,2,18,25,0,7
"org.apache.tools.ant.taskdefs.optional.depend.ClassFileIterator",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.depend.ClassFileUtils",2,0,0,14,14,0,1,2,0,0,2,30,3,0,0,8,2,0,11,0,0,"1,00",1,"1,00","1,00",1,2,3,2,0,2
"org.apache.tools.ant.taskdefs.optional.depend.Depend",17,16,25,142,167,0,4,0,1,2,1,767,226,15,10,549,25,0,86,1,0,"4,08",22,"1,04","13,12",92,10,102,341,0,106
"org.apache.tools.ant.taskdefs.optional.depend.Depend.ClassFileInfo",1,0,4,12,16,0,1,1,0,0,0,14,0,4,0,6,0,0,11,0,0,n/a,n/a,"0,00",n/a,n/a,0,0,0,0,0
"org.apache.tools.ant.taskdefs.optional.depend.DirectoryIterator",3,0,2,16,18,0,1,0,0,1,1,113,16,2,0,54,2,0,11,0,0,"3,33",6,"1,00","10,67",19,2,20,32,0,10
"org.apache.tools.ant.taskdefs.optional.depend.JarFileIterator",2,0,1,15,16,0,1,0,0,1,1,50,10,1,0,32,1,0,11,0,0,"2,50",4,"0,50","9,50",17,1,13,19,0,5
"org.apache.tools.ant.taskdefs.optional.depend.constantpool.ClassCPInfo",7,2,5,23,28,16,2,6,0,0,1,61,5,2,3,21,2,0,13,2,0,"1,00",1,"0,40","1,40",2,2,10,7,0,5
"org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantCPInfo",9,1,4,21,25,16,2,8,0,0,1,38,n/a,1,3,12,2,7,15,0,0,"1,00",1,"1,00","1,00",1,1,4,3,7,3
"org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantPool",13,2,2,26,28,16,1,11,0,0,1,276,59,2,0,158,12,0,10,1,0,"2,79",4,"1,21","7,21",11,11,47,101,0,39
"org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantPoolEntry",17,2,17,19,36,16,1,17,0,0,4,176,n/a,17,0,91,5,8,11,0,0,"3,50",16,"0,71","9,33",49,4,23,56,15,21
"org.apache.tools.ant.taskdefs.optional.depend.constantpool.DoubleCPInfo",2,1,4,24,28,16,3,1,0,0,1,32,4,0,4,11,1,0,16,1,0,"1,00",1,"0,33","1,00",1,1,8,3,0,3
"org.apache.tools.ant.taskdefs.optional.depend.constantpool.FieldRefCPInfo",4,2,8,25,33,16,2,2,0,0,1,91,12,5,3,46,4,0,13,2,0,"1,14",2,"0,29","2,71",8,4,17,19,0,8
"org.apache.tools.ant.taskdefs.optional.depend.constantpool.FloatCPInfo",2,1,4,24,28,16,3,1,0,0,1,29,4,0,4,11,1,0,16,1,0,"1,00",1,"0,33","1,00",1,1,8,3,0,3
"org.apache.tools.ant.taskdefs.optional.depend.constantpool.IntegerCPInfo",2,1,4,24,28,16,3,1,0,0,1,29,4,0,4,11,1,0,16,1,0,"1,00",1,"0,33","1,00",1,1,8,3,0,3
"org.apache.tools.ant.taskdefs.optional.depend.constantpool.InterfaceMethodRefCPInfo",4,2,8,25,33,16,2,2,0,0,1,98,12,5,3,47,4,0,13,2,0,"1,14",2,"0,29","2,71",8,4,17,19,0,8
"org.apache.tools.ant.taskdefs.optional.depend.constantpool.InvokeDynamicCPInfo",4,2,7,25,32,16,3,1,0,0,1,57,9,3,4,28,1,0,15,2,0,"1,25",2,"0,50","2,75",5,1,12,11,0,5
"org.apache.tools.ant.taskdefs.optional.depend.constantpool.LongCPInfo",2,1,4,24,28,16,3,1,0,0,1,29,4,0,4,11,1,0,16,1,0,"1,00",1,"0,33","1,00",1,1,8,3,0,3
"org.apache.tools.ant.taskdefs.optional.depend.constantpool.MethodHandleCPInfo",3,2,7,22,29,16,2,1,1,0,1,59,9,4,3,28,1,0,13,2,0,"1,25",2,"0,50","2,75",5,1,12,11,0,5
"org.apache.tools.ant.taskdefs.optional.depend.constantpool.MethodHandleCPInfo.ReferenceKind",1,0,12,26,38,0,n/a,1,0,2,0,15,n/a,10,2,15,0,n/a,20,0,0,"1,00",1,"1,00","1,00",1,0,1,1,n/a,1
"org.apache.tools.ant.taskdefs.optional.depend.constantpool.MethodRefCPInfo",4,2,8,25,33,16,2,2,0,0,1,94,12,5,3,46,4,0,13,2,0,"1,14",2,"0,29","2,71",8,4,17,19,0,8
"org.apache.tools.ant.taskdefs.optional.depend.constantpool.MethodTypeCPInfo",4,2,6,25,31,16,3,1,0,0,1,54,7,2,4,27,1,0,15,2,0,"1,25",2,"0,50","2,25",4,1,10,9,0,5
"org.apache.tools.ant.taskdefs.optional.depend.constantpool.NameAndTypeCPInfo",7,2,7,24,31,16,2,6,0,0,1,79,9,4,3,34,3,0,13,2,0,"1,17",2,"0,33","2,17",5,3,12,13,0,7
"org.apache.tools.ant.taskdefs.optional.depend.constantpool.StringCPInfo",4,2,5,25,30,16,3,1,0,0,1,45,8,1,4,18,1,0,15,2,0,"1,00",1,"0,50","1,50",2,1,11,6,0,4
"org.apache.tools.ant.taskdefs.optional.depend.constantpool.Utf8CPInfo",6,1,4,22,26,16,2,6,0,0,1,39,2,1,3,15,2,0,14,1,0,"1,00",1,"0,25","1,00",1,2,6,4,0,4
"org.apache.tools.ant.taskdefs.optional.ejb.BorlandDeploymentTool",18,20,27,78,105,9,2,2,0,2,5,451,155,18,9,277,21,0,39,3,0,"1,92",5,"1,08","6,32",31,4,106,158,0,48
"org.apache.tools.ant.taskdefs.optional.ejb.BorlandGenerateClient",10,12,17,64,81,9,3,1,0,1,1,240,95,8,9,154,12,0,45,1,0,"2,00",6,"0,54","7,08",23,1,44,92,0,26
"org.apache.tools.ant.taskdefs.optional.ejb.DescriptorHandler",9,6,33,52,85,0,2,6,0,4,2,314,49,33,0,188,5,3,20,5,0,"3,64",8,"1,09","8,09",20,4,33,89,3,40
"org.apache.tools.ant.taskdefs.optional.ejb.EJBDeploymentTool",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.ejb.EjbJar",23,15,15,143,158,9,4,3,4,2,2,409,53,5,10,182,26,0,86,1,0,"1,44",5,"0,48","3,63",31,12,60,98,0,39
"org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.CMPVersion",3,0,4,21,25,0,2,2,0,0,1,18,0,2,2,10,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.Config",12,0,11,12,23,0,1,10,0,0,0,52,0,11,0,13,0,0,11,0,0,n/a,n/a,"0,00",n/a,n/a,0,1,0,0,0
"org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.DTDLocation",7,0,3,18,21,0,3,6,0,0,0,6,0,0,3,3,0,0,17,0,0,n/a,n/a,"0,00",n/a,n/a,0,0,0,0,0
"org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.NamingScheme",5,0,6,21,27,0,2,4,0,0,1,34,0,4,2,9,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool",27,16,20,49,69,9,1,8,0,1,1,783,184,20,0,471,32,6,11,0,0,"2,64",12,"1,00","7,73",52,16,125,255,7,87
"org.apache.tools.ant.taskdefs.optional.ejb.IPlanetDeploymentTool",11,8,17,61,78,9,2,1,0,1,3,335,62,8,9,160,5,0,35,7,0,"2,17",7,"1,17","6,42",31,4,48,77,0,26
"org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc",8,10,19,28,47,2,1,4,5,0,3,466,4,19,0,272,15,0,11,0,0,"3,00",2,"0,88","11,25",2,5,68,180,0,48
"org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.Classname",2,0,3,19,22,0,1,2,0,0,3,90,6,3,0,39,5,0,10,1,0,"1,29",3,"0,29","2,29",9,6,12,16,0,9
"org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.EjbInfo",5,17,10,45,55,2,1,2,0,0,2,393,77,10,0,284,31,0,10,1,0,"1,70",10,"0,64","4,30",45,15,57,142,0,56
"org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.EjbcException",4,0,5,44,49,0,3,4,0,1,0,15,1,0,5,5,0,0,26,0,0,"1,00",1,"1,00","1,00",1,0,2,1,0,1
"org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.EjbcHandler",2,6,12,51,63,2,2,1,0,4,2,252,54,12,0,137,5,0,21,4,0,"3,40",10,"1,20","7,40",21,3,39,74,0,34
"org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.RedirectOutput",1,1,25,68,93,0,2,1,0,1,1,41,4,1,24,23,0,0,42,1,0,"1,50",2,"0,50","4,50",8,0,8,9,0,3
"org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbcTask",6,10,16,64,80,0,3,0,0,1,1,266,42,7,9,132,12,0,45,1,0,"1,85",8,"0,62","4,85",21,3,35,63,0,24
"org.apache.tools.ant.taskdefs.optional.ejb.InnerClassFilenameFilter",1,0,1,15,16,0,1,1,0,1,1,30,6,1,0,17,1,0,11,0,0,"2,00",2,"1,50","3,50",4,1,6,7,0,4
"org.apache.tools.ant.taskdefs.optional.ejb.JbossDeploymentTool",6,3,13,54,67,9,2,1,0,1,2,79,21,4,9,49,2,0,39,3,0,"2,00",4,"0,80","4,00",13,2,17,20,0,10
"org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool",15,22,41,76,117,9,2,1,0,1,1,668,161,32,9,393,20,0,35,7,0,"2,59",18,"1,26","7,85",75,5,89,212,0,70
"org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool",17,23,43,79,122,9,2,2,0,1,3,743,212,34,9,453,25,1,37,5,0,"2,48",20,"1,10","7,61",94,7,131,236,1,77
"org.apache.tools.ant.taskdefs.optional.ejb.WeblogicTOPLinkDeploymentTool",7,4,28,84,112,9,3,1,0,1,2,76,10,3,25,42,2,0,66,3,0,"1,60",2,"1,00","3,00",5,1,16,15,0,8
"org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool",16,24,37,80,117,9,2,1,0,1,3,706,208,28,9,435,26,0,37,5,0,"2,56",20,"1,10","7,19",94,7,124,230,0,82
"org.apache.tools.ant.taskdefs.optional.extension.Compatability",0,0,1,14,15,0,1,0,0,0,0,36,0,1,0,9,0,0,10,1,0,"1,00",1,"0,50","1,00",1,1,2,2,0,2
"org.apache.tools.ant.taskdefs.optional.extension.Compatibility",2,0,1,14,15,0,1,2,0,0,0,36,0,1,0,9,0,0,10,1,0,"1,00",1,"0,50","1,00",1,1,2,2,0,2
"org.apache.tools.ant.taskdefs.optional.extension.DeweyDecimal",1,0,1,28,29,0,2,0,0,1,0,32,2,0,1,9,0,0,22,0,0,"1,00",1,"1,00","1,00",1,0,4,2,0,2
"org.apache.tools.ant.taskdefs.optional.extension.Extension",15,3,21,34,55,0,1,11,0,0,1,584,103,21,0,321,20,0,10,1,0,"2,59",8,"1,32","7,41",36,18,53,163,0,57
"org.apache.tools.ant.taskdefs.optional.extension.ExtensionAdapter",10,9,12,54,66,0,3,5,0,1,1,173,19,7,5,85,9,0,37,2,0,"1,55",5,"0,73","3,00",13,2,21,33,0,17
"org.apache.tools.ant.taskdefs.optional.extension.ExtensionResolver",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.extension.ExtensionSet",12,5,7,50,57,0,3,2,0,1,1,115,39,2,5,67,4,0,37,3,0,"2,29",5,"1,00","4,71",11,2,29,33,0,16
"org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil",14,3,0,19,19,0,1,4,0,0,3,169,43,0,0,115,6,0,11,0,0,"2,43",4,"2,14","8,14",19,3,40,57,0,17
"org.apache.tools.ant.taskdefs.optional.extension.ExtraAttribute",2,3,2,17,19,0,1,1,0,0,1,57,0,2,0,25,5,0,11,0,0,"1,40",3,"0,40","2,00",6,2,6,10,0,7
"org.apache.tools.ant.taskdefs.optional.extension.JarLibAvailableTask",9,6,13,57,70,0,3,0,0,1,1,118,20,4,9,69,5,0,45,1,0,"2,83",7,"0,67","6,67",21,0,22,40,0,17
"org.apache.tools.ant.taskdefs.optional.extension.JarLibDisplayTask",8,4,11,55,66,0,3,0,0,1,1,85,15,2,9,44,3,0,45,1,0,"2,50",4,"0,50","6,50",15,0,19,26,0,10
"org.apache.tools.ant.taskdefs.optional.extension.JarLibManifestTask",10,11,16,63,79,0,3,0,0,1,1,238,48,7,9,115,11,0,45,1,0,"1,83",3,"1,25","5,67",18,1,47,68,0,22
"org.apache.tools.ant.taskdefs.optional.extension.JarLibResolveTask",12,12,14,63,77,0,3,0,0,1,1,215,42,5,9,118,11,0,45,1,0,"2,00",6,"0,75","5,50",25,0,30,66,0,24
"org.apache.tools.ant.taskdefs.optional.extension.LibFileSet",3,3,18,151,169,0,5,2,0,4,3,88,0,3,15,24,6,0,110,0,0,"1,00",1,"0,50","1,00",1,3,6,6,0,6
"org.apache.tools.ant.taskdefs.optional.extension.LibraryDisplayer",6,4,0,17,17,0,1,1,0,0,1,116,31,0,0,78,5,0,11,0,0,"3,40",10,"1,20","11,80",39,1,22,59,0,17
"org.apache.tools.ant.taskdefs.optional.extension.Specification",5,0,19,31,50,0,1,1,0,0,1,509,106,19,0,286,16,0,10,1,0,"2,63",8,"1,37","6,95",31,17,52,132,0,50
"org.apache.tools.ant.taskdefs.optional.extension.resolvers.AntResolver",7,4,3,19,22,0,1,1,0,1,1,77,11,3,0,47,5,0,10,1,0,"1,50",3,"0,83","3,83",13,2,19,23,0,9
"org.apache.tools.ant.taskdefs.optional.extension.resolvers.LocationResolver",5,1,1,16,17,0,1,1,0,1,1,36,1,1,0,17,2,0,10,1,0,"1,33",2,"1,00","2,00",4,2,5,6,0,4
"org.apache.tools.ant.taskdefs.optional.extension.resolvers.URLResolver",7,4,3,20,23,0,1,1,0,1,1,94,10,3,0,61,6,0,10,1,0,"1,86",4,"0,71","4,86",13,3,17,34,0,13
"org.apache.tools.ant.taskdefs.optional.i18n.Translate",11,18,36,134,170,0,4,0,0,2,1,531,122,26,10,314,17,0,86,1,0,"3,50",13,"1,00","10,06",39,0,74,181,0,63
"org.apache.tools.ant.taskdefs.optional.image.Image",18,17,19,135,154,0,4,0,0,2,1,327,68,9,10,205,18,0,86,1,0,"2,42",9,"1,05","6,00",37,2,59,114,0,46
"org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool",8,7,5,29,34,5,1,4,0,1,5,150,n/a,5,0,56,12,2,11,0,0,"1,33",4,"0,36","1,58",6,7,19,19,3,16
"org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool",7,4,8,38,46,5,2,2,0,1,2,104,13,3,5,40,7,1,21,2,0,"1,11",2,"0,22","1,78",5,5,24,16,1,10
"org.apache.tools.ant.taskdefs.optional.j2ee.HotDeploymentTool",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.j2ee.JonasHotDeploymentTool",10,5,14,45,59,5,3,1,0,1,1,192,60,7,7,100,4,0,28,3,0,"3,14",12,"0,57","7,57",31,2,28,53,0,22
"org.apache.tools.ant.taskdefs.optional.j2ee.ServerDeploy",7,6,12,59,71,5,3,5,0,1,3,111,11,3,9,37,7,0,45,1,0,"1,12",2,"0,62","1,88",5,2,17,15,0,9
"org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool",7,5,11,40,51,5,2,1,0,1,2,195,64,6,5,107,10,0,22,1,0,"2,18",5,"0,27","4,18",10,6,33,46,0,24
"org.apache.tools.ant.taskdefs.optional.javacc.JJDoc",12,7,21,60,81,0,3,0,0,1,1,157,54,12,9,114,7,0,45,1,0,"2,33",6,"1,00","6,00",29,1,52,54,0,21
"org.apache.tools.ant.taskdefs.optional.javacc.JJTree",12,17,29,74,103,0,3,0,0,1,1,317,97,20,9,211,21,0,45,1,0,"2,13",8,"1,00","4,17",36,5,78,96,0,49
"org.apache.tools.ant.taskdefs.optional.javacc.JavaCC",14,27,51,85,136,0,3,2,0,1,1,468,83,42,9,290,32,0,45,1,0,"2,29",16,"1,03","3,71",47,6,79,126,0,78
"org.apache.tools.ant.taskdefs.optional.javah.Gcjh",10,0,1,15,16,5,1,1,0,1,1,53,38,1,0,45,2,0,11,0,0,"4,50",7,"1,00","14,50",22,2,26,29,0,9
"org.apache.tools.ant.taskdefs.optional.javah.JavahAdapter",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.javah.JavahAdapterFactory",11,0,0,16,16,5,1,1,0,0,1,90,13,0,0,41,4,0,11,0,0,"2,75",5,"1,75","4,00",9,4,11,16,0,11
"org.apache.tools.ant.taskdefs.optional.javah.Kaffeh",10,0,1,15,16,5,1,1,0,1,1,58,38,1,0,45,2,0,11,0,0,"4,50",7,"1,00","14,50",22,2,26,29,0,9
"org.apache.tools.ant.taskdefs.optional.javah.SunJavah",10,0,1,15,16,5,1,1,0,1,1,83,58,1,0,68,2,0,11,0,0,"6,50",11,"1,00","22,00",30,2,35,44,0,13
"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask",18,12,26,80,106,0,3,0,1,1,1,559,135,17,9,350,28,0,45,1,0,"2,45",13,"0,52","6,41",66,17,93,186,0,71
"org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.FormatAttribute",2,0,3,21,24,0,2,1,0,0,1,14,0,1,2,6,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.optional.jlink.ClassNameReader",2,0,1,13,14,0,1,1,0,0,1,33,5,1,0,18,1,0,11,0,0,"2,00",2,"1,00","12,00",12,1,6,12,0,2
"org.apache.tools.ant.taskdefs.optional.jlink.ConstantPool",1,0,14,13,27,0,1,1,0,0,0,65,10,14,0,50,0,0,11,0,0,"11,00",11,"1,00","40,00",40,0,13,40,0,11
"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask",7,5,14,126,140,0,4,0,0,2,1,140,29,4,10,81,9,0,86,1,0,"2,00",5,"0,50","3,90",18,5,28,39,0,20
"org.apache.tools.ant.taskdefs.optional.jlink.jlink",4,12,7,28,35,0,1,1,0,0,1,347,100,7,0,234,16,0,11,0,0,"2,94",6,"1,62","9,19",23,4,73,147,0,47
"org.apache.tools.ant.taskdefs.optional.jsp.Jasper41Mangler",3,0,0,17,17,0,1,2,0,1,2,65,18,0,0,40,3,0,11,0,0,"3,00",5,"1,00","10,33",17,3,15,31,0,9
"org.apache.tools.ant.taskdefs.optional.jsp.JspC",16,21,27,157,184,4,4,3,1,2,8,573,0,17,10,305,40,0,86,1,0,"1,78",4,"0,66","3,32",7,20,84,136,0,73
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.WebAppParameter",2,1,1,14,15,0,1,2,0,0,1,24,0,1,0,9,2,0,11,0,0,"1,00",1,"0,50","1,00",1,1,2,2,0,2
"org.apache.tools.ant.taskdefs.optional.jsp.JspMangler",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler",5,0,1,19,20,0,1,2,0,1,2,119,21,1,0,70,5,0,11,0,0,"2,60",6,"1,00","8,00",21,5,18,40,0,13
"org.apache.tools.ant.taskdefs.optional.jsp.WLJspc",10,6,16,124,140,0,4,0,0,2,1,262,53,6,10,143,7,0,86,1,0,"3,25",9,"1,00","12,50",52,2,52,100,0,26
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.DefaultJspCompilerAdapter",8,5,2,24,26,4,1,1,0,1,6,106,n/a,2,0,55,8,1,11,0,0,"1,62",3,"1,50","3,25",14,3,23,26,1,13
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC",16,0,2,30,32,4,2,1,0,1,2,135,70,1,1,97,5,0,19,0,0,"2,33",4,"0,17","10,00",25,5,51,60,0,14
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapter",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapterFactory",11,0,0,16,16,4,1,2,0,0,1,90,8,0,0,37,3,0,11,0,0,"1,50",3,"1,75","3,25",7,3,11,13,0,6
"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer",19,8,12,27,39,2,1,3,1,0,2,255,62,12,0,140,14,0,11,0,0,"1,67",5,"0,47","5,07",31,6,68,76,0,25
"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.Format",2,0,2,21,23,2,2,1,0,0,1,12,0,0,2,5,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.taskdefs.optional.junit.ArrayEnumeration",2,0,2,17,19,0,1,1,0,1,1,42,1,2,0,19,2,0,11,0,0,"1,33",2,"0,33","2,67",5,2,4,8,0,4
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest",6,13,13,35,48,0,1,5,0,0,11,193,n/a,13,0,89,23,2,11,0,0,"1,13",2,"0,57","1,17",3,10,27,27,2,26
"org.apache.tools.ant.taskdefs.optional.junit.BatchTest",12,3,15,44,59,0,2,1,0,0,1,156,49,2,13,76,8,0,34,0,0,"1,89",5,"0,67","5,56",16,5,45,50,0,17
"org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter",8,14,8,36,44,0,1,0,0,3,2,234,70,8,0,143,15,0,11,0,0,"1,56",5,"1,38","4,44",27,1,43,71,0,25
"org.apache.tools.ant.taskdefs.optional.junit.CompoundEnumeration",2,0,2,17,19,0,1,1,0,1,1,68,3,2,0,22,2,0,11,0,0,"2,00",3,"0,33","3,00",5,2,6,9,0,6
"org.apache.tools.ant.taskdefs.optional.junit.Constants",2,0,16,13,29,0,1,2,0,0,0,24,0,16,0,20,0,0,11,0,0,"1,00",1,"0,00","0,00",0,0,1,0,0,1
"org.apache.tools.ant.taskdefs.optional.junit.CustomJUnit4TestAdapterCache",2,0,1,4,5,0,1,1,0,0,2,49,17,1,0,43,3,0,0,0,0,"1,22",2,"0,75","1,56",4,3,5,14,0,11
"org.apache.tools.ant.taskdefs.optional.junit.DOMUtil",4,0,0,17,17,0,1,2,2,0,3,148,37,0,0,101,4,0,11,0,0,"5,40",14,"1,80","16,20",48,4,34,81,0,27
"org.apache.tools.ant.taskdefs.optional.junit.DOMUtil.NodeFilter",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.optional.junit.DOMUtil.NodeListImpl",1,0,5,159,164,0,4,1,0,7,2,23,2,1,4,13,2,0,98,0,0,"1,00",1,"0,50","2,00",3,2,4,4,0,2
"org.apache.tools.ant.taskdefs.optional.junit.Enumerations",4,0,0,15,15,0,1,2,0,0,2,28,0,0,0,10,2,0,11,0,0,"1,00",1,"0,67","0,67",1,2,5,2,0,3
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder",9,23,9,59,68,0,2,0,1,5,14,311,15,6,3,163,22,0,18,2,0,"1,50",2,"0,88","3,67",2,1,64,88,0,36
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.TestInfos",1,0,2,18,20,0,1,1,0,1,1,49,13,2,0,26,1,0,8,3,0,"1,20",2,"0,60","2,00",4,4,11,10,0,6
"org.apache.tools.ant.taskdefs.optional.junit.FormatterElement",15,11,12,29,41,0,1,5,2,0,2,285,3,12,0,153,17,0,11,0,0,"1,76",7,"0,76","3,88",35,6,37,66,0,30
"org.apache.tools.ant.taskdefs.optional.junit.FormatterElement.DelayedFileOutputStream",1,3,2,25,27,0,2,1,0,3,1,34,3,2,0,28,1,0,13,2,0,"1,75",2,"0,50","2,25",4,0,9,9,0,7
