Package,PDcy,PDpt
"",0,0
"org.apache.nutch.crawl",8,15
"org.apache.nutch.fetcher",8,6
"org.apache.nutch.indexer",9,4
"org.apache.nutch.metadata",2,13
"org.apache.nutch.net",2,8
"org.apache.nutch.net.protocols",1,2
"org.apache.nutch.parse",10,11
"org.apache.nutch.plugin",1,6
"org.apache.nutch.protocol",4,10
"org.apache.nutch.scoring",5,6
"org.apache.nutch.scoring.webgraph",5,2
"org.apache.nutch.segment",7,2
"org.apache.nutch.service",6,5
"org.apache.nutch.service.impl",11,2
"org.apache.nutch.service.model.request",1,4
"org.apache.nutch.service.model.response",3,3
"org.apache.nutch.service.resources",6,2
"org.apache.nutch.tools",9,0
"org.apache.nutch.tools.arc",8,0
"org.apache.nutch.tools.warc",5,0
"org.apache.nutch.util",5,16
"org.apache.nutch.util.domain",2,1
"org.apache.nutch.webui",2,0
"org.apache.nutch.webui.client",3,2
"org.apache.nutch.webui.client.impl",3,2
"org.apache.nutch.webui.client.model",1,9
"org.apache.nutch.webui.config",2,0
"org.apache.nutch.webui.model",1,11
"org.apache.nutch.webui.pages",8,5
"org.apache.nutch.webui.pages.assets",0,1
"org.apache.nutch.webui.pages.components",0,4
"org.apache.nutch.webui.pages.crawls",5,1
"org.apache.nutch.webui.pages.instances",5,1
"org.apache.nutch.webui.pages.menu",0,1
"org.apache.nutch.webui.pages.seed",4,1
"org.apache.nutch.webui.pages.settings",4,1
"org.apache.nutch.webui.service",2,6
"org.apache.nutch.webui.service.impl",5,0

