Class,CBO,CSA,CSO,CSOA,Dcy*,DIT,Inner,LCOM,LOC,NCLOC,NOC,NOIC,NOOC,OCavg,Query,RFC,WMC
"net.sourceforge.jvlt.JVLT",41,7,8,15,2,0,0,2,72,61,0,0,0,"1,00",6,10,8
"net.sourceforge.jvlt.actions.AddDictObjectAction",7,2,7,9,4,3,0,0,5,5,0,3,0,"1,00",0,2,1
"net.sourceforge.jvlt.actions.DictAction",8,1,4,5,1,1,0,0,2,2,6,2,0,n/a,0,0,0
"net.sourceforge.jvlt.actions.DictObjectAction",11,2,6,8,3,2,0,1,10,10,4,2,0,"1,00",1,2,2
"net.sourceforge.jvlt.actions.EditDictObjectAction",10,4,13,17,5,3,0,1,27,27,1,3,0,"1,00",2,10,7
"net.sourceforge.jvlt.actions.EditEntriesAction",8,2,8,10,22,2,0,1,24,24,0,2,0,"1,75",1,7,7
"net.sourceforge.jvlt.actions.EditEntryAction",12,5,17,22,21,4,0,1,53,53,0,6,2,"3,50",0,14,14
"net.sourceforge.jvlt.actions.ImportAction",5,5,9,14,18,2,0,4,25,25,0,2,0,"1,00",4,5,5
"net.sourceforge.jvlt.actions.LanguageChangeAction",3,3,7,10,2,2,0,2,14,14,0,2,0,"1,00",2,3,3
"net.sourceforge.jvlt.actions.MoveSenseAction",4,4,9,13,17,3,0,2,15,15,0,3,0,"1,00",2,4,3
"net.sourceforge.jvlt.actions.QueryAction",3,1,4,5,1,1,0,0,2,2,1,2,0,n/a,0,0,0
"net.sourceforge.jvlt.actions.RemoveEntriesAction",11,5,10,15,28,2,0,1,87,86,0,2,0,"3,50",3,21,21
"net.sourceforge.jvlt.actions.RemoveExamplesAction",4,2,6,8,18,2,0,1,9,9,0,2,0,"1,00",1,2,2
"net.sourceforge.jvlt.actions.RemoveSenseAction",4,3,8,11,17,3,0,1,10,10,0,3,0,"1,00",1,3,2
"net.sourceforge.jvlt.actions.StatsUpdateAction",6,8,14,22,19,2,0,1,84,83,0,2,0,"1,80",4,20,18
"net.sourceforge.jvlt.actions.UndoableAction",14,1,4,5,0,0,0,1,15,15,2,0,0,"1,00",1,4,4
"net.sourceforge.jvlt.core.ArraySchemaAttribute",10,5,19,24,5,2,0,0,8,8,0,13,0,"1,00",0,3,2
"net.sourceforge.jvlt.core.AttributeChoice",8,3,8,11,0,0,0,2,43,42,0,0,0,"1,38",6,8,11
"net.sourceforge.jvlt.core.ChoiceSchemaAttribute",11,5,17,22,4,1,0,1,44,44,1,7,1,"1,29",3,11,9
"net.sourceforge.jvlt.core.Dict",49,8,20,28,23,0,0,2,167,163,0,0,0,"2,05",14,30,41
"net.sourceforge.jvlt.core.DictException",15,1,1,2,0,0,0,0,6,6,0,0,0,"1,00",0,1,1
"net.sourceforge.jvlt.core.Entry",77,15,54,69,13,0,1,2,285,273,0,0,0,"1,23",25,65,64
"net.sourceforge.jvlt.core.Entry.Comparator",4,0,2,2,14,0,0,1,36,36,0,0,0,"5,00",2,3,10
"net.sourceforge.jvlt.core.Entry.Stats",7,7,4,11,1,0,1,1,34,34,0,0,0,"2,50",1,2,5
"net.sourceforge.jvlt.core.Entry.Stats.UserFlag",8,5,5,10,1,n/a,0,2,45,45,n/a,0,0,"3,00",4,6,15
"net.sourceforge.jvlt.core.EntryAttributeSchema",10,3,7,10,2,0,0,2,43,43,0,0,0,"1,29",4,8,9
"net.sourceforge.jvlt.core.EntryClass",18,7,16,23,1,0,0,3,105,94,0,0,0,"1,44",12,18,23
"net.sourceforge.jvlt.core.Example",37,3,21,24,15,0,1,1,130,116,0,0,0,"1,47",10,22,28
"net.sourceforge.jvlt.core.Example.Comparator",3,0,2,2,16,0,0,1,9,9,0,0,0,"1,00",2,3,2
"net.sourceforge.jvlt.core.Example.TextFragment",16,2,9,11,14,0,0,2,33,33,0,0,0,"1,00",3,9,9
