Class,CBO,CSA,CSO,CSOA,Dcy*,DIT,Inner,LCOM,LOC,NCLOC,NOC,NOIC,NOOC,OCavg,Query,RFC,WMC
"fr.jayasoft.ivy.AbstractArtifact",6,0,36,36,200,1,2,6,53,49,2,8,3,"1,30",9,31,13
"fr.jayasoft.ivy.Artifact",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8,n/a
"fr.jayasoft.ivy.ArtifactId",13,4,20,24,2,1,0,4,64,44,0,8,3,"1,12",7,12,9
"fr.jayasoft.ivy.ArtifactInfo",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"fr.jayasoft.ivy.ArtifactOrigin",10,2,15,17,0,1,0,2,19,14,0,11,0,"1,00",2,3,3
"fr.jayasoft.ivy.ArtifactRevisionId",9,8,41,49,200,2,1,3,70,61,0,17,3,"1,08",11,30,14
"fr.jayasoft.ivy.Configuration",14,11,46,57,200,3,1,3,125,91,0,20,3,"1,92",8,25,25
"fr.jayasoft.ivy.Configuration.Visibility",8,3,15,18,0,1,0,1,20,20,0,10,1,"1,67",2,5,5
"fr.jayasoft.ivy.ConflictManager",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"fr.jayasoft.ivy.DefaultArtifact",22,3,52,55,200,2,2,9,74,70,0,20,0,"1,31",13,31,21
"fr.jayasoft.ivy.DefaultDependencyArtifactDescriptor",9,6,35,41,200,1,1,4,94,83,0,8,3,"1,53",11,31,23
"fr.jayasoft.ivy.DefaultDependencyDescriptor",29,14,82,96,200,1,2,2,361,293,0,10,1,"1,73",34,107,76
"fr.jayasoft.ivy.DefaultModuleDescriptor",40,18,97,115,200,1,2,3,373,331,0,10,1,"1,62",36,141,91
"fr.jayasoft.ivy.DefaultModuleDescriptor.ModuleIdMatcher",4,2,14,16,200,1,0,1,11,11,0,11,0,"1,00",1,3,2
"fr.jayasoft.ivy.DefaultModuleRevision",7,6,32,38,200,1,1,6,56,52,0,8,3,"1,08",11,18,13
"fr.jayasoft.ivy.DefaultPublishingDRResolver",6,0,14,14,201,1,1,1,5,5,1,11,0,"1,00",1,2,1
"fr.jayasoft.ivy.DependencyArtifactDescriptor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8,n/a
"fr.jayasoft.ivy.DependencyDescriptor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a
"fr.jayasoft.ivy.DependencyResolver",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13,n/a
"fr.jayasoft.ivy.Ivy",183,46,217,263,200,1,2,5,2.618,2.190,0,11,0,"2,47",116,570,514
