Package,PDcy,PDpt
"",0,0
"org",0,0
"org.apache",0,0
"org.apache.xerces",0,0
"org.apache.xerces.dom",8,3
"org.apache.xerces.dom.events",2,1
"org.apache.xerces.dom.traversal",4,1
"org.apache.xerces.domx",5,2
"org.apache.xerces.domx.events",1,2
"org.apache.xerces.domx.traversal",1,2
"org.apache.xerces.framework",7,6
"org.apache.xerces.msg",0,0
"org.apache.xerces.parsers",8,3
"org.apache.xerces.readers",4,6
"org.apache.xerces.utils",1,7
"org.apache.xerces.validators",0,0
"org.apache.xerces.validators.datatype",1,2
"org.apache.xerces.validators.dtd",5,2
"org.apache.xerces.validators.schema",9,3
"org.w3c",0,0
"org.w3c.dom",0,8
"org.xml",0,0
"org.xml.sax",0,7
"org.xml.sax.helpers",1,2
"org.xml.sax.misc",1,1

