Interface,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"org.eclipse.jdt.core.IAccessRule",0,0,0,11,1.179
"org.eclipse.jdt.core.IAnnotatable",1.103,2,1.408,10,1.176
"org.eclipse.jdt.core.IAnnotation",1.103,4,1.408,21,1.176
"org.eclipse.jdt.core.IBuffer",1.103,3,1.408,26,1.176
"org.eclipse.jdt.core.IBuffer.ITextEditCapability",1.103,1,1.408,1,1.176
"org.eclipse.jdt.core.IBufferChangedListener",1.103,1,1.408,3,1.176
"org.eclipse.jdt.core.IBufferFactory",1.103,2,1.408,8,1.176
"org.eclipse.jdt.core.IClassFile",1.103,8,1.408,24,1.176
"org.eclipse.jdt.core.IClasspathAttribute",0,0,0,9,1.179
"org.eclipse.jdt.core.IClasspathContainer",0,1,3,14,1.177
"org.eclipse.jdt.core.IClasspathEntry",0,2,2,51,1.178
"org.eclipse.jdt.core.ICodeAssist",1.103,6,1.408,2,1.176
"org.eclipse.jdt.core.ICodeCompletionRequestor",0,0,0,5,1.177
"org.eclipse.jdt.core.ICodeFormatter",0,0,0,2,1.177
"org.eclipse.jdt.core.ICompilationUnit",1.103,12,1.408,86,1.176
"org.eclipse.jdt.core.ICompletionRequestor",0,1,2,11,1.179
"org.eclipse.jdt.core.ICorrectionRequestor",0,0,0,1,1
"org.eclipse.jdt.core.IElementChangedListener",1.103,1,1.408,4,1.176
"org.eclipse.jdt.core.IField",1.103,3,1.408,21,1.176
"org.eclipse.jdt.core.IImportContainer",1.103,4,1.408,5,1.176
"org.eclipse.jdt.core.IImportDeclaration",1.103,4,1.408,14,1.176
"org.eclipse.jdt.core.IInitializer",1.103,1,1.408,12,1.176
"org.eclipse.jdt.core.IJarEntryResource",1.103,1,1.408,6,1.176
"org.eclipse.jdt.core.IJavaElement",1.103,4,1.408,230,1.176
"org.eclipse.jdt.core.IJavaElementDelta",1.103,2,1.408,20,1.176
"org.eclipse.jdt.core.IJavaModel",1.103,5,1.408,20,1.176
"org.eclipse.jdt.core.IJavaModelMarker",1.103,1,1.408,8,1.176
"org.eclipse.jdt.core.IJavaModelStatus",1.103,1,1.408,33,1.176
"org.eclipse.jdt.core.IJavaModelStatusConstants",0,0,0,47,1.177
"org.eclipse.jdt.core.IJavaProject",1.103,12,1.408,93,1.176
"org.eclipse.jdt.core.ILocalVariable",1.103,6,1.408,10,1.176
"org.eclipse.jdt.core.IMember",1.103,10,1.408,62,1.176
"org.eclipse.jdt.core.IMemberValuePair",0,0,0,13,1.177
"org.eclipse.jdt.core.IMethod",1.103,6,1.408,38,1.176
"org.eclipse.jdt.core.IOpenable",1.103,2,1.408,45,1.176
"org.eclipse.jdt.core.IPackageDeclaration",1.103,3,1.408,7,1.176
"org.eclipse.jdt.core.IPackageFragment",1.103,8,1.408,47,1.176
"org.eclipse.jdt.core.IPackageFragmentRoot",1.103,6,1.408,54,1.176
"org.eclipse.jdt.core.IParent",1.103,2,1.408,26,1.176
"org.eclipse.jdt.core.IProblemRequestor",0,1,2,10,1.177
"org.eclipse.jdt.core.IRegion",1.103,1,1.408,8,1.176
"org.eclipse.jdt.core.ISourceManipulation",1.103,2,1.408,4,1.176
"org.eclipse.jdt.core.ISourceRange",0,0,0,30,1.178
"org.eclipse.jdt.core.ISourceReference",1.103,2,1.408,25,1.176
"org.eclipse.jdt.core.IType",1.103,16,1.408,97,1.176
"org.eclipse.jdt.core.ITypeHierarchy",1.103,3,1.408,11,1.176
"org.eclipse.jdt.core.ITypeHierarchyChangedListener",1.103,1,1.408,2,1.176
"org.eclipse.jdt.core.ITypeParameter",1.103,5,1.408,21,1.176
"org.eclipse.jdt.core.ITypeRoot",1.103,9,1.408,24,1.176
"org.eclipse.jdt.core.IWorkingCopy",1.103,5,1.408,6,1.176
"org.eclipse.jdt.core.compiler.IProblem",0,1,1,55,1.181
"org.eclipse.jdt.core.compiler.IScanner",0,1,1,4,1.177
"org.eclipse.jdt.core.compiler.ITerminalSymbols",0,0,0,3,1.177
"org.eclipse.jdt.core.dom.IAnnotationBinding",1.103,3,1.408,16,1.176
"org.eclipse.jdt.core.dom.IBinding",1.103,2,1.408,30,1.176
"org.eclipse.jdt.core.dom.IDocElement",0,0,0,5,1.177
