Interface,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"org.apache.cassandra.auth.IAuthenticator",0,3,3,1,1.596
"org.apache.cassandra.auth.IAuthenticator.SaslNegotiator",0,1,1,3,1.597
"org.apache.cassandra.auth.IAuthorizer",0,3,3,1,1.596
"org.apache.cassandra.auth.IInternodeAuthenticator",0,1,1,0,0
"org.apache.cassandra.auth.IResource",0,0,0,3,3
"org.apache.cassandra.auth.IRoleManager",0,4,4,1,1.596
"org.apache.cassandra.auth.PermissionsCacheMBean",0,0,0,0,0
"org.apache.cassandra.auth.RolesCacheMBean",0,0,0,0,0
"org.apache.cassandra.batchlog.BatchlogManagerMBean",0,0,0,1,84
"org.apache.cassandra.cache.AutoSavingCache.CacheSerializer",527,2,986,5,1.595
"org.apache.cassandra.cache.AutoSavingCache.IStreamFactory",0,0,0,2,1.596
"org.apache.cassandra.cache.CacheProvider",0,0,0,0,0
"org.apache.cassandra.cache.ICache",0,0,0,1,1.598
"org.apache.cassandra.cache.IMeasurableMemory",0,0,0,7,1.597
"org.apache.cassandra.cache.IRowCacheEntry",0,0,0,2,1.596
"org.apache.cassandra.concurrent.JMXConfigurableThreadPoolExecutorMBean",0,0,0,0,0
"org.apache.cassandra.concurrent.JMXEnabledThreadPoolExecutorMBean",0,0,0,0,0
"org.apache.cassandra.concurrent.TracingAwareExecutorService",527,1,986,2,1.595
"org.apache.cassandra.config.ConfigurationLoader",0,1,1,0,0
"org.apache.cassandra.cql3.AssignmentTestable",1,1,1,4,1.711
"org.apache.cassandra.cql3.CQL3Type",0,0,0,42,1.716
"org.apache.cassandra.cql3.CQLStatement",527,4,986,9,1.595
"org.apache.cassandra.cql3.ColumnIdentifier.Raw",527,3,986,8,1.595
"org.apache.cassandra.cql3.Conditions",0,4,997,0,0
"org.apache.cassandra.cql3.ErrorListener",0,0,0,0,0
"org.apache.cassandra.cql3.Json.Raw",0,3,988,2,2
"org.apache.cassandra.cql3.Operation.RawDeletion",0,3,38,2,2
"org.apache.cassandra.cql3.Operation.RawUpdate",0,3,38,5,5
"org.apache.cassandra.cql3.QueryHandler",527,8,986,6,1.595
"org.apache.cassandra.cql3.Term",3,3,23,39,1.709
"org.apache.cassandra.cql3.functions.AggregateFunction",0,2,2,1,1
"org.apache.cassandra.cql3.functions.AggregateFunction.Aggregate",0,1,1,2,2
"org.apache.cassandra.cql3.functions.Function",3,2,23,55,1.709
"org.apache.cassandra.cql3.functions.ScalarFunction",0,1,1,1,1
"org.apache.cassandra.cql3.functions.SecurityThreadGroup.ThreadInitializer",0,0,0,1,1
"org.apache.cassandra.cql3.restrictions.PrimaryKeyRestrictions",0,5,987,0,0
"org.apache.cassandra.cql3.restrictions.Restriction",0,8,988,4,5
"org.apache.cassandra.cql3.restrictions.Restrictions",0,6,987,0,0
"org.apache.cassandra.cql3.selection.Selectable.Raw",527,2,986,5,1.595
"org.apache.cassandra.cql3.selection.Selection.Selectors",527,2,986,4,1.595
"org.apache.cassandra.cql3.selection.SelectionColumns",0,2,29,0,0
"org.apache.cassandra.cql3.statements.CreateViewStatement.AddColumn",0,1,24,1,1
"org.apache.cassandra.db.BlacklistedDirectoriesMBean",0,0,0,0,0
"org.apache.cassandra.db.Clusterable",0,0,0,1,3
"org.apache.cassandra.db.ClusteringPrefix",1,4,989,4,4
"org.apache.cassandra.db.ColumnFamilyStoreMBean",0,0,0,5,85
"org.apache.cassandra.db.DeletionInfo",527,3,986,3,1.595
"org.apache.cassandra.db.DeletionPurger",0,0,0,3,1.598
"org.apache.cassandra.db.HintedHandOffManagerMBean",0,0,0,1,84
"org.apache.cassandra.db.IMutation",0,1,987,0,0
"org.apache.cassandra.db.LegacyLayout.LegacyAtom",527,2,986,4,1.595
"org.apache.cassandra.db.PartitionPosition",1,2,8,17,1.648
"org.apache.cassandra.db.ReadQuery",0,5,987,0,0
"org.apache.cassandra.db.RowIndexEntry.IndexSerializer",527,3,986,5,1.595
"org.apache.cassandra.db.Slices.InOrderTester",0,0,0,6,1.596
