Interface,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"org.apache.cassandra.db.commitlog.CommitLogMBean",0,0,0,0,0
"org.apache.cassandra.db.compaction.CompactionManager.CompactionExecutorStatsCollector",0,0,0,4,1.596
"org.apache.cassandra.db.compaction.CompactionManager.OneSSTableOperation",527,2,986,1,1.595
"org.apache.cassandra.db.compaction.CompactionManagerMBean",0,0,0,2,84
"org.apache.cassandra.db.filter.ClusteringIndexFilter",527,6,986,7,1.595
"org.apache.cassandra.db.filter.ClusteringIndexFilter.InternalDeserializer",527,3,986,1,1.595
"org.apache.cassandra.db.filter.ClusteringIndexFilter.Serializer",527,4,986,1,1.595
"org.apache.cassandra.db.marshal.AbstractCompositeType.ParsedComparator",0,0,0,1,1
"org.apache.cassandra.db.partitions.BasePartitionIterator",527,2,986,4,1.595
"org.apache.cassandra.db.partitions.CachedPartition",527,3,986,7,1.595
"org.apache.cassandra.db.partitions.Partition",527,4,986,17,1.595
"org.apache.cassandra.db.partitions.PartitionIterator",0,0,0,24,1.596
"org.apache.cassandra.db.partitions.PartitionStatisticsCollector",527,1,986,5,1.595
"org.apache.cassandra.db.partitions.UnfilteredPartitionIterator",527,2,986,17,1.595
"org.apache.cassandra.db.partitions.UnfilteredPartitionIterators.MergeListener",0,0,0,2,7
"org.apache.cassandra.db.rows.BaseRowIterator",527,4,986,6,1.595
"org.apache.cassandra.db.rows.Cell.Serializer",527,4,986,1,1.595
"org.apache.cassandra.db.rows.CellPath.Serializer",527,3,986,2,1.595
"org.apache.cassandra.db.rows.RangeTombstoneMarker",0,1,987,1,1
"org.apache.cassandra.db.rows.Row",527,5,986,48,1.595
"org.apache.cassandra.db.rows.Row.Builder",527,3,986,3,1.595
"org.apache.cassandra.db.rows.RowDiffListener",0,1,4,0,0
"org.apache.cassandra.db.rows.RowIterator",0,0,0,15,1.597
"org.apache.cassandra.db.rows.SliceableUnfilteredRowIterator",527,1,986,4,1.595
"org.apache.cassandra.db.rows.Unfiltered",0,3,989,2,2
"org.apache.cassandra.db.rows.UnfilteredRowIterator",0,0,0,35,1.596
"org.apache.cassandra.db.rows.UnfilteredRowIterators.MergeListener",0,0,0,3,1.597
"org.apache.cassandra.db.transform.MoreContents",0,0,0,0,0
"org.apache.cassandra.db.transform.MorePartitions",527,4,986,1,1.595
"org.apache.cassandra.db.transform.MoreRows",527,3,986,4,1.595
"org.apache.cassandra.db.view.TemporalRow.Resolver",3,2,997,1,4
"org.apache.cassandra.dht.IPartitioner",1,2,33,68,1.628
"org.apache.cassandra.dht.IPartitionerDependentSerializer",0,1,2,5,1.596
"org.apache.cassandra.dht.RangeStreamer.ISourceFilter",0,0,0,3,1.598
"org.apache.cassandra.dht.RingPosition",0,0,0,3,1.596
"org.apache.cassandra.dht.tokenallocator.ReplicationStrategy",0,0,0,0,0
"org.apache.cassandra.dht.tokenallocator.TokenAllocation.StrategyAdapter",0,0,0,1,1.596
"org.apache.cassandra.dht.tokenallocator.TokenAllocator",0,1,12,0,0
"org.apache.cassandra.exceptions.TransportException",0,0,0,2,1.599
"org.apache.cassandra.gms.FailureDetectorMBean",0,0,0,1,84
"org.apache.cassandra.gms.GossiperMBean",0,0,0,1,84
"org.apache.cassandra.gms.IEndpointStateChangeSubscriber",0,0,0,1,1.596
"org.apache.cassandra.gms.IFailureDetectionEventListener",0,0,0,1,1
"org.apache.cassandra.gms.IFailureDetector",0,0,0,5,1.597
"org.apache.cassandra.hints.HintsBufferPool.FlushCallback",1,1,988,1,1
"org.apache.cassandra.hints.HintsServiceMBean",0,0,0,0,0
"org.apache.cassandra.index.Index",527,12,986,23,1.595
"org.apache.cassandra.index.Index.Indexer",527,1,986,3,1.595
"org.apache.cassandra.index.Index.Searcher",527,1,986,7,1.595
"org.apache.cassandra.index.IndexRegistry",527,1,986,2,1.595
"org.apache.cassandra.index.internal.CassandraIndexFunctions",0,9,988,0,0
"org.apache.cassandra.index.transactions.CleanupTransaction",0,2,987,0,0
"org.apache.cassandra.index.transactions.CompactionTransaction",0,1,987,1,4
"org.apache.cassandra.index.transactions.IndexTransaction",0,0,0,0,0
"org.apache.cassandra.index.transactions.UpdateTransaction",527,3,986,7,1.595
"org.apache.cassandra.io.ISSTableSerializer",0,2,4,0,0
"org.apache.cassandra.io.ISerializer",0,2,3,13,1.607
"org.apache.cassandra.io.IVersionedSerializer",0,2,3,90,1.640
"org.apache.cassandra.io.compress.ICompressor",0,0,0,4,1.596
"org.apache.cassandra.io.sstable.ISSTableScanner",527,1,986,17,1.595
"org.apache.cassandra.io.sstable.IndexSummaryManagerMBean",0,0,0,0,0
"org.apache.cassandra.io.sstable.SSTableMultiWriter",527,4,986,8,1.595
"org.apache.cassandra.io.sstable.format.SSTableFormat",527,3,986,11,1.595
"org.apache.cassandra.io.sstable.metadata.IMetadataComponentSerializer",0,3,5,1,1.596
"org.apache.cassandra.io.sstable.metadata.IMetadataSerializer",527,3,986,4,1.595
"org.apache.cassandra.io.util.DataInputPlus",0,1,1,140,1.850
"org.apache.cassandra.io.util.DataOutputPlus",0,1,1,127,1.850
"org.apache.cassandra.io.util.FileDataInput",0,0,0,15,1.598
"org.apache.cassandra.io.util.FileMark",0,0,0,7,46
"org.apache.cassandra.io.util.ICompressedFile",0,1,987,0,0
"org.apache.cassandra.locator.DynamicEndpointSnitchMBean",0,0,0,0,0
"org.apache.cassandra.locator.EndpointSnitchInfoMBean",0,0,0,5,85
"org.apache.cassandra.locator.IEndpointSnitch",0,0,0,10,1.597
"org.apache.cassandra.locator.ILatencySubscriber",0,0,0,1,1.596
"org.apache.cassandra.locator.SeedProvider",0,0,0,0,0
"org.apache.cassandra.metrics.CassandraMetricsRegistry.JmxCounterMBean",0,1,1,2,1.616
"org.apache.cassandra.metrics.CassandraMetricsRegistry.JmxGaugeMBean",0,1,1,2,1.616
"org.apache.cassandra.metrics.CassandraMetricsRegistry.JmxHistogramMBean",0,1,1,4,1.616
"org.apache.cassandra.metrics.CassandraMetricsRegistry.JmxMeterMBean",0,1,1,4,1.618
"org.apache.cassandra.metrics.CassandraMetricsRegistry.JmxTimerMBean",0,1,2,4,1.616
"org.apache.cassandra.metrics.CassandraMetricsRegistry.MetricMBean",0,0,0,5,1.626
"org.apache.cassandra.metrics.KeyspaceMetrics.MetricValue",0,0,0,1,1.596
"org.apache.cassandra.metrics.MetricNameFactory",0,0,0,0,0
"org.apache.cassandra.metrics.TableMetrics.GetHistogram",527,2,986,1,1.595
"org.apache.cassandra.net.IAsyncCallback",527,1,986,5,1.595
"org.apache.cassandra.net.IAsyncCallbackWithFailure",0,0,0,6,1.596
"org.apache.cassandra.net.IMessageSink",0,0,0,0,0
"org.apache.cassandra.net.IVerbHandler",0,0,0,21,1.596
"org.apache.cassandra.net.MessagingServiceMBean",0,0,0,2,84
"org.apache.cassandra.notifications.INotification",0,0,0,0,0
"org.apache.cassandra.notifications.INotificationConsumer",0,0,0,0,0
"org.apache.cassandra.repair.messages.RepairMessage.MessageSerializer",527,2,986,2,1.595
"org.apache.cassandra.scheduler.IRequestScheduler",0,0,0,2,1.596
"org.apache.cassandra.serializers.TypeSerializer",0,0,0,35,1.710
"org.apache.cassandra.service.BatchlogResponseHandler.BatchlogCleanupCallback",0,0,0,1,2
"org.apache.cassandra.service.CASRequest",0,4,987,1,7
"org.apache.cassandra.service.CacheServiceMBean",0,0,0,2,84
"org.apache.cassandra.service.CassandraDaemon.Server",0,0,0,2,1.596
"org.apache.cassandra.service.GCInspectorMXBean",0,0,0,1,84
"org.apache.cassandra.service.IEndpointLifecycleSubscriber",0,0,0,0,0
"org.apache.cassandra.service.NativeAccessMBean",0,0,0,0,0
"org.apache.cassandra.service.StartupCheck",0,1,1,0,0
"org.apache.cassandra.service.StorageProxy.WritePerformer",0,0,0,1,1.596
"org.apache.cassandra.service.StorageProxyMBean",0,0,0,2,84
"org.apache.cassandra.service.StorageServiceMBean",0,0,0,2,85
"org.apache.cassandra.service.pager.QueryPager",527,7,986,11,1.595
"org.apache.cassandra.streaming.StreamConnectionFactory",0,0,0,1,1
"org.apache.cassandra.streaming.StreamEventHandler",0,0,0,4,1.596
"org.apache.cassandra.streaming.StreamManagerMBean",0,0,0,1,84
"org.apache.cassandra.streaming.messages.StreamMessage.Serializer",2,3,993,2,7
"org.apache.cassandra.thrift.ITransportFactory",0,0,0,0,0
"org.apache.cassandra.thrift.TServerFactory",0,1,1,0,0
"org.apache.cassandra.transport.CBCodec",0,0,0,4,1.596
"org.apache.cassandra.transport.Connection.Factory",0,1,2,0,0
"org.apache.cassandra.transport.Connection.Tracker",1,1,1,1,2
"org.apache.cassandra.transport.FrameCompressor",0,0,0,3,3
"org.apache.cassandra.transport.Message.Codec",2,1,4,11,1.603
"org.apache.cassandra.transport.OptionCodec.Codecable",0,0,0,1,1
"org.apache.cassandra.transport.SimpleClient.EventHandler",0,0,0,3,6
"org.apache.cassandra.triggers.ITrigger",0,2,987,1,2
"org.apache.cassandra.utils.BatchRemoveIterator",0,0,0,0,0
"org.apache.cassandra.utils.CloseableIterator",0,0,0,6,1.597
"org.apache.cassandra.utils.CoalescingStrategies.Clock",0,0,0,2,8
"org.apache.cassandra.utils.CoalescingStrategies.Coalescable",0,0,0,7,11
"org.apache.cassandra.utils.CoalescingStrategies.Parker",0,0,0,7,9
"org.apache.cassandra.utils.FastByteOperations.ByteOperations",0,0,0,4,1.715
"org.apache.cassandra.utils.IFilter",0,2,2,2,5
"org.apache.cassandra.utils.IFilter.FilterKey",0,0,0,5,1.630
"org.apache.cassandra.utils.IMergeIterator",0,0,0,2,1.596
"org.apache.cassandra.utils.IndexedSearchIterator",0,0,0,1,1.597
"org.apache.cassandra.utils.NoSpamLogger.Clock",0,0,0,2,1.599
"org.apache.cassandra.utils.OutputHandler",0,0,0,12,1.599
"org.apache.cassandra.utils.SearchIterator",0,0,0,7,1.596
"org.apache.cassandra.utils.Throwables.DiscreteAction",0,0,0,1,1.606
"org.apache.cassandra.utils.btree.BTree.Builder.QuickResolver",0,0,0,3,1.615
"org.apache.cassandra.utils.btree.BTree.Builder.Resolver",0,0,0,3,1.615
"org.apache.cassandra.utils.btree.UpdateFunction",1,1,1,9,1.601
"org.apache.cassandra.utils.concurrent.RefCounted",0,0,0,0,0
"org.apache.cassandra.utils.concurrent.RefCounted.Tidy",0,0,0,5,1.600
"org.apache.cassandra.utils.concurrent.SelfRefCounted",0,0,0,1,1.596
"org.apache.cassandra.utils.concurrent.SharedCloseable",0,0,0,3,1.597
"org.apache.cassandra.utils.concurrent.Transactional",0,0,0,13,1.598
"org.apache.cassandra.utils.concurrent.WaitQueue.Signal",0,0,0,13,1.610
"org.apache.cassandra.utils.memory.MemtableAllocator.DataReclaimer",0,0,0,3,1.597
"org.apache.cassandra.utils.obs.IBitSet",0,1,987,4,10
"org.apache.cassandra.utils.progress.ProgressEventNotifier",0,0,0,2,1.596
"org.apache.cassandra.utils.progress.ProgressListener",0,0,0,4,1.600

