Class,OCavg,WMC
"com.opensymphony.xwork2.ActionChainResult","2,25",36
"com.opensymphony.xwork2.ActionContext","1,12",29
"com.opensymphony.xwork2.ActionSupport","1,10",44
"com.opensymphony.xwork2.CompositeTextProvider","2,00",28
"com.opensymphony.xwork2.DefaultActionInvocation","2,30",62
"com.opensymphony.xwork2.DefaultActionProxy","1,39",25
"com.opensymphony.xwork2.DefaultActionProxyFactory","1,00",9
"com.opensymphony.xwork2.DefaultLocaleProvider","2,00",2
"com.opensymphony.xwork2.DefaultTextProvider","1,62",21
"com.opensymphony.xwork2.DefaultUnknownHandlerManager","2,57",18
"com.opensymphony.xwork2.InvalidMetadataException","1,00",1
"com.opensymphony.xwork2.ObjectFactory","1,15",23
"com.opensymphony.xwork2.TestNGXWorkTestCase","1,00",3
"com.opensymphony.xwork2.TextProviderFactory","1,80",9
"com.opensymphony.xwork2.TextProviderSupport","1,63",31
"com.opensymphony.xwork2.ValidationAwareSupport","1,19",25
"com.opensymphony.xwork2.XWork","1,00",5
"com.opensymphony.xwork2.XWorkConstants",n/a,0
"com.opensymphony.xwork2.XWorkException","1,44",13
"com.opensymphony.xwork2.XWorkJUnit4TestCase","1,00",7
"com.opensymphony.xwork2.XWorkTestCase","1,00",8
"com.opensymphony.xwork2.config.ConfigurationException","1,00",7
"com.opensymphony.xwork2.config.ConfigurationManager","1,88",32
"com.opensymphony.xwork2.config.ConfigurationUtil","2,67",8
"com.opensymphony.xwork2.config.FileManagerFactoryProvider","1,00",5
"com.opensymphony.xwork2.config.FileManagerProvider","1,00",5
"com.opensymphony.xwork2.config.ReferenceResolverException","1,00",4
"com.opensymphony.xwork2.config.entities.ActionConfig","2,80",42
"com.opensymphony.xwork2.config.entities.ActionConfig.Builder","1,14",25
"com.opensymphony.xwork2.config.entities.AllowedMethods","2,67",16
"com.opensymphony.xwork2.config.entities.AllowedMethods.LiteralAllowedMethod","1,33",8
"com.opensymphony.xwork2.config.entities.AllowedMethods.PatternAllowedMethod","1,33",8
"com.opensymphony.xwork2.config.entities.ExceptionMappingConfig","2,56",23
"com.opensymphony.xwork2.config.entities.ExceptionMappingConfig.Builder","1,00",10
"com.opensymphony.xwork2.config.entities.InterceptorConfig","2,38",19
"com.opensymphony.xwork2.config.entities.InterceptorConfig.Builder","1,00",9
"com.opensymphony.xwork2.config.entities.InterceptorMapping","1,83",11
"com.opensymphony.xwork2.config.entities.InterceptorStackConfig","2,14",15
"com.opensymphony.xwork2.config.entities.InterceptorStackConfig.Builder","1,00",7
"com.opensymphony.xwork2.config.entities.PackageConfig","3,20",96
"com.opensymphony.xwork2.config.entities.PackageConfig.Builder","1,09",38
"com.opensymphony.xwork2.config.entities.ResultConfig","2,38",19
"com.opensymphony.xwork2.config.entities.ResultConfig.Builder","1,00",9
"com.opensymphony.xwork2.config.entities.ResultTypeConfig","2,10",21
"com.opensymphony.xwork2.config.entities.ResultTypeConfig.Builder","1,00",10
"com.opensymphony.xwork2.config.entities.UnknownHandlerConfig","1,00",4
"com.opensymphony.xwork2.config.impl.AbstractMatcher","3,50",21
"com.opensymphony.xwork2.config.impl.AbstractMatcher.Mapping","1,00",4
"com.opensymphony.xwork2.config.impl.ActionConfigMatcher","3,00",6
"com.opensymphony.xwork2.config.impl.DefaultConfiguration","2,05",43
"com.opensymphony.xwork2.config.impl.DefaultConfiguration.ContainerProperties","2,00",4
"com.opensymphony.xwork2.config.impl.DefaultConfiguration.RuntimeConfigurationImpl","3,40",17
"com.opensymphony.xwork2.config.impl.LocatableConstantFactory","1,00",3
"com.opensymphony.xwork2.config.impl.LocatableFactory","1,00",3
"com.opensymphony.xwork2.config.impl.MockConfiguration","1,00",16
"com.opensymphony.xwork2.config.impl.NamespaceMatch","1,00",3
"com.opensymphony.xwork2.config.impl.NamespaceMatcher","2,00",4
"com.opensymphony.xwork2.config.providers.CycleDetector","2,75",11
"com.opensymphony.xwork2.config.providers.DirectedGraph","2,00",16
"com.opensymphony.xwork2.config.providers.InterceptorBuilder","7,00",14
"com.opensymphony.xwork2.config.providers.XWorkConfigurationProvider","1,00",5
"com.opensymphony.xwork2.config.providers.XmlConfigurationProvider","3,73",168
"com.opensymphony.xwork2.config.providers.XmlHelper","3,67",11
"com.opensymphony.xwork2.conversion.TypeConversionException","1,00",4
