Chidamber-Kemerer metrics,Qua, 13 dez 2017 15:47:03 BRST
Class,CBO,DIT,LCOM,NOC,RFC,WMC
"freemind.common.BooleanProperty",3,0,1,0,7,10
"freemind.common.ColorProperty",4,0,1,0,13,17
"freemind.common.ComboProperty",3,0,2,1,13,18
"freemind.common.DontShowNotificationProperty",1,0,0,0,1,1
"freemind.common.FontProperty",2,0,1,0,7,11
"freemind.common.FreeMindProgressMonitor",2,0,2,0,13,14
"freemind.common.FreeMindTask",1,0,1,0,11,19
"freemind.common.FreeMindTask.ProgressDescription",1,0,0,0,1,1
"freemind.common.IconProperty",5,0,1,0,15,13
"freemind.common.JOptionalSplitPane",2,0,1,0,11,31
"freemind.common.NamedObject",4,0,1,0,7,8
"freemind.common.NextLineProperty",2,0,4,0,5,5
"freemind.common.NumberProperty",1,0,1,0,8,10
"freemind.common.OptionalDontShowMeAgainDialog",8,0,1,0,11,16
"freemind.common.OptionalDontShowMeAgainDialog.DontShowPropertyHandler",n/a,n/a,n/a,n/a,2,n/a
"freemind.common.OptionalDontShowMeAgainDialog.StandardPropertyHandler",7,0,1,0,5,3
"freemind.common.PasswordProperty",2,0,3,0,6,4
"freemind.common.PropertyBean",3,0,2,1,6,4
"freemind.common.PropertyControl",n/a,n/a,n/a,n/a,4,n/a
"freemind.common.RemindValueProperty",1,0,1,0,2,2
"freemind.common.ScalableJButton",0,0,5,0,7,8
"freemind.common.ScalableJTable",2,0,0,0,3,1
"freemind.common.ScriptEditorProperty",7,0,1,0,17,14
"freemind.common.ScriptEditorProperty.ScriptEditorStarter",n/a,n/a,n/a,n/a,1,n/a
"freemind.common.SeparatorProperty",2,0,3,0,5,5
"freemind.common.StringProperty",2,0,1,0,8,9
"freemind.common.TextTranslator",n/a,n/a,n/a,n/a,1,n/a
"freemind.common.ThreeCheckBoxProperty",3,0,1,0,13,18
"freemind.common.UnicodeReader",2,0,1,0,6,15
"freemind.common.XmlBindingTools",7,0,2,0,15,15
"freemind.controller.BlindIcon",1,0,2,0,4,4
"freemind.controller.ColorSwatch",0,0,1,0,6,6
"freemind.controller.Controller",114,0,7,0,177,170
"freemind.controller.Controller.AboutAction",2,0,1,0,6,2
"freemind.controller.Controller.CloseAction",2,0,1,0,4,2
"freemind.controller.Controller.Closer",1,0,1,0,1,1
"freemind.controller.Controller.ColorTracker",1,0,1,0,3,3
"freemind.controller.Controller.DefaultLocalLinkConverter",4,0,1,0,3,1
"freemind.controller.Controller.DisposeOnClose",1,0,1,0,1,1
"freemind.controller.Controller.DocumentationAction",6,0,1,0,8,4
"freemind.controller.Controller.KeyDocumentationAction",4,0,1,0,9,3
"freemind.controller.Controller.LicenseAction",1,0,1,0,4,2
"freemind.controller.Controller.LocalLinkConverter",n/a,n/a,n/a,n/a,1,n/a
"freemind.controller.Controller.MoveToRootAction",1,0,1,0,4,2
"freemind.controller.Controller.NavigationMoveMapLeftAction",1,0,1,0,5,4
"freemind.controller.Controller.NavigationMoveMapRightAction",1,0,1,0,5,4
"freemind.controller.Controller.NavigationNextMapAction",1,0,1,0,4,2
