Class,OCavg,WMC
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigBytesRawBytesPartitionComparator","1,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigBytesRawPartitionComparator","1,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigDateTimeRawBytesComparator","1,00",2
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigDateTimeRawBytesPartitionComparator","1,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigDateTimeRawPartitionComparator","1,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigDoubleRawBytesComparator","1,00",2
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigDoubleRawBytesPartitionComparator","1,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigDoubleRawPartitionComparator","1,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigFloatRawBytesComparator","1,00",2
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigFloatRawBytesPartitionComparator","1,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigFloatRawPartitionComparator","1,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigIntRawBytesComparator","1,00",2
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigIntRawBytesPartitionComparator","1,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigIntRawPartitionComparator","1,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigLongRawBytesComparator","1,00",2
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigLongRawBytesPartitionComparator","1,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigLongRawPartitionComparator","1,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigTextRawBytesComparator","1,00",2
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigTextRawBytesPartitionComparator","1,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigTextRawPartitionComparator","1,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigTupleSortBytesComparator","1,00",2
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigTupleSortBytesPartitionComparator","1,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.PigWritableComparators.PigTupleSortPartitionComparator","1,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.ProgressableReporter","1,20",6
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.RunJarSecurityManager","1,50",9
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.SampleOptimizer","7,25",29
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.SecondaryKeyOptimizer","7,62",61
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.SecondaryKeyOptimizer.SecondaryKeyDiscover","3,11",28
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.SecondaryKeyOptimizerMR","2,20",11
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.SortKeyInfo","2,20",11
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.UDFEndOfAllInputNeededVisitor","1,33",4
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.UDFFinishVisitor","1,00",2
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.partitioners.CountingMap","1,67",5
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.partitioners.DiscreteProbabilitySampleGenerator","2,50",10
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.partitioners.SecondaryKeyPartitioner","1,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.partitioners.SkewedPartitioner","3,25",13
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.partitioners.WeightedRangePartitioner","4,25",34
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.plans.DotMRPrinter","1,43",10
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.plans.DotMRPrinter.InnerOperator","1,00",7
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.plans.DotMRPrinter.InnerPlan","3,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.plans.DotMRPrinter.InnerPrinter","1,00",4
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.plans.EndOfAllInputSetter","2,00",4
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.plans.EndOfAllInputSetter.EndOfAllInputChecker","1,10",11
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.plans.MRIntermediateDataVisitor","2,00",6
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.plans.MRIntermediateDataVisitor.StoreFinder","1,50",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.plans.MROpPlanVisitor","1,00",2
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.plans.MROperPlan","1,00",2
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.plans.MRPrinter","3,00",9
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.plans.POPackageAnnotator","3,75",15
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.plans.POPackageAnnotator.LoRearrangeDiscoverer","2,33",7
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.plans.POPackageAnnotator.PackageDiscoverer","1,00",3
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.plans.ScalarPhyFinder","1,33",4
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.plans.UDFFinder","1,25",10
"org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.plans.XMLMRPrinter","2,33",7
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.LogicalToPhysicalTranslatorException","1,00",12
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.POPrinter","1,00",1
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.POStatus",n/a,0
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.PhysicalOperator","1,45",77
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.PhysicalOperator.OriginalLocation","1,00",5
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.Result","1,33",4
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.Add","1,77",23
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.BinaryComparisonOperator","1,17",7
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.BinaryExpressionOperator","1,10",11
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.ConstantExpression","1,08",27
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.Divide","2,36",33
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.EqualToExpr","2,57",18
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.ExpressionOperator","2,11",19
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.GTOrEqualToExpr","2,14",15
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.GreaterThanExpr","2,14",15
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.LTOrEqualToExpr","2,14",15
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.LessThanExpr","2,14",15
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.Mod","1,70",17
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.Multiply","1,77",23
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.NotEqualToExpr","2,57",18
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.POAnd","2,50",15
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.POBinCond","1,33",40
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.POCast","14,39",403
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.POIsNull","1,71",12
"org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.POMapLookUp","1,12",27
