,instance,commit_superclass
537,org.apache.cassandra.thrift.describe_keyspaces_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
538,org.apache.cassandra.thrift.describe_keyspaces_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
539,org.apache.cassandra.thrift.describe_keyspaces_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
540,org.apache.cassandra.thrift.describe_keyspaces_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
541,org.apache.cassandra.thrift.describe_keyspaces_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
542,org.apache.cassandra.thrift.describe_cluster_name_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
543,org.apache.cassandra.thrift.describe_cluster_name_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
544,org.apache.cassandra.thrift.describe_cluster_name_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
545,org.apache.cassandra.thrift.describe_cluster_name_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
546,org.apache.cassandra.thrift.describe_cluster_name_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
547,org.apache.cassandra.thrift.describe_cluster_name_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
548,org.apache.cassandra.thrift.describe_version_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
549,org.apache.cassandra.thrift.describe_version_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
550,org.apache.cassandra.thrift.describe_version_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
551,org.apache.cassandra.thrift.describe_version_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
552,org.apache.cassandra.thrift.describe_version_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
553,org.apache.cassandra.thrift.describe_version_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
554,org.apache.cassandra.thrift.describe_ring_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
555,org.apache.cassandra.thrift.describe_ring_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
556,org.apache.cassandra.thrift.describe_ring_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
557,org.apache.cassandra.thrift.describe_ring_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
558,org.apache.cassandra.thrift.describe_ring_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
559,org.apache.cassandra.thrift.describe_ring_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
560,org.apache.cassandra.thrift.describe_token_map_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
561,org.apache.cassandra.thrift.describe_token_map_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
562,org.apache.cassandra.thrift.describe_token_map_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
563,org.apache.cassandra.thrift.describe_token_map_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
564,org.apache.cassandra.thrift.describe_token_map_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
565,org.apache.cassandra.thrift.describe_token_map_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
566,org.apache.cassandra.thrift.describe_partitioner_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
567,org.apache.cassandra.thrift.describe_partitioner_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
568,org.apache.cassandra.thrift.describe_partitioner_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
569,org.apache.cassandra.thrift.describe_partitioner_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
570,org.apache.cassandra.thrift.describe_partitioner_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
571,org.apache.cassandra.thrift.describe_partitioner_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
572,org.apache.cassandra.thrift.describe_snitch_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
573,org.apache.cassandra.thrift.describe_snitch_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
574,org.apache.cassandra.thrift.describe_snitch_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
575,org.apache.cassandra.thrift.describe_snitch_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
576,org.apache.cassandra.thrift.describe_snitch_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
577,org.apache.cassandra.thrift.describe_snitch_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
578,org.apache.cassandra.thrift.describe_keyspace_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
579,org.apache.cassandra.thrift.describe_keyspace_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
580,org.apache.cassandra.thrift.describe_keyspace_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
581,org.apache.cassandra.thrift.describe_keyspace_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
582,org.apache.cassandra.thrift.describe_keyspace_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
583,org.apache.cassandra.thrift.describe_keyspace_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
584,org.apache.cassandra.thrift.describe_splits_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
585,org.apache.cassandra.thrift.describe_splits_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
586,org.apache.cassandra.thrift.describe_splits_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
587,org.apache.cassandra.thrift.describe_splits_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
588,org.apache.cassandra.thrift.describe_splits_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
589,org.apache.cassandra.thrift.describe_splits_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
590,org.apache.cassandra.thrift.trace_next_query_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
591,org.apache.cassandra.thrift.trace_next_query_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
592,org.apache.cassandra.thrift.trace_next_query_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
593,org.apache.cassandra.thrift.trace_next_query_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
594,org.apache.cassandra.thrift.trace_next_query_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
595,org.apache.cassandra.thrift.trace_next_query_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
596,org.apache.cassandra.thrift.describe_splits_ex_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
597,org.apache.cassandra.thrift.describe_splits_ex_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
598,org.apache.cassandra.thrift.describe_splits_ex_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
599,org.apache.cassandra.thrift.describe_splits_ex_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
600,org.apache.cassandra.thrift.describe_splits_ex_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
601,org.apache.cassandra.thrift.describe_splits_ex_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
602,org.apache.cassandra.thrift.system_add_column_family_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
603,org.apache.cassandra.thrift.system_add_column_family_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
604,org.apache.cassandra.thrift.system_add_column_family_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
605,org.apache.cassandra.thrift.system_add_column_family_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
606,org.apache.cassandra.thrift.system_add_column_family_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
607,org.apache.cassandra.thrift.system_add_column_family_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
608,org.apache.cassandra.thrift.system_drop_column_family_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
609,org.apache.cassandra.thrift.system_drop_column_family_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
610,org.apache.cassandra.thrift.system_drop_column_family_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
611,org.apache.cassandra.thrift.system_drop_column_family_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
612,org.apache.cassandra.thrift.system_drop_column_family_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
613,org.apache.cassandra.thrift.system_drop_column_family_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
614,org.apache.cassandra.thrift.system_add_keyspace_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
615,org.apache.cassandra.thrift.system_add_keyspace_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
616,org.apache.cassandra.thrift.system_add_keyspace_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
617,org.apache.cassandra.thrift.system_add_keyspace_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
618,org.apache.cassandra.thrift.system_add_keyspace_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
619,org.apache.cassandra.thrift.system_add_keyspace_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
620,org.apache.cassandra.thrift.system_drop_keyspace_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
621,org.apache.cassandra.thrift.system_drop_keyspace_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
622,org.apache.cassandra.thrift.system_drop_keyspace_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
623,org.apache.cassandra.thrift.system_drop_keyspace_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
624,org.apache.cassandra.thrift.system_drop_keyspace_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
625,org.apache.cassandra.thrift.system_drop_keyspace_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
626,org.apache.cassandra.thrift.system_update_keyspace_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
627,org.apache.cassandra.thrift.system_update_keyspace_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
628,org.apache.cassandra.thrift.system_update_keyspace_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
629,org.apache.cassandra.thrift.system_update_keyspace_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
630,org.apache.cassandra.thrift.system_update_keyspace_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
631,org.apache.cassandra.thrift.system_update_keyspace_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
632,org.apache.cassandra.thrift.system_update_column_family_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
633,org.apache.cassandra.thrift.system_update_column_family_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
634,org.apache.cassandra.thrift.system_update_column_family_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
635,org.apache.cassandra.thrift.system_update_column_family_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
636,org.apache.cassandra.thrift.system_update_column_family_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
637,org.apache.cassandra.thrift.system_update_column_family_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
638,org.apache.cassandra.thrift.execute_cql_query_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
639,org.apache.cassandra.thrift.execute_cql_query_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
640,org.apache.cassandra.thrift.execute_cql_query_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
641,org.apache.cassandra.thrift.execute_cql_query_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
642,org.apache.cassandra.thrift.execute_cql_query_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
643,org.apache.cassandra.thrift.execute_cql_query_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
644,org.apache.cassandra.thrift.execute_cql3_query_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
645,org.apache.cassandra.thrift.execute_cql3_query_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
646,org.apache.cassandra.thrift.execute_cql3_query_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
647,org.apache.cassandra.thrift.execute_cql3_query_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
648,org.apache.cassandra.thrift.execute_cql3_query_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
649,org.apache.cassandra.thrift.execute_cql3_query_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
650,org.apache.cassandra.thrift.prepare_cql_query_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
651,org.apache.cassandra.thrift.prepare_cql_query_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
652,org.apache.cassandra.thrift.prepare_cql_query_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
653,org.apache.cassandra.thrift.prepare_cql_query_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
654,org.apache.cassandra.thrift.prepare_cql_query_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
655,org.apache.cassandra.thrift.prepare_cql_query_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
656,org.apache.cassandra.thrift.prepare_cql3_query_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
657,org.apache.cassandra.thrift.prepare_cql3_query_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
658,org.apache.cassandra.thrift.prepare_cql3_query_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
659,org.apache.cassandra.thrift.prepare_cql3_query_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
660,org.apache.cassandra.thrift.prepare_cql3_query_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
661,org.apache.cassandra.thrift.prepare_cql3_query_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
662,org.apache.cassandra.thrift.execute_prepared_cql_query_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
663,org.apache.cassandra.thrift.execute_prepared_cql_query_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
664,org.apache.cassandra.thrift.execute_prepared_cql_query_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
665,org.apache.cassandra.thrift.execute_prepared_cql_query_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
666,org.apache.cassandra.thrift.execute_prepared_cql_query_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
667,org.apache.cassandra.thrift.execute_prepared_cql_query_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
668,org.apache.cassandra.thrift.execute_prepared_cql3_query_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
669,org.apache.cassandra.thrift.execute_prepared_cql3_query_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
670,org.apache.cassandra.thrift.execute_prepared_cql3_query_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
671,org.apache.cassandra.thrift.execute_prepared_cql3_query_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
672,org.apache.cassandra.thrift.execute_prepared_cql3_query_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
673,org.apache.cassandra.thrift.execute_prepared_cql3_query_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
674,org.apache.cassandra.thrift.set_cql_version_args,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
675,org.apache.cassandra.thrift.set_cql_version_argsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
676,org.apache.cassandra.thrift.set_cql_version_argsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
677,org.apache.cassandra.thrift.set_cql_version_result,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
678,org.apache.cassandra.thrift.set_cql_version_resultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
679,org.apache.cassandra.thrift.set_cql_version_resultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
680,org.apache.cassandra.thrift.CfDef,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
681,org.apache.cassandra.thrift.CfDefStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
682,org.apache.cassandra.thrift.CfDefTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
683,org.apache.cassandra.thrift.CfSplit,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
684,org.apache.cassandra.thrift.CfSplitStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
685,org.apache.cassandra.thrift.CfSplitTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
686,org.apache.cassandra.thrift.Column,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
687,org.apache.cassandra.thrift.ColumnStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
688,org.apache.cassandra.thrift.ColumnTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
689,org.apache.cassandra.thrift.ColumnDef,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
690,org.apache.cassandra.thrift.ColumnDefStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
691,org.apache.cassandra.thrift.ColumnDefTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
692,org.apache.cassandra.thrift.ColumnOrSuperColumn,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
693,org.apache.cassandra.thrift.ColumnOrSuperColumnStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
694,org.apache.cassandra.thrift.ColumnOrSuperColumnTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
695,org.apache.cassandra.thrift.ColumnParent,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
696,org.apache.cassandra.thrift.ColumnParentStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
697,org.apache.cassandra.thrift.ColumnParentTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
698,org.apache.cassandra.thrift.ColumnPath,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
699,org.apache.cassandra.thrift.ColumnPathStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
700,org.apache.cassandra.thrift.ColumnPathTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
701,org.apache.cassandra.thrift.CounterColumn,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
702,org.apache.cassandra.thrift.CounterColumnStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
703,org.apache.cassandra.thrift.CounterColumnTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
704,org.apache.cassandra.thrift.CounterSuperColumn,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
705,org.apache.cassandra.thrift.CounterSuperColumnStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
706,org.apache.cassandra.thrift.CounterSuperColumnTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
707,org.apache.cassandra.thrift.CqlMetadata,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
708,org.apache.cassandra.thrift.CqlMetadataStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
709,org.apache.cassandra.thrift.CqlMetadataTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
710,org.apache.cassandra.thrift.CqlPreparedResult,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
711,org.apache.cassandra.thrift.CqlPreparedResultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
712,org.apache.cassandra.thrift.CqlPreparedResultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
713,org.apache.cassandra.thrift.CqlResult,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
714,org.apache.cassandra.thrift.CqlResultStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
715,org.apache.cassandra.thrift.CqlResultTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
716,org.apache.cassandra.thrift.CqlRow,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
717,org.apache.cassandra.thrift.CqlRowStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
718,org.apache.cassandra.thrift.CqlRowTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
719,org.apache.cassandra.thrift.Deletion,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
720,org.apache.cassandra.thrift.DeletionStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
721,org.apache.cassandra.thrift.DeletionTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
722,org.apache.cassandra.thrift.EndpointDetails,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
723,org.apache.cassandra.thrift.EndpointDetailsStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
724,org.apache.cassandra.thrift.EndpointDetailsTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
725,org.apache.cassandra.thrift.IndexClause,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
726,org.apache.cassandra.thrift.IndexClauseStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
727,org.apache.cassandra.thrift.IndexClauseTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
728,org.apache.cassandra.thrift.IndexExpression,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.scheme.IScheme
729,org.apache.cassandra.thrift.IndexExpressionStandardScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>StandardScheme
730,org.apache.cassandra.thrift.IndexExpressionTupleScheme,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12<name>TupleScheme
731,org.apache.cassandra.thrift.InvalidRequestException,bffd9ea8eb5358b5f138cbad8a387d5037d1ac12org.apache.thrift.TException
