,instance,commit_superclass
0,org.eclipse.jdt.core.tests.compiler.regression.AnnotationTest,0ec27a521b8048c2a1b0de9eaba1eff6e750d179AbstractComparableTest
1,org.eclipse.jdt.core.tests.compiler.regression.EnumTest,0ec27a521b8048c2a1b0de9eaba1eff6e750d179AbstractComparableTest
2,org.eclipse.jdt.core.tests.dom.ASTConverter15JLS4Test,0ec27a521b8048c2a1b0de9eaba1eff6e750d179ConverterTestSetup
3,org.eclipse.jdt.core.tests.dom.TestASTRequestor,0ec27a521b8048c2a1b0de9eaba1eff6e750d179ASTRequestor
4,org.eclipse.jdt.core.tests.dom.TestASTRequestor,0ec27a521b8048c2a1b0de9eaba1eff6e750d179ASTRequestorASTRequestor
5,org.eclipse.jdt.core.tests.dom.CompilationUnitRequestor,0ec27a521b8048c2a1b0de9eaba1eff6e750d179ASTRequestor
6,org.eclipse.jdt.core.tests.dom.CompilationUnitRequestor,0ec27a521b8048c2a1b0de9eaba1eff6e750d179ASTRequestorASTRequestor
7,org.eclipse.jdt.core.tests.dom.BindingRequestor,0ec27a521b8048c2a1b0de9eaba1eff6e750d179ASTRequestor
8,org.eclipse.jdt.core.tests.dom.BindingRequestor,0ec27a521b8048c2a1b0de9eaba1eff6e750d179ASTRequestorASTRequestor
9,org.eclipse.jdt.core.tests.dom.BindingRequestor,0ec27a521b8048c2a1b0de9eaba1eff6e750d179ASTRequestorASTRequestorASTRequestor
10,org.eclipse.jdt.core.tests.dom.BindingRequestor,0ec27a521b8048c2a1b0de9eaba1eff6e750d179ASTRequestorASTRequestorASTRequestorASTRequestor
11,org.eclipse.jdt.core.tests.dom.BindingRequestor,0ec27a521b8048c2a1b0de9eaba1eff6e750d179ASTRequestorASTRequestorASTRequestorASTRequestorASTRequestor
12,org.eclipse.jdt.core.tests.dom.BindingRequestor,0ec27a521b8048c2a1b0de9eaba1eff6e750d179ASTRequestorASTRequestorASTRequestorASTRequestorASTRequestorASTRequestor
13,org.eclipse.jdt.core.tests.dom.MyVisitor,0ec27a521b8048c2a1b0de9eaba1eff6e750d179ASTVisitor
14,org.eclipse.jdt.core.tests.dom.MyVisitor,0ec27a521b8048c2a1b0de9eaba1eff6e750d179ASTVisitorASTVisitor
15,org.eclipse.jdt.core.tests.dom.ASTConverter15Test,0ec27a521b8048c2a1b0de9eaba1eff6e750d179ConverterTestSetup
16,org.eclipse.jdt.internal.compiler.ast.QualifiedAllocationExpression,41a151c15f2313eec4e0f32689b6c8dd6f33167aAllocationExpression
17,org.eclipse.jdt.core.tests.compiler.regression.NullAnnotationTest,41a151c15f2313eec4e0f32689b6c8dd6f33167aAbstractComparableTest
18,org.eclipse.jdt.internal.compiler.lookup.SourceTypeBinding,1538facbe020906d8e9620bcca922106c178a710ReferenceBinding
19,org.eclipse.jdt.internal.compiler.flow.LoopingFlowContext,37a1b5aeed13a52bbdce79c9fa01b824ad2aa7f5SwitchFlowContext
20,org.eclipse.jdt.core.JavaCore,91d91920fb03542a8e9c4ef9ece653bfcae7e24borg.eclipse.core.runtime.Plugin
21,org.eclipse.jdt.compiler.tool.tests.CompilerInvocationTests,dcc90ac4a7bfde7969fd3cd0f96c9b0fd4416eecAbstractCompilerToolTest
22,org.eclipse.jdt.compiler.tool.tests.GetLocationDetector,dcc90ac4a7bfde7969fd3cd0f96c9b0fd4416eec<name>ForwardingStandardJavaFileManager
23,org.eclipse.jdt.compiler.tool.tests.GetJavaFileDetector,dcc90ac4a7bfde7969fd3cd0f96c9b0fd4416eec<name>ForwardingStandardJavaFileManager
24,org.eclipse.jdt.compiler.tool.tests.GetJavaFileForInputDetector,dcc90ac4a7bfde7969fd3cd0f96c9b0fd4416eecGetJavaFileDetector
25,org.eclipse.jdt.compiler.tool.tests.GetJavaFileForOutputDetector,dcc90ac4a7bfde7969fd3cd0f96c9b0fd4416eecGetJavaFileDetector
26,org.eclipse.jdt.compiler.tool.tests.SetLocationDetector,dcc90ac4a7bfde7969fd3cd0f96c9b0fd4416eec<name>ForwardingStandardJavaFileManager
27,org.eclipse.jdt.compiler.tool.tests.SubstringDetector,dcc90ac4a7bfde7969fd3cd0f96c9b0fd4416eecjava.util.logging.Logger.java.util.logging.Logger
28,org.eclipse.jdt.core.tests.compiler.regression.GenericsRegressionTest,9337b3165955bcb5471291138f985bf635bc2c65AbstractComparableTest
29,org.eclipse.jdt.internal.compiler.lookup.MethodVerifier15,ce089180323dc4b5ef74d43ea0b4475c385fcd97MethodVerifier
30,org.eclipse.jdt.core.tests.compiler.regression.MethodVerifyTest,ce089180323dc4b5ef74d43ea0b4475c385fcd97AbstractComparableTest
31,org.eclipse.jdt.internal.compiler.ast.AllocationExpression,e2e97eb1ed318448b72d60aca6f0daa8c5b48408Expression
32,org.eclipse.jdt.internal.compiler.lookup.ParameterizedGenericMethodBinding,4cdd1f8c2ff41620decbc1c851f00b9241512965ParameterizedMethodBinding
33,org.eclipse.jdt.internal.compiler.ast.CastExpression,404a2ab8d95764fff1652dfbb3727308f694ee0dExpression
34,org.eclipse.jdt.core.tests.compiler.regression.BatchCompilerTest,9e7e7a1f996b0899d3bb9d9b10b64136b9faaa31AbstractRegressionTest
35,org.eclipse.jdt.core.tests.compiler.regression.StringMatcher,9e7e7a1f996b0899d3bb9d9b10b64136b9faaa31Matcher
36,org.eclipse.jdt.core.tests.compiler.regression.SubstringMatcher,9e7e7a1f996b0899d3bb9d9b10b64136b9faaa31Matcher
37,org.eclipse.jdt.core.tests.compiler.regression.StringNormalizer,9e7e7a1f996b0899d3bb9d9b10b64136b9faaa31Normalizer
38,org.eclipse.jdt.core.tests.compiler.regression.TestCompilationProgress,9e7e7a1f996b0899d3bb9d9b10b64136b9faaa31org.eclipse.jdt.core.compiler.CompilationProgress
39,org.eclipse.jdt.core.tests.compiler.regression.XMLClasspathsSectionNormalizer,9e7e7a1f996b0899d3bb9d9b10b64136b9faaa31Normalizer
40,org.eclipse.jdt.core.tests.compiler.regression.LinesRangeNormalizer,9e7e7a1f996b0899d3bb9d9b10b64136b9faaa31Normalizer
41,org.eclipse.jdt.core.IField,002377a0c081bad20cf24753616b65ca91f33618IMember
42,org.eclipse.jdt.internal.core.CompilationUnitStructureRequestor,002377a0c081bad20cf24753616b65ca91f33618org.eclipse.jdt.internal.core.util.ReferenceInfoAdapter
43,org.eclipse.jdt.core.tests.model.GetSourceTests,002377a0c081bad20cf24753616b65ca91f33618ModifyingResourceTests
44,org.eclipse.jdt.internal.compiler.ast.ConstructorDeclaration,e91db9a52c48c5d336d3a25efb83227251d6139cAbstractMethodDeclaration
45,org.eclipse.jdt.core.tests.compiler.regression.ProblemConstructorTest,e91db9a52c48c5d336d3a25efb83227251d6139cAbstractRegressionTest
46,org.eclipse.jdt.compiler.apt.tests.BatchTestUtils,e50e209371b2a65df03cbc73d76285445e8c642ajavax.tools.JavaFileObject
47,org.eclipse.jdt.core.tests.compiler.regression.ConcurrentBatchCompilerTest,870bb4f621dd0b8090426a7261d67a43a6dc9aa9BatchCompilerTest
48,org.eclipse.jdt.internal.core.builder.JavaBuilder,fcd90e4a2f5e40578ea3ad28461a3e5ea180ab4eIncrementalProjectBuilder
49,org.eclipse.jdt.core.tests.compiler.regression.ResourceLeakTests,1beadf5b4bd07b60b68336f300a25d7d5f732449AbstractRegressionTest
50,org.eclipse.jdt.core.tests.model.AbstractJavaModelTests,225cb5cad0f09b6fe3a136f068e94b83e8c95396SuiteOfTestCases
51,org.eclipse.jdt.core.tests.model.MatchingRegionsTest,b59f8eb9de3712e3f20399b74f56ab5505001505AbstractJavaModelTests
52,org.eclipse.jdt.internal.compiler.ast.MessageSend,c9c5f11eddd07d2a8299046a3df03585e022db6eExpression
53,org.eclipse.jdt.core.tests.model.ClasspathTests,4bd3e6b0c5202bbe675a35ff5ce6eef56daecdd0ModifyingResourceTests
54,org.eclipse.jdt.core.tests.performance.FullSourceWorkspaceModelTests,4bd3e6b0c5202bbe675a35ff5ce6eef56daecdd0FullSourceWorkspaceTests
55,org.eclipse.jdt.core.tests.performance.JavaSearchResultCollector,4bd3e6b0c5202bbe675a35ff5ce6eef56daecdd0org.eclipse.jdt.core.search.SearchRequestor
56,org.eclipse.jdt.core.tests.performance.TypeNameCounter,4bd3e6b0c5202bbe675a35ff5ce6eef56daecdd0org.eclipse.jdt.core.search.TypeNameRequestor
57,org.eclipse.jdt.internal.compiler.lookup.ParameterizedTypeBinding,a7206b9a1db9f42c4d02bfbc442f9a8443757f7aReferenceBinding
58,org.eclipse.jdt.internal.compiler.ast.FieldReference,1b815ceb49474185b2e7a556292026c81d6ba468Reference
59,org.eclipse.jdt.internal.compiler.ast.SingleNameReference,1b815ceb49474185b2e7a556292026c81d6ba468NameReference
60,org.eclipse.jdt.core.tests.compiler.regression.AbstractRegressionTest,1b815ceb49474185b2e7a556292026c81d6ba468org.eclipse.jdt.core.tests.util.AbstractCompilerTest
61,org.eclipse.jdt.core.tests.compiler.regression.Excuse,1b815ceb49474185b2e7a556292026c81d6ba468JavacTestOptions
62,org.eclipse.jdt.core.tests.compiler.regression.EclipseHasABug,1b815ceb49474185b2e7a556292026c81d6ba468Excuse
63,org.eclipse.jdt.core.tests.compiler.regression.EclipseJustification,1b815ceb49474185b2e7a556292026c81d6ba468Excuse
64,org.eclipse.jdt.core.tests.compiler.regression.JavacHasABug,1b815ceb49474185b2e7a556292026c81d6ba468Excuse
65,org.eclipse.jdt.core.tests.compiler.regression.Logger,1b815ceb49474185b2e7a556292026c81d6ba468Thread
66,org.eclipse.jdt.core.tests.compiler.regression.StackMapAttributeTest,1b815ceb49474185b2e7a556292026c81d6ba468AbstractRegressionTest
67,org.eclipse.jdt.internal.compiler.problem.ProblemReporter,8585977b682b225927c2b7dfa188383f714b1d41ProblemHandler
68,org.eclipse.jdt.core.tests.compiler.regression.AmbiguousMethodTest,8585977b682b225927c2b7dfa188383f714b1d41AbstractComparableTest
69,org.eclipse.jdt.core.tests.compiler.regression.GenericTypeTest,8585977b682b225927c2b7dfa188383f714b1d41AbstractComparableTest
70,org.eclipse.jdt.internal.core.search.indexing.AddJarFileToIndex,e7041eebe1b9ef3b1ae9f5f9c79b24274ea327d1IndexRequest
71,org.eclipse.jdt.internal.core.search.indexing.IndexManager,e7041eebe1b9ef3b1ae9f5f9c79b24274ea327d1org.eclipse.jdt.internal.core.search.processing.JobManager
72,org.eclipse.jdt.core.tests.compiler.regression.TryStatementTest,8411039eacb670f9964cb949d3cc86dcbeba1c88AbstractRegressionTest
73,org.eclipse.jdt.internal.compiler.lookup.MethodVerifier,760ef9b34243875ff06c163b177d17f0c77d9df3ImplicitNullAnnotationVerifier
74,org.eclipse.jdt.core.tests.model.JavaProjectTests,49a79e2575c6151c30d62f2750faea01180e0f38ModifyingResourceTests
75,org.eclipse.jdt.internal.codeassist.CompletionUnitStructureRequestor,636fc8bdb03980abc82565dbe842499f65436dccorg.eclipse.jdt.internal.core.CompilationUnitStructureRequestor
76,org.eclipse.jdt.internal.compiler.ast.Annotation,636fc8bdb03980abc82565dbe842499f65436dccExpression
77,org.eclipse.jdt.internal.compiler.ast.BinaryExpression,636fc8bdb03980abc82565dbe842499f65436dccOperatorExpression
78,org.eclipse.jdt.internal.compiler.ast.Clinit,636fc8bdb03980abc82565dbe842499f65436dccAbstractMethodDeclaration
79,org.eclipse.jdt.internal.compiler.ast.NameReference,636fc8bdb03980abc82565dbe842499f65436dccorg.eclipse.jdt.internal.compiler.ast.Reference
80,org.eclipse.jdt.internal.compiler.ast.NullLiteral,636fc8bdb03980abc82565dbe842499f65436dccMagicLiteral
81,org.eclipse.jdt.internal.compiler.ast.OperatorExpression,636fc8bdb03980abc82565dbe842499f65436dccExpression
82,org.eclipse.jdt.internal.compiler.ast.Reference,636fc8bdb03980abc82565dbe842499f65436dccExpression
83,org.eclipse.jdt.internal.compiler.ast.ReturnStatement,636fc8bdb03980abc82565dbe842499f65436dccorg.eclipse.jdt.internal.compiler.ast.Statement
84,org.eclipse.jdt.internal.compiler.ast.Statement,636fc8bdb03980abc82565dbe842499f65436dccASTNode
85,org.eclipse.jdt.internal.compiler.ast.UnaryExpression,636fc8bdb03980abc82565dbe842499f65436dccOperatorExpression
86,org.eclipse.jdt.internal.compiler.classfmt.MethodInfoWithParameterAnnotations,636fc8bdb03980abc82565dbe842499f65436dccMethodInfoWithAnnotations
87,org.eclipse.jdt.internal.compiler.flow.InsideSubRoutineFlowContext,636fc8bdb03980abc82565dbe842499f65436dccTryFlowContext
88,org.eclipse.jdt.internal.compiler.lookup.ArrayBinding,636fc8bdb03980abc82565dbe842499f65436dccorg.eclipse.jdt.internal.compiler.lookup.TypeBinding
89,org.eclipse.jdt.internal.compiler.lookup.BaseTypeBinding,636fc8bdb03980abc82565dbe842499f65436dccorg.eclipse.jdt.internal.compiler.lookup.TypeBinding
90,org.eclipse.jdt.internal.compiler.lookup.BinaryTypeBinding,636fc8bdb03980abc82565dbe842499f65436dccReferenceBinding
91,org.eclipse.jdt.internal.compiler.lookup.FieldBinding,636fc8bdb03980abc82565dbe842499f65436dccorg.eclipse.jdt.internal.compiler.lookup.VariableBinding
92,org.eclipse.jdt.internal.compiler.lookup.LocalVariableBinding,636fc8bdb03980abc82565dbe842499f65436dccorg.eclipse.jdt.internal.compiler.lookup.VariableBinding
93,org.eclipse.jdt.internal.compiler.lookup.TypeBinding,636fc8bdb03980abc82565dbe842499f65436dccBinding
94,org.eclipse.jdt.internal.compiler.lookup.VariableBinding,636fc8bdb03980abc82565dbe842499f65436dccBinding
95,org.eclipse.jdt.internal.compiler.parser.MethodVisitor,636fc8bdb03980abc82565dbe842499f65436dccorg.eclipse.jdt.internal.compiler.ASTVisitor
96,org.eclipse.jdt.internal.compiler.parser.TypeVisitor,636fc8bdb03980abc82565dbe842499f65436dccorg.eclipse.jdt.internal.compiler.ASTVisitor
97,org.eclipse.jdt.core.dom.DefaultValuePairBinding,636fc8bdb03980abc82565dbe842499f65436dccMemberValuePairBinding
98,org.eclipse.jdt.core.ICompilationUnit,636fc8bdb03980abc82565dbe842499f65436dccITypeRoot
99,org.eclipse.jdt.core.IJavaProject,636fc8bdb03980abc82565dbe842499f65436dccIParent
100,org.eclipse.jdt.internal.core.BinaryMethod,636fc8bdb03980abc82565dbe842499f65436dccBinaryMember
101,org.eclipse.jdt.internal.core.ClassFileInfo,636fc8bdb03980abc82565dbe842499f65436dccOpenableElementInfo
102,org.eclipse.jdt.internal.core.JavaCorePreferenceInitializer,636fc8bdb03980abc82565dbe842499f65436dccAbstractPreferenceInitializer
103,org.eclipse.jdt.internal.core.SetClasspathOperation,636fc8bdb03980abc82565dbe842499f65436dccChangeClasspathOperation
104,org.eclipse.jdt.core.tests.compiler.regression.AbstractComparableTest,636fc8bdb03980abc82565dbe842499f65436dccAbstractRegressionTest
105,org.eclipse.jdt.core.tests.compiler.regression.ArrayTest,636fc8bdb03980abc82565dbe842499f65436dccAbstractRegressionTest
106,org.eclipse.jdt.core.tests.compiler.regression.ClassFileReaderTest_1_4,636fc8bdb03980abc82565dbe842499f65436dccAbstractRegressionTest
107,org.eclipse.jdt.core.tests.compiler.regression.Deprecated15Test,636fc8bdb03980abc82565dbe842499f65436dccAbstractRegressionTest
108,org.eclipse.jdt.core.tests.compiler.regression.LineNumberAttributeTest,636fc8bdb03980abc82565dbe842499f65436dccAbstractRegressionTest
109,org.eclipse.jdt.core.tests.model.CompletionContextTests,636fc8bdb03980abc82565dbe842499f65436dccAbstractJavaModelCompletionTests
110,org.eclipse.jdt.core.tests.model.JavaSearchScopeTests,636fc8bdb03980abc82565dbe842499f65436dccModifyingResourceTests
111,org.eclipse.jdt.core.tests.model.SignatureTests,636fc8bdb03980abc82565dbe842499f65436dccAbstractJavaModelTests
112,org.eclipse.jdt.core.tests.performance.FullSourceWorkspaceTests,636fc8bdb03980abc82565dbe842499f65436dccorg.eclipse.jdt.core.tests.junit.extension.TestCase
113,org.eclipse.jdt.internal.compiler.parser.RecoveredField,4cf047ed8142f9c3048e153b5178c9b3d96df1fbRecoveredElement
114,org.eclipse.jdt.core.tests.model.CompletionTests,4cf047ed8142f9c3048e153b5178c9b3d96df1fbAbstractJavaModelCompletionTests
115,org.eclipse.jdt.core.tests.model.EvaluationContextCompletionRequestor,4cf047ed8142f9c3048e153b5178c9b3d96df1fborg.eclipse.jdt.core.CompletionRequestor
116,org.eclipse.jdt.core.tests.model.EvaluationContextCompletionRequestor,4cf047ed8142f9c3048e153b5178c9b3d96df1fborg.eclipse.jdt.core.CompletionRequestororg.eclipse.jdt.core.CompletionRequestor
117,org.eclipse.jdt.core.tests.builder.BasicBuildTests,7888e9aab7a7900265cb9a598a42d6a1379c3e64BuilderTests
118,org.eclipse.jdt.internal.compiler.ast.TryStatement,968a44abcc71c95b90a66b2bfce384792751e997SubRoutineStatement
119,org.eclipse.jdt.internal.formatter.DefaultCodeFormatter,968a44abcc71c95b90a66b2bfce384792751e997org.eclipse.jdt.core.formatter.CodeFormatter
120,org.eclipse.jdt.core.tests.compiler.regression.TryStatement17Test,968a44abcc71c95b90a66b2bfce384792751e997AbstractRegressionTest
121,org.eclipse.jdt.core.tests.compiler.regression.XLargeTest,968a44abcc71c95b90a66b2bfce384792751e997AbstractRegressionTest
122,org.eclipse.jdt.internal.compiler.lookup.NestedTypeBinding,50ebe14bb893ce6c6a8bebfec7993234d6a33aa6SourceTypeBinding
123,org.eclipse.jdt.internal.compiler.ast.TypeDeclaration,11dd8a99a088c0f8f708fce4ca2ab2a6381f554aStatement
124,org.eclipse.jdt.internal.compiler.lookup.BlockScope,11dd8a99a088c0f8f708fce4ca2ab2a6381f554aScope
125,org.eclipse.jdt.core.tests.compiler.regression.InnerEmulationTest,11dd8a99a088c0f8f708fce4ca2ab2a6381f554aAbstractRegressionTest
126,org.eclipse.jdt.internal.codeassist.CompletionEngine,20607cc9da90bd1294c224d1eff6327bec9954acorg.eclipse.jdt.internal.codeassist.impl.Engine
127,org.eclipse.jdt.internal.codeassist.CompletionProblemFactory,20607cc9da90bd1294c224d1eff6327bec9954acorg.eclipse.jdt.internal.compiler.problem.DefaultProblemFactory
128,org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword1,20607cc9da90bd1294c224d1eff6327bec9954acorg.eclipse.jdt.internal.compiler.ast.SingleTypeReference
129,org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword2,20607cc9da90bd1294c224d1eff6327bec9954acorg.eclipse.jdt.internal.compiler.ast.ImportReference
130,org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword3,20607cc9da90bd1294c224d1eff6327bec9954acorg.eclipse.jdt.internal.compiler.ast.SingleNameReference
131,org.eclipse.jdt.internal.codeassist.complete.CompletionParser,20607cc9da90bd1294c224d1eff6327bec9954acAssistParser
132,org.eclipse.jdt.core.tests.compiler.regression.NullReferenceTest,40ff73b7071407f455ce167883a827d5d0333258AbstractRegressionTest
133,org.eclipse.jdt.internal.compiler.ast.AND_AND_Expression,a13c822f6e072c300a8032fb994879857c034ca1BinaryExpression
134,org.eclipse.jdt.internal.compiler.ast.ArrayAllocationExpression,a13c822f6e072c300a8032fb994879857c034ca1org.eclipse.jdt.internal.compiler.ast.Expression
135,org.eclipse.jdt.internal.compiler.ast.ArrayReference,a13c822f6e072c300a8032fb994879857c034ca1Reference
136,org.eclipse.jdt.internal.compiler.ast.AssertStatement,a13c822f6e072c300a8032fb994879857c034ca1Statement
137,org.eclipse.jdt.internal.compiler.ast.Assignment,a13c822f6e072c300a8032fb994879857c034ca1org.eclipse.jdt.internal.compiler.ast.Expression
138,org.eclipse.jdt.internal.compiler.ast.DoStatement,a13c822f6e072c300a8032fb994879857c034ca1Statement
139,org.eclipse.jdt.internal.compiler.ast.ExplicitConstructorCall,a13c822f6e072c300a8032fb994879857c034ca1Statement
140,org.eclipse.jdt.internal.compiler.ast.Expression,a13c822f6e072c300a8032fb994879857c034ca1Statement
141,org.eclipse.jdt.internal.compiler.ast.ForStatement,a13c822f6e072c300a8032fb994879857c034ca1Statement
142,org.eclipse.jdt.internal.compiler.ast.IfStatement,a13c822f6e072c300a8032fb994879857c034ca1Statement
143,org.eclipse.jdt.internal.compiler.ast.OR_OR_Expression,a13c822f6e072c300a8032fb994879857c034ca1BinaryExpression
144,org.eclipse.jdt.internal.compiler.ast.WhileStatement,a13c822f6e072c300a8032fb994879857c034ca1Statement
145,org.eclipse.jdt.internal.compiler.flow.FinallyFlowContext,a13c822f6e072c300a8032fb994879857c034ca1TryFlowContext
146,org.eclipse.jdt.core.tests.dom.ASTConverterBugsTestJLS3,39a1329e307fc24541c62f2b11af845177ce2ab1ASTConverterBugsTest
147,org.eclipse.jdt.core.tests.dom.ASTConverterBugsTestJLS4,39a1329e307fc24541c62f2b11af845177ce2ab1org.eclipse.jdt.core.tests.dom.ASTConverterBugsTestJLS3
148,org.eclipse.jdt.core.dom.InternalASTRewrite,9115bb8a229c7ea0533ba010d4fd36e981257274NodeEventHandler
149,org.eclipse.jdt.core.tests.rewrite.modifying.ASTRewritingModifyingCopyTest,9115bb8a229c7ea0533ba010d4fd36e981257274ASTRewritingModifyingTest
150,org.eclipse.jdt.internal.core.builder.IncrementalImageBuilder,777e51e4cb2ecaa945a1477b071fe596cfa792b6AbstractImageBuilder
151,org.eclipse.jdt.core.tests.builder.PackageInfoTest,777e51e4cb2ecaa945a1477b071fe596cfa792b6BuilderTests
152,org.eclipse.jdt.core.dom.CompilationUnit,72b6116017ad54924e550f806f31977764727c6dASTNode
153,org.eclipse.jdt.internal.compiler.ast.EqualExpression,f179c68e167c14230d1517ad0b6adc68e8bc0742BinaryExpression
154,org.eclipse.jdt.internal.compiler.ast.Block,5f97e12f962e721b3d706fc12b2c5617a3adbc7dStatement
155,org.eclipse.jdt.internal.compiler.ast.CompoundAssignment,5f97e12f962e721b3d706fc12b2c5617a3adbc7dorg.eclipse.jdt.internal.compiler.ast.Assignment
156,org.eclipse.jdt.internal.compiler.ast.FakedTrackingVariable,5f97e12f962e721b3d706fc12b2c5617a3adbc7dLocalDeclaration
157,org.eclipse.jdt.internal.compiler.ast.QualifiedNameReference,5f97e12f962e721b3d706fc12b2c5617a3adbc7dNameReference
158,org.eclipse.jdt.internal.compiler.flow.ExceptionHandlingFlowContext,5f97e12f962e721b3d706fc12b2c5617a3adbc7dorg.eclipse.jdt.internal.compiler.flow.FlowContext
159,org.eclipse.jdt.internal.compiler.flow.TryFlowContext,5f97e12f962e721b3d706fc12b2c5617a3adbc7dorg.eclipse.jdt.internal.compiler.flow.FlowContext
160,org.eclipse.jdt.core.tests.rewrite.describing.ASTRewritingExpressionsTest,42a9a4cb841336faccb205e658313c3d0fc8eea9ASTRewritingTest
161,org.eclipse.jdt.internal.compiler.apt.util.EclipseFileManager,933d7ac89005a6db0ba2e9aa90dfe242d592e5e5java.io.File
162,org.eclipse.jdt.internal.compiler.apt.util.EclipseFileManager,933d7ac89005a6db0ba2e9aa90dfe242d592e5e5java.io.Filejava.io.File
163,org.eclipse.jdt.internal.compiler.tool.EclipseFileManager,933d7ac89005a6db0ba2e9aa90dfe242d592e5e5java.io.File
164,org.eclipse.jdt.internal.compiler.tool.EclipseFileManager,933d7ac89005a6db0ba2e9aa90dfe242d592e5e5java.io.Filejava.io.File
165,org.eclipse.jdt.internal.formatter.CodeFormatterVisitor,6aed5c6026f35c6c9bf85a610d0a44078f65b752org.eclipse.jdt.internal.compiler.ASTVisitor
166,org.eclipse.jdt.core.tests.formatter.FormatterRegressionTests,6aed5c6026f35c6c9bf85a610d0a44078f65b752org.eclipse.jdt.core.tests.model.AbstractJavaModelTests
167,org.eclipse.jdt.internal.compiler.ast.InstanceOfExpression,5ccdb7e247bbbd1f8f7142380f221525938bf5a9OperatorExpression
168,org.eclipse.jdt.core.tests.compiler.regression.InstanceofExpressionTest,5ccdb7e247bbbd1f8f7142380f221525938bf5a9AbstractRegressionTest
169,org.eclipse.jdt.internal.core.dom.rewrite.ASTRewriteFlattener,6226e48eadf5e71057f66a6dee31727311dc8e25ASTVisitor
170,org.eclipse.jdt.internal.core.dom.NaiveASTFlattener,6e4128f5cd06f71535503e1d8c2cddb98551d7a4org.eclipse.jdt.core.dom.ASTVisitor
171,org.eclipse.jdt.core.dom.AnnotationTypeMemberDeclaration,11bdf7ee83fa535bb4e922a4f202eec91a5eb529BodyDeclaration
172,org.eclipse.jdt.core.dom.DoStatement,11bdf7ee83fa535bb4e922a4f202eec91a5eb529Statement
173,org.eclipse.jdt.internal.core.dom.SourceRangeVerifier,11bdf7ee83fa535bb4e922a4f202eec91a5eb529org.eclipse.jdt.core.dom.ASTVisitor
174,org.eclipse.jdt.core.tests.rewrite.describing.ASTRewritingTypeDeclTest,f1f25c6cdf998a1ec590849c8e88206d0ec0f3caASTRewritingTest
175,org.eclipse.jdt.internal.core.FoundRelevantDeltaException,7e822612c4ed17c5f501a36859d0f7cd7f1c210dRuntimeException
176,org.eclipse.jdt.internal.core.index.FileIndexLocation,7e822612c4ed17c5f501a36859d0f7cd7f1c210dIndexLocation
177,org.eclipse.jdt.core.tests.model.AttachSourceTests,df26c679ec361eae61785b6b440639645b574764ModifyingResourceTests
178,org.eclipse.jdt.apt.tests.annotations.readannotation.ReadAnnotationProcessor,dab1a89bdffb9307ae4c2241fdb7098caf50a7eborg.eclipse.jdt.apt.tests.annotations.BaseProcessor
179,org.eclipse.jdt.apt.tests.annotations.valueconversion.ValueConversionProcessor,dab1a89bdffb9307ae4c2241fdb7098caf50a7eborg.eclipse.jdt.apt.tests.annotations.BaseProcessor
180,org.eclipse.jdt.core.tests.compiler.regression.ClassFileComparatorTest,44a4773fe1e43ab7b0b1007569e920d404685d06AbstractRegressionTest
181,org.eclipse.jdt.core.tests.dom.GetKeyVisitor,44a4773fe1e43ab7b0b1007569e920d404685d06org.eclipse.jdt.core.dom.ASTVisitor
182,org.eclipse.jdt.internal.compiler.ast.QualifiedThisReference,0e5525e75974b87507b4096f39e2bf9ccadfbfadThisReference
183,org.eclipse.jdt.internal.eval.CodeSnippetScope,0e5525e75974b87507b4096f39e2bf9ccadfbfadorg.eclipse.jdt.internal.compiler.lookup.BlockScope
184,org.eclipse.jdt.core.tests.compiler.regression.StaticImportTest,97c795afd8d70a26c90859be85631c2f80038330AbstractComparableTest
185,org.eclipse.jdt.internal.compiler.ast.ConditionalExpression,42a66623ce2a3ec71a2f28506ffd67d2c8d2cf8cOperatorExpression
186,org.eclipse.jdt.internal.compiler.ast.FieldDeclaration,42a66623ce2a3ec71a2f28506ffd67d2c8d2cf8cAbstractVariableDeclaration
187,org.eclipse.jdt.internal.compiler.ast.LocalDeclaration,42a66623ce2a3ec71a2f28506ffd67d2c8d2cf8cAbstractVariableDeclaration
188,org.eclipse.jdt.core.tests.compiler.regression.CompilerInvocationTests,42a66623ce2a3ec71a2f28506ffd67d2c8d2cf8cAbstractRegressionTest
189,org.eclipse.jdt.internal.core.JavaElement,418e34f57c9f7842d3534af171e657c264f02dd7PlatformObject
190,org.eclipse.jdt.internal.compiler.ast.MethodDeclaration,fd61d3d365e4129ad38d13ee5d665ea318749efbAbstractMethodDeclaration
191,org.eclipse.jdt.internal.compiler.ast.SuperReference,fd61d3d365e4129ad38d13ee5d665ea318749efborg.eclipse.jdt.internal.compiler.ast.ThisReference
192,org.eclipse.jdt.internal.compiler.ast.ThisReference,fd61d3d365e4129ad38d13ee5d665ea318749efbReference
193,org.eclipse.jdt.internal.eval.CodeSnippetThisReference,fd61d3d365e4129ad38d13ee5d665ea318749efborg.eclipse.jdt.internal.compiler.ast.ThisReference
194,org.eclipse.jdt.core.tests.model.SelectionJavadocModelTests,07e9b0e8791371fe37d0b3154d25a43e023b50c9AbstractJavaModelTests
