,instance,commit_superclass
90,macos.MacOSPlugin,2b3be3f6ed5f5bc74c7cdee85883ffd24d43f1fbEBPlugin
91,macos.menu.MacOSMenu,2b3be3f6ed5f5bc74c7cdee85883ffd24d43f1fbJMenu
92,macos.menu.ScriptsMenu,2b3be3f6ed5f5bc74c7cdee85883ffd24d43f1fbJMenu
93,macos.menu.ShowBufferMenu,2b3be3f6ed5f5bc74c7cdee85883ffd24d43f1fbJMenu
94,macos.menu.ShowRecentDirMenu,2b3be3f6ed5f5bc74c7cdee85883ffd24d43f1fbJMenu
95,macos.menu.ShowRecentMenu,2b3be3f6ed5f5bc74c7cdee85883ffd24d43f1fbJMenu
96,org.gjt.sp.jedit.search.RemoveTreeNodeAction,603cac222bdb5cd4fb33c795af624275b1563ae6null.AbstractAction
97,macos.script.AppleScriptHandler,3c540f58a6f1fac4bee96e6631c75aae073209c6Macros.Handler.Macros.Handler
98,org.gjt.sp.jedit.gui.CaretStatus,9130097035febb13fe64513181ac70de5221a3e9null.JLabel
99,org.gjt.sp.jedit.options.StatusBarOptionPane,9130097035febb13fe64513181ac70de5221a3e9AbstractOptionPane
100,org.gjt.sp.jedit.help.ResultRenderer,8eeaecbf4322ea8e406b39d3cebd981382124823null.DefaultListCellRenderer
101,org.gjt.sp.jedit.gui.DummyRenderer,73eab1b0ccd88d5a2c0e811e308313729423ac4dnull.DefaultTableCellRenderer
102,org.gjt.sp.jedit.gui.LabelRenderer,73eab1b0ccd88d5a2c0e811e308313729423ac4dnull.DefaultTableCellRenderer
103,org.gjt.sp.jedit.gui.ColorPickerDialog,73eab1b0ccd88d5a2c0e811e308313729423ac4dnull.EnhancedDialog
104,org.gjt.sp.jedit.gui.AnimatedIcon,4484b7ebb7ac28acf003d8ba3da6f5c1689ce642ImageIcon
105,installer.ManPageOSTask,c8a1ef0b1e59abff6d23b521096771857f775f36null.OSTask
106,installer.MacOS,c8a1ef0b1e59abff6d23b521096771857f775f36null.Unix
107,installer.CBZip2InputStream,1f8c9ac4ab9ffb24048327483c4a7ae41fc82bfcjava.io.InputStream
108,installer.CBZip2OutputStream,1f8c9ac4ab9ffb24048327483c4a7ae41fc82bfcjava.io.OutputStream
109,installer.InvalidHeaderException,1f8c9ac4ab9ffb24048327483c4a7ae41fc82bfcjava.io.IOException
110,installer.TarBuffer,1f8c9ac4ab9ffb24048327483c4a7ae41fc82bfcObject
111,installer.TarHeader,1f8c9ac4ab9ffb24048327483c4a7ae41fc82bfcObject
112,org.gjt.sp.jedit.RegistersHandler,4e444c843b5cb4ac38edad4972b04bce6b918157null.HandlerBase
113,org.gjt.sp.jedit.gui.MouseHandler,2448730f06f690054bb8968bbdcb65961afe2fednull.MouseAdapter
114,macos.Delegate,59c6e6b60e571de68ed88f14c1834f2079afec61ApplicationAdapter
115,macos.RecentMenu,59c6e6b60e571de68ed88f14c1834f2079afec61NSMenu
116,macos.RecentDirMenu,59c6e6b60e571de68ed88f14c1834f2079afec61NSMenu
117,org.gjt.sp.jedit.gui.DockableListHandler,88708a67aba8c6f934aec21e0abeb29a8f64d9d7null.HandlerBase
118,org.gjt.sp.jedit.options.PluginOptions,3d4da3d1739b29ee655e274ec63bc61d2f87bb9corg.gjt.sp.jedit.gui.OptionsDialog
119,macos.BufferMenu,c3ff4640f55e5db1d8d24930ddfd7d7e95d2bbb7null.NSMenu
120,org.gjt.sp.jedit.gui.ActionBar,43300075de72679bf6e7b36be7e952842dea8d60JPanel
121,org.gjt.sp.jedit.gui.ActionTextField,43300075de72679bf6e7b36be7e952842dea8d60HistoryTextField
122,org.gjt.sp.jedit.gui.LogList,124cf5ba7987ca3c71265a2d2ff3836e16cd2b0fnull.JList
123,macos.MacrosMenu,922412b3ce960203235d3638f773206a753588fenull.NSMenu
124,org.gjt.sp.jedit.gui.CompletionPopup,dc1b8c392981f1a0b6e64d9920650cc63f6ba74enull.JWindow
125,org.gjt.sp.jedit.gui.MouseHandler,dc1b8c392981f1a0b6e64d9920650cc63f6ba74enull.MouseAdapter
126,org.gjt.sp.jedit.gui.CompletionList,dc1b8c392981f1a0b6e64d9920650cc63f6ba74enull.JList
127,org.gjt.sp.jedit.gui.KeyHandler,dc1b8c392981f1a0b6e64d9920650cc63f6ba74enull.KeyAdapter
128,org.gjt.sp.jedit.pluginmgr.InstallPanel,a6bac228fdeae567786208391c37050974a83867JPanel
129,org.gjt.sp.jedit.pluginmgr.PluginInfoBox,a6bac228fdeae567786208391c37050974a83867JEditorPane
130,org.gjt.sp.jedit.pluginmgr.SizeLabel,a6bac228fdeae567786208391c37050974a83867JLabel
131,org.gjt.sp.jedit.pluginmgr.UpdatesButton,a6bac228fdeae567786208391c37050974a83867JCheckBox
132,org.gjt.sp.jedit.pluginmgr.SelectallButton,a6bac228fdeae567786208391c37050974a83867JCheckBox
133,org.gjt.sp.jedit.pluginmgr.InstallButton,a6bac228fdeae567786208391c37050974a83867JButton
134,org.gjt.sp.jedit.pluginmgr.HeaderMouseHandler,a6bac228fdeae567786208391c37050974a83867MouseAdapter
135,org.gjt.sp.jedit.pluginmgr.TextRenderer,a6bac228fdeae567786208391c37050974a83867DefaultTableCellRenderer
136,org.gjt.sp.jedit.pluginmgr.ManagePanel,a6bac228fdeae567786208391c37050974a83867JPanel
137,org.gjt.sp.jedit.pluginmgr.PluginTableModel,a6bac228fdeae567786208391c37050974a83867AbstractTableModel
138,org.gjt.sp.jedit.pluginmgr.RemoveButton,a6bac228fdeae567786208391c37050974a83867JButton
139,org.gjt.sp.jedit.pluginmgr.HelpButton,a6bac228fdeae567786208391c37050974a83867JButton
140,org.gjt.sp.jedit.options.PluginManagerOptionPane,c9d56f3d1a531ef80a8fbc087eba5de5996d3dc4AbstractOptionPane
141,org.gjt.sp.jedit.options.SingleSelectionModel,c9d56f3d1a531ef80a8fbc087eba5de5996d3dc4DefaultListSelectionModel
142,org.gjt.sp.jedit.options.MirrorListHandler,44df3632cef532a143f43cb0a816af1686b3b8d0HandlerBase
143,org.gjt.sp.jedit.textarea.BufferChangeHandler,7ca8031bd1615d2247e015f81ca647c0ab72fa2cBufferChangeAdapter
144,org.gjt.sp.jedit.textarea.FirstLine,9c70fc5fdaea39ea276a22659f1bf80810a69514OffsetManager.Anchor.OffsetManager.Anchor
145,org.gjt.sp.jedit.gui.MenuMouseHandler,405f439a9c78d4edc0cfd80e844132633cffdf1dnull.MouseAdapter
146,org.gjt.sp.jedit.gui.MouseOverHandler,d5aa9ffcefccacee0417d626e6fd55bff2091fe3null.MouseAdapter
147,org.gjt.sp.jedit.gui.FilesChangedDialog,dcd50e695b25edb5320adda31f7795074a923004EnhancedDialog
148,org.gjt.sp.jedit.gui.Renderer,dcd50e695b25edb5320adda31f7795074a923004DefaultTreeCellRenderer
149,org.gjt.sp.jedit.browser.VFSFileNameField,305410a79298bc4d54ee08b639d06869a774ec93JTextField
150,org.gjt.sp.jedit.browser.KeyHandler,ba55f9cb6392dd351aed10c19d7c58534f3652f8null.KeyAdapter
151,org.gjt.sp.jedit.options.DownloadMirrorsThread,ba55f9cb6392dd351aed10c19d7c58534f3652f8org.gjt.sp.util.WorkRequest
152,org.gjt.sp.jedit.pluginmgr.MirrorListHandler,015e9b3219b3932953dbc5837f3fb985adc10b7dHandlerBase
153,org.gjt.sp.jedit.browser.VFSDirectoryEntryCellRenderer,1208189ff063444630f60b5a56489fd1ebe164c1DefaultTableCellRenderer
154,org.gjt.sp.jedit.browser.VFSDirectoryEntryTable,1208189ff063444630f60b5a56489fd1ebe164c1JTable
155,org.gjt.sp.jedit.browser.VFSDirectoryEntryTableModel,1208189ff063444630f60b5a56489fd1ebe164c1AbstractTableModel
156,org.gjt.sp.jedit.browser.ParentMouseHandler,97adc995f3f927a5977a56391813208d90739af4null.MouseAdapter
157,org.gjt.sp.jedit.browser.TableMouseHandler,97adc995f3f927a5977a56391813208d90739af4null.MouseAdapter
158,installer.VMS,5aa6bef90f61a063af35db5223cc7cc5c5f41120null.OperatingSystem
159,org.gjt.sp.jedit.textarea.PaintWrapGuide,28a8813e0b4ca7a8402f03c434f99cca97e4df9enull.TextAreaExtension
160,org.gjt.sp.jedit.textarea.PaintBracketHighlight,28a8813e0b4ca7a8402f03c434f99cca97e4df9enull.TextAreaExtension
161,org.gjt.sp.jedit.textarea.PaintText,28a8813e0b4ca7a8402f03c434f99cca97e4df9enull.TextAreaExtension
162,org.gjt.sp.jedit.textarea.PaintCaret,28a8813e0b4ca7a8402f03c434f99cca97e4df9enull.TextAreaExtension
163,org.gjt.sp.jedit.ServiceListHandler,11e9ab5a533c0e32c9917ffc0d34e140cf81ae2dHandlerBase
164,org.gjt.sp.jedit.Deferred,bc954116f60c7c121fe23cd6e1bc4c1411dca228null.EditPlugin
165,org.gjt.sp.jedit.msg.PluginUpdate,9ce1d2827ea8466662cc8d951280c037c347a95aEBMessage
166,org.gjt.sp.jedit.JAR,2caee3e3204b41090342ca0e33aed7a54bf69e64org.gjt.sp.jedit.PluginJAR
167,org.gjt.sp.jedit.msg.DockableWindowUpdate,e172a2b6063ad7a59edcfd01d2e26b9800f4eadeEBMessage
168,org.gjt.sp.jedit.menu.EnhancedCheckBoxMenuItem,db5c9f29d2b639b23819ace4c14c5010fe830225JCheckBoxMenuItem
169,org.gjt.sp.jedit.menu.MouseHandler,db5c9f29d2b639b23819ace4c14c5010fe830225MouseAdapter
170,org.gjt.sp.jedit.menu.EnhancedMenu,db5c9f29d2b639b23819ace4c14c5010fe830225JMenu
171,org.gjt.sp.jedit.menu.EnhancedMenuItem,db5c9f29d2b639b23819ace4c14c5010fe830225JMenuItem
172,org.gjt.sp.jedit.menu.MarkersMenuItem,db5c9f29d2b639b23819ace4c14c5010fe830225JMenuItem
173,org.gjt.sp.jedit.msg.DockableWindowUpdate,2a09a852167148e6fd7807a5952f9b19a0c693b7EBMessage
174,org.gjt.sp.jedit.msg.DynamicMenuChanged,1a7935a516caec89cffc74da3f0a83e75a2596d9null.EBMessage
175,bsh.UtilEvalError,54525f2490806cebadbbdef8dc48042306e713ceException
176,bsh.UtilTargetError,54525f2490806cebadbbdef8dc48042306e713cebsh.UtilEvalError
177,org.gjt.sp.jedit.options.AutosaveBackupOptionPane,557e7fc3310cd2493b7a061e9d8bb80b969d4406AbstractOptionPane
178,org.gjt.sp.jedit.options.ViewOptionPane,557e7fc3310cd2493b7a061e9d8bb80b969d4406AbstractOptionPane
179,org.gjt.sp.jedit.textarea.ScrollLineCount,cea499cb53154b49a80e03ed413da08c23c6ec0cnull.Anchor
180,org.gjt.sp.jedit.textarea.BufferChangeHandler,cea499cb53154b49a80e03ed413da08c23c6ec0corg.gjt.sp.jedit.buffer.BufferChangeAdapter
181,org.gjt.sp.jedit.search.RemoveAllTreeNodesAction,6f3ad173e8a7219209b62059f3eb1ac8cf03d75dnull.AbstractAction
182,org.gjt.sp.jedit.gui.PasteFromListDialog,c9d688933eedc7de1b32f641c4a852e3fb55b805EnhancedDialog
183,org.gjt.sp.jedit.gui.MouseHandler,c9d688933eedc7de1b32f641c4a852e3fb55b805MouseAdapter
184,org.gjt.sp.jedit.WindowHandler,b6a7be1ab15e977c13922c76c6ca61c4540fd0d4null.WindowAdapter
185,org.gjt.sp.jedit.textarea.Highlight,bbdc120ba0c00be188438f92c9bf4c900ff5e1e3TextAreaExtension
186,bsh.BSHClassDeclaration,3aab8982c4af6422bf053dfa7dfb81705de68ef9bsh.SimpleNode
187,bsh.BSHEnhancedForStatement,3aab8982c4af6422bf053dfa7dfb81705de68ef9bsh.SimpleNode
188,package bsh.ClassNameSpace,3aab8982c4af6422bf053dfa7dfb81705de68ef9NameSpace
189,bsh.collection.CollectionManagerImpl,3aab8982c4af6422bf053dfa7dfb81705de68ef9bsh.CollectionManager.bsh.CollectionManager
190,org.gjt.sp.jedit.buffer.KillRingHandler,c34fa9cb83a1e8ba66d2c7ea5673881139fd61f6null.HandlerBase
191,org.gjt.sp.jedit.TextAreaTransferHandler,c937b41040cc588bf57a915222f3804a80e3b3acnull.TransferHandler
192,org.gjt.sp.jedit.DropHandler,c937b41040cc588bf57a915222f3804a80e3b3acnull.DropTargetAdapter
193,org.gjt.sp.jedit.TextAreaSelection,c937b41040cc588bf57a915222f3804a80e3b3acnull.StringSelection
194,org.gjt.sp.jedit.options.MouseOptionPane,58c1ed848266a124e4d0d79514001fe4240b7988AbstractOptionPane
195,org.gjt.sp.jedit.pluginmgr.HideLibrariesButton,131d39c0b43d978fbd766944e2779bea3160cf3enull.JCheckBox
196,org.gjt.sp.jedit.gui.TextAreaDialog,91d8720300c1a694fac5a5f86e08b43d0adb0cbaEnhancedDialog
197,org.gjt.sp.jedit.pluginmgr.PluginTableModel,cc95e6fc23186e34647f3a7c2369accf86ebb35cnull.AbstractTableModel
198,org.gjt.sp.jedit.gui.Clock,6880d4e797d2ed3f06866bce126ede2bb070aceenull.JLabel
199,bsh.BSHPackageDeclaration,8f5f06aa1b7e6677f3a79bf61510a99149d39f25SimpleNode
200,bsh.ClassGeneratorImpl,8f5f06aa1b7e6677f3a79bf61510a99149d39f25bsh.ClassGenerator
201,bsh.DelayedEvalBshMethod,8f5f06aa1b7e6677f3a79bf61510a99149d39f25bsh.BshMethod
202,org.gjt.sp.jedit.browser.BrowserActionContext,227e2626b2db0709a418285042bfe8d08008342enull.ActionContext
203,installer.JEditMetalTheme14,d37d84acb4761516574243cb86c8eebbe2f832afDefaultMetalTheme
204,installer.JEditMetalTheme15,d37d84acb4761516574243cb86c8eebbe2f832afOceanTheme
205,org.gjt.sp.jedit.gui.JEditMetalTheme14,d37d84acb4761516574243cb86c8eebbe2f832afDefaultMetalTheme
206,org.gjt.sp.jedit.gui.JEditMetalTheme15,d37d84acb4761516574243cb86c8eebbe2f832afOceanTheme
207,org.gjt.sp.jedit.options.SaveBackupOptionPane,32e6c5a6aa35e129da365c9742da7047ea2d59bdAbstractOptionPane
208,com.loomcom.ant.tasks.jarbundler.JarBundler,8ad379c5b811d5773aa023ed3fec391a2206230eorg.apache.tools.ant.taskdefs.MatchingTask
209,com.loomcom.ant.tasks.jarbundler.JarFileList,8ad379c5b811d5773aa023ed3fec391a2206230eorg.apache.tools.ant.types.FileList
210,org.gjt.sp.jedit.textarea.TextAreaDropHandler,6b7880f06c476375ada0f3ca5d43f9bb1994f09eDropTargetAdapter
211,org.gjt.sp.jedit.textarea.TextAreaTransferHandler,6b7880f06c476375ada0f3ca5d43f9bb1994f09eTransferHandler
212,org.gjt.sp.jedit.gui.MarkerViewer,8b38e8eb193d50897c7c287d6fe5542b4d5f6474JPanel
213,org.gjt.sp.jedit.gui.MouseHandler,8b38e8eb193d50897c7c287d6fe5542b4d5f6474MouseAdapter
214,org.gjt.sp.jedit.gui.RegisterViewer,8b38e8eb193d50897c7c287d6fe5542b4d5f6474JPanel
215,org.gjt.sp.jedit.msg.RegisterChanged,8b38e8eb193d50897c7c287d6fe5542b4d5f6474org.gjt.sp.jedit.EBMessage
216,org.gjt.sp.jedit.gui.HistoryTextArea,040fb727523d4772a9d89a2fd8a9ca463f302422JTextArea
217,org.gjt.sp.jedit.textarea.MouseHandler,735a1b35f92424aac87c9fcbabf0a584fbdc32b4MouseInputAdapter
218,org.gjt.sp.jedit.textarea.TextAreaBorder,735a1b35f92424aac87c9fcbabf0a584fbdc32b4javax.swing.border.AbstractBorder
219,org.gjt.sp.jedit.search.GoToNodeAction,0d6b988e65a62a023c1aa4b0a3263c4fd3a90f03null.AbstractAction
220,org.gjt.sp.jedit.gui.MutableListModel,0d6b988e65a62a023c1aa4b0a3263c4fd3a90f03javax.swing.ListModel.javax.swing.ListModel
221,org.gjt.sp.jedit.textarea.FirstLine,1829709cb679eb079fc2e80f5aeb2c81f6a44163org.gjt.sp.jedit.textarea.Anchor
222,org.gjt.sp.jedit.textarea.ScrollLineCount,1829709cb679eb079fc2e80f5aeb2c81f6a44163org.gjt.sp.jedit.textarea.Anchor
223,org.gjt.sp.jedit.textarea.BufferChangeHandler,ba013a6bd872af17fbec1c75480e0b85e1e26557BufferChangeAdapter
224,org.gjt.sp.jedit.gui.DockablePanel,a7628f4258c0c449d142f62d98db27f347aa4e76JPanel
225,org.gjt.sp.jedit.gui.ToggleAction,a7628f4258c0c449d142f62d98db27f347aa4e76EditAction
226,org.gjt.sp.jedit.gui.FloatAction,a7628f4258c0c449d142f62d98db27f347aa4e76EditAction
227,org.gjt.sp.jedit.search.FocusHandler,cd3b83892b7d1a9e24584b252fe7bd1b80cace8dnull.FocusAdapter
228,org.gjt.sp.jedit.buffer.BufferAutosaveRequest,cd3b83892b7d1a9e24584b252fe7bd1b80cace8dorg.gjt.sp.jedit.buffer.BufferIORequest
