CommitNumber;Entity;Class;Change;Superclass
b492c5570480e6fa1162757ccec9012174dd662f;CLASS;com.google.common.base.FinalizableSoftReference<T>;ADDED*;.SoftReference<T>
b492c5570480e6fa1162757ccec9012174dd662f;CLASS;com.google.common.base.FinalizablePhantomReference<T>;ADDED*;.PhantomReference<T>
bbab2ce3c162b244119bdc22a990d7b75fdef0af;CLASS;com.google.common.collect.InactiveComparisonChain;ADDED*;.ComparisonChain
ee071f342edd0f5240dc2667a11e717a3a9395e6;CLASS;com.google.common.collect.ConstrainedMap<K, V>;ADDED*;.ForwardingMap<K, V>
ee071f342edd0f5240dc2667a11e717a3a9395e6;CLASS;com.google.common.collect.ConstrainedBiMap<K, V>;ADDED*;.ConstrainedMap<K, V>
ee071f342edd0f5240dc2667a11e717a3a9395e6;CLASS;com.google.common.collect.ConstrainedMultimap<K, V>;ADDED*;.ForwardingMultimap<K, V>
ee071f342edd0f5240dc2667a11e717a3a9395e6;CLASS;com.google.common.collect.ConstrainedAsMapValues<K, V>;ADDED*;.ForwardingCollection<Collection<V>>
ee071f342edd0f5240dc2667a11e717a3a9395e6;CLASS;com.google.common.collect.ConstrainedEntries<K, V>;ADDED*;.ForwardingCollection<Entry<K, V>>
ee071f342edd0f5240dc2667a11e717a3a9395e6;CLASS;com.google.common.collect.ConstrainedEntrySet<K, V>;ADDED*;.ConstrainedEntries<K, V>
ee071f342edd0f5240dc2667a11e717a3a9395e6;CLASS;com.google.common.collect.ConstrainedAsMapEntries<K, V>;ADDED*;.ForwardingSet<Entry<K, Collection<V>>>
ee071f342edd0f5240dc2667a11e717a3a9395e6;CLASS;com.google.common.collect.ConstrainedListMultimap<K, V>;ADDED*;.ConstrainedMultimap<K, V>
ee071f342edd0f5240dc2667a11e717a3a9395e6;CLASS;com.google.common.collect.ConstrainedSetMultimap<K, V>;ADDED*;.ConstrainedMultimap<K, V>
ee071f342edd0f5240dc2667a11e717a3a9395e6;CLASS;com.google.common.collect.ConstrainedSortedSetMultimap<K, V>;ADDED*;.ConstrainedSetMultimap<K, V>
ee071f342edd0f5240dc2667a11e717a3a9395e6;CLASS;com.google.common.collect.ConstrainedCollection<E>;ADDED*;.ForwardingCollection<E>
ee071f342edd0f5240dc2667a11e717a3a9395e6;CLASS;com.google.common.collect.ConstrainedSet<E>;ADDED*;.ForwardingSet<E>
ee071f342edd0f5240dc2667a11e717a3a9395e6;CLASS;com.google.common.collect.ConstrainedSortedSet<E>;ADDED*;.ForwardingSortedSet<E>
ee071f342edd0f5240dc2667a11e717a3a9395e6;CLASS;com.google.common.collect.ConstrainedRandomAccessList<E>;ADDED*;.ConstrainedList<E>
ee071f342edd0f5240dc2667a11e717a3a9395e6;CLASS;com.google.common.collect.ConstrainedListIterator<E>;ADDED*;.ForwardingListIterator<E>
ee071f342edd0f5240dc2667a11e717a3a9395e6;CLASS;com.google.common.collect.ConstrainedMultiset<E>;ADDED*;.ForwardingMultiset<E>
7ce09488d186e4f085046fb8d60578726ec429de;CLASS;com.google.common.util.concurrent.ForwardingBlockingQueue<E>;ADDED*;.ForwardingQueue<E>
7ce09488d186e4f085046fb8d60578726ec429de;CLASS;com.google.common.collect.ComputingConcurrentHashMap<K, V>;ADDED*;.CustomConcurrentHashMap<K, V>
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.ToStringHelperTest;ADDED*;junit.framework.TestCase
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.SomeThrowable;ADDED*;.Throwable
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.SomeError;ADDED*;.Error
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.SomeCheckedException;ADDED*;.Exception
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.SomeOtherCheckedException;ADDED*;.Exception
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.SomeUncheckedException;ADDED*;.RuntimeException
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.SomeUndeclaredCheckedException;ADDED*;.Exception
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.SomeChainingException;ADDED*;.RuntimeException
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.SuppliersTest;ADDED*;junit.framework.TestCase
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.StringsTest;ADDED*;junit.framework.TestCase
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.SplitterTest;ADDED*;junit.framework.TestCase
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.PredicatesTest;ADDED*;junit.framework.TestCase
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.PreconditionsTest;ADDED*;junit.framework.TestCase
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.ObjectsTest;ADDED*;junit.framework.TestCase
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.JoinerTest;ADDED*;junit.framework.TestCase
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.FunctionsTest;ADDED*;junit.framework.TestCase
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.FinalizableReferenceQueueTest;ADDED*;junit.framework.TestCase
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.DefaultsTest;ADDED*;junit.framework.TestCase
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.CharsetsTest;ADDED*;junit.framework.TestCase
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.CharMatcherTest;ADDED*;junit.framework.TestCase
d6627b3e58a776f42ff9d032d499d840dd4cca69;CLASS;com.google.common.base.CaseFormatTest;ADDED*;junit.framework.TestCase
b865e673377349e3b1d5b294f4efd40787d2bee5;CLASS;com.google.common.base.SplittingIterator;ADDED*;.AbstractIterator<String>
c4ec873e2c33a5c059d3a173587c7715f4deae1f;CLASS;com.google.common.collect.ImmutableCell<R, C, V>;ADDED*;.AbstractCell<R, C, V>
c4ec873e2c33a5c059d3a173587c7715f4deae1f;CLASS;com.google.common.collect.ColumnMap;ADDED*;.Maps
c4ec873e2c33a5c059d3a173587c7715f4deae1f;CLASS;com.google.common.collect.ColumnMapEntrySet;ADDED*;.TableSet<Entry<C, Map<R, V>>>
c4ec873e2c33a5c059d3a173587c7715f4deae1f;CLASS;com.google.common.collect.ColumnMapValues;ADDED*;.TableCollection<Map<R, V>>
