CommitNumber;Entity;Method;Change
94f24e262d2f4b8dcdcb740571337dd35bd2313b;METHOD;org.apache.james.mime4j.MimeEntity.advance();BODY_MODIFIED
6c5738180e3ba944864e1cd1dcd927159f4cf23f;METHOD;org.apache.james.mime4j.MimeBoundaryInputStream.hasData();BODY_MODIFIED
6c5738180e3ba944864e1cd1dcd927159f4cf23f;METHOD;org.apache.james.mime4j.MimeBoundaryInputStream.fillBuffer();BODY_MODIFIED
6c5738180e3ba944864e1cd1dcd927159f4cf23f;METHOD;org.apache.james.mime4j.MimeBoundaryInputStream.skipBoundary();BODY_MODIFIED
6c5738180e3ba944864e1cd1dcd927159f4cf23f;METHOD;org.apache.james.mime4j.MimeTokenStream.doParse(InputStream,String);BODY_MODIFIED
6c5738180e3ba944864e1cd1dcd927159f4cf23f;METHOD;org.apache.james.mime4j.StrictMimeTokenStreamTest.testUnexpectedEndOfHeaders();BODY_MODIFIED
6c5738180e3ba944864e1cd1dcd927159f4cf23f;METHOD;org.apache.james.mime4j.InputBuffer.indexOf(final);BODY_MODIFIED
6c5738180e3ba944864e1cd1dcd927159f4cf23f;METHOD;org.apache.james.mime4j.InputBuffer.length();BODY_MODIFIED
6c5738180e3ba944864e1cd1dcd927159f4cf23f;METHOD;org.apache.james.mime4j.InputBuffer.charAt(int);BODY_MODIFIED
6c5738180e3ba944864e1cd1dcd927159f4cf23f;METHOD;org.apache.james.mime4j.InputBuffer.toString();BODY_MODIFIED
6c5738180e3ba944864e1cd1dcd927159f4cf23f;METHOD;org.apache.james.mime4j.MimeEntity.MimeEntity(RootInputStream,InputStream,InputBuffer,BodyDescriptor,int,int,boolean,boolean);BODY_MODIFIED
6c5738180e3ba944864e1cd1dcd927159f4cf23f;METHOD;org.apache.james.mime4j.MimeEntity.advance();BODY_MODIFIED
6c5738180e3ba944864e1cd1dcd927159f4cf23f;METHOD;org.apache.james.mime4j.MimeEntity.createMimeStream();BODY_MODIFIED
6c5738180e3ba944864e1cd1dcd927159f4cf23f;METHOD;org.apache.james.mime4j.MimeEntity.clearMimeStream();BODY_MODIFIED
6c5738180e3ba944864e1cd1dcd927159f4cf23f;METHOD;org.apache.james.mime4j.MimeEntity.nextMessage();BODY_MODIFIED
